,air_12c4fb7a423df20d.csv,air_28a9fa1ec0839375.csv,air_7db266904cb0d72a.csv
0,-1.6051909997036433,-3.7628851673098476,1.8765642057377638
1,-0.5259048451703429,-8.62335874590007,3.2070302071942742
2,5.917310712023732,10.038622567079265,-8.738190819812806
3,7.594238915780888,6.338854041629406,-4.302980674502024
4,-5.093768462706827,-0.23688581825239735,1.5064211828635525
5,-4.186493252295037,-2.487988359856528,2.4359857323363614
6,-2.107452082461087,-1.266642302869487,4.015485724833438
7,-6.525744118399629,-28.922267964767663,18.949709776020754
8,4.6371465841278985,5.943305745977683,-5.538180461003314
9,5.882513487201247,10.323170872246072,-4.356276779328268
10,0.2908807014172723,0.8083149600984326,-0.9567011574924633
11,3.443885368303103,22.47935034011315,-12.407779385719326
12,0.4198759703444413,2.1943424790171284,0.6963486693353815
13,0.4198763726125032,2.1943424234600495,0.6963482595136814
14,0.033812095950653785,-0.18098234911178449,0.1281164586929663
15,-0.8865980548118818,-0.9692801941391737,-0.9411313702074475
16,-0.8489654405160565,-0.9090044520040153,-0.5934592489202091
17,2.1132381561262,-1.0826446736310853,-1.4655468108708372
18,-5.489454570168555,-0.8162386653939468,-0.27374552137765173
19,-0.04586832071672548,0.9095317167451307,0.9307802178218262
20,3.2887060902314165,0.04020164889514952,-0.2534061833021284
21,-0.8328229448362459,-0.013557504091365842,0.017181981882605616
22,-0.4804243135976583,-0.06333533233729335,0.06613119544354787
23,0.4411990021747711,0.027581333041663273,-0.02422838029008397
24,3.430431088959502,195.33794624700087,30.66027732180897
