,air_06f95ac5c33aca10.csv,air_22682e965418936f.csv,air_23e1b11aee2a1407.csv,air_49211568cab5fdee.csv,air_70f834596eb99fee.csv,air_b88192b35ac03c24.csv,air_e0aee25b56a069f2.csv,air_e58f669b6f1a08ce.csv,air_fcfbdcf7b1f82c6e.csv,air_fea5dc9594450608.csv
0,1.5876449345374184e-05,0.00024643696403977406,-0.000349676349468947,0.000479977492818239,3.527105049167056e-05,-0.001909261526636122,0.00010061493366750927,-9.294726781837227e-05,0.0038714970984711555,0.00042674946012174754
1,13.20362326779449,-2.372791779132731,-13.057687799449564,2.835123635581466,-0.5163586366916588,-2.2667096249958374,-1.6718554481467574,4.1864631794427085,-0.5057066746987776,-0.8963087391897878
2,-16.079252348868774,-1.4552329475416694,-4.197119339709355,-3.142768360927106,5.228084608515989,-1.2466952332956498,4.954494868163078,1.467452335094912e-15,7.871415583095455,-1.4686153084933726
3,-6.840945945130421,1.8768515294827495,11.387239591442883,6.408199243123696,-7.036333148002898,7.721676037478268,0.81906180715986,-6.133636131373136,-5.202745259414443,0.689409660980993
4,-4.279429461357674,3.3770204575963154,21.359514821673688,0.974520113952967,3.164395793955343,9.338290883704886,3.9290408655953475,-7.276345768493338,-19.38410357869497,-1.0697509109312666
5,3.780826839999832,-1.4635799438229251,-8.160166790210413,-2.2592907834720823,0.09326930341573719,-0.6538179340441519,2.479747186682891,2.7613979310080716,10.241465363358936,0.076447653620685
6,2.6513607771117598,0.5555845936356864,3.3299910223815563,-3.9620256696898477,0.9002978602063039,-4.879992629182231,0.8554147700194539,2.8995283355840313,3.7609893334997935,1.7407046147289555
7,7.563981049365415,-0.5173699902577402,-10.661159361405238,-0.8537260317869486,-1.8374847169342416,-8.031938168908152,-11.366091735223081,3.562510862837243,3.2116290716018376,0.9290231142680683
8,-7.761899868780781,27.226558308171647,-24.610789294379448,-8.770954302236774,-41.35064203823466,1.42867068508099,-13.182371172625274,-1.231162856517752,23.17829257485435,-23.125107432920444
9,1.5532491102669432,-18.733279748093434,15.100820274890667,-1.3395065162851736,16.511894192693973,0.8343510810561816,3.9463983093893997,-1.2681411716620496,7.001659430644715,13.960344697474893
10,-3.313622213066054,0.2702850419210746,17.28723504000527,3.4997339393774305,0.4641429248389964,7.462341182969407,-1.1474428960736307,3.7311157202789205,-18.28037172157706,-1.4155992789251566
11,0.07537513002997982,2.4040988143599487,2.5102797823131655,0.09774733055788422,2.2373955427146974,-0.24625900087265726,0.8740722423060023,0.1560529930690992,-1.537955898307434,-0.7992329188939475
12,4.159516437127564,-7.044192818547716,6.259786873419151,11.777730100094097,24.286492766049896,0.11129736950814662,8.56254006175877,3.2335480143109265,-32.77423798975307,11.829987760744022
13,2.319744497502306,0.9802705222084288,2.2539022623955023,2.011443563352098,2.370599662900951,1.7046349113161727,1.2755009980973473,0.1972687014990527,1.6077907351209135,2.232231683093388
14,2.3197444918262784,0.9802703225767225,2.2539026212350506,2.011443535754454,2.3705998517065434,1.704634525427584,1.2755009793807524,0.19726870962230977,1.607790378128822,2.2322319718400285
15,0.9867421739770474,-0.018520396452680193,0.17494876208164933,-0.03141775577437958,0.08741177514035423,-0.015476946050816221,0.024987053468950804,0.0505725498784905,-0.023652806975757557,-0.05948316232124827
16,-1.0002847255151859,-0.9993392955408268,-1.0006179496268846,-0.9999333074489875,-1.0007754725389961,-1.0001900020210093,-1.000078309039418,-1.0000691722532815,-1.0006986696940727,-1.000637217382781
17,-0.5876764465874352,-0.6882075518206796,-0.7555511422136426,-0.6871941738398797,-0.6331966631146503,-0.811349678717069,-0.6556281659381321,-0.640330145866021,-0.7533993544403458,-0.702812906237473
18,-0.9990478820667023,-0.9985085273411767,-1.0011623599222939,-1.0002073072207724,-0.9973724301282081,64.17099712450896,-0.9991500858961265,-1.0012962109844887,-1.000960493766033,-1.0033567788096422
19,202.84200168486294,87.03939162877633,153.39410740177865,51.194880880231096,60.70472969589234,0.0410397597754517,16.066322597200017,13.223054592742216,500.57312550743455,55.36238764249284
