,air_2c6fef1ce0e13a5a.csv,air_3aa839e8e0cb6c87.csv,air_49211568cab5fdee.csv,air_646b93e336f0dded.csv,air_ad60f6b76c9df7ed.csv,air_af03c277a167b2bd.csv,air_ccd19a5bc5573ae5.csv,air_d5e0a20370c325c7.csv,air_dea0655f96947922.csv,air_e700e390226d9985.csv
0,-0.001764283703524532,-0.003731696288214367,0.0004428041099051498,-0.006694924849300518,0.0014538169684217219,0.0005132027615470754,-0.00024722708476787765,0.0006758385619549844,-0.00011005995527380355,-0.0001872433077753797
1,-1.3115075221455978,-2.2228315637170404,2.6828377951988998,3.469559985115213,-3.8855628907848483,4.894535827748875,-14.782702486924263,-1.3198956003672542,-1.5007174902797678,7.572116503299
2,1.1905734517659325,-1.9375682953608628,-2.7808823528961812,1.722535893647986,4.1129815591470225,0.06034049713706504,5.4801976589218935,-5.0758127616295186,-4.383258605490956,7.495054690809886
3,8.210295552940744,-3.293119165308498,5.677076193712962,2.335913324256,0.6648468597790259,1.1872573008954523,1.2366352428457008,13.055614278350106,5.262885870767626,-4.524763947049697
4,9.027805446472964,7.59482219242805,1.009759531749779,-2.108378908497965,1.3562045444297992,-9.980253146764959,22.95013851561507,1.2630689288764278e-15,7.6783705562365405,-13.717903906425427
5,-8.799531888428476,-0.3450712257349565,-2.279804003720055,-3.8350532205330863,-2.334927234916674,-0.3160338738184481,-7.966903352617402,-4.427259131753118,-1.6060277985172629,0.1387618574250737
6,-0.6974906981676139,3.775608055530199,-3.8174999183531386,-5.399169984057171,-1.4895216192090046,3.2611526866945044,-0.14081046227310054,-0.9090000968289099,-5.236734183128412,2.6164184223277283
7,-7.635518189111097,-3.5715462635631607,-0.4918603991638599,3.814350476757314,1.5772561326016474,0.8926517234952253,-6.7772065034058055,-1.3237234103591822,-0.21431920895286483,0.42034433446233793
8,-77.18277949953473,29.16753238337043,-9.047706781004617,78.44636908585207,-35.73263523369463,7.026335962677776,10.256148078452924,-0.830543948314671,2.8081046706341732,8.254488101528965
9,49.743519213017706,-10.565941076595644,-0.9949846806695545,-23.184591029880778,17.078106826262584,3.2227680022601026,-6.198799451687886,1.8171221789679641,-1.77288741145464,-4.439982602806015
10,13.349403626604333,7.237077939068399,1.5524691628331735,-1.3585599635028724,2.824604913276311,-5.685359759209475,28.72440608326453,13.897357521111044,14.428524509446408,-16.078182898341854
11,-4.036410372744534,5.243303632306025,0.37784918301816733,0.32863176329650046,1.160053627687121,-0.6088751865247082,-1.5036943734638677,1.0578752012099644,-1.4490950344476627,1.0688096700181309
12,32.229204149307954,-14.638165793812353,14.007511406217015,-43.43046390373993,21.55376302429072,-11.097204347132317,3.993967484769762,-2.0794339640052573,0.1968035166405442,-4.499447351967164
13,4.737284973338253,1.173924897361024,2.0562420132178203,-0.6811345461230096,1.1897637657410198,3.685757397254232,9.572377796706675,1.0843938764422525,4.19908197243312,1.241551498919441
14,4.737284942758597,1.1739248160854179,2.0562419990788237,-0.6811346813690566,1.1897638186226551,3.6857574139951894,9.572377780442057,1.0843938637040311,4.199081956154617,1.241551498898279
15,-0.08557198881653871,-0.4356664355766498,0.0017250411373630474,0.08809403227631911,0.1380256740915919,-0.1264505904653178,0.9862289275065756,-0.0518775979050607,0.15322713419270878,0.1146556034748418
16,-1.000931344168462,32.569694979203845,-1.000528858899759,-1.1081448745953801,-1.0119827031744735,-0.9980150446144338,-0.9983311986772873,-1.0945561789422678,-0.993902728098495,-0.9924788723288611
17,-0.508759076482298,-0.9970746607682927,-0.2808706575572803,-0.9934453830199733,-0.5219654555819081,-0.5253122724970815,-0.940247785460528,-0.8040851103152991,-0.9585029137806658,-0.8149218078710155
18,-1.2660556263608602,-0.9880861081569597,-1.6795734088547183,-0.8257318915025065,-1.449299771530357,-1.4577672126362984,-8.21492973357737,0.9929587483861212,-1.0886272235544232,-1.017530979944866
19,0.11803170141221532,-0.9724632899703919,0.8406331568785811,-1.238876064735996,0.2419559518423209,0.3395134277640737,4.783214947822021,-1.2006973234990914,-0.689310836783378,-0.5260406973494373
20,-0.3553770584897372,0.9661573177273034,-0.5918390953100015,1.0293430261367187,-0.07237945462588109,-0.2260487517177283,4.116787652657275,-4.496073350533741,0.6737510948465307,0.17007700528652958
21,0.5406248251506999,0.02000243977151238,0.4536041789347148,0.059310621142989836,0.31885676156615234,0.3777475731983285,-1.6444968870146661,3.7683405688987794,0.1175524050998397,0.39089984145402246
22,265.731324747679,0.1913734132948391,37.18864550667504,52.06588435745305,29.026846822595825,55.61801868805535,3.6821827229214774,1.814459960216616,121.47075965563263,82.56557438078445
