visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.0487075913017492,1.0507676094965315,0.0,0.871877917532414,1.0223280311654448,1,9.0,1,1,1.4257277323451198,1.4257277323451194
2016-07-02,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.2598599060010192,1.2799217959518687,0.0,1.679106141056894,1.1697057371344384,1,13.0,1,1,1.582994166125835,1.5829941661258347
2016-07-03,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.2915327532059095,1.2101792174654613,0.0,1.3293072441962857,1.3486643800967875,1,19.0,1,1,-0.38057884320802265,-0.3805788432080233
2016-07-04,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.3232056004107997,1.289885021449927,0.0,1.1140463845897581,1.327610422101217,1,23.0,1,1,-1.1435844118857508,-1.1435844118857517
2016-07-05,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.3232056004107997,1.4592598549169151,0.0,1.5714757112536297,1.2644485481145054,1,9.0,1,1,-0.48404360227428267,-0.48404360227428334
2016-07-06,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.2281870587961286,1.1603630899751707,0.0,1.16786159949139,1.2328676111211496,1,20.0,1,1,-0.029551133357766074,-0.029551133357766685
2016-07-07,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.2915327532059095,1.2998482469479853,0.0,1.4907528889011816,1.2855025061100758,1,2.0,1,1,-0.09576857916017247,-0.09576857916017309
2016-07-12,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.1542837486513842,0.9710618055120659,0.0,-1.2807306785328656,1.2644485481145054,1,16.0,1,1,-0.4689941827737358,-0.46899418277373645
2016-07-13,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.1226109014464936,0.8315766485392518,0.0,-1.4959915381393938,1.2644485481145054,1,10.0,1,1,-0.39638073368359694,-0.3963807336835976
2016-07-14,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.0698228227716762,1.1005837369868223,0.0,0.14537251636038206,1.159178758136653,1,24.0,1,1,-0.17966909287572147,-0.1796690928757221
2016-07-15,air_72f5146cf0c49beb,1,0,0,0,0,0,0,0.8586705080724064,0.6323121385780889,0.0,-1.4690839306885777,1.0223280311654448,1,15.0,1,1,1.0088588121799704,1.00885881217997
2016-07-16,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.0064771283618952,0.9810250310101242,0.0,-0.285149202852674,0.9591661571787334,1,7.0,1,1,1.463351281096487,1.4633512810964868
2016-07-17,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.1437261329164206,0.9411721290178917,0.0,-1.3076382859836817,1.1802327161322235,1,19.0,1,1,0.5340496269377156,0.5340496269377151
2016-07-18,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.1542837486513842,1.090620511488764,1.0,1.2754920292946539,1.127597821143297,1,5.0,1,1,-0.9979812782179596,-0.9979812782179603
2016-07-19,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.1648413643863473,1.2002159919674038,0.0,1.7329213559585257,1.0960168841499414,1,12.0,1,1,-0.8219030700615607,-0.8219030700615615
2016-07-20,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.11205328571153,1.2599953449557522,0.0,2.1096278602699496,0.9802201151743039,1,19.0,1,1,-0.338816704094005,-0.33881670409400566
2016-07-21,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.0803804385066398,1.1005837369868223,0.0,0.871877917532414,0.990747094172089,1,11.0,1,1,-0.1172140019484518,-0.11721400194845243
2016-07-22,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.11205328571153,1.2699585704538103,0.0,1.140953992040574,0.990747094172089,1,16.0,1,1,1.0728188450572949,1.0728188450572944
2016-07-23,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.0592652070367126,1.1105469624848798,0.0,1.1947692069422058,1.0328550101632301,1,19.0,1,1,1.3899853610313209,1.3899853610313206
2016-07-24,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.0064771283618952,0.9710618055120659,0.0,-0.23133398795104196,1.0223280311654448,1,19.0,1,1,-0.4027767369713294,-0.40277673697133004
2016-07-25,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.0275923598318224,0.891356001527601,0.0,-1.2000078561804177,1.2012866741277939,1,12.0,1,1,-1.0487730690323054,-1.048773069032306
2016-07-26,air_72f5146cf0c49beb,0,0,0,0,0,1,0,0.9325738182171508,0.7419076190567286,0.0,-1.5228991455902097,1.074962926154371,1,10.0,1,1,-0.31473763289312995,-0.3147376328931306
2016-07-27,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.1014956699765668,1.1005837369868223,0.0,0.3337257685160941,1.0644359471565858,1,5.0,1,1,-0.1104417631732057,-0.11044176317320632
2016-07-29,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.196514211591238,1.1802895409712872,0.0,0.6835246653767018,1.159178758136653,1,19.0,1,1,1.3203817958412916,1.3203817958412911
2016-07-30,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.280975137470946,1.4094437274266243,0.0,1.7060137485077098,1.3170834431034317,1,20.0,1,1,1.439272209895612,1.4392722098956117
2016-07-31,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.302090368940873,1.3596275999363336,0.0,1.3293072441962857,1.3170834431034317,1,6.0,1,1,-0.35762847846968865,-0.3576284784696893
2016-08-01,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.3548784476156903,1.3197746979441012,0.0,1.2754920292946539,1.2960294851078613,1,11.0,1,1,-1.1037034502093015,-1.1037034502093024
2016-08-02,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.302090368940873,1.2799217959518687,0.0,0.14537251636038206,1.3486643800967875,1,6.0,1,1,-0.7462797370713126,-0.7462797370713132
2016-08-03,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.2915327532059095,1.3297379234421594,0.0,0.6835246653767018,1.243394590118935,1,13.0,1,1,-0.2929159746173369,-0.2929159746173376
2016-08-04,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.3759936790856173,1.4692230804149735,0.0,1.1140463845897581,1.274975527112291,1,11.0,1,1,-0.16461967337517455,-0.1646196733751752
2016-08-05,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.3759936790856173,1.4592598549169151,0.0,0.979508347335678,1.4118262540834987,1,12.0,1,1,0.8997505208010054,0.8997505208010049
2016-08-06,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.3443208318807272,1.5190392079052641,0.0,0.38754098341772586,1.4434071910768544,1,16.0,1,1,0.6544449829420909,0.6544449829420903
2016-08-07,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.3971089105555445,1.509075982407206,0.0,1.4638452814503657,1.3381374010990021,1,14.0,1,1,-0.5574095223394488,-0.5574095223394495
2016-08-08,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.449896989230362,1.4592598549169151,0.0,1.7598289634093416,1.4012992750857136,1,7.0,1,1,-1.084891675833618,-1.0848916758336187
2016-08-09,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.386551294820581,1.3596275999363336,0.0,1.2754920292946539,1.4118262540834987,1,17.0,1,1,-0.24212418380299114,-0.24212418380299178
2016-08-10,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.2704175217359823,1.3496643744382761,0.0,1.7060137485077098,1.2328676111211496,1,11.0,1,1,0.7748403389464661,0.7748403389464656
2016-08-11,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.2493022902660553,1.4492966294188576,1.0,1.8405517857617897,1.074962926154371,1,11.0,1,1,0.46030747138503575,0.4603074713850352
2016-08-12,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.2915327532059095,1.3695908254343918,0.0,1.9212746081142378,1.1697057371344384,1,8.0,1,1,0.02199312843160708,0.02199312843160648
2016-08-13,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.3443208318807272,1.3795540509324502,1.0,1.679106141056894,1.2855025061100758,1,8.0,1,1,0.19017039135021876,0.19017039135021818
2016-08-14,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.3126479846758365,1.3795540509324502,1.0,0.979508347335678,1.3065564641056462,1,13.0,1,1,-0.8599028543004417,-0.8599028543004424
2016-08-16,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.3337632161457633,1.3596275999363336,0.0,0.737339880278334,1.2223406321233645,1,13.0,1,1,-1.2733856550779679,-1.2733856550779687
2016-08-17,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.217629443061165,1.1902527664693454,0.0,-0.7156709220657298,1.2223406321233645,1,13.0,1,1,-0.7643390404719688,-0.7643390404719695
2016-08-18,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.365436063350654,1.429370178422741,0.0,0.14537251636038206,1.3065564641056462,1,20.0,1,1,-0.48517230873682365,-0.4851723087368244
2016-08-19,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.4393393734953983,1.6385979138819622,0.0,0.5220790206718059,1.422353233081284,1,19.0,1,1,0.8625032075371518,0.8625032075371514
2016-08-20,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.5026850679051793,1.5887817863916716,0.0,1.2754920292946539,1.4012992750857136,1,14.0,1,1,0.7436127934828313,0.7436127934828308
2016-08-21,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.471012220700289,1.5190392079052641,0.0,1.4369376739995499,1.45393417007464,1,11.0,1,1,-0.7519232693840177,-0.7519232693840183
2016-08-22,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.449896989230362,1.4592598549169151,0.0,0.5758942355734379,1.5381500020569219,1,8.0,1,1,-1.9539956519902018,-1.9539956519902026
2016-08-23,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.365436063350654,1.4194069529246827,0.0,-0.04298073579532995,1.422353233081284,1,10.0,1,1,-0.5506372835642027,-0.5506372835642034
2016-08-24,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.2704175217359823,1.3795540509324502,0.0,-0.4735024550083859,1.3065564641056462,1,10.0,1,1,-0.358380949444716,-0.35838094944471666
2016-08-25,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.302090368940873,1.4194069529246827,0.0,0.8449703100815981,1.274975527112291,1,15.0,1,1,-0.2274509997899579,-0.22745099978995853
2016-08-26,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.3126479846758365,1.3596275999363336,0.0,1.16786159949139,1.2960294851078613,1,25.0,1,1,1.1638678330356036,1.1638678330356031
2016-08-27,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.0698228227716762,1.0507676094965315,0.0,0.11846490890956593,1.1697057371344384,1,4.0,1,1,1.2274516304254144,1.227451630425414
2016-08-28,air_72f5146cf0c49beb,0,0,0,1,0,0,0,0.9853618968919682,1.0408043839984733,0.0,-0.7425785295165458,1.0118010521676597,1,6.0,1,1,-0.1958472188388094,-0.19584721883881004
2016-08-29,air_72f5146cf0c49beb,0,1,0,0,0,0,0,0.7530943507227715,0.6522385895742051,0.0,-1.5228991455902097,0.7170456402296728,1,5.0,1,1,-1.3776028851192552,-1.377602885119256
2016-08-30,air_72f5146cf0c49beb,0,0,0,0,0,1,0,0.7742095821926984,0.6522385895742051,0.0,1.1947692069422058,0.7486265772230286,1,17.0,1,1,-0.5773500031776735,-0.5773500031776742
2016-08-31,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.0803804385066398,1.0009514820062404,0.0,1.786736570860158,1.127597821143297,1,18.0,1,1,-0.1435504860744089,-0.1435504860744095
2016-09-01,air_72f5146cf0c49beb,0,0,0,0,1,0,0,1.1226109014464936,1.090620511488764,0.0,1.3023996367454698,1.0012740731698744,1,10.0,1,1,-0.5408551608888472,-0.5408551608888479
2016-09-02,air_72f5146cf0c49beb,1,0,0,0,0,0,0,1.1331685171814572,1.2400688939596363,0.0,1.410030066548734,0.9802201151743039,1,15.0,1,1,0.6747616992678291,0.6747616992678287
2016-09-03,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.2281870587961286,1.2201424429635197,0.0,-0.04298073579532995,1.1697057371344384,1,17.0,1,1,1.2624415307641859,1.2624415307641854
2016-09-04,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.2598599060010192,1.3098114724460428,0.0,0.5220790206718059,1.2223406321233645,1,5.0,1,1,-0.6842008816315566,-0.6842008816315572
2016-09-05,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.0698228227716762,1.0009514820062404,0.0,-0.8233013518689938,1.1697057371344384,1,13.0,1,1,-1.2858014261659192,-1.2858014261659199
2016-09-06,air_72f5146cf0c49beb,0,0,0,0,0,1,0,1.0592652070367126,1.1304734134809964,0.0,-0.5004100624592019,1.1802327161322235,1,11.0,1,1,-0.5773500031776735,-0.5773500031776742
2016-09-07,air_72f5146cf0c49beb,0,0,0,0,0,0,1,1.2070718273262016,1.2998482469479853,0.0,0.737339880278334,1.1170708421455122,1,17.0,1,1,-0.47990501191163226,-0.47990501191163293
2016-09-08,air_72f5146cf0c49beb,0,0,0,0,1,0,0,0.9642466654220413,0.7120179425625541,0.0,-1.2269154636312336,1.0223280311654448,1,5.0,1,1,-0.3312919943437316,-0.33129199434373224
2016-09-09,air_72f5146cf0c49beb,1,0,0,0,0,0,0,0.8586705080724064,0.8515030995353681,0.0,0.14537251636038206,0.9381121991831627,1,17.0,1,1,0.994561863654451,0.9945618636544505
2016-09-10,air_72f5146cf0c49beb,0,0,1,0,0,0,0,0.8586705080724064,0.9710618055120659,0.0,1.4907528889011816,0.7380995982252432,1,15.0,1,1,1.5069945976480732,1.5069945976480728
2016-09-11,air_72f5146cf0c49beb,0,0,0,1,0,0,0,1.0170347440968588,1.1304734134809964,0.0,0.38754098341772586,0.9381121991831627,1,14.0,1,1,-0.24174794831547747,-0.2417479483154781
2016-09-12,air_72f5146cf0c49beb,0,1,0,0,0,0,0,1.0698228227716762,0.9511353545159497,0.0,-1.146192641278786,1.0328550101632301,1,12.0,1,1,-1.2643560033776398,-1.2643560033776406
2016-09-13,air_72f5146cf0c49beb,0,0,0,0,0,1,0,0.7953248136626253,0.4629373051111003,0.0,-1.5228991455902097,1.0012740731698744,1,10.0,1,1,-0.7428936176836894,-0.7428936176836902
2016-09-14,air_72f5146cf0c49beb,0,0,0,0,0,0,1,0.8269976608675159,0.6422753640761472,0.0,-1.2807306785328656,0.9802201151743039,1,11.0,1,1,-0.3452127073817374,-0.3452127073817381
2016-09-15,air_72f5146cf0c49beb,0,0,0,0,1,0,0,0.8269976608675159,0.6622018150722634,0.0,-1.0116546040247059,0.9275852201853777,1,14.0,1,1,-0.018264068732355896,-0.018264068732356503
2016-09-16,air_72f5146cf0c49beb,1,0,0,0,0,0,0,0.9325738182171508,0.9610985800140079,0.0,-0.4465948475575699,0.9065312621898073,1,13.0,1,1,0.9260870049269625,0.926087004926962
2016-09-17,air_72f5146cf0c49beb,0,0,1,0,0,0,0,1.1226109014464936,0.9909882565081825,0.0,-0.4735024550083859,1.1697057371344384,1,12.0,1,1,1.3914903029813757,1.3914903029813752
2016-09-18,air_72f5146cf0c49beb,0,0,0,1,0,0,0,0.8586705080724064,0.6223489130800306,0.0,-1.5228991455902097,0.9696931361765185,1,15.0,1,1,0.20559604633827935,0.20559604633827877
2016-09-19,air_72f5146cf0c49beb,0,1,0,0,0,0,0,0.700306272047954,0.47290053060915826,1.0,-1.5228991455902097,0.7275726192274578,1,10.0,1,1,-1.2673658872777491,-1.26736588727775
2016-09-20,air_72f5146cf0c49beb,0,0,0,0,0,1,0,0.4258082629389032,0.07437151068683223,0.0,-1.5228991455902097,0.6538837662429612,1,6.0,1,1,-1.7545908436079554,-1.7545908436079563
2016-09-21,air_72f5146cf0c49beb,0,0,0,0,0,0,1,0.5736148832283923,0.5027902071033328,0.0,-1.4690839306885777,0.6854647032363169,1,13.0,1,1,0.4147829773958813,0.4147829773958808
2016-09-22,air_72f5146cf0c49beb,0,0,0,0,1,0,0,0.6052877304332829,0.522716658099449,1.0,-1.3883611083361298,0.7907344932141694,1,22.0,1,1,-0.2556686613534834,-0.255668661353484
