visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-05,air_650f9b9de0c5542c,0,0,0,0,0,1,0,-0.5574500814314545,-0.45960338960417935,0.0,0.6810685162006834,-0.7741482637157036,1,22.0,1,1,-1.4349544073190132,-1.434954407319013
2016-01-06,air_650f9b9de0c5542c,0,0,0,0,0,0,1,-0.7862987620370582,-1.080581785858893,0.0,-1.3372929306270294,-0.5689490778865816,1,20.0,1,1,-1.3714808577049387,-1.3714808577049384
2016-01-07,air_650f9b9de0c5542c,0,0,0,0,1,0,0,-0.8465220990385328,-0.7939763722028712,0.0,0.13287158002525545,-0.8881478113985491,1,17.0,1,1,-1.3029896361846132,-1.302989636184613
2016-01-08,air_650f9b9de0c5542c,1,0,0,0,0,0,0,-1.1115047818450212,-1.1283493548015633,0.0,0.8804128566281121,-1.0363472233862483,1,21.0,1,1,-0.9720741739673628,-0.9720741739673626
2016-01-09,air_650f9b9de0c5542c,0,0,1,0,0,0,0,-1.0874154470444315,-1.0328142169162227,0.0,0.8804128566281121,-1.2073465449105167,1,22.0,1,1,-0.7166746739391894,-0.7166746739391892
2016-01-10,air_650f9b9de0c5542c,0,0,0,1,0,0,0,-0.9549241056411871,-0.7462088032602011,0.0,0.9053308991815405,-1.1845466353739478,1,32.0,1,1,-0.9994204858564306,-0.9994204858564303
2016-01-12,air_650f9b9de0c5542c,0,0,0,0,0,1,0,-1.4126214668523946,-1.7135020743492744,0.0,-1.3622109731804577,-1.2187464996788013,1,13.0,1,1,-1.4106186985736962,-1.410618698573696
2016-01-13,air_650f9b9de0c5542c,0,0,0,0,0,0,1,-1.3885321320518047,-1.2835939538652419,0.0,0.8056587289678262,-1.4239456855079233,1,25.0,1,1,-1.2089082879424078,-1.2089082879424076
2016-01-14,air_650f9b9de0c5542c,0,0,0,0,1,0,0,-1.195817453647086,-0.9492209712665497,0.0,0.8804128566281121,-1.355545956898216,1,25.0,1,1,-1.117335775653328,-1.1173357756533278
2016-01-15,air_650f9b9de0c5542c,1,0,0,0,0,0,0,-1.1355941166456112,-1.1402912470372308,0.0,0.35713396300611255,-0.99074740431311,1,28.0,1,1,-0.8443744239532761,-0.8443744239532759
2016-01-16,air_650f9b9de0c5542c,0,0,1,0,0,0,0,-1.0151474426426619,-1.0447561091518904,0.0,0.7807406864143978,-1.0363472233862483,1,29.0,1,1,-0.698611055076686,-0.6986110550766857
2016-01-17,air_650f9b9de0c5542c,0,0,0,1,0,0,0,-1.1476387840459061,-1.3791290917505823,0.0,-0.34057122848988713,-1.0021473590813947,1,18.0,1,1,-1.2944595939439865,-1.2944595939439862
2016-01-19,air_650f9b9de0c5542c,0,0,0,0,0,1,0,-1.3042194602497401,-1.3910709839862498,0.0,0.9551669842883979,-1.2187464996788013,1,1.0,1,1,-1.3408730590768079,-1.3408730590768076
2016-01-21,air_650f9b9de0c5542c,0,0,0,0,1,0,0,-1.2560407906485607,-1.2955358461009094,0.0,0.656150473647255,-1.4125457307396387,1,26.0,1,1,-1.0970142044330116,-1.0970142044330113
2016-01-22,air_650f9b9de0c5542c,1,0,0,0,0,0,0,-1.1717281188464959,-1.2358263849225715,0.0,0.8056587289678262,-0.9337476304716873,1,31.0,1,1,-0.7926924033188913,-0.792692403318891
2016-01-23,air_650f9b9de0c5542c,0,0,1,0,0,0,0,-1.340353462450625,-1.5582574752855958,0.0,-1.1379485901996007,-0.9793474495448256,1,21.0,1,1,-0.7204379278688776,-0.7204379278688774
2016-01-24,air_650f9b9de0c5542c,0,0,0,1,0,0,0,-1.4608001364535743,-1.3433034150435796,0.0,0.9053308991815405,-1.503745368885915,1,18.0,1,1,-1.4081098626205706,-1.4081098626205704
2016-01-26,air_650f9b9de0c5542c,0,0,0,0,0,1,0,-1.4608001364535743,-1.2000007082155686,0.0,0.8056587289678262,-1.5835450522639072,1,8.0,1,1,-1.262095610148668,-1.2620956101486676
2016-01-27,air_650f9b9de0c5542c,0,0,0,0,0,0,1,-1.1235494492453162,-0.7700925877315361,0.0,0.9800850268418264,-1.480945459349346,1,21.0,1,1,-1.1125689873423896,-1.1125689873423892
2016-01-28,air_650f9b9de0c5542c,0,0,0,0,1,0,0,-0.9790134404417771,-0.6864993420818633,0.0,1.0050030693952547,-1.3213460925933622,1,25.0,1,1,-1.1180884264392656,-1.1180884264392652
2016-01-29,air_650f9b9de0c5542c,1,0,0,0,0,0,0,-1.2078621210473808,-1.498548014107258,0.0,-1.3622109731804577,-0.9223476757034028,1,22.0,1,1,-0.9770918458736139,-0.9770918458736135
2016-01-30,air_650f9b9de0c5542c,0,0,1,0,0,0,0,-1.3885321320518047,-1.7373858588206095,0.0,-1.3622109731804577,-1.0591471329228175,1,17.0,1,1,-0.6797947854282449,-0.6797947854282447
2016-01-31,air_650f9b9de0c5542c,0,0,0,1,0,0,0,-1.0753707796441365,-1.020872324680555,0.0,0.0830354949183983,-1.1161469067642404,1,24.0,1,1,-1.2269719068049112,-1.226971906804911
2016-02-02,air_650f9b9de0c5542c,0,0,0,0,0,1,0,-1.1115047818450212,-1.1522331392728984,0.0,0.43188809066639816,-0.8995477661668337,1,20.0,1,1,-1.331841249645556,-1.3318412496455558
2016-02-03,air_650f9b9de0c5542c,0,0,0,0,0,0,1,-1.2199067884476757,-1.3552453072792472,0.0,-0.14122688806245856,-1.0819470424593867,1,19.0,1,1,-1.258081472623667,-1.2580814726236669
2016-02-04,air_650f9b9de0c5542c,0,0,0,0,1,0,0,-1.2319514558479705,-1.1880588159799013,0.0,0.107953537471827,-1.1275468615325248,1,20.0,1,1,-1.22095070051741,-1.2209507005174098
2016-02-05,air_650f9b9de0c5542c,1,0,0,0,0,0,0,-1.003102775242367,-0.805918264438539,0.0,0.9053308991815405,-1.2985461830567933,1,21.0,1,1,-0.8521518154079651,-0.8521518154079648
2016-02-06,air_650f9b9de0c5542c,0,0,1,0,0,0,0,-1.0151474426426619,-1.223884492686904,0.0,-1.1628666327530295,-0.9223476757034028,1,27.0,1,1,-0.6321269023188609,-0.6321269023188606
2016-02-07,air_650f9b9de0c5542c,0,0,0,1,0,0,0,-1.2680854580488554,-1.3552453072792472,0.0,0.9800850268418264,-1.1161469067642404,1,7.0,1,1,-1.2342475310689751,-1.234247531068975
2016-02-09,air_650f9b9de0c5542c,0,0,0,0,0,1,0,-1.0874154470444315,-0.5790223119608551,0.0,0.8305767715212551,-1.3441460021299314,1,20.0,1,1,-1.2124206582767836,-1.2124206582767831
2016-02-10,air_650f9b9de0c5542c,0,0,0,0,0,0,1,-1.0994601144447265,-1.1164074625658957,0.0,1.0797571970555406,-0.9793474495448256,1,27.0,1,1,-0.8930458414439104,-0.8930458414439101
2016-02-11,air_650f9b9de0c5542c,0,0,0,0,1,0,0,-1.0994601144447265,-1.1044655703302282,1.0,1.0797571970555406,-0.9793474495448256,1,14.0,1,1,-0.9653003168939241,-0.9653003168939238
2016-02-12,air_650f9b9de0c5542c,1,0,0,0,0,0,0,-0.9790134404417771,-0.8536858333812091,0.0,-0.514997526363887,-1.150346771069094,1,20.0,1,1,-0.909855042329851,-0.9098550423298508
2016-02-13,air_650f9b9de0c5542c,0,0,1,0,0,0,0,-0.11179738762054203,0.20914257559320465,0.0,-0.31565318593645847,-0.3295500277526059,1,25.0,1,1,-0.7226958802266905,-0.7226958802266903
2016-02-14,air_650f9b9de0c5542c,0,0,0,1,0,0,0,0.5145253171947943,0.6390506960772374,0.0,0.03319940981154115,0.4912467155638823,1,31.0,1,1,-1.2515584991455408,-1.2515584991455406
