visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_97958e7fce98b6a3,1,0,0,0,0,0,0,1.0965513722325544,1.1751714942246088,0.0,-0.1854918645433749,1.0394104063013523,1,34.0,1,1,1.3942713697880773,1.3942713697880773
2016-07-02,air_97958e7fce98b6a3,0,0,1,0,0,0,0,1.2584524894175988,1.3147155698270545,0.0,0.4817251407544362,1.19355618938169,1,19.0,1,1,1.5471607491459278,1.5471607491459278
2016-07-03,air_97958e7fce98b6a3,0,0,0,1,0,0,0,1.5128685307083831,1.7333477966343918,0.0,0.6685459022378231,1.325681146307694,1,17.0,1,1,-0.3617619084345063,-0.3617619084345063
2016-07-04,air_97958e7fce98b6a3,0,1,0,0,0,0,0,1.3509674135233387,1.5472890291644639,0.0,0.5351025011782609,1.2155770155360242,1,18.0,1,1,-1.1035314331658954,-1.1035314331658954
2016-07-05,air_97958e7fce98b6a3,0,0,0,0,0,1,0,0.645541117217073,0.5937378458810845,0.0,-1.3597937938675224,0.8412229709123467,1,18.0,1,1,-0.4623470264330921,-0.4623470264330921
2016-07-06,air_97958e7fce98b6a3,0,0,0,0,0,0,1,0.8074422344021178,0.7449105944504005,0.0,-0.26555790517911243,0.8742542101438477,1,7.0,1,1,-0.02050403537021333,-0.02050403537021333
2016-07-07,air_97958e7fce98b6a3,0,0,0,0,1,0,0,1.3047099514704685,1.8845205452037086,0.0,2.0563572732572704,1.0283999932241852,1,9.0,1,1,-0.08487851088930826,-0.08487851088930826
2016-07-08,air_97958e7fce98b6a3,1,0,0,0,0,0,0,1.061858275692902,1.0821421104896447,0.0,-0.7993315094173612,1.0504208193785196,1,33.0,1,1,1.196027246314501,1.196027246314501
2016-07-09,air_97958e7fce98b6a3,0,0,1,0,0,0,0,0.7264916758095952,0.5123371351129907,0.0,-1.3597937938675224,0.8522333839895139,1,29.0,1,1,1.488272734608574,1.488272734608574
2016-07-10,air_97958e7fce98b6a3,0,0,0,1,0,0,0,1.0965513722325544,1.2565722049927022,0.0,1.762781790926233,0.8412229709123467,1,19.0,1,1,-0.20740947281485825,-0.20740947281485825
