visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_f180301886c21375,1,0,0,0,0,0,0,1.1850200550633974,1.3097942412286654,0.0,0.6390925779674287,1.0237731404241028,1,17.0,1,1,1.3133353436876969,1.3133353436876973
2016-07-02,air_f180301886c21375,0,0,1,0,0,0,0,1.471843254773658,1.3654365573448801,0.0,0.07096834297570967,1.5565688443664498,1,2.0,1,1,1.4628227770047089,1.4628227770047093
2016-07-04,air_f180301886c21375,0,1,0,0,0,0,0,1.5177349667272995,1.5434919689167677,0.0,0.5038249029694004,1.4899693813736563,1,4.0,1,1,-1.1288887762210953,-1.128888776221095
2016-07-05,air_f180301886c21375,0,0,0,0,0,1,0,1.4833161827620682,1.5323635056935245,0.0,1.4777521629552046,1.3567704553880697,1,7.0,1,1,-0.5019713824298943,-0.5019713824298939
2016-07-07,air_f180301886c21375,0,0,0,0,1,0,0,1.2194388390286286,1.1873811457729935,0.0,0.6931996479666401,1.2457713504000807,1,2.0,1,1,-0.13290192983861093,-0.1329019298386106
2016-07-08,air_f180301886c21375,1,0,0,0,0,0,0,0.8523051433994947,0.6754718375038171,0.0,-1.3899225470029968,0.9571736774313092,1,5.0,1,1,1.1195023559895616,1.119502355989562
2016-07-09,air_f180301886c21375,0,0,1,0,0,0,0,1.0014532072488302,0.942554954861648,0.0,-0.0642993320223187,1.0348730509229018,1,17.0,1,1,1.4052450813969601,1.4052450813969608
2016-07-10,air_f180301886c21375,0,0,0,1,0,0,0,1.1047095591445244,0.9981972709778627,0.0,-0.6053700320144323,1.223571529402483,1,5.0,1,1,-0.25270645175535505,-0.2527064517553547
2016-07-11,air_f180301886c21375,0,1,0,0,0,0,0,1.1161824871329347,0.9091695651919189,0.0,-1.3087619420041798,1.2568712608988797,1,5.0,1,1,-1.1764529595492357,-1.1764529595492355
2016-07-12,air_f180301886c21375,0,0,0,0,0,1,0,1.2423846950054493,1.3209227044519085,0.0,-0.5783164970148266,1.2568712608988797,1,7.0,1,1,-0.4876663648875964,-0.4876663648875961
2016-07-14,air_f180301886c21375,0,0,0,0,1,0,0,1.207965911040218,1.1985096089962357,0.0,1.1801632779595421,1.223571529402483,1,2.0,1,1,-0.21265240263692117,-0.21265240263692084
2016-07-15,air_f180301886c21375,1,0,0,0,0,0,0,0.9899802792604201,0.942554954861648,0.0,1.4777521629552046,1.101472513915695,1,6.0,1,1,0.9170863577660477,0.9170863577660482
2016-07-16,air_f180301886c21375,0,0,1,0,0,0,0,1.2309117670170389,1.4210788734610948,0.0,0.20623601797373803,1.0681727824192981,1,14.0,1,1,1.3490978875434414,1.3490978875434418
2016-07-17,air_f180301886c21375,0,0,0,1,0,0,0,1.1161824871329347,1.0315826606475917,0.0,0.3144501579721606,1.212471618903684,1,17.0,1,1,0.46576305430655207,0.46576305430655246
2016-07-20,air_f180301886c21375,0,0,0,0,0,0,1,1.1276554151213452,1.1206103664335354,0.0,1.099002672960725,1.223571529402483,1,2.0,1,1,-0.36392796314672043,-0.3639279631467201
2016-07-21,air_f180301886c21375,0,0,0,0,1,0,0,1.0588178471908825,1.0427111238708344,0.0,1.8294481179500786,1.1236723349132927,1,11.0,1,1,-0.1532865798363853,-0.15328657983638497
2016-07-22,air_f180301886c21375,1,0,0,0,0,0,0,1.0014532072488302,1.009325734201106,0.0,1.8294481179500786,1.0348730509229018,1,7.0,1,1,0.9778826823208134,0.9778826823208139
2016-07-23,air_f180301886c21375,0,0,1,0,0,0,0,1.1964929830518074,1.2430234618892082,0.0,1.9917693279477124,1.0126732299253036,1,8.0,1,1,1.2793609270247395,1.2793609270247401
2016-07-24,air_f180301886c21375,0,0,0,1,0,0,0,1.3685869028779638,1.3320511676751516,0.0,0.20623601797373803,1.3789702763856673,1,2.0,1,1,-0.4247242877014861,-0.4247242877014858
2016-07-25,air_f180301886c21375,0,1,0,0,0,0,0,1.3571139748895538,1.3209227044519085,0.0,0.5038249029694004,1.412270007882064,1,2.0,1,1,-1.0387671657046194,-1.038767165704619
2016-07-26,air_f180301886c21375,0,0,0,0,0,1,0,1.2882764069590908,1.3431796308983948,0.0,0.4767713679697948,1.2568712608988797,1,2.0,1,1,-0.34103993507904395,-0.3410399350790436
2016-07-27,air_f180301886c21375,0,0,0,0,0,0,1,1.3800598308663745,1.4655927263540673,0.0,0.9637349979626967,1.2790710818964774,1,1.0,1,1,-0.14684932194235129,-0.14684932194235095
2016-07-28,air_f180301886c21375,0,0,0,0,1,0,0,1.4603703267852473,1.5323635056935245,0.0,1.2072168129591478,1.3900701868844665,1,8.0,1,1,0.06808356663067318,0.06808356663067354
2016-07-29,air_f180301886c21375,1,0,0,0,0,0,0,1.5177349667272995,1.5880058218097393,0.0,1.2072168129591478,1.4233699183808632,1,13.0,1,1,1.2132002208916122,1.2132002208916126
2016-07-30,air_f180301886c21375,0,0,1,0,0,0,0,1.4833161827620682,1.5434919689167677,0.0,0.8284673229646683,1.4788694708748575,1,13.0,1,1,1.3262098594757648,1.3262098594757654
