visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-07-01,air_abcdc8115988a010,1,0,0,0,0,0,0,1.2836456786266448,1.3638140759279078,0.0,2.7448323848005702,1.0710933529559434,1,2.0,1,1,1.3364774875329792,1.3364774875329792
2016-07-02,air_abcdc8115988a010,0,0,1,0,0,0,0,1.1233039558050593,1.0950773584839173,0.0,-0.6445631921544493,1.1348520573248693,1,15.0,1,1,1.4936786795923227,1.4936786795923227
2016-07-03,air_abcdc8115988a010,0,0,0,1,0,0,0,0.9950305775477909,0.7442266440431521,0.0,-1.0181973502439792,1.0312441627253648,1,5.0,1,1,-0.4690797447084272,-0.4690797447084272
2016-07-04,air_abcdc8115988a010,0,1,0,0,0,0,0,0.578142098211669,0.5576039235959365,0.0,0.5830918987111483,0.6247824223734619,1,3.0,1,1,-1.2317687817810314,-1.2317687817810314
2016-07-05,air_abcdc8115988a010,0,0,0,0,0,1,0,0.7785692517386507,1.0054984526692539,0.0,1.0634786733976869,0.5769633940967676,1,12.0,1,1,-0.5725015815895742,-0.5725015815895742
2016-07-06,air_abcdc8115988a010,0,0,0,0,0,0,1,0.9148597161369982,0.983103726215588,0.0,1.5438654480842247,0.8957569159413972,1,3.0,1,1,-0.11819765812620847,-0.11819765812620847
2016-07-07,air_abcdc8115988a010,0,0,0,0,1,0,0,0.9789964052656324,1.2145158995701355,0.0,2.7715205389498228,0.6726014506501564,1,3.0,1,1,-0.18438763373014255,-0.18438763373014255
2016-07-08,air_abcdc8115988a010,1,0,0,0,0,0,0,1.0671843528175042,1.2518404436595785,0.0,2.3445100725617882,0.8479378876647028,1,9.0,1,1,1.1326424490254097,1.1326424490254097
2016-07-09,air_abcdc8115988a010,0,0,1,0,0,0,0,1.0992526973818213,1.0801475408481402,0.0,0.39627481966638367,1.0392140007714805,1,14.0,1,1,1.4331298950909968,1.4331298950909968
2016-07-10,air_abcdc8115988a010,0,0,0,1,0,0,0,0.9789964052656324,0.8562002763114814,0.0,-0.9648210419454749,1.1348520573248693,1,4.0,1,1,-0.3103742350217216,-0.3103742350217216
2016-07-12,air_abcdc8115988a010,0,0,0,0,0,1,0,1.11528686966398,1.281700078931133,0.0,1.4904891397857207,1.0631235149098277,1,10.0,1,1,-0.5574584053159529,-0.5574584053159529
2016-07-13,air_abcdc8115988a010,0,0,0,0,0,0,1,1.2195089894980105,1.319024623020576,0.0,0.6631563611589049,1.0312441627253648,1,8.0,1,1,-0.4848750797957297,-0.4848750797957297
2016-07-14,air_abcdc8115988a010,0,0,0,0,1,0,0,1.203474817215852,1.2593053524774673,0.0,1.2236075982931995,1.2543996280166054,1,7.0,1,1,-0.2682533414555818,-0.2682533414555818
2016-07-15,air_abcdc8115988a010,1,0,0,0,0,0,0,1.1233039558050593,1.1995860819343582,0.0,1.0901668275469387,1.1428218953709852,1,5.0,1,1,0.919781504753667,0.919781504753667
2016-07-16,air_abcdc8115988a010,0,0,1,0,0,0,0,1.203474817215852,1.1921211731164696,0.0,-0.2175527257664153,1.1826710856015639,1,6.0,1,1,1.3740854282170327,1.3740854282170327
2016-07-17,air_abcdc8115988a010,0,0,0,1,0,0,0,1.11528686966398,1.0950773584839173,0.0,-0.08411195502015469,1.206580599739911,1,24.0,1,1,0.4451692933209124,0.4451692933209124
2016-07-19,air_abcdc8115988a010,0,0,0,0,0,1,0,1.0030476636888703,0.8338055498578155,0.0,-0.9381328877962227,1.1348520573248693,1,7.0,1,1,-0.9102208889323743,-0.9102208889323743
2016-07-20,air_abcdc8115988a010,0,0,0,0,0,0,1,1.1233039558050593,1.1921211731164696,0.0,1.5972417563827292,1.0153044866331333,1,9.0,1,1,-0.4273349305491279,-0.4273349305491279
2016-07-21,air_abcdc8115988a010,0,0,0,0,1,0,0,1.1874406449336932,1.2593053524774673,0.0,0.9567260568006782,1.1109425431865223,1,4.0,1,1,-0.20582415992005304,-0.20582415992005304
2016-07-22,air_abcdc8115988a010,1,0,0,0,0,0,0,1.2195089894980105,1.1921211731164696,0.0,1.3837365231887122,1.238459951924374,1,25.0,1,1,0.9837150039165579,0.9837150039165579
2016-07-23,air_abcdc8115988a010,0,0,1,0,0,0,0,1.2515773340623273,1.304094805384799,0.0,1.5171772939349728,1.1906409236476798,1,12.0,1,1,1.3007499438831285,1.3007499438831285
2016-07-24,air_abcdc8115988a010,0,0,0,1,0,0,0,1.2515773340623273,1.378743893563685,0.0,2.291133764263284,1.174701247555448,1,9.0,1,1,-0.4912684297120188,-0.4912684297120188
2016-07-25,air_abcdc8115988a010,0,1,0,0,0,0,0,1.2435602479212482,1.3264895318384649,0.0,1.330360214890208,1.1667314095093324,1,8.0,1,1,-1.1369967712572167,-1.1369967712572167
2016-07-26,air_abcdc8115988a010,0,0,0,0,0,1,0,1.2515773340623273,1.3339544406563535,0.0,1.3837365231887122,1.1986107616937953,1,19.0,1,1,-0.4032658485113337,-0.4032658485113337
2016-07-27,air_abcdc8115988a010,0,0,0,0,0,0,1,1.1473552142282968,1.0278931791229198,0.0,-1.0448855043932312,1.3022186562932998,1,16.0,1,1,-0.1990547305969234,-0.1990547305969234
2016-07-28,air_abcdc8115988a010,0,0,0,0,1,0,0,1.2515773340623273,1.0278931791229198,0.0,-1.0448855043932312,1.2862789802010688,1,4.0,1,1,0.026968992914237884,0.026968992914237884
2016-07-29,air_abcdc8115988a010,1,0,0,0,0,0,0,1.3798507123195956,1.1174720849375832,0.0,-1.0448855043932312,1.573193149861235,1,5.0,1,1,1.2311752536176297,1.2311752536176297
2016-07-30,air_abcdc8115988a010,0,0,1,0,0,0,0,1.4760557460125472,1.4683227993783485,0.0,-0.8046921170499621,1.6130423400918137,1,22.0,1,1,1.3500163461792385,1.3500163461792385
2016-07-31,air_abcdc8115988a010,0,0,0,1,0,0,0,1.4359703153071508,1.4533929817425713,0.0,0.47633928211414,1.5333439596306562,1,19.0,1,1,-0.44613890089115465,-0.44613890089115465
2016-08-02,air_abcdc8115988a010,0,0,0,0,0,1,0,1.5001070044357847,1.5131122522856804,0.0,1.2236075982931995,1.5014646074461935,1,4.0,1,1,-0.8346289281574268,-0.8346289281574268
2016-08-03,air_abcdc8115988a010,0,0,0,0,0,0,1,1.5161411767179434,1.483252617014126,0.0,1.2769839065917035,1.5652233118151198,1,19.0,1,1,-0.38145324291458266,-0.38145324291458266
2016-08-04,air_abcdc8115988a010,0,0,0,0,1,0,0,1.4359703153071508,1.3638140759279078,0.0,0.47633928211414,1.5014646074461935,1,2.0,1,1,-0.2532101651819604,-0.2532101651819604
2016-08-05,air_abcdc8115988a010,1,0,0,0,0,0,0,1.267611506344486,1.2145158995701355,0.0,1.2502957524424514,1.1189123812326378,1,3.0,1,1,0.8107184767699119,0.8107184767699119
2016-08-06,air_abcdc8115988a010,0,0,1,0,0,0,0,1.179423558792614,1.2742351701132444,0.0,2.1576929935170237,0.9754552964025546,1,8.0,1,1,0.5655147035098834,0.5655147035098834
2016-08-07,air_abcdc8115988a010,0,0,0,1,0,0,0,1.452004487589309,1.6474806110076754,0.0,2.1576929935170237,1.0471838388175962,1,14.0,1,1,-0.6458370659234784,-0.6458370659234784
2016-08-08,air_abcdc8115988a010,0,1,0,0,0,0,0,1.5963120381287361,1.6250858845540097,0.0,1.1702312899946954,1.4695852552617306,1,12.0,1,1,-1.173100394313908,-1.173100394313908
2016-08-09,air_abcdc8115988a010,0,0,0,0,0,1,0,1.1874406449336932,1.0950773584839173,0.0,0.0226406615768538,1.1667314095093324,1,8.0,1,1,-0.3306825229911105,-0.3306825229911105
2016-08-10,air_abcdc8115988a010,0,0,0,0,0,0,1,1.1313210419461384,1.1995860819343582,0.0,1.9975640686215113,1.023274324679249,1,16.0,1,1,0.6858601136988545,0.6858601136988545
2016-08-11,air_abcdc8115988a010,0,0,0,0,1,0,0,1.267611506344486,1.378743893563685,1.0,2.2377574559647804,1.0631235149098277,1,3.0,1,1,0.3714577295801676,0.3714577295801676
2016-08-12,air_abcdc8115988a010,1,0,0,0,0,0,0,1.3397652816141994,1.4160684376531283,0.0,2.264445610114033,1.1826710856015639,1,9.0,1,1,-0.06667477938905524,-0.06667477938905524
2016-08-13,air_abcdc8115988a010,0,0,1,0,0,0,0,1.3477823677552787,1.4533929817425713,1.0,2.4512626891587974,1.1348520573248693,1,14.0,1,1,0.10143271546866373,0.10143271546866373
2016-08-14,air_abcdc8115988a010,0,0,0,1,0,0,0,1.4119190568839126,1.5355069787393463,1.0,2.3978863808602933,1.1348520573248693,1,8.0,1,1,-0.9482049090232683,-0.9482049090232683
