visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,total_area_visitors,total_genre_visitors
2016-01-04,air_3155ee23d92202da,0,1,0,0,0,0,0,-0.6125404595137266,-0.43539016314208956,0.0,-0.44931369605888305,-0.4827337498480725,1,3.0,1,1,-1.508396534991406,-1.5083965349914061
2016-01-05,air_3155ee23d92202da,0,0,0,0,0,1,0,-1.0449921157046869,-1.2474078215893767,0.0,-1.074915498003164,-0.8511383750586946,1,4.0,1,1,-1.383545406125333,-1.383545406125333
2016-01-06,air_3155ee23d92202da,0,0,0,0,0,0,1,-0.9514890549066415,-1.0059971663753184,0.0,-0.6177449504284972,-0.9105584758991175,1,3.0,1,1,-1.32197165251302,-1.32197165251302
2016-01-07,air_3155ee23d92202da,0,0,0,0,1,0,0,-1.1151194113032212,-1.1705953403849036,0.0,-1.074915498003164,-1.005630637243794,1,25.0,1,1,-1.255530408496572,-1.255530408496572
2016-01-09,air_3155ee23d92202da,0,0,1,0,0,0,0,-1.2553740025002893,-1.3900595723976839,0.0,-1.074915498003164,-1.0888187784203862,1,13.0,1,1,-0.6867641547733501,-0.6867641547733501
2016-01-10,air_3155ee23d92202da,0,0,0,1,0,0,0,-1.0216163505051756,-1.1267024939823476,0.0,-1.074915498003164,-1.0769347582523017,1,3.0,1,1,-0.96104723904638,-0.96104723904638
2016-01-15,air_3155ee23d92202da,1,0,0,0,0,0,0,-1.676137776091494,-1.7960684016213275,0.0,-0.9305458514006377,-1.5047594843033465,1,8.0,1,1,-0.8106417855585961,-0.8106417855585961
2016-01-17,air_3155ee23d92202da,0,0,0,1,0,0,0,-1.4423801240963803,-1.5656309580079082,0.0,-0.8342994203322868,-1.3146151616139934,1,57.0,1,1,-1.2472556748095416,-1.2472556748095418
2016-01-19,air_3155ee23d92202da,0,0,0,0,0,1,0,-1.267061885100045,-1.1596221287842647,0.0,-0.9546074591677255,-1.2789631011097395,1,16.0,1,1,-1.2922799610477942,-1.2922799610477942
2016-01-21,air_3155ee23d92202da,0,0,0,0,1,0,0,-1.231998237300778,-1.4778452652027962,0.0,-1.002730674701901,-1.0412826977480478,1,19.0,1,1,-1.0557199274068136,-1.0557199274068136
2016-01-22,air_3155ee23d92202da,1,0,0,0,0,0,0,-1.2787497676998005,-1.412005995598962,0.0,-0.20869761838800574,-1.0531667179161324,1,4.0,1,1,-0.7605066343960014,-0.7605066343960014
2016-01-23,air_3155ee23d92202da,0,0,1,0,0,0,0,-1.5008195370951587,-1.7082827088162156,0.0,-1.074915498003164,-1.350267222118247,1,23.0,1,1,-0.6904147725764517,-0.6904147725764517
2016-01-24,air_3155ee23d92202da,0,0,0,1,0,0,0,-1.6878256586912497,-1.8070416132219667,0.0,-1.0508538902360764,-1.5404115448076003,1,2.0,1,1,-1.3575043324632086,-1.3575043324632086
2016-01-26,air_3155ee23d92202da,0,0,0,0,0,1,0,-1.4073164762971133,-1.2693542447906547,0.0,-1.002730674701901,-1.267079080941655,1,6.0,1,1,-1.2158603617028683,-1.2158603617028685
2016-01-27,air_3155ee23d92202da,0,0,0,0,0,0,1,-0.9982405853056643,-1.1157292823817084,0.0,-0.8824226358664623,-0.9105584758991175,1,2.0,1,1,-1.0708091476596333,-1.0708091476596333
2016-02-05,air_3155ee23d92202da,1,0,0,0,0,0,0,-1.231998237300778,-1.2803274563912939,0.0,-0.90648424363355,-1.0412826977480478,1,33.0,1,1,-0.818186395685006,-0.818186395685006
2016-02-09,air_3155ee23d92202da,0,0,0,0,0,1,0,-1.3956285936973574,-1.4339524188002402,0.0,-1.0267922824689886,-1.2314270204374012,1,33.0,1,1,-1.1676722067019278,-1.1676722067019278
2016-02-10,air_3155ee23d92202da,0,0,0,0,0,0,1,-1.2904376502995565,-1.4339524188002402,0.0,0.440965791323363,-1.1363548590927246,1,21.0,1,1,-0.8578564424787095,-0.8578564424787095
2016-02-11,air_3155ee23d92202da,0,0,0,0,1,0,0,-1.2086224721012666,-1.1925417635861815,1.0,0.080041674817047,-1.2314270204374012,1,24.0,1,1,-0.9279483042982593,-0.9279483042982593
2016-02-12,air_3155ee23d92202da,1,0,0,0,0,0,0,-0.9398011723068859,-0.5341490675478405,0.0,1.186875632103083,-1.350267222118247,1,2.0,1,1,-0.874162535332563,-0.874162535332563
2016-02-13,air_3155ee23d92202da,0,0,1,0,0,0,0,-0.6125404595137266,-0.5780419139503967,0.0,-1.074915498003164,-0.5896899313608337,1,18.0,1,1,-0.6926051432583126,-0.6926051432583126
2016-02-14,air_3155ee23d92202da,0,0,0,1,0,0,0,-0.49566163351616976,-0.3476044703369774,0.0,-1.074915498003164,-0.39954560867148037,1,9.0,1,1,-1.205638631854184,-1.205638631854184
2016-02-15,air_3155ee23d92202da,0,1,0,0,0,0,0,-1.3956285936973574,-1.1486489171836256,0.0,-0.8102378125651991,-1.267079080941655,1,23.0,1,1,-1.3794080392818178,-1.379408039281818
2016-02-17,air_3155ee23d92202da,0,0,0,0,0,0,1,-1.3255012980988234,-1.4778452652027962,0.0,-1.0508538902360764,-1.1720069195969782,1,3.0,1,1,-1.0642380356140506,-1.0642380356140506
2016-02-19,air_3155ee23d92202da,1,0,0,0,0,0,0,-0.8813617593081073,-0.6658276067555089,0.0,-0.20869761838800574,-1.2314270204374012,1,4.0,1,1,-0.7682946190426181,-0.7682946190426181
2016-02-20,air_3155ee23d92202da,0,0,1,0,0,0,0,-0.7411071681110392,-0.709720453158065,0.0,-1.074915498003164,-0.6253419918650874,1,3.0,1,1,-0.8009068047503253,-0.8009068047503253
2016-02-21,air_3155ee23d92202da,0,0,0,1,0,0,0,-0.9398011723068859,-0.863345415567011,0.0,-0.44931369605888305,-0.8867904355629483,1,20.0,1,1,-1.153556484529935,-1.1535564845299353
2016-02-24,air_3155ee23d92202da,0,0,0,0,0,0,1,-1.4306922414966246,-1.3900595723976839,0.0,-0.7139913814968482,-1.3383832019501625,1,6.0,1,1,-1.1180238045797468,-1.1180238045797468
2016-02-25,air_3155ee23d92202da,0,0,0,0,1,0,0,-1.4774437718956475,-1.466872053602157,0.0,-0.9305458514006377,-1.3383832019501625,1,29.0,1,1,-1.018240251294971,-1.018240251294971
2016-02-27,air_3155ee23d92202da,0,0,1,0,0,0,0,-1.0333042331049311,-0.9730775315734013,0.0,0.6334586534600648,-1.1601228994288937,1,10.0,1,1,-0.4650499668649825,-0.46504996686498246
2016-02-28,air_3155ee23d92202da,0,0,0,1,0,0,0,-0.8696738767083517,-0.8743186271676503,0.0,0.27253453695374885,-0.9462105364033712,1,12.0,1,1,-1.0233511162193132,-1.0233511162193132
2016-02-29,air_3155ee23d92202da,0,1,0,0,0,0,0,-0.9865527027059084,-0.8413989923657331,0.0,-1.074915498003164,-1.065050738084217,1,22.0,1,1,-1.3212415289523998,-1.3212415289523998
2016-03-02,air_3155ee23d92202da,0,0,0,0,0,0,1,-1.2787497676998005,-1.2693542447906547,0.0,-0.6899297737297604,-1.207658980101232,1,10.0,1,1,-1.092469479958036,-1.092469479958036
2016-03-04,air_3155ee23d92202da,1,0,0,0,0,0,0,-1.00992846790542,-0.9291846851708453,0.0,1.186875632103083,-1.1720069195969782,1,20.0,1,1,-0.751501777148351,-0.751501777148351
2016-03-05,air_3155ee23d92202da,0,0,1,0,0,0,0,-0.7177314029115278,-0.4463633747427286,0.0,1.2109372398701705,-1.1720069195969782,1,7.0,1,1,-0.5378189484068068,-0.5378189484068068
2016-03-06,air_3155ee23d92202da,0,0,0,1,0,0,0,0.030293083472836085,0.3766274953051979,0.0,0.5612738301588017,-0.13809716497361965,1,11.0,1,1,-1.145281750842905,-1.145281750842905
2016-03-10,air_3155ee23d92202da,0,0,0,0,1,0,0,-1.1501830591024882,-1.2364346099887378,0.0,-0.4733753038259708,-0.9937466170757094,1,2.0,1,1,-1.0287053556638621,-1.0287053556638621
2016-03-12,air_3155ee23d92202da,0,0,1,0,0,0,0,-1.2787497676998005,-1.2364346099887378,0.0,0.5372122223917141,-1.207658980101232,1,41.0,1,1,-0.5215128555529531,-0.5215128555529531
2016-03-13,air_3155ee23d92202da,0,0,0,1,0,0,0,-0.9631769375063972,-0.8962650503689282,0.0,-0.25682083392218125,-1.1125868187565553,1,2.0,1,1,-1.0970935958419645,-1.0970935958419645
2016-03-14,air_3155ee23d92202da,0,1,0,0,0,0,0,-0.9748648201061528,-1.1267024939823476,0.0,-1.074915498003164,-0.779834254050187,1,2.0,1,1,-1.316860787588678,-1.316860787588678
2016-03-15,air_3155ee23d92202da,0,0,0,0,0,1,0,-0.9514890549066415,-1.0059971663753184,0.0,0.2965961447208367,-0.9343265162352865,1,42.0,1,1,-1.053042807684539,-1.053042807684539
2016-03-19,air_3155ee23d92202da,0,0,1,0,0,0,0,-0.37878280751861293,-0.43539016314208956,0.0,-1.074915498003164,-0.2925894271587192,1,34.0,1,1,-0.5448768094928031,-0.544876809492803
2016-03-21,air_3155ee23d92202da,0,1,0,0,0,0,0,-0.857985994108596,-0.8852918387682892,1.0,0.22441132141957354,-0.83925435489061,1,13.0,1,1,-1.175946940388958,-1.1759469403889582
2016-03-22,air_3155ee23d92202da,0,0,0,0,0,1,0,-0.6826677551122606,-0.5341490675478405,0.0,1.186875632103083,-0.9462105364033712,1,3.0,1,1,-1.0491488153612307,-1.049148815361231
2016-03-26,air_3155ee23d92202da,0,0,1,0,0,0,0,-1.0683678809041983,-1.0389168011772354,0.0,-0.4011904805247077,-1.0412826977480478,1,36.0,1,1,-0.4346281518391362,-0.4346281518391362
2016-03-29,air_3155ee23d92202da,0,0,0,0,0,1,0,-0.4839737509164141,-0.3805241051388945,0.0,1.6199845719106618,-0.8749064153948637,1,3.0,1,1,-0.8194032682860398,-0.8194032682860398
