visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_87467487d21891dd,1,0,0,0,0,0,0,1.1002863279252741,1.1789098524494912,0.0,-0.17847615774224143,1.0453237007496863,1,22.0,1,1,1.3637964425644733,1.363796442564473
2016-07-02,air_87467487d21891dd,0,0,1,0,0,0,0,1.2616752391408617,1.317706394355108,0.0,0.4858654959035679,1.1990928503565943,1,44.0,1,1,1.5285771523670275,1.5285771523670273
2016-07-05,air_87467487d21891dd,0,0,0,0,0,1,0,0.6507029323961369,0.6005909278427547,0.0,-1.347717468158866,0.8476205083979471,1,3.0,1,1,-0.6372248085306587,-0.6372248085306588
2016-07-06,air_87467487d21891dd,0,0,0,0,0,0,1,0.8120918436117247,0.7509538482405058,0.0,-0.25819715617973876,0.8805710404565704,1,18.0,1,1,-0.16101644144576516,-0.1610164414457653
2016-07-07,air_87467487d21891dd,0,0,0,0,1,0,0,1.3077863566310293,1.8844589404697099,0.0,2.053711798507678,1.0343401900634785,1,12.0,1,1,-0.23039779294157745,-0.23039779294157758
2016-07-08,air_87467487d21891dd,1,0,0,0,0,0,0,1.065702989807648,1.0863788245124133,0.0,-0.7896704790963861,1.0563072114358942,1,14.0,1,1,1.1501334169353241,1.150133416935324
2016-07-09,air_87467487d21891dd,0,0,1,0,0,0,0,0.7313973880039305,0.5196262783978112,0.0,-1.347717468158866,0.8586040190841551,1,40.0,1,1,1.4651089842373355,1.4651089842373353
2016-07-10,air_87467487d21891dd,0,0,0,1,0,0,0,1.1002863279252741,1.2598745018944342,0.0,1.7614014709035217,0.8476205083979471,1,1.0,1,1,-0.36245888811826565,-0.36245888811826577
2016-07-11,air_87467487d21891dd,0,1,0,0,0,0,0,1.3769530328662813,1.5143348287213982,0.0,1.973990800070181,1.0782742328083097,1,8.0,1,1,-1.3807090637641926,-1.3807090637641928
2016-07-12,air_87467487d21891dd,0,0,0,0,0,1,0,1.2732030185134038,1.317706394355108,0.0,0.32642349902857354,1.3308949785910875,1,73.0,1,1,-0.6214563195543377,-0.6214563195543378
2016-07-13,air_87467487d21891dd,0,0,0,0,0,0,1,1.0426474310625642,0.8319184976854492,0.0,-1.347717468158866,1.2100763610428023,1,8.0,1,1,-0.545373360243589,-0.5453733602435891
2016-07-14,air_87467487d21891dd,0,0,0,0,1,0,0,1.1348696660428996,1.4449365577685898,0.0,-0.31134448847140345,0.9684391259462323,1,23.0,1,1,-0.3183071189845669,-0.31830711898456704
2016-07-15,air_87467487d21891dd,1,0,0,0,0,0,0,0.7083418292588467,0.4155288719685988,0.0,-1.347717468158866,0.9354885938876091,1,20.0,1,1,0.9270092979203822,0.927009297920382
2016-07-16,air_87467487d21891dd,0,0,1,0,0,0,0,0.9273696373371445,0.8434848761775837,0.0,-0.922538809825548,0.8366369977117396,1,1.0,1,1,1.4032176650052757,1.4032176650052754
2016-07-17,air_87467487d21891dd,0,0,0,1,0,0,0,1.1348696660428996,0.970715039591066,0.0,-1.3211438020130337,1.2210598717290102,1,71.0,1,1,0.4295134707174554,0.4295134707174552
2016-07-18,air_87467487d21891dd,0,1,0,0,0,0,0,1.457647488474075,1.5143348287213982,1.0,0.6453074927785621,1.3748290213359182,1,6.0,1,1,-1.1757187070720199,-1.17571870707202
2016-07-19,air_87467487d21891dd,0,0,0,0,0,1,0,1.2962585772584876,1.375538286815781,0.0,0.29984983288274125,1.2320433824152177,1,23.0,1,1,-0.9912273860490646,-0.9912273860490647
2016-07-20,air_87467487d21891dd,0,0,0,0,0,0,1,1.180980783533068,1.0979452030045478,0.0,-0.12532882545057686,1.1881093396703868,1,12.0,1,1,-0.48505888990916124,-0.48505888990916135
2016-07-21,air_87467487d21891dd,0,0,0,0,1,0,0,0.662230711768679,0.4502280074450031,0.0,-1.347717468158866,0.9245050832014011,1,39.0,1,1,-0.25286788973283486,-0.25286788973283497
2016-07-22,air_87467487d21891dd,1,0,0,0,0,0,0,0.6161195942785108,0.2651659515708472,0.0,-1.347717468158866,0.8695875297703626,1,30.0,1,1,0.9940253760697464,0.9940253760697462
2016-07-23,air_87467487d21891dd,0,0,1,0,0,0,0,0.7313973880039305,0.7740866052247756,0.0,-0.9756861421172128,0.8036864656531164,1,34.0,1,1,1.326346281245711,1.3263462812457107
2016-07-24,air_87467487d21891dd,0,0,0,1,0,0,0,0.9043140785920601,0.9938477965753353,0.0,0.5921601604868973,0.7158183801634544,1,2.0,1,1,-0.5520749680585254,-0.5520749680585255
2016-07-25,air_87467487d21891dd,0,1,0,0,0,0,0,0.996536313572396,0.8666176331618531,0.0,-1.135128138992207,0.9464721045738169,1,1.0,1,1,-1.2289373573671032,-1.2289373573671034
2016-07-26,air_87467487d21891dd,0,0,0,0,0,1,0,0.8927862992195185,0.8087857407011795,0.0,-1.3211438020130337,0.9794226366324398,1,11.0,1,1,-0.45982930754704765,-0.45982930754704776
2016-07-27,air_87467487d21891dd,0,0,0,0,0,0,1,0.9734807548273122,0.797219362209045,0.0,-1.267996469721369,1.089257743494517,1,14.0,1,1,-0.2457720696934904,-0.24577206969349055
2016-07-28,air_87467487d21891dd,0,0,0,0,1,0,0,1.2040363422781517,1.2367417449101648,0.0,0.03411317142441752,1.1881093396703868,1,16.0,1,1,-0.008850522824267739,-0.008850522824267888
2016-07-29,air_87467487d21891dd,1,0,0,0,0,0,0,1.2847307978859455,1.387104665307916,0.0,1.708254138611857,1.1441752969255556,1,42.0,1,1,1.2534170197302263,1.2534170197302261
2016-07-30,air_87467487d21891dd,0,0,1,0,0,0,0,1.2847307978859455,1.4449365577685898,0.0,1.5222384755910308,1.0563072114358942,1,29.0,1,1,1.377988082643162,1.3779880826431619
2016-07-31,air_87467487d21891dd,0,0,0,1,0,0,0,1.3193141360035714,1.2020426094337606,0.0,0.4858654959035679,1.3089279572186716,1,2.0,1,1,-0.5047695011295624,-0.5047695011295625
2016-08-01,air_87467487d21891dd,0,1,0,0,0,0,0,1.3077863566310293,1.2830072588787036,0.0,-0.8428178113880509,1.3308949785910875,1,13.0,1,1,-1.2864923421306749,-1.2864923421306749
2016-08-02,air_87467487d21891dd,0,0,0,0,0,1,0,1.1348696660428996,1.040113310543874,0.0,-0.8959651436797156,1.100241254180725,1,24.0,1,1,-0.9119907289430517,-0.9119907289430518
2016-08-03,air_87467487d21891dd,0,0,0,0,0,0,1,1.2386196803957776,1.3408391513393771,0.0,-0.25819715617973876,1.1990928503565943,1,3.0,1,1,-0.43696499853138226,-0.4369649985313824
2016-08-04,air_87467487d21891dd,0,0,0,0,1,0,0,1.3884808122388235,1.4565029362607245,0.0,0.9110441542368859,1.3089279572186716,1,21.0,1,1,-0.30253863000824593,-0.30253863000824605
2016-08-05,air_87467487d21891dd,1,0,0,0,0,0,0,1.457647488474075,1.5027684502292633,0.0,1.5222384755910308,1.3308949785910875,1,23.0,1,1,0.8126877528420551,0.812687752842055
2016-08-06,air_87467487d21891dd,0,0,1,0,0,0,0,1.5037586059642432,1.5952994781663417,0.0,0.9907651526743831,1.46269710682558,1,14.0,1,1,0.5556613825280232,0.555661382528023
2016-08-08,air_87467487d21891dd,0,1,0,0,0,0,0,1.434591929728991,1.4796356932449943,0.0,-0.12532882545057686,1.4077795533945414,1,14.0,1,1,-1.2667817309102736,-1.2667817309102738
2016-08-09,air_87467487d21891dd,0,0,0,0,0,1,0,1.8265364283954182,2.000122725391057,0.0,0.8047494896535563,1.4517135961393721,1,31.0,1,1,-0.38374634823629894,-0.38374634823629905
2016-08-10,air_87467487d21891dd,0,0,0,0,0,0,1,1.5037586059642432,1.5721667211820718,0.0,-0.045607827013079555,1.4846641281979955,1,14.0,1,1,0.681809294338591,0.6818092943385908
2016-08-11,air_87467487d21891dd,0,0,0,0,1,0,0,1.2962585772584876,1.352405529831512,1.0,-0.045607827013079555,1.3967960427083335,1,23.0,1,1,0.3522478747334826,0.35224787473348246
2016-08-12,air_87467487d21891dd,1,0,0,0,0,0,0,1.2270919010232355,1.3292727728472424,0.0,0.1138341698619146,1.2869609358462564,1,1.0,1,1,-0.10700936670186581,-0.10700936670186596
2016-08-16,air_87467487d21891dd,0,0,0,0,0,1,0,1.2501474597683193,1.4680693147528594,0.0,-0.7896704790963861,1.2320433824152177,1,11.0,1,1,-1.464282055338694,-1.464282055338694
2016-08-17,air_87467487d21891dd,0,0,0,0,0,0,1,1.457647488474075,1.6068658566584757,0.0,1.3096491464243716,1.1551588076117636,1,7.0,1,1,-0.9309129157146369,-0.930912915714637
2016-08-18,air_87467487d21891dd,0,0,0,0,1,0,0,1.2501474597683193,1.2945736373708385,0.0,-1.0554071405547099,1.3967960427083335,1,41.0,1,1,-0.6384074452038827,-0.6384074452038828
2016-08-19,air_87467487d21891dd,1,0,0,0,0,0,0,1.3308419153761135,1.375538286815781,0.0,0.4858654959035679,1.3748290213359182,1,21.0,1,1,0.7736607426256608,0.7736607426256605
2016-08-20,air_87467487d21891dd,0,0,1,0,0,0,0,1.1118141072978158,1.1095115814966827,0.0,-0.922538809825548,1.2759774251600489,1,17.0,1,1,0.649089679712725,0.6490896797127248
2016-08-21,air_87467487d21891dd,0,0,0,1,0,0,0,1.3654252534937392,1.5143348287213982,0.0,0.7516021573618917,1.2100763610428023,1,14.0,1,1,-0.917903912309172,-0.9179039123091721
2016-08-23,air_87467487d21891dd,0,0,0,0,0,1,0,1.2386196803957776,1.1557770954652213,0.0,-0.8959651436797156,1.2869609358462564,1,4.0,1,1,-0.707000372250879,-0.7070003722508791
2016-08-24,air_87467487d21891dd,0,0,0,0,0,0,1,1.2040363422781517,1.2483081234022992,0.0,-0.8428178113880509,1.2100763610428023,1,2.0,1,1,-0.5055579255783785,-0.5055579255783786
2016-08-25,air_87467487d21891dd,0,0,0,0,1,0,0,1.3769530328662813,1.4218038007843208,0.0,1.8145488031951866,1.2100763610428023,1,24.0,1,1,-0.368372071484386,-0.3683720714843861
2016-08-26,air_87467487d21891dd,1,0,0,0,0,0,0,1.4115363709839073,1.4333701792764548,0.0,1.362796478716036,1.264993914473841,1,4.0,1,1,1.0894247343764882,1.089424734376488
2016-08-27,air_87467487d21891dd,0,0,1,0,0,0,0,0.9504251960822283,0.7625202267326407,0.0,-1.347717468158866,1.0013896580048556,1,27.0,1,1,1.1560466003014445,1.1560466003014442
2016-08-28,air_87467487d21891dd,0,0,0,1,0,0,0,0.7544529467490149,0.4849271429214074,0.0,-1.347717468158866,0.9684391259462323,1,14.0,1,1,-0.33525824463411197,-0.3352582446341121
2016-08-30,air_87467487d21891dd,0,0,0,0,0,1,0,1.0426474310625642,0.8897503901461229,0.0,-1.188275471283872,1.100241254180725,1,22.0,1,1,-0.7349894401838487,-0.7349894401838488
2016-08-31,air_87467487d21891dd,0,0,0,0,0,0,1,1.2386196803957776,1.2367417449101648,0.0,1.6551068063201926,1.100241254180725,1,17.0,1,1,-0.28046274544139654,-0.2804627454413967
2016-09-01,air_87467487d21891dd,0,0,0,0,1,0,0,1.2616752391408617,1.398671043800051,0.0,1.3362228125702038,1.0453237007496863,1,31.0,1,1,-0.6967508544162703,-0.6967508544162705
2016-09-02,air_87467487d21891dd,1,0,0,0,0,0,0,1.2270919010232355,1.0863788245124133,0.0,-0.045607827013079555,1.1551588076117636,1,14.0,1,1,0.5769488426460565,0.5769488426460564
2016-09-03,air_87467487d21891dd,0,0,1,0,0,0,0,1.2847307978859455,1.398671043800051,0.0,0.6187338266327298,1.3308949785910875,1,20.0,1,1,1.1927083371713907,1.1927083371713905
2016-09-04,air_87467487d21891dd,0,0,0,1,0,0,0,1.2270919010232355,1.3292727728472424,0.0,-0.15190249159640914,1.264993914473841,1,3.0,1,1,-0.8469457119157277,-0.8469457119157278
2016-09-06,air_87467487d21891dd,0,0,0,0,0,1,0,1.4691752678466172,1.387104665307916,0.0,1.203354481841042,1.4736806175117876,1,21.0,1,1,-0.7349894401838487,-0.7349894401838488
2016-09-07,air_87467487d21891dd,0,0,0,0,0,0,1,1.2732030185134038,1.1442107169730868,0.0,-0.7365231468047214,1.418763064080749,1,23.0,1,1,-0.6328884740621704,-0.6328884740621705
2016-09-08,air_87467487d21891dd,0,0,0,0,1,0,0,1.1925085629056096,1.1557770954652213,0.0,-1.0022598082630452,1.341878489277295,1,10.0,1,1,-0.47717464542100074,-0.47717464542100085
2016-09-09,air_87467487d21891dd,1,0,0,0,0,0,0,1.2616752391408617,1.398671043800051,0.0,0.0606868375702498,1.111224764866933,1,19.0,1,1,0.9120292333928772,0.9120292333928771
2016-09-10,air_87467487d21891dd,0,0,1,0,0,0,0,1.2155641216506938,1.2483081234022992,0.0,-0.25819715617973876,1.1881093396703868,1,46.0,1,1,1.4489462830366064,1.4489462830366062
2016-09-11,air_87467487d21891dd,0,0,0,1,0,0,0,0.8236196229842664,0.542759035382081,0.0,-1.2945701358672013,0.9135215725151937,1,13.0,1,1,-0.38335213601189094,-0.38335213601189105
2016-09-12,air_87467487d21891dd,0,1,0,0,0,0,0,0.996536313572396,0.8434848761775837,0.0,-1.267996469721369,1.100241254180725,1,9.0,1,1,-1.4548209619529013,-1.4548209619529013
2016-09-13,air_87467487d21891dd,0,0,0,0,0,1,0,0.7544529467490149,0.4039624934764639,0.0,-1.347717468158866,0.9794226366324398,1,6.0,1,1,-0.9084428189233794,-0.9084428189233795
2016-09-14,air_87467487d21891dd,0,0,0,0,0,0,1,0.8120918436117247,0.7162547127641019,0.0,-1.267996469721369,0.8915545511427783,1,14.0,1,1,-0.49176049772409763,-0.49176049772409774
2016-09-15,air_87467487d21891dd,0,0,0,0,1,0,0,0.9273696373371445,0.6931219557798322,0.0,-1.3211438020130337,1.0672907221221017,1,18.0,1,1,-0.14919007471352444,-0.14919007471352458
2016-09-16,air_87467487d21891dd,1,0,0,0,0,0,0,0.7890362848666405,0.46179438593713756,0.0,-1.347717468158866,1.0343401900634785,1,33.0,1,1,0.8402826085506169,0.8402826085506166
2016-09-17,air_87467487d21891dd,0,0,1,0,0,0,0,1.065702989807648,1.040113310543874,0.0,0.0606868375702498,1.0013896580048556,1,20.0,1,1,1.327923130143343,1.3279231301433427
2016-09-18,air_87467487d21891dd,0,0,0,1,0,0,0,0.9850085341998543,0.7509538482405058,0.0,-1.347717468158866,1.0672907221221017,1,19.0,1,1,0.08536619880925009,0.08536619880924994
2016-09-20,air_87467487d21891dd,0,0,0,0,0,1,0,0.3509806687100457,-0.03555988922465552,0.0,-1.347717468158866,0.5620492305565464,1,2.0,1,1,-1.968479490356557,-1.968479490356557
2016-09-21,air_87467487d21891dd,0,0,0,0,0,0,1,0.4662584624354654,0.3229978440315209,0.0,-1.3211438020130337,0.5620492305565464,1,33.0,1,1,0.30454819558011165,0.3045481955801115
2016-09-22,air_87467487d21891dd,0,0,0,0,1,0,0,0.3855640068276713,0.056971138712421994,1.0,-1.347717468158866,0.6169667839875851,1,10.0,1,1,-0.39793798831498783,-0.39793798831498794
