visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_a2567267116a3b75,1,0,0,0,0,0,0,1.186216935278682,1.2095013956812775,0.0,1.9065723372241983,1.1174220735514364,1,43.0,1,1,1.409772876246843,1.409772876246843
2016-07-02,air_a2567267116a3b75,0,0,1,0,0,0,0,1.0329685247755351,0.9477094721521766,0.0,-1.1657895436985461,1.1630061216651866,1,47.0,1,1,1.5666448784173734,1.5666448784173734
2016-07-03,air_a2567267116a3b75,0,0,0,1,0,0,0,1.1050854238358394,1.1419421896092516,0.0,0.2259641288562014,0.9989035484556859,1,8.0,1,1,-0.39200339748692775,-0.39200339748692775
2016-07-04,air_a2567267116a3b75,0,1,0,0,0,0,0,0.6813986418565516,0.5507991364790236,0.0,0.7248946907154507,0.8256841656234346,1,15.0,1,1,-1.153095312323855,-1.153095312323855
2016-07-05,air_a2567267116a3b75,0,0,0,0,0,1,0,0.789573990447008,0.9054849683571603,0.0,1.4601607818764493,0.7071656405276839,1,22.0,1,1,-0.495208662072803,-0.495208662072803
2016-07-06,air_a2567267116a3b75,0,0,0,0,0,0,1,0.7084424790041658,0.6859175486230755,0.0,0.8824517102499502,0.8165673560006844,1,34.0,1,1,-0.0418560816373947,-0.0418560816373947
2016-07-07,air_a2567267116a3b75,0,0,0,0,1,0,0,0.8707055018898505,1.0237135789832057,0.0,2.274205382804698,0.7892169271324345,1,15.0,1,1,-0.10790745097235485,-0.10790745097235485
2016-07-08,air_a2567267116a3b75,1,0,0,0,0,0,0,0.9518370133326928,0.964599273670183,0.0,2.011610350247198,0.7983337367551844,1,12.0,1,1,1.2063646820448635,1.2063646820448635
2016-07-09,air_a2567267116a3b75,0,0,1,0,0,0,0,1.0780415866882251,1.0152686782242026,0.0,0.5410781679252009,0.9715531195874356,1,60.0,1,1,1.5062228871507337,1.5062228871507337
2016-07-10,air_a2567267116a3b75,0,0,0,1,0,0,0,0.8526762771247742,0.6943624493820789,0.0,-1.1657895436985461,0.9806699292101855,1,5.0,1,1,-0.23363022783151194,-0.23363022783151194
2016-07-11,air_a2567267116a3b75,0,1,0,0,0,0,0,0.7985886028295462,0.8041461592491213,0.0,0.8561922069942004,0.8895018329826849,1,24.0,1,1,-1.2030091311962965,-1.2030091311962965
2016-07-12,air_a2567267116a3b75,0,0,0,0,0,1,0,0.960851625715231,0.9730441744291864,0.0,2.142907866525948,0.9624363099646854,1,13.0,1,1,-0.48019698722394843,-0.48019698722394843
2016-07-13,air_a2567267116a3b75,0,0,0,0,0,0,1,1.1591730981310677,1.3277300063073232,0.0,1.486420285132199,1.1630061216651866,1,19.0,1,1,-0.40776565607822507,-0.40776565607822507
2016-07-14,air_a2567267116a3b75,0,0,0,0,1,0,0,1.1050854238358394,1.167276891886261,0.0,0.6461161809482008,1.1447725024196866,1,17.0,1,1,-0.19159753825471912,-0.19159753825471912
2016-07-15,air_a2567267116a3b75,1,0,0,0,0,0,0,1.1411438733659918,1.2010564949222744,0.0,1.1187872395516996,1.1630061216651866,1,57.0,1,1,0.9939494829335712,0.9939494829335712
2016-07-16,air_a2567267116a3b75,0,0,1,0,0,0,0,1.1681877105136056,1.2179462964402807,0.0,1.2238252525746995,1.217706979401687,1,43.0,1,1,1.4473020633689795,1.4473020633689795
2016-07-17,air_a2567267116a3b75,0,0,0,1,0,0,0,1.005924687627921,0.7872563577311146,0.0,-1.0607515306755462,1.1538893120424367,1,35.0,1,1,0.5203311414522093,0.5203311414522093
2016-07-18,air_a2567267116a3b75,0,1,0,0,0,0,0,1.1772023228961437,1.0997176858142352,1.0,-0.7456374916065468,1.199473360156187,1,16.0,1,1,-1.007857358161187,-1.007857358161187
2016-07-19,air_a2567267116a3b75,0,0,0,0,0,1,0,0.9878954628628448,0.7450318539360983,0.0,-1.1395300404427962,1.1447725024196866,1,21.0,1,1,-0.8322207624295883,-0.8322207624295883
2016-07-20,air_a2567267116a3b75,0,0,0,0,0,0,1,1.0690269743056873,1.0490482812602155,0.0,0.8561922069942004,1.1174220735514364,1,28.0,1,1,-0.35034599978135633,-0.35034599978135633
2016-07-21,air_a2567267116a3b75,0,0,0,0,1,0,0,1.1050854238358394,1.2686157009943004,0.0,0.7511541939712004,1.0809548350604363,1,19.0,1,1,-0.12929908763197262,-0.12929908763197262
2016-07-22,air_a2567267116a3b75,1,0,0,0,0,0,0,1.0600123619231492,1.091272785055232,0.0,1.1187872395516996,1.0900716446831864,1,45.0,1,1,1.0577491010412032,1.0577491010412032
2016-07-23,air_a2567267116a3b75,0,0,1,0,0,0,0,1.0600123619231492,1.2095013956812775,0.0,2.221686376293198,1.0262539773239359,1,36.0,1,1,1.3741201484808134,1.3741201484808134
2016-07-24,air_a2567267116a3b75,0,0,0,1,0,0,0,1.0509977495406113,1.1757217926452646,0.0,2.3792433958276975,1.0262539773239359,1,13.0,1,1,-0.4141456178889883,-0.4141456178889883
2016-07-25,air_a2567267116a3b75,0,1,0,0,0,0,0,1.0960708114533015,1.1166074873322418,0.0,2.0641293567586985,1.0809548350604363,1,42.0,1,1,-1.058521760776071,-1.058521760776071
2016-07-26,air_a2567267116a3b75,0,0,0,0,0,1,0,1.186216935278682,1.2010564949222744,0.0,1.486420285132199,1.0809548350604363,1,15.0,1,1,-0.326327320023189,-0.326327320023189
2016-07-27,air_a2567267116a3b75,0,0,0,0,0,0,1,1.0509977495406113,0.761921655454105,0.0,-1.1657895436985461,1.2541742178926871,1,24.0,1,1,-0.12254383394998807,-0.12254383394998807
2016-07-28,air_a2567267116a3b75,0,0,0,0,1,0,0,1.2493192219564482,1.091272785055232,0.0,-1.0870110339312962,1.363575933365688,1,26.0,1,1,0.10300658065405198,0.10300658065405198
2016-07-29,air_a2567267116a3b75,1,0,0,0,0,0,0,1.2853776714866,1.1757217926452646,0.0,-1.1657895436985461,1.4273936007249384,1,29.0,1,1,1.304691152304861,1.304691152304861
2016-07-30,air_a2567267116a3b75,0,0,1,0,0,0,0,1.411582244842133,1.3446198078253295,0.0,-0.6668589818392969,1.5459121258206892,1,57.0,1,1,1.4232833836108123,1.4232833836108123
2016-07-31,air_a2567267116a3b75,0,0,0,1,0,0,0,1.4836991439024367,1.5135178230053947,0.0,0.27848313536770136,1.4547440295931886,1,5.0,1,1,-0.3691105933424245,-0.3691105933424245
2016-08-01,air_a2567267116a3b75,0,1,0,0,0,0,0,1.5828598801103555,1.5726321283184175,0.0,0.3835211483907013,1.6279634124254394,1,12.0,1,1,-1.1133143739743903,-1.1133143739743903
2016-08-02,air_a2567267116a3b75,0,0,0,0,0,1,0,1.456655306754823,1.4121790138973558,0.0,1.2500847558304493,1.5276785065751888,1,40.0,1,1,-0.756787096314094,-0.756787096314094
2016-08-03,air_a2567267116a3b75,0,0,0,0,0,0,1,1.4476406943722848,1.4712933192103785,0.0,-0.2992259362587977,1.5823793643116892,1,23.0,1,1,-0.3045603914923498,-0.3045603914923498
2016-08-04,air_a2567267116a3b75,0,0,0,0,1,0,0,1.4386260819897467,1.4375137161743656,0.0,0.7248946907154507,1.5003280777069388,1,28.0,1,1,-0.17658586340586455,-0.17658586340586455
2016-08-05,air_a2567267116a3b75,1,0,0,0,0,0,0,1.3124215086342144,1.2179462964402807,0.0,0.8036732004827004,1.2997582660064375,1,30.0,1,1,0.8851148402793756,0.8851148402793756
2016-08-06,air_a2567267116a3b75,0,0,1,0,0,0,0,1.2853776714866,1.454403517692372,0.0,2.1691673697816976,1.1447725024196866,1,42.0,1,1,0.640424540243046,0.640424540243046
2016-08-07,air_a2567267116a3b75,0,0,0,1,0,0,0,1.528772205815127,1.6148566321134339,0.0,2.3267243893161975,1.2997582660064375,1,23.0,1,1,-0.5683905769609691,-0.5683905769609691
2016-08-08,air_a2567267116a3b75,0,1,0,0,0,0,0,1.5828598801103555,1.5050729222463914,0.0,1.7227558144339488,1.5823793643116892,1,22.0,1,1,-1.094549780413322,-1.094549780413322
2016-08-09,air_a2567267116a3b75,0,0,0,0,0,1,0,1.2673484467215241,1.158831991127258,0.0,0.9874897232729499,1.2815246467609374,1,34.0,1,1,-0.2538959888774656,-0.2538959888774656
2016-08-10,air_a2567267116a3b75,0,0,0,0,0,0,1,1.204246160043758,1.1081625865732383,0.0,1.696496311178199,1.3088750756291876,1,24.0,1,1,0.7605179390338825,0.7605179390338825
2016-08-11,air_a2567267116a3b75,0,0,0,0,1,0,0,1.3034068962516763,1.386844311620346,1.0,1.7490153176896985,1.1630061216651866,1,59.0,1,1,0.44677393469282184,0.44677393469282184
2016-08-12,air_a2567267116a3b75,1,0,0,0,0,0,0,1.3665091829294427,1.4712933192103785,0.0,1.4601607818764493,1.2541742178926871,1,16.0,1,1,0.009558904719932228,0.009558904719932228
2016-08-13,air_a2567267116a3b75,0,0,1,0,0,0,0,1.3755237953119805,1.4797382199693818,1.0,2.221686376293198,1.317991885251938,1,3.0,1,1,0.17731437115588214,0.17731437115588214
2016-08-14,air_a2567267116a3b75,0,0,0,1,0,0,0,1.3935530200770565,1.3783994108613424,1.0,2.221686376293198,1.2632910275154374,1,6.0,1,1,-0.8701252414229461,-0.8701252414229461
2016-08-15,air_a2567267116a3b75,0,1,0,0,0,0,0,1.4296114696072089,1.4037341131383523,1.0,-0.03663090370129812,1.5367953161979389,1,22.0,1,1,-1.4015385310723982,-1.4015385310723982
2016-08-16,air_a2567267116a3b75,0,0,0,0,0,1,0,1.3755237953119805,1.2263911971992842,0.0,-0.7981564981180467,1.4638608392159385,1,11.0,1,1,-1.2825710078952257,-1.2825710078952257
2016-08-17,air_a2567267116a3b75,0,0,0,0,0,0,1,1.1952315476612199,0.9054849683571603,0.0,-1.1657895436985461,1.390926362233938,1,18.0,1,1,-0.7748011061327196,-0.7748011061327196
2016-08-18,air_a2567267116a3b75,0,0,0,0,1,0,0,1.4025676324595948,1.4121790138973558,0.0,0.6198566776924507,1.354459123742938,1,24.0,1,1,-0.49633453768646707,-0.49633453768646707
2016-08-19,air_a2567267116a3b75,1,0,0,0,0,0,0,1.3845384076945189,1.2601708002352972,0.0,-1.1132705371870462,1.4273936007249384,1,32.0,1,1,0.8479609450284604,0.8479609450284604
2016-08-20,air_a2567267116a3b75,0,0,1,0,0,0,0,1.3034068962516763,1.1841666934042678,0.0,-1.1132705371870462,1.4912112680841887,1,21.0,1,1,0.7293687137225093,0.7293687137225093
2016-08-21,air_a2567267116a3b75,0,0,0,1,0,0,0,1.4205968572246708,1.386844311620346,0.0,0.042147606065951686,1.5003280777069388,1,7.0,1,1,-0.7624164743824146,-0.7624164743824146
2016-08-22,air_a2567267116a3b75,0,1,0,0,0,0,0,1.3484799581643665,1.0406033805012123,0.0,-1.1657895436985461,1.5459121258206892,1,21.0,1,1,-1.961474002934674,-1.961474002934674
2016-08-23,air_a2567267116a3b75,0,0,0,0,0,1,0,1.24030460957391,1.158831991127258,0.0,-0.19418792323579775,1.317991885251938,1,24.0,1,1,-0.5616353232789845,-0.5616353232789845
2016-08-24,air_a2567267116a3b75,0,0,0,0,0,0,1,1.2763630591040624,1.353064708584333,0.0,1.696496311178199,1.1447725024196866,1,30.0,1,1,-0.36986117708486727,-0.36986117708486727
2016-08-25,air_a2567267116a3b75,0,0,0,0,1,0,0,1.3304507333992903,1.3952892123793492,0.0,1.9590913437356985,1.1903565505334368,1,16.0,1,1,-0.23925960589983242,-0.23925960589983242
2016-08-26,air_a2567267116a3b75,1,0,0,0,0,0,0,1.0419831371580732,1.0237135789832057,0.0,-1.1395300404427962,1.0627212158149362,1,28.0,1,1,1.1485697338767735,1.1485697338767735
2016-08-27,air_a2567267116a3b75,0,0,1,0,0,0,0,1.0239539123929973,0.9899339759471929,0.0,2.116648363270198,0.8895018329826849,1,53.0,1,1,1.211994060113184,1.211994060113184
2016-08-28,air_a2567267116a3b75,0,0,0,1,0,0,0,1.0419831371580732,1.1334972888502481,0.0,1.5389392916436992,0.8621514041144347,1,3.0,1,1,-0.2077350887172378,-0.2077350887172378
2016-08-29,air_a2567267116a3b75,0,1,0,0,0,0,0,1.5197575934325895,1.6317464336314402,0.0,1.8803128339684483,1.2541742178926871,1,19.0,1,1,-1.3865268562235435,-1.3865268562235435
2016-08-30,air_a2567267116a3b75,0,0,0,0,0,1,0,1.6369475544055838,1.5557423268004111,0.0,0.2522236321119515,1.6461970316709396,1,8.0,1,1,-0.5882810461357014,-0.5882810461357014
2016-08-31,air_a2567267116a3b75,0,0,0,0,0,0,1,1.3665091829294427,1.3192851055483197,0.0,0.2259641288562014,1.4638608392159385,1,37.0,1,1,-0.15556951861746815,-0.15556951861746815
2016-09-01,air_a2567267116a3b75,0,0,0,0,1,0,0,1.5197575934325895,1.5641872275594144,0.0,1.1975657493189498,1.4638608392159385,1,25.0,1,1,-0.551877734627229,-0.551877734627229
2016-09-02,air_a2567267116a3b75,1,0,0,0,0,0,0,1.3755237953119805,1.4966280214873884,0.0,-0.11540941346854794,1.381809552611188,1,33.0,1,1,0.6606903012889996,0.6606903012889996
2016-09-03,air_a2567267116a3b75,0,0,1,0,0,0,0,1.3124215086342144,1.158831991127258,0.0,0.17344512234470144,1.4729776488386885,1,48.0,1,1,1.2468962041367708,1.2468962041367708
2016-09-04,air_a2567267116a3b75,0,0,0,1,0,0,0,1.2493192219564482,1.158831991127258,0.0,-0.08914991021279807,1.4182767911021883,1,7.0,1,1,-0.6948639375625689,-0.6948639375625689
2016-09-05,air_a2567267116a3b75,0,1,0,0,0,0,0,1.3304507333992903,1.2855055025123068,0.0,1.14504674280745,1.372692742988438,1,24.0,1,1,-1.2949556396455306,-1.2949556396455306
2016-09-06,air_a2567267116a3b75,0,0,0,0,0,1,0,1.2943922838691384,1.057493182019219,0.0,-1.1657895436985461,1.4912112680841887,1,58.0,1,1,-0.5882810461357014,-0.5882810461357014
2016-09-07,air_a2567267116a3b75,0,0,0,0,0,0,1,1.2312899971913722,1.2770606017533035,0.0,0.19970462560045155,1.2632910275154374,1,32.0,1,1,-0.49108045148936796,-0.49108045148936796
2016-09-08,air_a2567267116a3b75,0,0,0,0,1,0,0,0.8616908895073124,0.7196971516590888,0.0,-1.0607515306755462,0.8712682137371849,1,25.0,1,1,-0.342840162356929,-0.342840162356929
2016-09-09,air_a2567267116a3b75,1,0,0,0,0,0,0,0.807603215212084,0.7196971516590888,0.0,-1.1657895436985461,0.7892169271324345,1,23.0,1,1,0.9796883918271594,0.9796883918271594
2016-09-10,air_a2567267116a3b75,0,0,1,0,0,0,0,0.8707055018898505,0.8210359607671277,0.0,-0.8244160013737967,0.9715531195874356,1,34.0,1,1,1.4908359204306578,1.4908359204306578
2016-09-11,air_a2567267116a3b75,0,0,0,1,0,0,0,0.8436616647422364,0.7872563577311146,0.0,0.9874897232729499,0.9168522618509352,1,4.0,1,1,-0.25352069700624424,-0.25352069700624424
2016-09-12,air_a2567267116a3b75,0,1,0,0,0,0,0,0.8346470523596983,0.8379257622851342,0.0,1.04000872978445,0.7892169271324345,1,22.0,1,1,-1.273564002985913,-1.273564002985913
2016-09-13,air_a2567267116a3b75,0,0,0,0,0,1,0,0.8977493390374645,0.7703665562131081,0.0,-0.8244160013737967,1.053604406192186,1,17.0,1,1,-0.7534094694731017,-0.7534094694731017
2016-09-14,air_a2567267116a3b75,0,0,0,0,0,0,1,0.9338077885676168,0.8548155638031406,0.0,-0.3254854395145475,1.0080203580784357,1,19.0,1,1,-0.3567259615921195,-0.3567259615921195
2016-09-15,air_a2567267116a3b75,0,0,0,0,1,0,0,0.9788808504803069,0.9899339759471929,0.0,0.2522236321119515,1.0080203580784357,1,24.0,1,1,-0.03059732550075377,-0.03059732550075377
2016-09-16,air_a2567267116a3b75,1,0,0,0,0,0,0,1.0870561990707635,1.1841666934042678,0.0,1.0925277362959498,0.8895018329826849,1,29.0,1,1,0.9113852712648711,0.9113852712648711
2016-09-17,air_a2567267116a3b75,0,0,1,0,0,0,0,0.8256324399771604,0.7788114569721114,0.0,-0.22044742649154772,0.7709833078869341,1,63.0,1,1,1.375621315965699,1.375621315965699
2016-09-18,air_a2567267116a3b75,0,0,0,1,0,0,0,0.5732232932660952,0.4747950296479941,0.0,-1.1132705371870462,0.6251143539229335,1,7.0,1,1,0.19270133787595808,0.19270133787595808
2016-09-19,air_a2567267116a3b75,0,1,0,0,0,0,0,0.537164843735943,0.5507991364790236,1.0,0.12092611583320173,0.5430630673181829,1,26.0,1,1,-1.2765663379556837,-1.2765663379556837
2016-09-20,air_a2567267116a3b75,0,0,0,0,0,1,0,0.6453401923263996,0.7957012584901179,0.0,0.8561922069942004,0.35161006524043176,1,20.0,1,1,-1.7625693111873508,-1.7625693111873508
2016-09-21,air_a2567267116a3b75,0,0,0,0,0,0,1,0.6633694170914756,0.761921655454105,0.0,1.8277938274569487,0.5612966865636831,1,26.0,1,1,0.40136361827503675,0.40136361827503675
2016-09-22,air_a2567267116a3b75,0,0,0,0,1,0,0,0.6723840294740134,0.6352481440690562,1.0,-0.3517449427702975,0.5157126384499329,1,2.0,1,1,-0.26740649624143475,-0.26740649624143475
2016-09-23,air_a2567267116a3b75,1,0,0,0,0,0,0,0.6633694170914756,0.4410154266119812,0.0,-1.1657895436985461,0.8712682137371849,1,18.0,1,1,0.2159694338916827,0.2159694338916827
2016-09-24,air_a2567267116a3b75,0,0,1,0,0,0,0,0.8707055018898505,0.9814890751881895,0.0,0.8036732004827004,0.6889320212821838,1,77.0,1,1,1.148194442005552,1.148194442005552
2016-09-25,air_a2567267116a3b75,0,0,0,1,0,0,0,1.0780415866882251,1.1841666934042678,0.0,1.4601607818764493,0.9624363099646854,1,4.0,1,1,-0.351096583523799,-0.351096583523799
2016-09-26,air_a2567267116a3b75,0,1,0,0,0,0,0,1.0239539123929973,1.1166074873322418,0.0,1.670236807922449,0.8712682137371849,1,89.0,1,1,-1.0442606696696592,-1.0442606696696592
2016-09-27,air_a2567267116a3b75,0,0,0,0,0,1,0,0.9878954628628448,1.167276891886261,0.0,0.6198566776924507,0.7983337367551844,1,38.0,1,1,-0.4178985366012019,-0.4178985366012019
2016-09-28,air_a2567267116a3b75,0,0,0,0,0,0,1,0.9067639514200027,0.8885951668391538,0.0,-0.9294540143967965,0.907735452228185,1,25.0,1,1,-0.30230864026502163,-0.30230864026502163
2016-09-29,air_a2567267116a3b75,0,0,0,0,1,0,0,0.6453401923263996,0.56768893799703,0.0,0.12092611583320173,0.716282450150434,1,43.0,1,1,-0.1803387821180782,-0.1803387821180782
