visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Niigata-shi Teraohigashi,total_area_visitors,total_genre_visitors
2016-07-12,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,1.0221552692504312,0.9744986450335532,0.0,2.4059279723574676,0.9121013182869361,1,9.0,1,1,-0.4827714259516807,-0.4827714259516806
2016-07-13,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,0.9908117491498878,0.8036267361644447,0.0,-1.0011243911823018,1.0830760018258974,1,2.0,1,1,-0.413597329497908,-0.4135973294979079
2016-07-14,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.0952901494850333,0.9342934900055279,0.0,-0.9265174051193872,1.2754225208072292,1,9.0,1,1,-0.20715028515918735,-0.2071502851591873
2016-07-15,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.001259589183402,0.9242422012485213,0.0,0.31693236259585716,1.0510182486623423,1,10.0,1,1,0.9250827236359835,0.9250827236359837
2016-07-16,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.1057379895185475,1.0850628213606237,0.0,-0.5037444840962041,1.2433647676436737,1,19.0,1,1,1.358048052735245,1.358048052735245
2016-07-17,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.1579771896861204,1.0348063775755918,0.0,-0.9762553958279968,1.3395380271343398,1,19.0,1,1,0.4727629841299672,0.47276298412996726
2016-07-18,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.0534987893509749,0.9946012225475659,1.0,0.341801357950162,1.2647366030860443,1,38.0,1,1,-0.9867029265423772,-0.9867029265423771
2016-07-20,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,0.9699160690828583,0.8337806024354639,0.0,0.9137882510991743,1.2219929322013037,1,7.0,1,1,-0.3587598333454353,-0.35875983334543526
2016-07-21,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.001259589183402,0.8639344687064828,0.0,0.31693236259585716,1.147191508153008,1,12.0,1,1,-0.14765339390879217,-0.14765339390879212
2016-07-22,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.1057379895185475,1.044857666332598,0.0,1.9085480652713698,1.0830760018258974,1,10.0,1,1,0.9860132749165087,0.9860132749165088
2016-07-23,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.0848423094515185,1.1654731314166744,0.0,1.9582860559799795,0.9975886600564169,1,21.0,1,1,1.288157126266407,1.2881571262664073
2016-07-24,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.231112069920722,1.3061911740147643,0.0,1.833941079208455,1.1365055904318229,1,13.0,1,1,-0.4196903846259605,-0.4196903846259604
2016-07-25,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.2729034300547806,1.276037307743745,0.0,0.6899672929104305,1.2967943562495992,1,4.0,1,1,-1.0350889525592648,-1.0350889525592648
2016-07-27,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,1.1161858295520624,1.0951141101176298,0.0,-0.7524344376392529,1.1365055904318229,1,6.0,1,1,-0.14120192377320717,-0.1412019237732071
2016-07-28,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.4818602307250717,1.4871143716408792,0.0,0.19258738582433274,1.499826792952116,1,17.0,1,1,0.074205495753826,0.07420549575382607
2016-07-29,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.5027559107921007,1.5072169491548917,0.0,2.057762037397199,1.4677690397885608,1,26.0,1,1,1.2218503498728945,1.2218503498728945
2016-07-30,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.5132037508256155,1.4971656603978858,0.0,1.5852511256654063,1.5318845461156716,1,36.0,1,1,1.3351094922531648,1.3351094922531648
2016-07-31,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.4609645506580426,1.4469092166128539,0.0,-0.25505453055315525,1.617371887885152,1,16.0,1,1,-0.37668058372206037,-0.3766805837220603
2016-08-02,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,1.3251426302223535,1.2056782864447002,0.0,0.09311140440711313,1.5211986283944863,1,5.0,1,1,-0.746923286503134,-0.7469232865031339
2016-08-03,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,1.283351270088295,1.1554218426596683,0.0,-0.031233572364411297,1.4250253689038206,1,11.0,1,1,-0.3150332024264702,-0.3150332024264701
2016-08-05,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.3251426302223535,1.276037307743745,0.0,2.231845004877333,1.2113070144801188,1,2.0,1,1,0.8211423714515582,0.8211423714515583
2016-08-06,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.3982775104569551,1.3463963290427896,0.0,2.206976009523028,1.3181661916919696,1,25.0,1,1,0.5874557865403676,0.5874557865403676
2016-08-07,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.6699213513283337,1.688140146781007,0.0,2.1821070141687233,1.5853141347215969,1,29.0,1,1,-0.5669989527218184,-0.5669989527218183
2016-08-08,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.5654429509931882,1.5775759704539365,0.0,2.057762037397199,1.6280578056063373,1,10.0,1,1,-1.069496793282385,-1.069496793282385
2016-08-09,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,1.356486150322897,1.2157295752017063,0.0,0.24232537653294234,1.4036535334614502,1,2.0,1,1,-0.2666471764095825,-0.26664717640958246
2016-08-10,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,1.220664229887208,1.175524420173681,0.0,0.7645742789733451,1.3288521094131545,1,18.0,1,1,0.7021485889507679,0.7021485889507679
2016-08-11,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.168425029719635,1.1554218426596683,1.0,1.137609209287918,1.2006210967589335,1,17.0,1,1,0.40251364265359696,0.40251364265359707
2016-08-12,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.2520077499877516,1.2961398852577577,0.0,2.256714000231638,0.9655309068928616,1,27.0,1,1,-0.015039841121766777,-0.015039841121766706
2016-08-13,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.3878296704234405,1.4167553503418342,1.0,2.231845004877333,1.3395380271343398,1,33.0,1,1,0.1451716672452612,0.1451716672452613
2016-08-14,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.3773818303899261,1.4268066390988408,1.0,0.9635262418077841,1.4143394511826353,1,9.0,1,1,-0.8551646187779494,-0.8551646187779492
2016-08-15,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.147529349652606,1.0348063775755918,1.0,-0.45400649338759436,1.3395380271343398,1,24.0,1,1,-1.3626802694439708,-1.3626802694439708
2016-08-16,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,1.5549951109596736,1.8087556118650834,0.0,1.5603821303111014,1.3288521094131545,1,32.0,1,1,-1.249062712056168,-1.249062712056168
2016-08-17,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,1.3355904702558676,1.2358321527157194,0.0,0.4164083440130766,1.4570831220673757,1,7.0,1,1,-0.764127206864694,-0.7641272068646939
2016-08-18,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.3042469501553244,1.1956269976876936,0.0,1.6847271070826257,1.2754225208072292,1,10.0,1,1,-0.49818327127557827,-0.49818327127557815
2016-08-19,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.4818602307250717,1.3363450402857835,0.0,1.833941079208455,1.5532563815580416,1,16.0,1,1,0.7856592857058406,0.7856592857058408
2016-08-20,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.6908170313953625,1.8188069006220897,0.0,0.9137882510991743,1.5532563815580416,1,36.0,1,1,0.6724001433255703,0.6724001433255704
2016-08-21,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.5758907910267026,1.5675246816969302,0.0,1.7842030884998454,1.510512710673301,1,27.0,1,1,-0.7522995116161215,-0.7522995116161214
2016-08-22,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.40872535049047,1.617781125481962,0.0,0.018504418344198515,1.371595780297895,1,22.0,1,1,-1.8974354606824624,-1.8974354606824624
2016-08-23,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,1.283351270088295,1.175524420173681,0.0,1.5603821303111014,1.3502239448555247,1,3.0,1,1,-0.5605474825862334,-0.5605474825862333
2016-08-24,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,1.3146947901888386,1.2056782864447002,0.0,1.4609061488938817,1.2861084385284143,1,7.0,1,1,-0.3773974137371254,-0.3773974137371253
2016-08-25,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.5340994308926446,1.5072169491548917,0.0,1.7842030884998454,1.4570831220673757,1,10.0,1,1,-0.252668991115815,-0.2526689911158149
2016-08-26,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.262455590021266,1.1654731314166744,0.0,-0.8767794144107773,1.3074802739707845,1,14.0,1,1,1.072749706739374,1.072749706739374
2016-08-27,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,0.9281247089488003,0.8136780249214508,0.0,-0.6032204655134236,1.0296464132199719,1,24.0,1,1,1.1333218430123666,1.1333218430123668
2016-08-28,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.168425029719635,1.3966527728278215,0.0,1.4609061488938817,0.9548449891716764,1,11.0,1,1,-0.2225621304830849,-0.22256213048308482
2016-08-29,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.5863386310602172,1.6378837029959752,0.0,1.8588100745627598,1.489140875230931,1,10.0,1,1,-1.348343669142671,-1.3483436691426707
2016-08-30,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,0.938572548982315,1.0247550888185852,0.0,-1.0259933865366067,1.0296464132199719,1,2.0,1,1,-0.585994948121041,-0.5859949481210409
2016-08-31,air_cfcc94797d2b5d3d,0,0,0,0,0,0,1,1.220664229887208,1.3664989065568023,0.0,2.008024046688589,1.0082745777776019,1,68.0,1,1,-0.17274244443606726,-0.17274244443606718
2016-09-01,air_cfcc94797d2b5d3d,0,0,0,0,1,0,0,1.220664229887208,1.3061911740147643,0.0,1.9085480652713698,1.0403323309411572,1,2.0,1,1,-0.5512286923903884,-0.5512286923903883
2016-09-02,air_cfcc94797d2b5d3d,1,0,0,0,0,0,0,1.3042469501553244,1.2458834414727258,0.0,1.4857751442481866,1.0937619195470827,1,26.0,1,1,0.6068101969471226,0.6068101969471227
2016-09-03,air_cfcc94797d2b5d3d,0,0,1,0,0,0,0,1.5027559107921007,1.6278324142389686,0.0,1.659858111728321,1.4677690397885608,1,8.0,1,1,1.1666544387128892,1.1666544387128894
2016-09-04,air_cfcc94797d2b5d3d,0,0,0,1,0,0,0,1.5445472709261587,1.7082427242950193,0.0,1.659858111728321,1.5532563815580416,1,27.0,1,1,-0.6877848102602713,-0.6877848102602713
2016-09-05,air_cfcc94797d2b5d3d,0,1,0,0,0,0,0,1.4818602307250717,1.6479349917529815,0.0,1.7095961024369306,1.3929676157402653,1,5.0,1,1,-1.2608904073047404,-1.2608904073047404
2016-09-06,air_cfcc94797d2b5d3d,0,0,0,0,0,1,0,1.2520077499877516,1.2860885965007514,0.0,-0.1804475444902406,1.4357112866250055,1,4.0,1,1,-0.585994948121041,-0.5859949481210409
