visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,total_area_visitors,total_genre_visitors
2016-07-04,air_ee3ba9af184c6c82,0,1,0,0,0,0,0,0.6408325133361263,0.4993095737156757,0.0,-1.1143068704919765,0.7697215186705578,1,1.0,1,1,-1.42250890983076,-1.4225089098307604
2016-07-05,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,0.5150616462327746,0.39893427561364114,0.0,-1.0436936270643207,0.758342319872894,1,3.0,1,1,-0.7479265013390362,-0.7479265013390368
2016-07-06,air_ee3ba9af184c6c82,0,0,0,0,0,0,1,0.6865673741009819,0.8561995225229088,0.0,-0.9495426358274461,0.7924799162658862,1,4.0,1,1,-0.28306880056436295,-0.28306880056436357
2016-07-07,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,0.5950976525712713,0.4212398974140935,0.0,-1.0436936270643207,0.8152383138612141,1,1.0,1,1,-0.350796412597759,-0.3507964125977596
2016-07-08,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,0.6865673741009819,0.5996848718177099,0.0,-0.6435519143076042,0.724204723479902,1,17.0,1,1,0.9968291404758385,0.9968291404758378
2016-07-09,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,0.6865673741009819,0.610837682717936,0.0,-1.020155879255102,0.9404095006355179,1,35.0,1,1,1.3042971064683582,1.3042971064683577
2016-07-11,air_ee3ba9af184c6c82,0,1,0,0,0,0,0,0.6865673741009819,0.5550736282168058,0.0,0.6274864673902014,0.8493759102542062,1,20.0,1,1,-1.4736894348332694,-1.47368943483327
2016-07-12,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,0.7780370956306921,0.7446714135206484,0.0,2.133902327180193,0.644550331896254,1,9.0,1,1,-0.7325338622405371,-0.7325338622405377
2016-07-14,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,0.8580731019691892,0.7000601699197444,0.0,-1.020155879255102,1.03144309101683,1,6.0,1,1,-0.4366103755718916,-0.4366103755718922
2016-07-15,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,0.7551696652482646,0.6889073590195183,0.0,0.15673151120582904,0.7924799162658862,1,38.0,1,1,0.779023297232076,0.7790232972320754
2016-07-16,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,0.8695068171604028,0.867352333423135,0.0,-0.6200141664983855,0.9973054946238379,1,28.0,1,1,1.2438809980067493,1.2438809980067487
2016-07-17,air_ee3ba9af184c6c82,0,0,0,1,0,0,0,0.9266753931164718,0.8115882789220048,0.0,-1.0672313748735394,1.0997182838028143,1,10.0,1,1,0.29338553367442893,0.2933855336744283
2016-07-19,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,0.7894708108219061,0.7223657917201964,0.0,0.5097977283441083,0.9631678982308463,1,2.0,1,1,-1.0934912491003412,-1.093491249100342
2016-07-20,air_ee3ba9af184c6c82,0,0,0,0,0,0,1,0.7208685196746231,0.5885320609174841,0.0,0.7216374586270757,0.9745470970285101,1,10.0,1,1,-0.5993875340385197,-0.5993875340385203
2016-07-21,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,0.7551696652482646,0.6219904936181618,0.0,0.15673151120582904,0.8948927054448621,1,12.0,1,1,-0.3727309233131203,-0.3727309233131209
2016-07-22,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,0.8695068171604028,0.8227410898222306,0.0,1.6631473709958209,0.8266175126588778,1,34.0,1,1,0.8444420134006972,0.8444420134006966
2016-07-23,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,0.8466393867779752,0.9565748206249429,0.0,1.7102228666142578,0.7355839222775662,1,18.0,1,1,1.168841882401566,1.1688418824015654
2016-07-26,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,0.8580731019691892,0.6331433045183881,0.0,-1.1143068704919765,1.1224766813981422,1,11.0,1,1,-0.5747593114809212,-0.5747593114809217
2016-07-27,air_ee3ba9af184c6c82,0,0,0,0,0,0,1,0.8809405323516167,0.8785051443233608,0.0,-0.8553916445905717,0.8835135066471979,1,8.0,1,1,-0.36580423571879567,-0.3658042357187963
2016-07-28,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,1.2811205640441004,1.3134647694321764,0.0,0.03904277215973593,1.2704062657677744,1,18.0,1,1,-0.1345298332638465,-0.13452983326384707
2016-07-29,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,1.303987994426528,1.335770391232628,0.0,1.8043738578511324,1.2362686693747822,1,25.0,1,1,1.0976509265710077,1.097650926571007
2016-08-04,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,1.098181120984679,1.0123388751260731,0.0,1.6160718753773833,1.1338558801958063,1,2.0,1,1,-0.4212177364733925,-0.4212177364733931
2016-08-05,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,1.109614836175893,1.0792557405274295,0.0,1.9691380925156627,0.9631678982308463,1,11.0,1,1,0.6674266637679573,0.6674266637679568
2016-08-06,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,1.1896508425143897,1.1573254168290117,0.0,1.9456003447064438,1.0769598862074863,1,8.0,1,1,0.4165266464624218,0.4165266464624212
2016-08-07,air_ee3ba9af184c6c82,0,0,0,1,0,0,0,1.4869274374859491,1.5365209874366972,0.0,1.9220625968972258,1.3614398561490864,1,2.0,1,1,-0.8229656169442193,-0.82296561694422
2016-08-09,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,1.1439159817495346,1.0123388751260731,0.0,0.086118267778173,1.167993476588798,1,5.0,1,1,-0.5004898278306629,-0.5004898278306635
2016-08-10,air_ee3ba9af184c6c82,0,0,0,0,0,0,1,0.995277684263755,0.9677276315251692,0.0,0.5804109717717642,1.08833908500515,1,25.0,1,1,0.5396677592504148,0.5396677592504141
2016-08-11,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,0.9381091083076858,0.9454220097247171,1.0,0.9334771889100433,0.9517886994331821,1,28.0,1,1,0.21796160209178325,0.21796160209178264
2016-08-12,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,1.0295788298373965,1.1015613623278815,0.0,1.992675840324881,0.701446325884574,1,7.0,1,1,-0.23034901165200347,-0.23034901165200408
2016-08-13,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,1.1782171273231759,1.235395093130594,1.0,1.9691380925156627,1.0997182838028143,1,11.0,1,1,-0.058336269726275855,-0.058336269726276466
2016-08-16,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,1.361156570382597,1.6703547182394092,0.0,1.3336189016667601,1.08833908500515,1,2.0,1,1,-1.5552704220553148,-1.5552704220553153
2016-08-18,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,1.0867474057934656,0.9900332533256211,0.0,1.4513076407128531,1.03144309101683,1,8.0,1,1,-0.7490809492714237,-0.7490809492714242
2016-08-19,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,1.2811205640441004,1.146172605928786,0.0,1.5925341275681648,1.3273022597560944,1,20.0,1,1,0.6293298819991721,0.6293298819991715
2016-08-20,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,1.5097948678683768,1.6815075291396353,0.0,0.7216374586270757,1.3273022597560944,1,14.0,1,1,0.5077280331210291,0.5077280331210284
2016-08-23,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,1.0638799754110375,0.9677276315251692,0.0,1.3336189016667601,1.111097482600478,1,4.0,1,1,-0.8160389293498947,-0.8160389293498954
2016-08-25,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,1.3382891400001695,1.335770391232628,0.0,1.5454586319497277,1.224889470577118,1,10.0,1,1,-0.48548200470962627,-0.4854820047096269
2016-08-26,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,1.04101254502861,0.9565748206249429,0.0,-0.9730803836366649,1.0655806874098221,1,31.0,1,1,0.9375674799466168,0.9375674799466163
2016-08-27,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,0.675133658909768,0.5662264391170316,0.0,-0.7141651577352599,0.7697215186705578,1,20.0,1,1,1.0026013801377756,1.0026013801377751
2016-08-29,air_ee3ba9af184c6c82,0,1,0,0,0,0,0,1.3954577159562385,1.480756932935567,0.0,1.6160718753773833,1.25902706697011,1,32.0,1,1,-1.6618644478124212,-1.6618644478124218
2016-08-30,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,0.6865673741009819,0.8004354680217786,0.0,-1.1143068704919765,0.7697215186705578,1,9.0,1,1,-0.8433608637497307,-0.8433608637497313
2016-09-01,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,0.995277684263755,1.1127141732281076,0.0,1.6631473709958209,0.781100717468222,1,3.0,1,1,-0.8060337139358703,-0.806033713935871
2016-09-02,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,1.0867474057934656,1.0457973078267513,0.0,1.263005658239104,0.837996711456542,1,23.0,1,1,0.4373067092453956,0.43730670924539505
2016-09-03,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,1.303987994426528,1.4696041220353409,0.0,1.4277698929036347,1.2362686693747822,1,15.0,1,1,1.0383892660417862,1.0383892660417855
2016-09-05,air_ee3ba9af184c6c82,0,1,0,0,0,0,0,1.2811205640441004,1.4919097438357931,0.0,1.4748453885220716,1.1566142777911343,1,13.0,1,1,-1.5679693493115765,-1.5679693493115772
2016-09-06,air_ee3ba9af184c6c82,0,0,0,0,0,1,0,1.0295788298373965,1.0904085514276558,0.0,-0.31402344497854345,1.20213107298179,1,7.0,1,1,-0.8433608637497307,-0.8433608637497313
2016-09-07,air_ee3ba9af184c6c82,0,0,0,0,0,0,1,1.0067113994549686,0.9454220097247171,0.0,-0.0315704712679201,1.0997182838028143,1,5.0,1,1,-0.7436935255869489,-0.7436935255869496
2016-09-08,air_ee3ba9af184c6c82,0,0,0,0,1,0,0,1.0181451146461824,1.1127141732281076,0.0,-0.902467140209009,1.167993476588798,1,4.0,1,1,-0.5916912144892702,-0.5916912144892708
2016-09-09,air_ee3ba9af184c6c82,1,0,0,0,0,0,0,0.8695068171604028,0.7669770353211004,0.0,0.65102421519942,1.042822289814494,1,14.0,1,1,0.7644002900885019,0.7644002900885012
2016-09-10,air_ee3ba9af184c6c82,0,0,1,0,0,0,0,0.732302234865837,0.65544892631884,0.0,0.8393261976731691,0.8493759102542062,1,9.0,1,1,1.2885196513923967,1.288519651392396
2016-09-11,air_ee3ba9af184c6c82,0,0,0,1,0,0,0,0.7894708108219061,0.6666017372190662,0.0,-0.12572146250479446,0.7697215186705578,1,2.0,1,1,-0.5001050118532004,-0.5001050118532011
2016-09-12,air_ee3ba9af184c6c82,0,1,0,0,0,0,0,0.8237719563955477,0.8338939007224568,0.0,-0.7847784011629159,0.837996711456542,1,20.0,1,1,-1.5460348385962153,-1.546034838596216
