visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Fukuoka-ken Fukuoka-shi Momochi,total_area_visitors,total_genre_visitors
2016-07-01,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,1.0740915245783633,1.2018339164586487,0.0,0.5818545739114376,0.9141137623155883,1,14.0,1,1,1.331236995183542,1.331236995183542
2016-07-02,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.360474549020687,1.257259488961058,0.0,0.024576198583542954,1.4461047137581668,1,15.0,1,1,1.504300476360268,1.504300476360268
2016-07-03,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.326108586087608,1.2350892599600947,0.0,-0.16118325985908866,1.4461047137581668,1,17.0,1,1,-0.656508873547226,-0.656508873547226
2016-07-05,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.3719298699983797,1.4235362064682862,0.0,1.404503604157377,1.2466081069672,1,11.0,1,1,-0.7703664269529668,-0.7703664269529668
2016-07-06,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.3031979441322223,1.3237701759639495,0.0,1.6964113245672268,1.2466081069672,1,7.0,1,1,-0.27022124690156746,-0.27022124690156746
2016-07-07,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.1084574875114421,1.0798976569533485,0.0,0.6349287048950466,1.135776658749996,1,12.0,1,1,-0.3430900810812415,-0.3430900810812415
2016-07-08,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,0.7418872162252673,0.5699823899311819,0.0,-1.4084253379739005,0.8476148933852657,1,8.0,1,1,1.1068341081075004,1.1068341081075004
2016-07-09,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,0.8908063889352758,0.8360251379427468,0.0,-0.10810912887547959,0.9251969071373088,1,16.0,1,1,1.4376420541845434,1.4376420541845434
2016-07-10,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,0.9939042777345126,0.8914507104451562,0.0,-0.6388504387115699,1.1136103691065553,1,10.0,1,1,-0.48178928250278025,-0.48178928250278025
2016-07-12,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.131368129466828,1.2129190309591307,0.0,-0.6123133732197653,1.1468598035717166,1,11.0,1,1,-0.7538053282757681,-0.7538053282757681
2016-07-13,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.0053595987122053,0.8249400234422648,0.0,-1.3818882724820962,1.0581946449979533,1,10.0,1,1,-0.6738980271582846,-0.6738980271582846
2016-07-14,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.097002166533749,1.0909827714538298,0.0,1.1125958837475276,1.1136103691065553,1,11.0,1,1,-0.435418206206624,-0.435418206206624
2016-07-15,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,0.8793510679575831,0.8360251379427468,0.0,1.404503604157377,0.9916957760676309,1,8.0,1,1,0.8724945618251395,0.8724945618251395
2016-07-16,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.1199128084891348,1.3126850614634673,0.0,0.1572615260425655,0.9584463416024697,1,25.0,1,1,1.3726397418765388,1.3726397418765388
2016-07-17,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.0053595987122053,0.924706053946602,0.0,0.2634097880097834,1.1025272242848347,1,5.0,1,1,0.34999189855952206,0.34999189855952206
2016-07-19,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.0282702406675912,1.002301855449975,0.0,1.5106518661245953,1.0360283553545127,1,5.0,1,1,-1.1421630922560764,-1.1421630922560764
2016-07-20,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.0168149196898983,1.0133869699504572,0.0,1.032984687272114,1.1136103691065553,1,8.0,1,1,-0.6105518247179997,-0.6105518247179997
2016-07-21,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,0.9480829938237406,0.9357911684470837,0.0,1.749485455550836,1.0138620657110715,1,4.0,1,1,-0.3666896466962496,-0.3666896466962496
2016-07-22,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,0.8908063889352758,0.9025358249456383,0.0,1.749485455550836,0.9251969071373088,1,23.0,1,1,0.9428792312032338,0.9428792312032338
2016-07-23,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.085546845556056,1.135323229455758,0.0,1.9087078485016629,0.9030306174938677,1,14.0,1,1,1.2919043858251953,1.2919043858251953
2016-07-24,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.2573766602214502,1.2240041454596127,0.0,0.1572615260425655,1.2687743966106406,1,7.0,1,1,-0.680936494096094,-0.680936494096094
2016-07-25,air_473cf23b9e7c0a37,0,1,0,0,0,0,0,1.2459213392437576,1.2129190309591307,0.0,0.44916924645241496,1.3020238310758019,1,1.0,1,1,-1.391821654814846,-1.391821654814846
2016-07-26,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.1771894133775997,1.2350892599600947,0.0,0.42263218096061056,1.1468598035717166,1,13.0,1,1,-0.5840540668344819,-0.5840540668344819
2016-07-27,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.2688319811991433,1.3570255194653955,0.0,0.9002993598130914,1.1690260932151573,1,7.0,1,1,-0.3592371522915102,-0.3592371522915102
2016-07-28,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.349019228042994,1.4235362064682862,0.0,1.139132949239332,1.2798575414323612,1,10.0,1,1,-0.11040664466660047,-0.11040664466660047
2016-07-29,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,1.4062958329314588,1.4789617789706957,0.0,1.139132949239332,1.3131069758975222,1,19.0,1,1,1.2153093044431516,1.2153093044431516
2016-07-30,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.3719298699983797,1.4346213209687682,0.0,0.7676140323540689,1.3685227000061242,1,3.0,1,1,1.3461419839930209,1.3461419839930209
2016-07-31,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.3833851909760728,1.4457064354692504,0.0,1.6168001280918134,1.3020238310758019,1,8.0,1,1,-0.6312531980644981,-0.6312531980644981
2016-08-02,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.3719298699983797,1.4346213209687682,0.0,1.2187441457147459,1.3796058448278443,1,6.0,1,1,-1.0589435714031532,-1.0589435714031532
2016-08-03,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.314653265109915,1.3459404049649135,0.0,0.36955804997700153,1.3574395551844036,1,14.0,1,1,-0.5600404737525438,-0.5600404737525438
2016-08-04,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.360474549020687,1.5122171224721417,0.0,1.3779665386655728,1.3131069758975222,1,5.0,1,1,-0.41885710752942534,-0.41885710752942534
2016-08-05,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,1.2688319811991433,1.4346213209687682,0.0,0.873762294321287,1.2687743966106406,1,8.0,1,1,0.7524265964154493,0.7524265964154493
2016-08-06,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.1771894133775997,1.5676426949745512,0.0,0.8206881633376782,1.0471115001762328,1,12.0,1,1,0.48248068797711124,0.48248068797711124
2016-08-07,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.3031979441322223,1.556557580474069,0.0,0.6083916394032419,1.1136103691065553,1,18.0,1,1,-0.8511017830043102,-0.8511017830043102
2016-08-09,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.3375639070653011,1.3459404049649135,0.0,1.8556337175180542,1.3463564103626833,1,7.0,1,1,-0.5041467657169985,-0.5041467657169985
2016-08-10,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.326108586087608,1.4346213209687682,0.0,1.9883190449770767,1.3020238310758019,1,14.0,1,1,0.6149694773947004,0.6149694773947004
2016-08-11,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.394840511953766,1.4457064354692504,1.0,1.9087078485016629,1.2576912517889205,1,9.0,1,1,0.2688425150412487,0.2688425150412487
2016-08-12,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,1.4406617958645376,1.534387351473105,0.0,1.9087078485016629,1.2798575414323612,1,11.0,1,1,-0.2134994839321621,-0.2134994839321621
2016-08-13,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.4750277587976166,1.5676426949745512,1.0,1.8290966520262493,1.3685227000061242,1,13.0,1,1,-0.028429206214467147,-0.028429206214467147
2016-08-14,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.4864830797753092,1.5122171224721417,1.0,1.8025595865344448,1.4350215689364463,1,8.0,1,1,-1.183979866416003,-1.183979866416003
2016-08-17,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.314653265109915,1.3237701759639495,0.0,1.2452812112065503,1.3463564103626833,1,6.0,1,1,-1.0788168898157917,-1.0788168898157917
2016-08-18,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.349019228042994,1.4457064354692504,0.0,1.5371889316163998,1.2466081069672,1,14.0,1,1,-0.7716085093537567,-0.7716085093537567
2016-08-19,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,1.4062958329314588,1.3459404049649135,0.0,1.1656700147311365,1.4128552792930056,1,8.0,1,1,0.7114378771893826,0.7114378771893826
2016-08-20,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,1.3031979441322223,1.279429717962022,0.0,1.5371889316163998,1.3796058448278443,1,8.0,1,1,0.5806051976395132,0.5806051976395132
2016-08-21,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,1.314653265109915,1.3459404049649135,0.0,1.5371889316163998,1.2687743966106406,1,14.0,1,1,-1.0651539834071027,-1.0651539834071027
2016-08-23,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,1.2688319811991433,1.3902808629668408,0.0,1.8821707830098584,1.2466081069672,1,3.0,1,1,-0.8436492885995708,-0.8436492885995708
2016-08-24,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,1.2917426231545293,1.3791957484663588,0.0,1.3514294731737684,1.1136103691065553,1,3.0,1,1,-0.632081252998358,-0.632081252998358
2016-08-25,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,1.394840511953766,1.6119831529764785,0.0,0.4757063119442194,1.3463564103626833,1,13.0,1,1,-0.48799969450672975,-0.48799969450672975
2016-08-26,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,1.1886447343552928,1.2905148324625042,0.0,-0.13464619436728423,1.1690260932151573,1,20.0,1,1,1.0430738782002855,1.0430738782002855
2016-08-27,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,0.9709936357791263,0.9690465119485293,0.0,-0.7715357661705924,1.1136103691065553,1,11.0,1,1,1.1130445201114498,1.1130445201114498
2016-08-28,air_473cf23b9e7c0a37,0,0,0,1,0,0,0,0.7189765742698815,0.6032377334326272,0.0,-1.4084253379739005,0.7367834451680619,1,6.0,1,1,-0.4532213872846126,-0.4532213872846126
2016-08-30,air_473cf23b9e7c0a37,0,0,0,0,0,1,0,0.6273340064483378,0.647578191434555,0.0,0.5818545739114376,0.39320595569473016,1,16.0,1,1,-0.8730452387515983,-0.8730452387515983
2016-08-31,air_473cf23b9e7c0a37,0,0,0,0,0,0,1,0.9480829938237406,0.8692804814441926,0.0,1.404503604157377,0.8919474726721476,1,9.0,1,1,-0.39567156938134723,-0.39567156938134723
2016-09-01,air_473cf23b9e7c0a37,0,0,0,0,1,0,0,0.833529784046811,0.5921526189321455,0.0,-1.4084253379739005,0.9695294864241902,1,8.0,1,1,-0.8328845744593917,-0.8328845744593917
2016-09-02,air_473cf23b9e7c0a37,1,0,0,0,0,0,0,0.6387893274260309,0.2817694129186528,0.0,-1.4084253379739005,0.8697811830287069,1,12.0,1,1,0.5048381711913295,0.5048381711913295
2016-09-03,air_473cf23b9e7c0a37,0,0,1,0,0,0,0,0.8564404260021968,0.6808335349360006,0.0,-1.4084253379739005,0.8697811830287069,1,16.0,1,1,1.1515490745359367,1.1515490745359367
