visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-10-23,air_a257c9749d8d0ff6,0,0,0,1,0,0,0,1.6015604146509852,1.2907340907399072,0.0,-0.39954822115490335,1.697397226932301,1,7.0,1,1,-0.2754757815305124,-0.2754757815305124
2016-10-25,air_a257c9749d8d0ff6,0,0,0,0,0,1,0,1.9224404268062356,2.4172675702089492,0.0,1.4745590954320587,1.1380435066564238,1,34.0,1,1,-0.5899043117234486,-0.5899043117234486
2016-10-26,air_a257c9749d8d0ff6,0,0,0,0,0,0,1,2.2433204389614865,2.8590454052948484,0.0,-0.3143615249464051,1.7323568344495432,1,24.0,1,1,-0.23718868679796737,-0.23718868679796737
2016-10-27,air_a257c9749d8d0ff6,0,0,0,0,1,0,0,1.622952415461335,1.2465563072313173,0.0,-0.910668398405893,1.5925184043805742,1,29.0,1,1,-0.22499102829910345,-0.22499102829910345
2016-10-28,air_a257c9749d8d0ff6,1,0,0,0,0,0,0,2.0935764332890363,1.9534008433687557,0.0,-0.10139478442515942,1.9595942833116184,1,24.0,1,1,0.7081298468639853,0.7081298468639853
2016-10-29,air_a257c9749d8d0ff6,0,0,1,0,0,0,0,1.1951123992543344,0.9152229309168932,0.0,-0.22917482873790684,1.2079627216909083,1,37.0,1,1,1.4525258391418743,1.4525258391418743
2016-10-30,air_a257c9749d8d0ff6,0,0,0,1,0,0,0,1.109544396012934,0.6501562298653539,0.0,-0.48473491736340163,1.38276075927712,1,37.0,1,1,-0.20059571130137563,-0.20059571130137563
2016-10-31,air_a257c9749d8d0ff6,0,1,0,0,0,0,0,1.1737203984439843,1.1361118484598427,0.0,-0.9532617465101422,1.260402132966772,1,20.0,1,1,-1.0429117954173663,-1.0429117954173663
2016-11-02,air_a257c9749d8d0ff6,0,0,0,0,0,0,1,1.1523283976336343,1.025667389688368,0.0,-0.27176817684215593,1.3303213480012566,1,35.0,1,1,0.25071765315658884,0.25071765315658884
2016-11-03,air_a257c9749d8d0ff6,0,0,0,0,1,0,0,1.0239763927715342,0.6722451216196489,1.0,-0.9532617465101422,1.277881936725393,1,24.0,1,1,-0.16739097427669056,-0.16739097427669056
2016-11-04,air_a257c9749d8d0ff6,1,0,0,0,0,0,0,0.8100563846680338,0.25255617828804483,0.0,-0.9532617465101422,1.1380435066564238,1,25.0,1,1,-0.05151321853748347,-0.05151321853748347
2016-11-05,air_a257c9749d8d0ff6,0,0,1,0,0,0,0,0.8528403862887338,0.20837839477945497,0.0,-0.9532617465101422,1.1380435066564238,1,35.0,1,1,1.0279795586119722,1.0279795586119722
2016-11-06,air_a257c9749d8d0ff6,0,0,0,1,0,0,0,0.46778437170243314,0.14211171951657012,0.0,-0.05880143632091025,0.7360080202081372,1,30.0,1,1,-0.5638148754897675,-0.5638148754897675
2016-11-07,air_a257c9749d8d0ff6,0,1,0,0,0,0,0,0.4463923708920831,0.36300063705951957,0.0,0.2819453485130828,0.6136493938977889,1,15.0,1,1,-1.25908140992501,-1.25908140992501
2016-11-08,air_a257c9749d8d0ff6,0,0,0,0,0,1,0,1.0239763927715342,1.423267441265677,0.0,-0.9532617465101422,0.7360080202081372,1,26.0,1,1,-1.096784787120682,-1.096784787120682
2016-11-09,air_a257c9749d8d0ff6,0,0,0,0,0,0,1,0.6603123789955835,0.6059784463567639,0.0,1.602339139744806,0.8933262540357275,1,1.0,1,1,-0.8209821755074815,-0.8209821755074815
2016-11-10,air_a257c9749d8d0ff6,0,0,0,0,1,0,0,0.5533523749438333,0.3188228535509297,0.0,-0.5699216135719,0.6660888051736524,1,26.0,1,1,-0.5841443063212073,-0.5841443063212073
2016-11-11,air_a257c9749d8d0ff6,1,0,0,0,0,0,0,0.2538643635989328,0.36300063705951957,0.0,2.709766190455283,0.10673508489777514,1,36.0,1,1,0.26393178319702476,0.26393178319702476
2016-11-12,air_a257c9749d8d0ff6,0,0,1,0,0,0,0,0.7886643838576837,0.6059784463567639,0.0,-0.8680750503016438,0.9982050765874546,1,37.0,1,1,1.5084317739283337,1.5084317739283337
2016-11-13,air_a257c9749d8d0ff6,0,0,0,1,0,0,0,1.1951123992543344,1.1361118484598427,0.0,-0.8254817021973947,1.0856040953805604,1,19.0,1,1,-0.4421771143483191,-0.4421771143483191
2016-11-14,air_a257c9749d8d0ff6,0,1,0,0,0,0,0,1.3020724033060846,1.7766897093343963,0.0,0.963438918181069,0.6660888051736524,1,10.0,1,1,-1.3576791494574934,-1.3576791494574934
2016-11-15,air_a257c9749d8d0ff6,0,0,0,0,0,1,0,1.580168413840635,2.0859341938945253,0.0,-0.8254817021973947,1.3652809555184988,1,16.0,1,1,-0.9097540234714354,-0.9097540234714354
2016-11-17,air_a257c9749d8d0ff6,0,0,0,0,1,0,0,0.360824367650683,0.25255617828804483,0.0,0.15416530420033542,-0.20790138275740577,1,21.0,1,1,-0.3452734940517892,-0.3452734940517892
2016-11-18,air_a257c9749d8d0ff6,1,0,0,0,0,0,0,1.3876404065474848,1.4674452247742669,0.0,-0.9532617465101422,1.0856040953805604,1,28.0,1,1,0.8101158248683752,0.8101158248683752
2016-11-19,air_a257c9749d8d0ff6,0,0,1,0,0,0,0,1.687128417892385,2.0417564103859354,0.0,0.7930655257640723,1.5750386006219528,1,28.0,1,1,1.2624456608679115,1.2624456608679115
2016-11-21,air_a257c9749d8d0ff6,0,1,0,0,0,0,0,0.5961363765645334,0.29673396179663475,0.0,0.92084557007682,0.840886842759864,1,19.0,1,1,-1.2655190630216326,-1.2655190630216326
2016-11-22,air_a257c9749d8d0ff6,0,0,0,0,0,1,0,0.5105683733231332,0.3850895288138145,0.0,-0.612514961676149,0.6486090014150313,1,30.0,1,1,0.5061908339383495,0.5061908339383495
2016-11-23,air_a257c9749d8d0ff6,0,0,0,0,0,0,1,-0.730167673677169,-0.7414439506552277,1.0,-0.39954822115490335,-0.2778205977918905,1,28.0,1,1,-0.2741204861417497,-0.2741204861417497
2016-11-25,air_a257c9749d8d0ff6,1,0,0,0,0,0,0,-0.23815165503911812,-0.23339944030644394,0.0,-0.18658148063365768,-0.033103345171194135,1,33.0,1,1,0.6891557114213082,0.6891557114213082
2016-11-26,air_a257c9749d8d0ff6,0,0,1,0,0,0,0,0.29664836521963284,0.20837839477945497,0.0,0.40972539282583026,0.6311291976564101,1,35.0,1,1,1.5480741640496414,1.5480741640496414
