visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2017-01-27,air_9c6787aa03a45586,1,0,0,0,0,0,0,0.6543857449550903,0.9728096061836924,0.0,-0.5273344306773668,-0.7542431510745606,1,4.0,1,1,1.28939390839259,1.28939390839259
2017-01-30,air_9c6787aa03a45586,0,1,0,0,0,0,0,1.6509122601151254,1.9467322668367029,0.0,0.3807031731675891,1.8895985821894417,1,4.0,1,1,-1.221016615879298,-1.221016615879298
2017-01-31,air_9c6787aa03a45586,0,0,0,0,0,1,0,-0.5497504608632863,-0.6967720977928971,0.0,0.8515374862723812,-0.05586986304256009,1,2.0,1,1,-0.6217913908427907,-0.6217913908427907
2017-02-01,air_9c6787aa03a45586,0,0,0,0,0,0,1,-0.5082285227316182,-0.5298139273952381,0.0,0.14528601661519308,-0.3551727007705601,1,3.0,1,1,-0.44417334113089957,-0.44417334113089957
2017-02-02,air_9c6787aa03a45586,0,0,0,0,1,0,0,-1.1310575947066406,-0.7802511829917267,0.0,0.9524305533662648,-1.0036621825145609,1,2.0,1,1,-0.45624080947650575,-0.45624080947650575
2017-02-03,air_9c6787aa03a45586,1,0,0,0,0,0,0,0.07307861111173601,0.3328032863259996,0.0,0.9524305533662648,-0.9537783762265607,1,11.0,1,1,0.813860233898546,0.813860233898546
2017-02-06,air_9c6787aa03a45586,0,1,0,0,0,0,0,0.6128638068234216,0.8893305209848628,0.0,-0.22465522939571508,0.1935491683974401,1,6.0,1,1,-1.2632527550889199,-1.2632527550889199
2017-02-07,air_9c6787aa03a45586,0,0,0,0,0,1,0,-0.6743162752582911,-0.6967720977928971,0.0,0.918799531001637,-0.3551727007705601,1,31.0,1,1,-0.7409576407556518,-0.7409576407556518
2017-02-08,air_9c6787aa03a45586,0,0,0,0,0,0,1,-0.38366270833661387,-0.41850848046346545,0.0,0.918799531001637,-0.5048241196345604,1,58.0,1,1,-0.2729661339776117,-0.2729661339776117
2017-02-09,air_9c6787aa03a45586,0,0,0,0,1,0,0,-2.0030182954716715,-1.976784737508282,0.0,-2.2761475936380227,-0.9537783762265607,1,42.0,1,1,-0.5882287445065735,-0.5882287445065735
2017-02-10,air_9c6787aa03a45586,1,0,0,0,0,0,0,-1.214101470969977,-0.8915566299234989,0.0,-0.9309066990529029,-0.7043593447865605,1,82.0,1,1,1.0993312819492924,1.0993312819492924
2017-02-13,air_9c6787aa03a45586,0,1,0,0,0,0,0,-0.38366270833661387,-0.19589758659992001,0.0,0.414334195532217,-0.9537783762265607,1,71.0,1,1,-1.1127865091546427,-1.1127865091546427
2017-02-14,air_9c6787aa03a45586,0,0,0,0,0,1,0,-0.4667065845999503,-0.19589758659992001,0.0,0.7170133968138691,-0.4050565070585602,1,96.0,1,1,-0.47471912038071523,-0.47471912038071523
2017-02-15,air_9c6787aa03a45586,0,0,0,0,0,0,1,-0.3006188320732775,0.08236603072951157,0.0,1.053323620460149,-0.8540107636505606,1,65.0,1,1,0.06567719647096205,0.06567719647096205
2017-02-16,air_9c6787aa03a45586,0,0,0,0,1,0,0,0.03155667298006764,0.3328032863259996,0.0,1.053323620460149,-0.8041269573625606,1,78.0,1,1,0.0807615319029698,0.0807615319029698
2017-02-17,air_9c6787aa03a45586,1,0,0,0,0,0,0,2.4813510227484885,2.252822245899078,0.0,0.48159624026147274,0.9418062627174407,1,74.0,1,1,1.2350903008373622,1.2350903008373622
2017-02-18,air_9c6787aa03a45586,0,0,1,0,0,0,0,0.3637321780334128,-0.5019875656622951,0.0,-1.3008479450638109,1.7399471633254415,1,46.0,1,1,1.9357576816541215,1.9357576816541215
2017-02-20,air_9c6787aa03a45586,0,1,0,0,0,0,0,1.11112706440344,2.002384990302589,0.0,-0.39281034121885505,-0.5547079259225604,1,93.0,1,1,-1.2915358840239344,-1.2915358840239344
2017-02-21,air_9c6787aa03a45586,0,0,0,0,0,1,0,-0.4667065845999503,-0.7245984595258401,0.0,0.9860615757308927,0.34320058726144037,1,87.0,1,1,-0.42644924699829045,-0.42644924699829045
2017-02-22,air_9c6787aa03a45586,0,0,0,0,0,0,1,-0.09300914141493674,-0.5298139273952381,0.0,-0.830013631959019,-0.9038945699385607,1,94.0,1,1,0.04606756040935199,0.04606756040935199
2017-02-23,air_9c6787aa03a45586,0,0,0,0,1,0,0,2.1491755176951437,1.056288691382522,0.0,-1.771682258168603,2.7376232890854424,1,83.0,1,1,-0.025960141278484967,-0.025960141278484967
2017-02-24,air_9c6787aa03a45586,1,0,0,0,0,0,0,0.07307861111173601,-0.33502939526463577,0.0,-1.0990618108760428,1.141341487869441,1,112.0,1,1,1.3768830538982348,1.3768830538982348
2017-02-25,air_9c6787aa03a45586,0,0,1,0,0,0,0,0.11460054924340402,0.05453966899656802,0.0,0.4479652178968449,0.29331678097344027,1,45.0,1,1,2.261956435371289,2.261956435371289
2017-02-27,air_9c6787aa03a45586,0,1,0,0,0,0,0,-0.4251846464682819,-0.7802511829917267,0.0,-1.6035271463454628,0.6923872312774405,1,65.0,1,1,-0.953646770346961,-0.953646770346961
2017-02-28,air_9c6787aa03a45586,0,0,0,0,0,1,0,-0.715838213389959,-0.668945736059954,0.0,0.6833823744492412,0.14366536210944023,1,107.0,1,1,-0.31105408094343123,-0.31105408094343123
