visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,total_area_visitors,total_genre_visitors
2016-07-01,air_f85e21e543cf44f2,1,0,0,0,0,0,0,1.1514927597173614,1.29860398134218,0.0,0.5694822341070055,0.8937091795357937,1,7.0,1,1,1.4377141276118028,1.4377141276118033
2016-07-03,air_f85e21e543cf44f2,0,0,0,1,0,0,0,1.4041257165806698,1.29860398134218,0.0,0.8754213820075498,1.4735885256744494,1,1.0,1,1,-0.6266700106808233,-0.6266700106808231
2016-07-05,air_f85e21e543cf44f2,0,0,0,0,0,1,0,1.4959922463491455,1.569022514527352,0.0,1.410814890833502,1.3984189808046237,1,7.0,1,1,-0.7449173837344522,-0.7449173837344519
2016-07-06,air_f85e21e543cf44f2,0,0,0,0,0,0,1,1.3237425030332535,1.3211388591076112,0.0,1.7932388257091822,1.1943873590150969,1,6.0,1,1,-0.22548892319342065,-0.22548892319342037
2016-07-07,air_f85e21e543cf44f2,0,0,0,0,1,0,0,1.1285261272752427,1.129592398101448,0.0,0.7734416660407016,1.108479307735296,1,6.0,1,1,-0.30116724194774314,-0.30116724194774286
2016-07-08,air_f85e21e543cf44f2,1,0,0,0,0,0,0,0.8184765893066372,0.6338250872619665,0.0,-1.2916475822879716,0.9903557372255695,1,1.0,1,1,1.2046593050842869,1.2046593050842873
2016-07-09,air_f85e21e543cf44f2,0,0,1,0,0,0,0,0.8758931704119346,0.7239645983236905,0.0,-1.0621932213625636,1.0333097628654702,1,7.0,1,1,1.5482216726110123,1.5482216726110127
2016-07-10,air_f85e21e543cf44f2,0,0,0,1,0,0,0,1.0251762812857077,0.9042436204471384,0.0,-1.0621932213625636,1.1621718397851712,1,9.0,1,1,-0.44521404184943647,-0.4452140418494362
2016-07-12,air_f85e21e543cf44f2,0,0,0,0,0,1,0,1.2318759732647777,1.219731909163172,0.0,-0.5013047835448992,1.2802954102948978,1,6.0,1,1,-0.7277177658357425,-0.7277177658357423
2016-07-13,air_f85e21e543cf44f2,0,0,0,0,0,0,1,1.0711095461699454,0.8479064260335609,0.0,-1.2661526532962597,1.1621718397851712,1,1.0,1,1,-0.6447296094744684,-0.6447296094744682
2016-07-14,air_f85e21e543cf44f2,0,0,0,0,1,0,0,1.082592862391005,0.9380459370952849,0.0,1.0538858849495336,1.2051258654250716,1,4.0,1,1,-0.39705511173304947,-0.3970551117330492
2016-07-15,air_f85e21e543cf44f2,1,0,0,0,0,0,0,0.8873764866329937,0.7464994760891214,0.0,1.155865600916382,1.01183275004552,1,5.0,1,1,0.9612847118175454,0.9612847118175458
