visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Nakano-ku Nakano,total_area_visitors,total_genre_visitors
2016-07-01,air_fff68b929994bfbd,1,0,0,0,0,0,0,1.1437963703875589,1.2819701805091042,0.0,-0.649730321886251,1.0563060777177826,1,3.0,1,1,1.3517503333639127,1.3517503333639127
2016-07-02,air_fff68b929994bfbd,0,0,1,0,0,0,0,1.2656563177924531,1.4049662792872444,0.0,-0.1348684521229351,1.2009639862341008,1,3.0,1,1,1.5095225830103356,1.5095225830103356
2016-07-05,air_fff68b929994bfbd,0,0,0,0,0,1,0,0.6785129348415981,0.5887194419414057,0.0,-1.408474129958506,0.859984630445636,1,7.0,1,1,-0.56416339679217,-0.5641633967921701
2016-07-06,air_fff68b929994bfbd,0,0,0,0,0,0,1,0.9000764755777699,0.9018004206493985,0.0,-0.9207102533406278,0.9013154614502986,1,6.0,1,1,-0.1082091442254742,-0.10820914422547423
2016-07-07,air_fff68b929994bfbd,0,0,0,0,1,0,0,1.354281734086922,1.964039455551517,0.0,1.3826191640215748,1.0563060777177826,1,1.0,1,1,-0.1746395651292312,-0.17463956512923123
2016-07-08,air_fff68b929994bfbd,1,0,0,0,0,0,0,1.110561839277133,1.181337008781535,0.0,-0.8394162739043147,1.0769714932201138,1,5.0,1,1,1.1471748326262066,1.1471748326262066
2016-07-09,air_fff68b929994bfbd,0,0,1,0,0,0,0,0.7782165281728753,0.49926773373912237,0.0,-1.408474129958506,0.9219808769526298,1,6.0,1,1,1.4487538457063307,1.4487538457063307
2016-07-11,air_fff68b929994bfbd,0,1,0,0,0,0,0,1.3985944422341565,1.6397770133182383,0.0,1.3555211708761368,1.1493004474782729,1,5.0,1,1,-1.2760257480676571,-1.2760257480676571
2016-07-12,air_fff68b929994bfbd,0,0,0,0,0,1,0,1.3432035570501135,1.4273292063378147,0.0,0.6238753559493198,1.3146237714969227,1,7.0,1,1,-0.549065573859498,-0.549065573859498
2016-07-13,air_fff68b929994bfbd,0,0,0,0,0,0,1,1.110561839277133,0.8235301759724004,0.0,-1.408474129958506,1.2732929404922602,1,2.0,1,1,-0.47621857820935537,-0.47621857820935537
2016-07-14,air_fff68b929994bfbd,0,0,0,0,1,0,0,1.1327181933507502,1.550325305115955,0.0,-0.24326042470468592,1.0563060777177826,1,11.0,1,1,-0.25880992797887786,-0.2588099279788779
2016-07-15,air_fff68b929994bfbd,1,0,0,0,0,0,0,0.7671383511360665,0.39863456201155306,0.0,-1.408474129958506,1.045973369966617,1,3.0,1,1,0.9335406381288971,0.933540638128897
2016-07-16,air_fff68b929994bfbd,0,0,1,0,0,0,0,0.97762371483543,0.834711639497686,0.0,-1.1645921916495667,0.963311707957292,1,8.0,1,1,1.3894948906955928,1.3894948906955928
2016-07-17,air_fff68b929994bfbd,0,0,0,1,0,0,0,1.221343609645219,1.0471594464781095,0.0,-1.2729841642313175,1.252627524989929,1,5.0,1,1,0.45720432460309396,0.4572043246030939
2016-07-19,air_fff68b929994bfbd,0,0,0,0,0,1,0,1.3875162651973478,1.3826033522366732,0.0,0.05481749989512866,1.355954602501585,1,6.0,1,1,-0.9031095216306575,-0.9031095216306575
