visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-05,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-0.5228634013753013,-0.5173129861948951,0.0,0.7682543965940862,-0.7527315482755315,1,7.0,1,1,-1.3634683999615116,-1.3634683999615116
2016-01-06,air_1f1390a8be2272b3,0,0,0,0,0,0,1,-0.7761606234549423,-1.0317892777361186,0.0,-1.324238433867074,-0.5089948430123555,1,6.0,1,1,-1.2997570452252627,-1.2997570452252627
2016-01-07,air_1f1390a8be2272b3,0,0,0,0,1,0,0,-0.8014903456629066,-0.8310180420127143,0.0,-0.12852824503212543,-0.8258525598544841,1,31.0,1,1,-1.2310092197588756,-1.2310092197588756
2016-01-08,air_1f1390a8be2272b3,1,0,0,0,0,0,0,-1.0421227066385654,-1.0819820866669698,0.0,0.8429862833962704,-0.9964682535387074,1,16.0,1,1,-0.8988539751062578,-0.8988539751062578
2016-01-09,air_1f1390a8be2272b3,0,0,1,0,0,0,0,-0.9787984011186552,-0.9941446710379804,0.0,0.8928075412643934,-1.0330287593281835,1,18.0,1,1,-0.6424976149422207,-0.6424976149422207
2016-01-10,air_1f1390a8be2272b3,0,0,0,1,0,0,0,-0.9028092344947628,-0.8310180420127143,0.0,0.9426287991325162,-1.0817761003808188,1,16.0,1,1,-0.9263027405855112,-0.9263027405855112
2016-01-11,air_1f1390a8be2272b3,0,1,0,0,0,0,0,-1.0041281233266193,-1.1321748955978208,1.0,-0.502187679043047,-0.9111604066965957,1,13.0,1,1,-1.2856549271808757,-1.2856549271808757
2016-01-12,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-1.4727279841739551,-1.6842957938371828,0.0,-1.324238433867074,-1.2645786293282006,1,8.0,1,1,-1.3390415169203411,-1.3390415169203411
2016-01-14,air_1f1390a8be2272b3,0,0,0,0,1,0,0,-1.1434415954704218,-1.0192410755034058,0.0,0.9426287991325162,-1.3498864761703124,1,16.0,1,1,-1.0446598027437601,-1.0446598027437601
2016-01-15,air_1f1390a8be2272b3,1,0,0,0,0,0,0,-1.19410103988635,-1.0819820866669698,0.0,0.6935225097919018,-1.130523441433454,1,10.0,1,1,-0.7706757950242392,-0.7706757950242392
2016-01-16,air_1f1390a8be2272b3,0,0,1,0,0,0,0,-1.0801172899505116,-0.9690482665725547,0.0,0.9426287991325162,-1.1548971119597715,1,15.0,1,1,-0.624366320313723,-0.624366320313723
2016-01-17,air_1f1390a8be2272b3,0,0,0,1,0,0,0,-1.1687713176783858,-1.3705907380193636,0.0,-0.5520089369111697,-1.0939629356439775,1,5.0,1,1,-1.2224472195176406,-1.2224472195176406
2016-01-18,air_1f1390a8be2272b3,0,1,0,0,0,0,0,-1.5487171507978474,-1.67174759160447,0.0,-0.9754896287902141,-1.3498864761703124,1,12.0,1,1,-1.503482286259355,-1.503482286259355
2016-01-19,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-1.2574253454062603,-1.3705907380193636,0.0,0.9426287991325162,-1.2645786293282006,1,14.0,1,1,-1.2690345737714193,-1.2690345737714193
2016-01-20,air_1f1390a8be2272b3,0,0,0,0,0,0,1,-1.3840739564460809,-1.3078497268557996,0.0,0.9675394280665774,-1.4595679935387413,1,29.0,1,1,-1.1451373938100182,-1.1451373938100182
2016-01-21,air_1f1390a8be2272b3,0,0,0,0,1,0,0,-1.2194307620943141,-1.2576569179249486,0.0,0.5191481072534719,-1.252391794065042,1,14.0,1,1,-1.0242620962867002,-1.0242620962867002
2016-01-22,air_1f1390a8be2272b3,1,0,0,0,0,0,0,-1.1687713176783858,-1.1572713000632464,0.0,0.6935225097919018,-1.0086550888018662,1,17.0,1,1,-0.7188001465038152,-0.7188001465038152
2016-01-23,air_1f1390a8be2272b3,0,0,1,0,0,0,0,-1.409403678654045,-1.6466511871390443,0.0,-1.2744171759989513,-1.0574024298545013,1,25.0,1,1,-0.6462749679898243,-0.6462749679898243
2016-01-24,air_1f1390a8be2272b3,0,0,0,1,0,0,0,-1.485392845277937,-1.295301524623087,0.0,0.9177181701984548,-1.5205021698545353,1,6.0,1,1,-1.336523281555272,-1.336523281555272
2016-01-25,air_1f1390a8be2272b3,0,1,0,0,0,0,0,-1.5360522896938653,-1.395687142484789,0.0,1.0671819438028234,-1.6911178635387585,1,7.0,1,1,-1.3609501645964426,-1.3609501645964426
2016-01-26,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-1.4220685397580268,-1.2451087156922358,0.0,0.818075654462209,-1.5326890051176942,1,20.0,1,1,-1.1899619833082489,-1.1899619833082489
2016-01-28,air_1f1390a8be2272b3,0,0,0,0,1,0,0,-0.9154740955987449,-0.692987817452874,0.0,1.0173606859347006,-1.1183366061702953,1,11.0,1,1,-1.0454152733532809,-1.0454152733532809
2016-01-29,air_1f1390a8be2272b3,1,0,0,0,0,0,0,-1.2194307620943141,-1.4709763558810656,0.0,-1.324238433867074,-1.0574024298545013,1,15.0,1,1,-0.903890445836396,-0.903890445836396
2016-01-30,air_1f1390a8be2272b3,0,0,1,0,0,0,0,-1.485392845277937,-1.8223260183970231,0.0,-1.324238433867074,-1.191457617749248,1,14.0,1,1,-0.6054795550757045,-0.6054795550757045
2016-01-31,air_1f1390a8be2272b3,0,0,0,1,0,0,0,-1.1307767343664399,-1.0443374799688316,0.0,-0.053796358229941166,-1.2158312882755655,1,11.0,1,1,-1.154706688197281,-1.154706688197281
2016-02-01,air_1f1390a8be2272b3,0,1,0,0,0,0,0,-1.3080847898221886,-1.6090065804409062,0.0,-1.324238433867074,-1.0574024298545013,1,13.0,1,1,-1.4065302247041938,-1.4065302247041938
2016-02-02,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-1.1434415954704218,-1.1070784911323954,0.0,0.7931650255281476,-1.0574024298545013,1,15.0,1,1,-1.2599689264571705,-1.2599689264571705
2016-02-03,air_1f1390a8be2272b3,0,0,0,0,0,0,1,-1.2700902065102424,-1.295301524623087,0.0,0.4444162204512875,-1.191457617749248,1,12.0,1,1,-1.1859328067241381,-1.1859328067241381
2016-02-04,air_1f1390a8be2272b3,0,0,0,0,1,0,0,-1.2574253454062603,-1.2576569179249486,0.0,0.14548867324255046,-1.2402049588018833,1,25.0,1,1,-1.1486629233211152,-1.1486629233211152
2016-02-05,air_1f1390a8be2272b3,1,0,0,0,0,0,0,-0.9534686789106911,-0.7808252330818632,0.0,0.9177181701984548,-1.301139135117677,1,14.0,1,1,-0.7784823246559535,-0.7784823246559535
2016-02-06,air_1f1390a8be2272b3,0,0,1,0,0,0,0,-1.0547875677425476,-1.2074641089940974,0.0,-1.0751321445264599,-0.8380393951176429,1,16.0,1,1,-0.5576330831393911,-0.5576330831393911
2016-02-07,air_1f1390a8be2272b3,0,0,0,1,0,0,0,-1.2700902065102424,-1.2702051201576612,0.0,0.8928075412643934,-1.191457617749248,1,12.0,1,1,-1.1620095707559814,-1.1620095707559814
2016-02-08,air_1f1390a8be2272b3,0,1,0,0,0,0,0,-1.3460793731341345,-1.282753322390374,0.0,0.04584615750630465,-1.2158312882755655,1,14.0,1,1,-1.3556618703297973,-1.3556618703297973
2016-02-09,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-1.0674524288465297,-0.6051504018238847,0.0,0.818075654462209,-1.301139135117677,1,17.0,1,1,-1.14010092307988,-1.14010092307988
2016-02-11,air_1f1390a8be2272b3,0,0,0,0,1,0,0,-1.1434415954704218,-1.0066928732706932,1.0,1.1419138306050078,-1.1670839472229304,1,13.0,1,1,-0.8920547396205711,-0.8920547396205711
2016-02-12,air_1f1390a8be2272b3,1,0,0,0,0,0,0,-0.9914632622226373,-0.956500064339842,0.0,-0.7263833394495998,-1.191457617749248,1,32.0,1,1,-0.8364017380525434,-0.8364017380525434
2016-02-13,air_1f1390a8be2272b3,0,0,1,0,0,0,0,-0.13025270715185783,0.2857719566987222,0.0,-0.17834950290024834,-0.3627528198544499,1,17.0,1,1,-0.6485413798183866,-0.6485413798183866
2016-02-14,air_1f1390a8be2272b3,0,0,0,1,0,0,0,0.43966604252733443,0.4363503834912753,0.0,-0.228170760768371,0.46595197804034794,1,20.0,1,1,-1.1793853947749584,-1.1793853947749584
2016-02-15,air_1f1390a8be2272b3,0,1,0,0,0,0,0,-0.8774795122867989,-0.5047647839621824,0.0,-1.2245959181308284,-0.9842814182755486,1,15.0,1,1,-1.359187399840894,-1.359187399840894
2016-02-16,air_1f1390a8be2272b3,0,0,0,0,0,1,0,-1.19410103988635,-1.1949159067613848,0.0,1.0173606859347006,-1.2280181235387244,1,4.0,1,1,-1.2002867483050321,-1.2002867483050321
