visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-01-04,air_f96765e800907c77,0,1,0,0,0,0,0,-0.5708590350269317,-0.45257676968954824,0.0,0.5035973301178341,-0.5433708919513445,1,26.0,1,1,-1.5083304192545608,-1.5083304192545608
2016-01-05,air_f96765e800907c77,0,0,0,0,0,1,0,-0.9280142440897711,-1.1133048777017576,0.0,-1.3288358246065997,-0.6886637529471411,1,65.0,1,1,-1.3801035690458674,-1.3801035690458674
2016-01-06,air_f96765e800907c77,0,0,0,0,0,0,1,-0.9280142440897711,-1.0437545505425778,0.0,-1.150682601230613,-0.7780747443291699,1,40.0,1,1,-1.3168649859994745,-1.3168649859994745
2016-01-07,air_f96765e800907c77,0,0,0,0,1,0,0,-0.9510565156422122,-0.8930621750310211,0.0,0.19819180433042846,-0.8786621096339522,1,71.0,1,1,-1.2486273054790589,-1.2486273054790589
2016-01-08,air_f96765e800907c77,1,0,0,0,0,0,0,-1.0201833302995358,-1.1248965988949542,0.0,-1.1252321407483294,-0.9233676053249665,1,39.0,1,1,-0.9189368270672327,-0.9189368270672327
2016-01-09,air_f96765e800907c77,0,0,1,0,0,0,0,-1.1238735522855214,-1.0901214353153643,0.0,0.2745431857772798,-1.0574840923980096,1,30.0,1,1,-0.664482765639455,-0.664482765639455
2016-01-12,air_f96765e800907c77,0,0,0,0,0,1,0,-0.9395353798659916,-1.0205711081561843,0.0,-0.25991648435067993,-0.7668983704064163,1,68.0,1,1,-1.3558579462968552,-1.3558579462968552
2016-01-13,air_f96765e800907c77,0,0,0,0,0,0,1,-1.2160426384952865,-1.2639972532133141,0.0,-0.9216284568900588,-1.1468950837800382,1,49.0,1,1,-1.154894227841125,-1.154894227841125
2016-01-14,air_f96765e800907c77,0,0,0,0,1,0,0,-1.3427751320337133,-1.2060386472473308,0.0,-0.23446602386839624,-1.314540692621342,1,47.0,1,1,-1.0636606989402027,-1.0636606989402027
2016-01-15,air_f96765e800907c77,1,0,0,0,0,0,0,-1.262127181600169,-1.1248965988949542,0.0,0.6563000930115369,-1.1804242055482992,1,78.0,1,1,-0.7917097963533438,-0.7917097963533438
