visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Minato-ku Roppongi,total_area_visitors,total_genre_visitors
2016-07-14,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.1310377648188095,1.449624844190898,0.0,-0.31429588444908985,0.9654981457742909,1,1.0,1,1,-0.35653982977874416,-0.3565398297787442
2016-07-15,air_735bcbe1763d6e98,1,0,0,0,0,0,0,0.7052703595735322,0.4184550781571827,0.0,-1.3701486523644189,0.9325682401791497,1,27.0,1,1,0.8898184709509144,0.8898184709509143
2016-07-16,air_735bcbe1763d6e98,0,0,1,0,0,0,0,0.9239076757805669,0.8471436325756936,0.0,-0.9369782860401813,0.8337785233937264,1,37.0,1,1,1.3664252538826736,1.3664252538826736
2016-07-17,air_735bcbe1763d6e98,0,0,0,1,0,0,0,1.1310377648188095,0.9745915811866024,0.0,-1.343075504469154,1.2179607553370397,1,32.0,1,1,0.3919064179212122,0.3919064179212121
2016-07-18,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.4532401255449654,1.5191419070695757,1.0,0.6603374397804447,1.371633648114365,1,15.0,1,1,-1.2146687642792213,-1.2146687642792213
2016-07-19,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.2921389451818877,1.3801077813122204,0.0,0.3083865171420017,1.22893739053542,1,8.0,1,1,-1.0300230900970497,-1.0300230900970497
2016-07-20,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.177066673493975,1.1020395297975107,0.0,-0.12478384918223596,1.1850308497418987,1,4.0,1,1,-0.5234311122126301,-0.5234311122126302
2016-07-21,air_735bcbe1763d6e98,0,0,0,0,1,0,0,0.6592414508983673,0.4532136095965215,0.0,-1.3701486523644189,0.9215916049807692,1,4.0,1,1,-0.29104585132951233,-0.29104585132951244
2016-07-22,air_735bcbe1763d6e98,1,0,0,0,0,0,0,0.613212542223202,0.26783477525338145,0.0,-1.3701486523644189,0.8667084289888672,1,2.0,1,1,0.9568906175555494,0.9568906175555493
2016-07-23,air_735bcbe1763d6e98,0,0,1,0,0,0,0,0.7282848139111148,0.7776265696970164,0.0,-0.991124581830711,0.8008486177985852,1,19.0,1,1,1.2894895563067688,1.2894895563067688
2016-07-24,air_735bcbe1763d6e98,0,0,0,1,0,0,0,0.900893221442984,0.9977639354794948,0.0,0.6061911439899149,0.713035536211542,1,29.0,1,1,-0.5905032588172651,-0.5905032588172651
2016-07-25,air_735bcbe1763d6e98,0,1,0,0,0,0,0,0.9929510387933143,0.8703159868685859,0.0,-1.1535634692023,0.9435448753775303,1,10.0,1,1,-1.2679319395240785,-1.2679319395240785
2016-07-26,air_735bcbe1763d6e98,0,0,0,0,0,1,0,0.889385994274193,0.8123851011363548,0.0,-1.343075504469154,0.976474780972671,1,11.0,1,1,-0.4981804217261792,-0.4981804217261793
2016-07-27,air_735bcbe1763d6e98,0,0,0,0,0,0,1,0.9699365844557318,0.8007989239899087,0.0,-1.2889292086786244,1.086241132956475,1,19.0,1,1,-0.28394409463019804,-0.2839440946301981
2016-07-28,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.2000811278315573,1.241073655554866,0.0,0.03765503818935326,1.1850308497418987,1,35.0,1,1,-0.0468243292808708,-0.04682432928087088
2016-07-29,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.2806317180130964,1.391693958458667,0.0,1.7432633555910386,1.141124308948377,1,5.0,1,1,1.2164992791193718,1.2164992791193718
2016-07-30,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.2806317180130964,1.449624844190898,0.0,1.5537513203241848,1.053311227361334,1,29.0,1,1,1.3411745633962229,1.3411745633962227
2016-07-31,air_735bcbe1763d6e98,0,0,0,1,0,0,0,1.3151533995194702,1.2063151241155272,0.0,0.4978985524088557,1.3057738369240826,1,8.0,1,1,-0.5431582141551697,-0.5431582141551698
2016-08-01,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.3036461723506787,1.287418364140651,0.0,-0.8557588423543867,1.3277271073208436,1,22.0,1,1,-1.3255350771962944,-1.3255350771962944
2016-08-02,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.1310377648188095,1.0441086440652796,0.0,-0.9099051381449164,1.0972177681548554,1,2.0,1,1,-0.9507201402880401,-0.9507201402880401
2016-08-03,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.2346028093379313,1.345349249872882,0.0,-0.2601495886585602,1.1960074849402786,1,8.0,1,1,-0.47529698347283317,-0.4752969834728332
2016-08-04,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.384196762532218,1.4612110213373444,0.0,0.9310689187330932,1.3057738369240826,1,12.0,1,1,-0.3407581482247124,-0.34075814822471245
2016-08-05,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.4532401255449654,1.5075557299231293,0.0,1.5537513203241848,1.3277271073208436,1,17.0,1,1,0.775401279684184,0.7754012796841839
2016-08-06,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.499269034220131,1.6002451470946997,0.0,1.0122883624188879,1.4594467297014082,1,25.0,1,1,0.5181598703534663,0.5181598703534662
2016-08-07,air_735bcbe1763d6e98,0,0,0,1,0,0,0,1.4417328983761744,1.530728084216022,0.0,1.662043911905244,1.3167504721224632,1,19.0,1,1,-0.7526600367849414,-0.7526600367849415
2016-08-08,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.430225671207383,1.4843833756302374,0.0,-0.12478384918223596,1.4045635537095063,1,11.0,1,1,-1.3058079752537548,-1.3058079752537548
2016-08-09,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.8214713949462864,2.005761347220318,0.0,0.8227763271520336,1.4484700945030275,1,12.0,1,1,-0.422033808227976,-0.42203380822797604
2016-08-10,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.499269034220131,1.577072792801807,0.0,-0.043564405496441236,1.4814000000981689,1,2.0,1,1,0.6444133227857205,0.6444133227857204
2016-08-11,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.2921389451818877,1.3569354270193283,1.0,-0.043564405496441236,1.3935869185111258,1,45.0,1,1,0.31457617830645657,0.3145761783064565
2016-08-12,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.2230955821691398,1.3337630727264356,0.0,0.11887448187514775,1.283820566527322,1,17.0,1,1,-0.14506529695471854,-0.1450652969547186
2016-08-13,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.2000811278315573,1.3221768955799897,1.0,0.5791179960946502,1.1850308497418987,1,17.0,1,1,0.03129499441158643,0.03129499441158635
2016-08-17,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.4532401255449654,1.6118313242411453,0.0,1.3371661371620658,1.1521009441467573,1,2.0,1,1,-0.9696581581528781,-0.9696581581528783
2016-08-18,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.2461100365067224,1.2990045412870972,0.0,-1.0723440255165055,1.3935869185111258,1,24.0,1,1,-0.676907965325589,-0.6769079653255891
2016-08-19,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.3266606266882617,1.3801077813122204,0.0,0.4978985524088557,1.371633648114365,1,13.0,1,1,0.7363416178379555,0.7363416178379554
2016-08-20,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.1080233104812272,1.1136257069439572,0.0,-0.9369782860401813,1.2728439313289417,1,25.0,1,1,0.6116663335611046,0.6116663335611044
2016-08-21,air_735bcbe1763d6e98,0,0,0,1,0,0,0,1.3611823081946353,1.5191419070695757,0.0,0.7686300313615042,1.2069841201386593,1,11.0,1,1,-0.956638270870802,-0.956638270870802
2016-08-22,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.1080233104812272,0.9166606954543711,0.0,-1.3701486523644189,1.174054214543518,1,20.0,1,1,-2.217200084999089,-2.217200084999089
2016-08-23,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.2346028093379313,1.1599704155297421,0.0,-0.9099051381449164,1.283820566527322,1,19.0,1,1,-0.7455582800856272,-0.7455582800856272
2016-08-24,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.2000811278315573,1.252659832701312,0.0,-0.8557588423543867,1.2069841201386593,1,2.0,1,1,-0.5439472982328714,-0.5439472982328715
2016-08-25,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.3726895353634265,1.426452489898006,0.0,1.851555947172098,1.2069841201386593,1,24.0,1,1,-0.40664666871279503,-0.4066466687127951
2016-08-26,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.4072112168698006,1.4380386670444516,0.0,1.3913124329525954,1.2618672961305613,1,13.0,1,1,1.0523697909574417,1.0523697909574414
2016-08-27,air_735bcbe1763d6e98,0,0,1,0,0,0,0,0.9469221301181493,0.76604039255057,0.0,-1.3701486523644189,0.9984280513694321,1,30.0,1,1,1.1190473955232259,1.1190473955232256
2016-08-28,air_735bcbe1763d6e98,0,0,0,1,0,0,0,0.7512992682486976,0.48797214103586034,0.0,-1.3701486523644189,0.9654981457742909,1,28.0,1,1,-0.3735051374493283,-0.3735051374493284
2016-08-29,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.096516083312436,1.1252118840904035,0.0,-0.6662468070875328,1.053311227361334,1,10.0,1,1,-1.6127616814796726,-1.6127616814796726
2016-08-30,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.0389799474684795,0.8934883411614788,0.0,-1.20770976499283,1.0972177681548554,1,4.0,1,1,-0.7735707648440335,-0.7735707648440335
2016-09-01,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.2576172636755139,1.4032801356051132,0.0,1.3642392850573306,1.0423345921629534,1,12.0,1,1,-0.7353001870755065,-0.7353001870755066
2016-09-02,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.2230955821691398,1.090453352651065,0.0,-0.043564405496441236,1.1521009441467573,1,18.0,1,1,0.5394651404514093,0.5394651404514091
2016-09-03,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.2806317180130964,1.4032801356051132,0.0,0.63326429188518,1.3277271073208436,1,18.0,1,1,1.1557398051363497,1.1557398051363494
2016-09-04,air_735bcbe1763d6e98,0,0,0,1,0,0,0,1.2230955821691398,1.3337630727264356,0.0,-0.15185699707750072,1.2618672961305613,1,21.0,1,1,-0.885620703877659,-0.8856207038776591
2016-09-05,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.4187184440385916,1.4612110213373444,0.0,1.2288735455810063,1.3496803777176043,1,5.0,1,1,-1.5164934240000787,-1.516493424000079
2016-09-06,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.464747352713757,1.391693958458667,0.0,1.2288735455810063,1.4704233648997884,1,15.0,1,1,-0.7735707648440335,-0.7735707648440335
2016-09-07,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.2691244908443053,1.148384238383296,0.0,-0.7474662507733274,1.4155401889078865,1,1.0,1,1,-0.6713843767816778,-0.671384376781678
2016-09-08,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.188573900662766,1.1599704155297421,0.0,-1.0181977297259759,1.3387037425192239,1,23.0,1,1,-0.5155402714356142,-0.5155402714356142
2016-09-09,air_735bcbe1763d6e98,1,0,0,0,0,0,0,1.2576172636755139,1.4032801356051132,0.0,0.064728186084618,1.108194403353236,1,8.0,1,1,0.8748258734745842,0.8748258734745841
2016-09-10,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.2115883550003488,1.252659832701312,0.0,-0.2601495886585602,1.1850308497418987,1,18.0,1,1,1.4121921303893659,1.4121921303893656
2016-09-11,air_735bcbe1763d6e98,0,0,0,1,0,0,0,0.8203426312614451,0.5459030267680915,0.0,-1.316002356573889,0.910614969782389,1,10.0,1,1,-0.4216392661891252,-0.42163926618912523
2016-09-12,air_735bcbe1763d6e98,0,1,0,0,0,0,0,0.9929510387933143,0.8471436325756936,0.0,-1.2889292086786244,1.0972177681548554,1,2.0,1,1,-1.4940045277855836,-1.4940045277855836
2016-09-13,air_735bcbe1763d6e98,0,0,0,0,0,1,0,0.7512992682486976,0.4068689010107363,0.0,-1.3701486523644189,0.976474780972671,1,2.0,1,1,-0.9471692619383829,-0.9471692619383829
2016-09-14,air_735bcbe1763d6e98,0,0,0,0,0,0,1,0.8088354040926541,0.7196956839647851,0.0,-1.2889292086786244,0.8886616993856283,1,27.0,1,1,-0.5301383268730936,-0.5301383268730936
2016-09-15,air_735bcbe1763d6e98,0,0,0,0,1,0,0,0.9239076757805669,0.6965233296718923,0.0,-1.343075504469154,1.0642878625597143,1,11.0,1,1,-0.18728129511175348,-0.18728129511175357
2016-09-16,air_735bcbe1763d6e98,1,0,0,0,0,0,0,0.7858209497550711,0.4647997867429675,0.0,-1.3701486523644189,1.031357956964573,1,3.0,1,1,0.8030192224037397,0.8030192224037396
2016-09-17,air_735bcbe1763d6e98,0,0,1,0,0,0,0,1.061994401806062,1.0441086440652796,0.0,0.064728186084618,0.9984280513694321,1,14.0,1,1,1.291067724462172,1.2910677244621718
2016-09-18,air_735bcbe1763d6e98,0,0,0,1,0,0,0,0.9814438116245232,0.7544542154041235,0.0,-1.3701486523644189,1.0642878625597143,1,18.0,1,1,0.04747121800446899,0.04747121800446891
2016-09-20,air_735bcbe1763d6e98,0,0,0,0,0,1,0,0.34854631734100283,-0.03340583055422056,0.0,-1.3701486523644189,0.5593626434342168,1,13.0,1,1,-2.008092804408168,-2.008092804408168
2016-09-21,air_735bcbe1763d6e98,0,0,0,0,0,0,1,0.4636185890289156,0.32576566098561266,0.0,-1.343075504469154,0.5593626434342168,1,2.0,1,1,0.2668365916055105,0.26683659160551043
2016-09-22,air_735bcbe1763d6e98,0,0,0,0,1,0,0,0.38306799884737636,0.059283586617349046,1.0,-1.3701486523644189,0.6142458194261188,1,7.0,1,1,-0.43623732162660456,-0.4362373216266046
2016-09-23,air_735bcbe1763d6e98,1,0,0,0,0,0,0,0.5441691792104545,0.19831771237470427,0.0,-1.3701486523644189,0.7569420770050634,1,6.0,1,1,0.07193282441321823,0.07193282441321813
2016-09-24,air_735bcbe1763d6e98,0,0,1,0,0,0,0,0.6592414508983673,0.4068689010107363,0.0,-1.3701486523644189,0.910614969782389,1,11.0,1,1,1.0519752489185907,1.0519752489185905
2016-09-25,air_735bcbe1763d6e98,0,0,0,1,0,0,0,0.8663715399366104,0.9282468726008172,0.0,-0.44966162392541403,0.8557317937904871,1,30.0,1,1,-0.5242201962903317,-0.5242201962903317
2016-09-26,air_735bcbe1763d6e98,0,1,0,0,0,0,0,1.0735016289748531,1.1252118840904035,0.0,-0.5308810676112086,1.031357956964573,1,4.0,1,1,-1.2529393420477484,-1.2529393420477484
2016-09-27,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.096516083312436,1.090453352651065,0.0,-0.7474662507733274,1.1301476737499967,1,4.0,1,1,-0.594448679205773,-0.594448679205773
2016-09-28,air_735bcbe1763d6e98,0,0,0,0,0,0,1,1.2000811278315573,1.1831427698226349,0.0,-0.801612546563857,1.2618672961305613,1,2.0,1,1,-0.4729297312397284,-0.4729297312397285
2016-09-30,air_735bcbe1763d6e98,1,0,0,0,0,0,0,0.613212542223202,0.49955831818230634,0.0,-0.7203931028780626,0.6910822658147814,1,10.0,1,1,1.124176442028286,1.124176442028286
2016-10-01,air_735bcbe1763d6e98,0,0,1,0,0,0,0,0.41758968035375027,0.16355918093536548,0.0,-1.3701486523644189,0.5593626434342168,1,16.0,1,1,1.1600797675637082,1.1600797675637082
2016-10-02,air_735bcbe1763d6e98,0,0,0,1,0,0,0,0.8088354040926541,0.8355574554292475,0.0,1.0935078061046821,0.6691289954180206,1,10.0,1,1,-0.5834015021179507,-0.5834015021179508
2016-10-03,air_735bcbe1763d6e98,0,1,0,0,0,0,0,0.7628064954174887,0.7081095068183387,0.0,-1.3701486523644189,0.8337785233937264,1,3.0,1,1,-1.7252061625521489,-1.7252061625521489
2016-10-04,air_735bcbe1763d6e98,0,0,0,0,0,1,0,1.0159654931308968,1.345349249872882,0.0,0.3083865171420017,0.7898719826002046,1,2.0,1,1,-0.8363029490213097,-0.8363029490213099
2016-10-06,air_735bcbe1763d6e98,0,0,0,0,1,0,0,1.142544991987601,1.2642460098477584,0.0,0.8769226229425636,0.976474780972671,1,3.0,1,1,-0.517907523668719,-0.517907523668719
2016-10-07,air_735bcbe1763d6e98,1,0,0,0,0,0,0,0.613212542223202,0.5227306724751987,0.0,0.20009392556094224,0.713035536211542,1,7.0,1,1,0.7205599362839237,0.7205599362839236
