visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Fuchū-shi Miyanishichō,total_area_visitors,total_genre_visitors
2016-07-01,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.5523661886028906,1.6679503269315141,0.0,-0.11460248317077966,1.475306854277247,1,14.0,1,1,1.2640182277460537,1.2640182277460532
2016-07-02,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.6269158116274014,1.8465566489748633,0.0,-0.11460248317077966,1.4862716471340933,1,6.0,1,1,1.4191801573240097,1.4191801573240095
2016-07-05,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,1.030518827431313,0.8387066888731066,0.0,-1.3590278905712578,1.2231166185697757,1,11.0,1,1,-0.6201969744972612,-0.6201969744972616
2016-07-08,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.4529666912368757,1.4510712215931612,0.0,-0.6827097343753457,1.4314476828498606,1,15.0,1,1,1.0628274003985603,1.0628274003985598
2016-07-12,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,1.676615560310409,1.8210414601115272,0.0,0.6969793042643148,1.5630251971320193,1,1.0,1,1,-0.6053489429587008,-0.6053489429587012
2016-07-15,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.0926435132850723,0.672857961261425,0.0,-1.3590278905712578,1.3875885114224744,1,14.0,1,1,0.8527277541279306,0.8527277541279302
2016-07-22,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,0.9559692044068022,0.4942516392180755,0.0,-1.3590278905712578,1.234081411426622,1,14.0,1,1,0.9158318881668123,0.9158318881668119
2016-07-23,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.0802185761143206,0.8642218777364422,0.0,-1.3319751643234214,1.1573278614286961,1,14.0,1,1,1.2287541528419728,1.2287541528419723
2016-07-30,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.813289869188679,2.0634357543132165,0.0,1.8872992591691202,1.5410956114183263,1,31.0,1,1,1.277381456130758,1.2773814561307577
2016-08-02,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,1.7014654346519127,1.8082838656798603,0.0,-0.6556570081275092,1.6836379185573318,1,14.0,1,1,-0.8789239240566762,-0.8789239240566766
2016-08-05,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.9002644293839417,2.0251629710182124,0.0,1.4815083654515728,1.7055675042710248,1,16.0,1,1,0.7450795254733676,0.7450795254733673
2016-08-06,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.987238989579205,2.1910116986298944,0.0,0.9404538404948433,1.7823210542689507,1,1.0,1,1,0.503056611394833,0.5030566113948327
2016-08-13,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.651765685968905,1.6934655157948497,1.0,-0.3851297456491444,1.650743539986792,1,14.0,1,1,0.04499483843024473,0.044994838430244335
2016-08-16,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,1.6269158116274014,1.8848294322698664,0.0,-0.6286042818796727,1.5630251971320193,1,21.0,1,1,-1.3989762286947542,-1.3989762286947547
2016-08-19,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.813289869188679,1.8465566489748633,0.0,0.5076102205294596,1.7384618828415648,1,15.0,1,1,0.7083306474154306,0.7083306474154303
2016-08-20,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.502666439919883,1.5021015993198326,0.0,-1.0343951755972198,1.6617083328436388,1,8.0,1,1,0.5910311982608034,0.5910311982608031
2016-08-26,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.813289869188679,1.8720718378381993,0.0,1.7520356279299376,1.573989989988866,1,12.0,1,1,1.0056624789751027,1.0056624789751023
2016-08-30,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,1.3908420053831165,1.2341921162548084,0.0,-1.2508169855799116,1.3985533042793208,1,11.0,1,1,-0.7122547700363357,-0.7122547700363362
2016-09-02,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.676615560310409,1.8082838656798603,0.0,0.8592956617513337,1.3656589257087812,1,15.0,1,1,0.5231014539718897,0.5231014539718892
2016-09-03,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.7138903718226641,1.7827686768165243,0.0,0.020661148068402756,1.650743539986792,1,3.0,1,1,1.1029170855526733,1.1029170855526729
2016-09-07,air_ec0fad2def4dcff0,0,0,0,0,0,0,1,1.7263153089934162,1.6296775436365107,0.0,-0.6556570081275092,1.7494266756984114,1,6.0,1,1,-0.6161137658241571,-0.6161137658241576
2016-09-08,air_ec0fad2def4dcff0,0,0,0,0,1,0,0,1.5523661886028906,1.387283249434822,0.0,-1.1155533543407292,1.6068843685594059,1,8.0,1,1,-0.46948945438087314,-0.4694894543808736
2016-09-09,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.7014654346519127,1.7700110823848563,0.0,-0.3851297456491444,1.4972364399909401,1,23.0,1,1,0.8386221241662981,0.8386221241662978
2016-09-10,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.6393407487981535,1.6934655157948497,0.0,-0.22281338816212545,1.6068843685594059,1,15.0,1,1,1.3441975980542797,1.3441975980542795
2016-09-11,air_ec0fad2def4dcff0,0,0,0,1,0,0,0,1.3287173195293573,1.1831617385281374,0.0,-1.0614479018450564,1.4643420614204004,1,5.0,1,1,-0.3811436667264388,-0.3811436667264392
2016-09-12,air_ec0fad2def4dcff0,0,1,0,0,0,0,0,1.4405417540661238,1.3617680605714866,0.0,-0.7909206393666915,1.4643420614204004,1,8.0,1,1,-1.390067409771618,-1.3900674097716186
2016-09-13,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,1.1423432619680798,0.7366459334197641,0.0,-1.3319751643234214,1.3217997542813948,1,19.0,1,1,-0.8755831169605001,-0.8755831169605006
2016-09-14,air_ec0fad2def4dcff0,0,0,0,0,0,0,1,1.1796180734803354,1.0300706053481237,0.0,-1.2508169855799116,1.234081411426622,1,12.0,1,1,-0.4832238835540415,-0.48322388355404194
2016-09-15,air_ec0fad2def4dcff0,0,0,0,0,1,0,0,1.3162923823586055,1.0555857942114593,0.0,-1.3590278905712578,1.4643420614204004,1,8.0,1,1,-0.1606503983788168,-0.16065039837881723
2016-09-16,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,1.1796180734803354,0.7876763111464352,0.0,-1.3590278905712578,1.3437293399950878,1,15.0,1,1,0.7710635806658483,0.771063580665848
2016-09-17,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.4653916284076274,1.5148591937515001,0.0,0.3452938630424406,1.3217997542813948,1,18.0,1,1,1.2302389559958287,1.2302389559958284
2016-09-19,air_ec0fad2def4dcff0,0,1,0,0,0,0,0,0.9435442672360502,0.532524422513079,1.0,-1.3590278905712578,1.1244334828581564,1,5.0,1,1,-1.3930370160793302,-1.3930370160793306
2016-09-20,air_ec0fad2def4dcff0,0,0,0,0,0,1,0,0.6950455238210135,0.3411605060380619,0.0,-1.3590278905712578,0.9489967971486114,1,20.0,1,1,-1.8737420371402231,-1.8737420371402236
2016-09-21,air_ec0fad2def4dcff0,0,0,0,0,0,0,1,0.8441447698700354,0.6090699891030861,0.0,-1.3319751643234214,0.9489967971486114,1,8.0,1,1,0.2666017091432587,0.2666017091432583
2016-09-22,air_ec0fad2def4dcff0,0,0,0,0,1,0,0,0.732320335333269,0.3794332893330654,1.0,-1.3590278905712578,0.9928559685759976,1,15.0,1,1,-0.39487809589960715,-0.39487809589960754
2016-09-23,air_ec0fad2def4dcff0,1,0,0,0,0,0,0,0.9559692044068022,0.5197668280814115,0.0,-1.3590278905712578,1.1792574471423891,1,15.0,1,1,0.08322851964203776,0.08322851964203737
2016-09-24,air_ec0fad2def4dcff0,0,0,1,0,0,0,0,1.0056689530898095,0.7749187167147676,0.0,-1.3590278905712578,1.1792574471423891,1,27.0,1,1,1.0052912781866385,1.0052912781866383
