visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-09-02,air_16c4cfddeb2cf69b,1,0,0,0,0,0,0,1.8997691133604342,2.0764722381545524,0.0,1.864788319742264,1.6922966640324986,1,4.0,1,1,0.6250571074175714,0.6250571074175714
2016-09-03,air_16c4cfddeb2cf69b,0,0,1,0,0,0,0,2.0171129643630334,2.0514180399921043,0.0,0.21899405572953407,1.9244575936647028,1,20.0,1,1,1.1702669956325074,1.1702669956325074
2016-09-04,air_16c4cfddeb2cf69b,0,0,0,1,0,0,0,2.0562275813639,2.1641619317231187,0.0,0.859025158401151,1.9889467407847594,1,6.0,1,1,-0.6356971283265699,-0.6356971283265699
2016-09-05,air_16c4cfddeb2cf69b,0,1,0,0,0,0,0,1.8215398793587012,1.7758218602051792,0.0,-0.6648584193884134,1.9244575936647028,1,9.0,1,1,-1.1938217193993501,-1.1938217193993501
2016-09-06,air_16c4cfddeb2cf69b,0,0,0,0,0,1,0,1.8085016736917456,1.9386741482610894,0.0,-0.29912636071891796,1.9373554230887138,1,7.0,1,1,-0.5365680577420361,-0.5365680577420361
2016-09-07,air_16c4cfddeb2cf69b,0,0,0,0,0,0,1,1.9910365530291225,2.1516348326418955,0.0,1.1028465308474815,1.859968446544646,1,15.0,1,1,-0.44616513773712674,-0.44616513773712674
2016-09-08,air_16c4cfddeb2cf69b,0,0,0,0,1,0,0,1.6911578226891464,1.412535986849687,0.0,-1.1220234927252828,1.7438879817285438,1,15.0,1,1,-0.30829195857906033,-0.30829195857906033
2016-09-09,air_16c4cfddeb2cf69b,1,0,0,0,0,0,0,1.5607757660195918,1.587915373986821,0.0,0.4323377566200731,1.640705346336453,1,11.0,1,1,0.9217462271248028,0.9217462271248028
2016-09-10,air_16c4cfddeb2cf69b,0,0,1,0,0,0,0,1.5607757660195918,1.7382405629615074,0.0,1.9562213344096375,1.395646587280238,1,25.0,1,1,1.3971469107027432,1.3971469107027432
2016-09-11,air_16c4cfddeb2cf69b,0,0,0,1,0,0,0,1.7563488510239238,1.9386741482610894,0.0,0.7066368006221946,1.640705346336453,1,15.0,1,1,-0.22521900506103554,-0.22521900506103554
2016-09-12,air_16c4cfddeb2cf69b,0,1,0,0,0,0,0,1.8215398793587012,1.7131863647990597,0.0,-1.030590478057909,1.7567858111525554,1,15.0,1,1,-1.1739260960778062,-1.1739260960778062
2016-09-13,air_16c4cfddeb2cf69b,0,0,0,0,0,1,0,1.4825465320178586,1.0993585098190901,0.0,-1.457277879838987,1.7180923228805212,1,6.0,1,1,-0.6901483079434265,-0.6901483079434265
2016-09-14,air_16c4cfddeb2cf69b,0,0,0,0,0,0,1,1.5216611490187253,1.32484629328112,0.0,-1.1829788358368654,1.6922966640324986,1,9.0,1,1,-0.3212066614369045,-0.3212066614369045
2016-09-15,air_16c4cfddeb2cf69b,0,0,0,0,1,0,0,1.5216611490187253,1.3499004914435677,0.0,-0.8782021202789524,1.627807516912442,1,24.0,1,1,-0.01788566728915848,-0.01788566728915848
2016-09-16,air_16c4cfddeb2cf69b,1,0,0,0,0,0,0,1.65204320568828,1.7257134638802838,0.0,-0.2381710176073353,1.6020118580644194,1,18.0,1,1,0.8582198509051367,0.8582198509051367
2016-09-17,air_16c4cfddeb2cf69b,0,0,1,0,0,0,0,1.8867309076934786,1.7632947611239556,0.0,-0.2686486891631266,1.9244575936647028,1,16.0,1,1,1.2899897815849548,1.2899897815849548
2016-09-18,air_16c4cfddeb2cf69b,0,0,0,1,0,0,0,1.5607757660195918,1.2997920951186719,0.0,-1.457277879838987,1.6793988346084872,1,19.0,1,1,0.18979671650590355,0.18979671650590355
2016-09-19,air_16c4cfddeb2cf69b,0,1,0,0,0,0,0,1.3652026810152595,1.1118856089003137,1.0,-1.457277879838987,1.3827487578562263,1,12.0,1,1,-1.1767184642632862,-1.1767184642632862
2016-09-20,air_16c4cfddeb2cf69b,0,0,0,0,0,1,0,1.026209333674417,0.610801645651359,0.0,-1.457277879838987,1.2924639518881471,1,18.0,1,1,-1.6287330642878328,-1.6287330642878328
2016-09-21,air_16c4cfddeb2cf69b,0,0,0,0,0,0,1,1.208744213011794,1.1494669061439855,0.0,-1.3963225367274044,1.3311574401601811,1,10.0,1,1,0.38386630539675143,0.38386630539675143
2016-09-22,air_16c4cfddeb2cf69b,0,0,0,0,1,0,0,1.2478588300126605,1.1745211043064332,1.0,-1.3048895220600305,1.4601357344002945,1,23.0,1,1,-0.23813370791887972,-0.23813370791887972
2016-09-23,air_16c4cfddeb2cf69b,1,0,0,0,0,0,0,1.2348206243457047,1.1494669061439855,0.0,-0.9696351349463262,1.4085444167042493,1,8.0,1,1,0.2114375699433722,0.2114375699433722
2016-09-24,air_16c4cfddeb2cf69b,0,0,1,0,0,0,0,1.1696295960109275,0.9991417171692991,0.0,-1.0915458211694915,1.2795661224641361,1,30.0,1,1,1.078467891534858,1.078467891534858
2016-09-25,air_16c4cfddeb2cf69b,0,0,0,1,0,0,0,1.6129285886874134,1.6505508693929403,0.0,-0.20769334605154413,1.5762161992163963,1,20.0,1,1,-0.31597097108912986,-0.31597097108912986
2016-09-26,air_16c4cfddeb2cf69b,0,1,0,0,0,0,0,1.5607757660195918,1.587915373986821,0.0,-0.6039030762768308,1.5633183697923854,1,6.0,1,1,-0.9606589759117846,-0.9606589759117846
2016-09-27,air_16c4cfddeb2cf69b,0,0,0,0,0,1,0,1.834578085025657,1.8760386528549702,0.0,-0.2686486891631266,1.666501005184476,1,14.0,1,1,-0.37810116321605597,-0.37810116321605597
2016-09-28,air_16c4cfddeb2cf69b,0,0,0,0,0,0,1,1.6650814113552357,1.500225680418254,0.0,-1.3048895220600305,1.7696836405765664,1,14.0,1,1,-0.2705949880750827,-0.2705949880750827
2016-09-29,air_16c4cfddeb2cf69b,0,0,0,0,1,0,0,1.2348206243457047,1.0993585098190901,0.0,-1.457277879838987,1.3311574401601811,1,16.0,1,1,-0.15715503053996477,-0.15715503053996477
2016-09-30,air_16c4cfddeb2cf69b,1,0,0,0,0,0,0,1.1957060073448382,1.312319194199896,0.0,-0.11626033138417004,1.1634856576480337,1,20.0,1,1,1.142343313777709,1.142343313777709
2016-10-01,air_16c4cfddeb2cf69b,0,0,1,0,0,0,0,1.404317298016126,1.2747378969562242,0.0,-0.8782021202789524,1.4214422461282605,1,22.0,1,1,1.174106501887542,1.174106501887542
2016-10-02,air_16c4cfddeb2cf69b,0,0,0,1,0,0,0,1.7433106453569682,1.7131863647990597,0.0,0.6152037859548208,1.7567858111525554,1,19.0,1,1,-0.3683278745668766,-0.3683278745668766
2016-10-03,air_16c4cfddeb2cf69b,0,1,0,0,0,0,0,1.352164475348304,1.2622107978750006,0.0,-1.457277879838987,1.3698509284322153,1,14.0,1,1,-1.3784670656642035,-1.3784670656642035
2016-10-04,air_16c4cfddeb2cf69b,0,0,0,0,0,1,0,1.3391262696813486,1.4250630859309106,0.0,-0.8782021202789524,1.4085444167042493,1,10.0,1,1,-0.5920663754284476,-0.5920663754284476
2016-10-05,air_16c4cfddeb2cf69b,0,0,0,0,0,0,1,1.4955847376848144,1.4375901850121346,0.0,-1.2134565073926566,1.3569530990082037,1,14.0,1,1,-0.7505332699544277,-0.7505332699544277
2016-10-06,air_16c4cfddeb2cf69b,0,0,0,0,1,0,0,1.3652026810152595,1.412535986849687,0.0,1.1638018739590639,1.2924639518881471,1,14.0,1,1,-0.31038623471817023,-0.31038623471817023
2016-10-07,air_16c4cfddeb2cf69b,1,0,0,0,0,0,0,1.1435531846770166,1.2622107978750006,0.0,1.0114135161801074,0.9184268985918186,1,7.0,1,1,0.7852692320594764,0.7852692320594764
2016-10-08,air_16c4cfddeb2cf69b,0,0,1,0,0,0,0,1.6650814113552357,1.700659265717836,0.0,-0.1467380029399615,1.4988292226723285,1,20.0,1,1,1.0198281596397818,1.0198281596397818
2016-10-09,air_16c4cfddeb2cf69b,0,0,0,1,0,0,0,1.0653239506752836,1.212102401550105,0.0,-0.4210370469420831,0.9313247280158297,1,16.0,1,1,0.35140502524054845,0.35140502524054845
2016-10-10,air_16c4cfddeb2cf69b,0,1,0,0,0,0,0,0.661139574999664,0.6609100419762547,1.0,1.2857125601822292,0.7249594572316486,1,9.0,1,1,-0.6838654795260969,-0.6838654795260969
