visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-05,air_e0118664da63a2d0,0,0,0,0,0,1,0,-0.494776959223273,-0.49020372191353867,0.0,0.8035010723315451,-0.7122263813152848,1,10.0,1,1,-1.3432095210020991,-1.3432095210020991
2016-01-06,air_e0118664da63a2d0,0,0,0,0,0,0,1,-0.7427386379209403,-0.9976150100640558,0.0,-1.2664783733304799,-0.4764860692045808,1,19.0,1,1,-1.2770399405987565,-1.2770399405987565
2016-01-07,air_e0118664da63a2d0,0,0,0,0,1,0,0,-0.7675348057907071,-0.7996008488345858,0.0,-0.0836329758093228,-0.7829484749484961,1,19.0,1,1,-1.2056395633255845,-1.2056395633255845
2016-01-08,air_e0118664da63a2d0,1,0,0,0,0,0,0,-1.0030984005534909,-1.0471185503714235,0.0,0.8774289096766171,-0.9479666934259889,1,20.0,1,1,-0.8606685097603322,-0.860668509760332
2016-01-12,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.424633254339525,-1.641161034059834,0.0,-1.2664783733304799,-1.2072810367477633,1,19.0,1,1,-1.3178401561834263,-1.317840156183426
2016-01-13,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.313050498925575,-1.1956291712935263,0.0,0.8774289096766171,-1.419447317647397,1,18.0,1,1,-1.1075621220162823,-1.1075621220162821
2016-01-14,air_e0118664da63a2d0,0,0,0,0,1,0,0,-1.1022830720325578,-0.985239124987214,0.0,0.975999359470047,-1.2897901459865098,1,10.0,1,1,-1.0121000791418948,-1.0121000791418948
2016-01-15,air_e0118664da63a2d0,1,0,0,0,0,0,0,-1.1518754077720912,-1.0471185503714235,0.0,0.7295732349864726,-1.0776238650868761,1,21.0,1,1,-0.7275447294231726,-0.7275447294231725
2016-01-18,air_e0118664da63a2d0,0,1,0,0,0,0,0,-1.4990217579488252,-1.628785148982992,0.0,-0.9214817990534757,-1.2897901459865098,1,6.0,1,1,-1.4886256739833579,-1.4886256739833579
2016-01-19,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.2138658274465082,-1.3317639071387868,0.0,0.975999359470047,-1.2072810367477633,1,28.0,1,1,-1.245132079692797,-1.2451320796927967
2016-01-20,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.3378466667953417,-1.2698844817545776,0.0,1.0006419719184043,-1.3958732864363264,1,63.0,1,1,-1.1164544766949924,-1.1164544766949922
2016-01-21,air_e0118664da63a2d0,0,0,0,0,1,0,0,-1.176671575641858,-1.22038094144721,0.0,0.5570749478479707,-1.195494021142228,1,15.0,1,1,-0.9909153518190855,-0.9909153518190854
2016-01-22,air_e0118664da63a2d0,1,0,0,0,0,0,0,-1.1270792399023244,-1.1213738608324748,0.0,0.7295732349864726,-0.959753709031524,1,28.0,1,1,-0.6736675216639292,-0.6736675216639292
2016-01-25,air_e0118664da63a2d0,0,1,0,0,0,0,0,-1.486623674013942,-1.3565156772924705,0.0,1.0992124217118342,-1.6198265829414953,1,13.0,1,1,-1.3405941225671842,-1.3405941225671842
2016-01-26,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.3750409185999917,-1.2080050563703681,0.0,0.8527862972282598,-1.4665953800695377,1,13.0,1,1,-1.1630085688364744,-1.1630085688364744
2016-01-27,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.0650888202279076,-0.7377214234503764,0.0,1.0499271968151196,-1.4430213488584673,1,18.0,1,1,-1.0071308221155568,-1.0071308221155568
2016-01-28,air_e0118664da63a2d0,0,0,0,0,1,0,0,-0.8791175612046573,-0.6634661129893251,0.0,1.0499271968151196,-1.0658368494813408,1,25.0,1,1,-1.0128846986723692,-1.0128846986723692
2016-01-29,air_e0118664da63a2d0,1,0,0,0,0,0,0,-1.176671575641858,-1.4307709877535217,0.0,-1.2664783733304799,-1.006901771453665,1,14.0,1,1,-0.8658993066301616,-0.8658993066301616
2016-01-30,air_e0118664da63a2d0,0,0,1,0,0,0,0,-1.4370313382744084,-1.7772957699050946,0.0,-1.2664783733304799,-1.136558943114552,1,2.0,1,1,-0.5559745920927666,-0.5559745920927665
2016-02-01,air_e0118664da63a2d0,0,1,0,0,0,0,0,-1.2634581631860415,-1.5669057235987827,0.0,-1.2664783733304799,-1.006901771453665,1,20.0,1,1,-1.3879328342391408,-1.3879328342391408
2016-02-02,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.1022830720325578,-1.0718703205251074,0.0,0.8281436847799025,-1.006901771453665,1,18.0,1,1,-1.2357166453271038,-1.2357166453271038
2016-02-03,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.2262639113813913,-1.2575085966777357,0.0,0.48314711050289827,-1.136558943114552,1,23.0,1,1,-1.1588239313406108,-1.1588239313406108
2016-02-04,air_e0118664da63a2d0,0,0,0,0,1,0,0,-1.2138658274465082,-1.22038094144721,0.0,0.18743576112260915,-1.183707005536693,1,28.0,1,1,-1.120116034503873,-1.120116034503873
2016-02-05,air_e0118664da63a2d0,1,0,0,0,0,0,0,-0.9163118130093073,-0.7500973085272182,0.0,0.9513567470216897,-1.242642083564369,1,27.0,1,1,-0.7356524645714082,-0.7356524645714082
2016-02-08,air_e0118664da63a2d0,0,1,0,0,0,0,0,-1.3006524149906915,-1.2451327116008937,0.0,0.08886531132917933,-1.1601329743256223,1,13.0,1,1,-1.3351017858538634,-1.3351017858538634
2016-02-09,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.0278945684232577,-0.576834917451432,0.0,0.8527862972282598,-1.242642083564369,1,13.0,1,1,-1.111223679825163,-1.111223679825163
2016-02-10,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.1022830720325578,-1.0594944354482654,0.0,1.1731402590569067,-1.1247719275090169,1,21.0,1,1,-0.7782834590605182,-0.7782834590605182
2016-02-12,air_e0118664da63a2d0,1,0,0,0,0,0,0,-0.9535060648139574,-0.9233596996030046,0.0,-0.6750556745699013,-1.136558943114552,1,26.0,1,1,-0.795806628574447,-0.7958066285744468
2016-02-13,air_e0118664da63a2d0,0,0,1,0,0,0,0,-0.11043635724188888,0.30185292300434197,0.0,-0.13291820070603771,-0.33504188193815826,1,3.0,1,1,-0.6006979053298084,-0.6006979053298083
2016-02-15,air_e0118664da63a2d0,0,1,0,0,0,0,0,-0.8419233094000073,-0.47782783683669683,0.0,-1.16790792353705,-0.9361796778204536,1,17.0,1,1,-1.338763343662744,-1.338763343662744
2016-02-16,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.1518754077720912,-1.1585015160630006,0.0,1.0499271968151196,-1.1719199899311579,1,17.0,1,1,-1.1737317024196248,-1.1737317024196248
2016-02-17,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.0774869041627912,-0.7377214234503764,0.0,0.8281436847799025,-1.1601329743256223,1,9.0,1,1,-1.000069246341287,-1.000069246341287
2016-02-18,air_e0118664da63a2d0,0,0,0,0,1,0,0,-1.0774869041627912,-1.0718703205251074,0.0,0.40921927315782597,-1.183707005536693,1,15.0,1,1,-1.010007760393963,-1.010007760393963
2016-02-19,air_e0118664da63a2d0,1,0,0,0,0,0,0,-0.6435539664418735,-0.35406898606827797,0.0,1.0252845843667622,-1.0304758026647352,1,15.0,1,1,-0.6820367966556563,-0.6820367966556563
2016-02-20,air_e0118664da63a2d0,0,0,1,0,0,0,0,-0.8543213933348905,-1.009990895140898,0.0,-1.1186226986403354,-0.547208162837792,1,5.0,1,1,-0.7170831356835137,-0.7170831356835136
2016-02-22,air_e0118664da63a2d0,0,1,0,0,0,0,0,-1.0154964844883743,-1.1832532862166842,0.0,-1.1432653110886926,-0.7358004125263552,1,10.0,1,1,-1.325424811644679,-1.325424811644679
2016-02-23,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.0154964844883743,-1.1585015160630006,0.0,-1.2418357608821224,-0.7358004125263552,1,12.0,1,1,-1.1031159446769272,-1.1031159446769272
2016-02-24,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.1270792399023244,-1.4431468728303638,0.0,-1.2418357608821224,-1.0186887870592,1,11.0,1,1,-1.0578695517529024,-1.0578695517529024
2016-02-25,air_e0118664da63a2d0,0,0,0,0,1,0,0,-1.3750409185999917,-1.3565156772924705,0.0,-0.773626124363331,-1.2662161147754392,1,15.0,1,1,-0.9506382159213987,-0.9506382159213986
2016-02-26,air_e0118664da63a2d0,1,0,0,0,0,0,0,-1.1270792399023244,-0.985239124987214,0.0,1.3209959337470512,-1.3015771615920448,1,22.0,1,1,-0.5290359882131449,-0.5290359882131448
2016-02-29,air_e0118664da63a2d0,0,1,0,0,0,0,0,-0.8171271415302404,-0.5644590323745899,0.0,-0.7489835119149736,-0.7475874281318904,1,12.0,1,1,-1.276255321068282,-1.276255321068282
2016-03-01,air_e0118664da63a2d0,0,0,0,0,0,1,0,-1.2014677435116248,-1.1213738608324748,0.0,1.419566383540481,-1.0658368494813408,1,23.0,1,1,-1.1640547282104403,-1.1640547282104403
2016-03-02,air_e0118664da63a2d0,0,0,0,0,0,0,1,-1.0650888202279076,-0.8614802742187951,0.0,0.8774289096766171,-1.183707005536693,1,19.0,1,1,-1.0304078681862978,-1.0304078681862978
