visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_9a30407764f4ff84,1,0,0,0,0,0,0,0.9961960437362947,1.0015837205965383,0.0,0.90057019428015,0.9726145297374017,1,13.0,1,1,1.2404176482184806,1.2404176482184806
2016-07-02,air_9a30407764f4ff84,0,0,1,0,0,0,0,1.206705803082244,1.2310327582621543,0.0,1.7097650180149642,1.1193309587994846,1,20.0,1,1,1.3977088609617836,1.3977088609617836
2016-07-03,air_9a30407764f4ff84,0,0,0,1,0,0,0,1.2382822669841365,1.1612004424508795,0.0,1.3591139277298778,1.297486622660585,1,22.0,1,1,-0.5661735297255348,-0.5661735297255348
2016-07-04,air_9a30407764f4ff84,0,1,0,0,0,0,0,1.2698587308860285,1.2410088033780509,0.0,1.1433286414005943,1.2765271327945733,1,10.0,1,1,-1.329299317867685,-1.329299317867685
2016-07-07,air_9a30407764f4ff84,0,0,0,0,1,0,0,1.2382822669841365,1.2509848484939474,0.0,1.5209528924768405,1.2346081530625495,1,12.0,1,1,-0.28131839085787813,-0.28131839085787813
2016-07-08,air_9a30407764f4ff84,1,0,0,0,0,0,0,0.9646195798344022,0.8120388633945074,0.0,-1.5000411161331322,0.9202158050723722,1,7.0,1,1,1.0364658843264463,1.0364658843264463
2016-07-09,air_9a30407764f4ff84,0,0,1,0,0,0,0,0.6804314047173707,0.492805419685824,0.0,-1.203336347430367,0.7734993760102896,1,17.0,1,1,1.337125403421899,1.337125403421899
2016-07-10,air_9a30407764f4ff84,0,0,0,1,0,0,0,1.0803999474746744,1.0315118559442271,0.0,0.4959727824127429,1.0669322341344551,1,17.0,1,1,-0.40737713791291774,-0.40737713791291774
2016-07-11,air_9a30407764f4ff84,0,1,0,0,0,0,0,1.1540783632457567,1.1512243973349838,0.0,0.03742904896301484,1.2031689182635317,1,11.0,1,1,-1.3793465219223724,-1.3793465219223724
2016-07-14,air_9a30407764f4ff84,0,0,0,0,1,0,0,1.0172470196708896,1.0514639461760202,0.0,0.1722948529188172,1.1088512138664786,1,7.0,1,1,-0.36523212397212834,-0.36523212397212834
2016-07-15,air_9a30407764f4ff84,1,0,0,0,0,0,0,0.8067372603249402,0.5825898257288911,0.0,-1.4460947945508111,0.9726145297374017,1,11.0,1,1,0.8234830460185286,0.8234830460185286
2016-07-16,air_9a30407764f4ff84,0,0,1,0,0,0,0,0.9540940918671046,0.9317514047852636,0.0,-0.2592757197397505,0.9097360601393665,1,12.0,1,1,1.278047124951328,1.278047124951328
2016-07-17,air_9a30407764f4ff84,0,0,0,1,0,0,0,1.0909254354419717,0.8918472243216783,0.0,-1.2842558298038484,1.1298107037324903,1,14.0,1,1,0.34859904964999144,0.34859904964999144
2016-07-18,air_9a30407764f4ff84,0,1,0,0,0,0,0,1.1014509234092693,1.0414879010601237,1.0,1.305167606147557,1.0774119790674608,1,18.0,1,1,-1.1836732429115646,-1.1836732429115646
2016-07-20,air_9a30407764f4ff84,0,0,0,0,0,0,1,1.0593489715400792,1.2110806680303614,0.0,2.1413355906735316,0.9306955500053783,1,12.0,1,1,-0.5244048105520739,-0.5244048105520739
2016-07-21,air_9a30407764f4ff84,0,0,0,0,1,0,0,1.0277725076381872,1.0514639461760202,0.0,0.90057019428015,0.9411752949383839,1,11.0,1,1,-0.30276719259560125,-0.30276719259560125
2016-07-22,air_9a30407764f4ff84,1,0,0,0,0,0,0,1.0593489715400792,1.2210567131462577,0.0,1.1703018021917546,0.9411752949383839,1,14.0,1,1,0.8874531564643696,0.8874531564643696
2016-07-23,air_9a30407764f4ff84,0,0,1,0,0,0,0,1.0067215317035918,1.061439991291916,0.0,1.2242481237740754,0.9830942746704078,1,27.0,1,1,1.2046696453222754,1.2046696453222754
2016-07-24,air_9a30407764f4ff84,0,0,0,1,0,0,0,0.9540940918671046,0.9217753596693671,0.0,-0.2053293981574295,0.9726145297374017,1,27.0,1,1,-0.5883749209979149,-0.5883749209979149
2016-07-25,air_9a30407764f4ff84,0,1,0,0,0,0,0,0.9751450678016998,0.8419669987421965,0.0,-1.1763631866392064,1.150770193598502,1,6.0,1,1,-1.234473036500909,-1.234473036500909
2016-07-27,air_9a30407764f4ff84,0,0,0,0,0,0,1,1.048823483572782,1.0514639461760202,0.0,0.36110697845694056,1.0145335094694257,1,12.0,1,1,-0.2959938867836887,-0.2959938867836887
2016-07-28,air_9a30407764f4ff84,0,0,0,0,1,0,0,1.1540783632457567,1.1212962619872942,0.0,-0.2592757197397505,1.150770193598502,1,10.0,1,1,-0.06984073161927437,-0.06984073161927437
2016-07-29,air_9a30407764f4ff84,1,0,0,0,0,0,0,1.143552875278459,1.1312723071031907,0.0,0.7117580687420264,1.1088512138664786,1,12.0,1,1,1.1350551133665072,1.1350551133665072
2016-07-30,air_9a30407764f4ff84,0,0,1,0,0,0,0,1.2277567790168389,1.3607213447688067,0.0,1.7367381788061245,1.2660473878615672,1,20.0,1,1,1.2539642598423058,1.2539642598423058
2016-07-31,air_9a30407764f4ff84,0,0,0,1,0,0,0,1.2488077549514338,1.310841119189325,0.0,1.3591139277298778,1.2660473878615672,1,19.0,1,1,-0.5432195489184977,-0.5432195489184977
2016-08-06,air_9a30407764f4ff84,0,0,1,0,0,0,0,1.290909706820624,1.4704578410436668,0.0,0.41505330003926133,1.391804327057638,1,13.0,1,1,0.4690133751951039,0.4690133751951039
2016-08-07,air_9a30407764f4ff84,0,0,0,1,0,0,0,1.343537146657111,1.4604817959277703,0.0,1.4939797316856802,1.287006877727579,1,10.0,1,1,-0.7430320703699187,-0.7430320703699187
2016-08-09,air_9a30407764f4ff84,0,0,0,0,0,1,0,1.3330116586898135,1.310841119189325,0.0,1.305167606147557,1.3603650922586201,1,4.0,1,1,-0.42769705534865543,-0.42769705534865543
2016-08-11,air_9a30407764f4ff84,0,0,0,0,1,0,0,1.1961803151149464,1.4006255252323927,1.0,1.8716039827619269,1.0250132544024313,1,15.0,1,1,0.27484527525361,0.27484527525361
2016-08-12,air_9a30407764f4ff84,1,0,0,0,0,0,0,1.2382822669841365,1.3208171643052213,0.0,1.9525234651354084,1.1193309587994846,1,8.0,1,1,-0.163538128684065,-0.163538128684065
2016-08-13,air_9a30407764f4ff84,0,0,1,0,0,0,0,1.290909706820624,1.330793209421118,1.0,1.7097650180149642,1.2346081530625495,1,19.0,1,1,0.004665632311763964,0.004665632311763964
2016-08-16,air_9a30407764f4ff84,0,0,0,0,0,1,0,1.280384218853326,1.310841119189325,0.0,0.7657043903243477,1.1717296834645141,1,1.0,1,1,-1.4591210125960092,-1.4591210125960092
