visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-07-01,air_2b9bc9f5f5168ea1,1,0,0,0,0,0,0,1.1251298850381084,1.1686449848921465,0.0,2.0332810441284,0.970924425436454,1,40.0,1,1,1.3621902759755886,1.3621902759755886
2016-07-02,air_2b9bc9f5f5168ea1,0,0,1,0,0,0,0,1.0711209379992979,0.8837123485675622,0.0,-1.267178976548592,1.160897159713906,1,25.0,1,1,1.5247668163175379,1.5247668163175379
2016-07-03,air_2b9bc9f5f5168ea1,0,0,0,1,0,0,0,1.200742410892443,1.0209021364275475,0.0,-1.267178976548592,1.3297618124049744,1,3.0,1,1,-0.5051063034064649,-0.5051063034064649
2016-07-04,air_2b9bc9f5f5168ea1,0,1,0,0,0,0,0,1.1251298850381084,1.2214102879152178,0.0,-0.5399589719926445,0.9392623030568785,1,3.0,1,1,-1.2938747814291278,-1.2938747814291278
2016-07-05,air_2b9bc9f5f5168ea1,0,0,0,0,0,1,0,0.5526350464267168,0.30329401531377903,0.0,-1.4070289774247355,0.7809516911590019,1,26.0,1,1,-0.6120645536314315,-0.6120645536314315
2016-07-06,air_2b9bc9f5f5168ea1,0,0,0,0,0,0,1,0.682256519319862,0.4299307425691498,0.0,-1.4070289774247355,0.7809516911590019,1,32.0,1,1,-0.14222613082503271,-0.14222613082503271
2016-07-07,air_2b9bc9f5f5168ea1,0,0,0,0,1,0,0,0.7362654663586725,0.662098075870663,0.0,-1.0993589754972195,0.8442759359181528,1,25.0,1,1,-0.21067941096901133,-0.21067941096901133
2016-07-08,air_2b9bc9f5f5168ea1,1,0,0,0,0,0,0,0.8226797816207694,0.8098409243352626,0.0,-0.31619897059081464,0.8231678543317692,1,27.0,1,1,1.1513852882594726,1.1513852882594726
2016-07-09,air_2b9bc9f5f5168ea1,0,0,1,0,0,0,0,0.9631030439216768,0.8203939849398766,0.0,-1.2951489767238205,1.160897159713906,1,33.0,1,1,1.4621476225494665,1.4621476225494665
2016-07-10,air_2b9bc9f5f5168ea1,0,0,0,1,0,0,0,1.2331477791157295,1.3480470151705886,0.0,0.8585410367687925,1.097572914954755,1,39.0,1,1,-0.340974006697607,-0.340974006697607
2016-07-11,air_2b9bc9f5f5168ea1,0,1,0,0,0,0,0,1.1683370426691566,1.453577621216731,0.0,1.8934310432522563,1.108126955747947,1,1.0,1,1,-1.345603680628839,-1.345603680628839
2016-07-12,air_2b9bc9f5f5168ea1,0,0,0,0,0,1,0,1.006310201552725,1.0631143788460042,0.0,1.7815510425513412,0.9498163438500704,1,22.0,1,1,-0.5965069899623454,-0.5965069899623454
2016-07-13,air_2b9bc9f5f5168ea1,0,0,0,0,0,0,1,0.9739048333294387,0.8203939849398766,0.0,-1.3231189768990494,1.1820052413002895,1,17.0,1,1,-0.5214417452590052,-0.5214417452590052
2016-07-14,air_2b9bc9f5f5168ea1,0,0,0,0,1,0,0,1.0927245168148219,0.9681368334044762,0.0,-1.0713889753219907,1.2136673636798647,1,29.0,1,1,-0.29741282842416605,-0.29741282842416605
2016-07-15,air_2b9bc9f5f5168ea1,1,0,0,0,0,0,0,0.898292307475104,0.7781817425214198,0.0,-1.0993589754972195,0.9920325070228374,1,14.0,1,1,0.9312457623419049,0.9312457623419049
2016-07-16,air_2b9bc9f5f5168ea1,0,0,1,0,0,0,0,0.8766887286595799,0.7781817425214198,0.0,-0.3441689707660434,0.9392623030568785,1,47.0,1,1,1.4010841851483036,1.4010841851483036
2016-07-17,air_2b9bc9f5f5168ea1,0,0,0,1,0,0,0,1.0495173591837736,0.841500106149105,0.0,-1.2951489767238205,1.1925592820934814,1,29.0,1,1,0.44040462858223994,0.44040462858223994
2016-07-18,air_2b9bc9f5f5168ea1,0,1,0,0,0,0,0,1.308760304970064,1.3480470151705886,1.0,0.13132103221284527,1.287545649232207,1,15.0,1,1,-1.14335535293072,-1.14335535293072
2016-07-19,air_2b9bc9f5f5168ea1,0,0,0,0,0,1,0,1.2547513579312535,1.2425164091244463,0.0,1.054331037995394,1.1292350373343305,1,16.0,1,1,-0.9613318580024134,-0.9613318580024134
2016-07-20,air_2b9bc9f5f5168ea1,0,0,0,0,0,0,1,0.9631030439216768,0.925924590986019,0.0,-0.5679289721678733,1.0236946294024127,1,19.0,1,1,-0.4619340642247511,-0.4619340642247511
2016-07-21,air_2b9bc9f5f5168ea1,0,0,0,0,1,0,0,0.8118779922130072,0.651545015266049,0.0,-1.351088977074278,0.9603703846432624,1,25.0,1,1,-0.23284893919745897,-0.23284893919745897
2016-07-22,air_2b9bc9f5f5168ea1,1,0,0,0,0,0,0,0.8226797816207694,0.746522560707577,0.0,1.445911040448596,0.928708262263687,1,18.0,1,1,0.9973654079355206,0.9973654079355206
2016-07-23,air_2b9bc9f5f5168ea1,0,0,1,0,0,0,0,0.7578690451741966,0.5354613486152923,0.0,-1.1832689760229058,0.8970461398841116,1,30.0,1,1,1.3252410622615092,1.3252410622615092
2016-07-24,air_2b9bc9f5f5168ea1,0,0,0,1,0,0,0,0.8010762028052453,0.7254164394983487,0.0,-1.0713889753219907,0.8759380582977281,1,12.0,1,1,-0.5280537098183669,-0.5280537098183669
2016-07-25,air_2b9bc9f5f5168ea1,0,1,0,0,0,0,0,1.0711209379992979,1.0736674394506187,0.0,1.054331037995394,1.0553567517819882,1,3.0,1,1,-1.1958621303138857,-1.1958621303138857
2016-07-26,air_2b9bc9f5f5168ea1,0,0,0,0,0,1,0,1.1035263062225842,0.9048184697767906,0.0,-1.351088977074278,1.287545649232207,1,18.0,1,1,-0.4370419623542134,-0.4370419623542134
2016-07-27,air_2b9bc9f5f5168ea1,0,0,0,0,0,0,1,1.1575352532613947,1.0314551970321615,0.0,-1.3231189768990494,1.340315853198166,1,38.0,1,1,-0.22584803554637023,-0.22584803554637023
