visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,1.1836686652711919,1.2069135233965722,0.0,1.9081858191330574,1.1147933654522808,1,14.0,1,1,1.3823602938332127,1.3823602938332127
2016-07-02,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.0283440643667308,0.9414213356917449,0.0,-1.1649976579970243,1.1608928235225526,1,48.0,1,1,1.535001529092397,1.535001529092397
2016-07-03,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,1.1014379942041241,1.138399410440488,0.0,0.22712819061745715,0.9949347744695741,1,25.0,1,1,-0.37082288913172695,-0.37082288913172695
2016-07-04,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,0.6720111564094382,0.5389009220747486,0.0,0.726192174083026,0.8197568338025407,1,10.0,1,1,-1.111388499432268,-1.111388499432268
2016-07-05,air_f3f9824b7d70c3cf,0,0,0,0,0,1,0,0.7816520511655283,0.8986000150941922,0.0,1.4616548865586012,0.6998982428198339,1,16.0,1,1,-0.471244754433822,-0.471244754433822
2016-07-06,air_f3f9824b7d70c3cf,0,0,0,0,0,0,1,0.6994213800984609,0.6759291479869174,0.0,0.8837913267563635,0.8105369421884864,1,20.0,1,1,-0.030118887943164425,-0.030118887943164425
2016-07-07,air_f3f9824b7d70c3cf,0,0,0,0,1,0,0,0.863882722232596,1.0184997127673399,0.0,2.2759171753708447,0.7828772673463233,1,22.0,1,1,-0.09438888173650527,-0.09438888173650527
2016-07-08,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,0.9461133932996634,0.958549863930766,0.0,2.0132519209152826,0.7920971589603777,1,24.0,1,1,1.1844379265832652,1.1844379265832652
2016-07-09,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.0740277705151016,1.0099354486478296,0.0,0.5423264959641323,0.9672750996274109,1,25.0,1,1,1.4762090915882615,1.4762090915882615
2016-07-10,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,0.8456092397732473,0.6844934121064281,0.0,-1.1649976579970243,0.9764949912414651,1,29.0,1,1,-0.21672097219542105,-0.21672097219542105
2016-07-11,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,0.7907887923952025,0.7958288456600655,0.0,0.8575248013108073,0.8842960751009215,1,7.0,1,1,-1.159956165196554,-1.159956165196554
2016-07-12,air_f3f9824b7d70c3cf,0,0,0,0,0,1,0,0.9552501345293377,0.9671141280502767,0.0,2.1445845481430634,0.9580552080133563,1,6.0,1,1,-0.4566379376626082,-0.4566379376626082
2016-07-13,air_f3f9824b7d70c3cf,0,0,0,0,0,0,1,1.1562584415821693,1.32681322106972,0.0,1.4879214120041573,1.1608928235225526,1,9.0,1,1,-0.38616004674150145,-0.38616004674150145
2016-07-14,air_f3f9824b7d70c3cf,0,0,0,0,1,0,0,1.1014379942041241,1.1640922027990193,0.0,0.6473925977463574,1.142453040294444,1,29.0,1,1,-0.17582188523602235,-0.17582188523602235
2016-07-15,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,1.137984959122821,1.1983492592770617,0.0,1.1201900557663698,1.1608928235225526,1,11.0,1,1,0.9777514692705896,0.9777514692705896
2016-07-16,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.1653951828118434,1.215477787516083,0.0,1.2252561575485947,1.216212173206879,1,56.0,1,1,1.4188773357612472,1.4188773357612472
2016-07-17,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,1.0009338406777084,0.7787003174210441,0.0,-1.0599315562147993,1.1516729319084984,1,23.0,1,1,0.5169064001387934,0.5169064001387934
2016-07-18,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,1.1745319240415175,1.095578089842935,1.0,-0.7447332508681243,1.1977723899787702,1,16.0,1,1,-0.9700675471707741,-0.9700675471707741
2016-07-19,air_f3f9824b7d70c3cf,0,0,0,0,0,1,0,0.98266035821836,0.7358789968234913,0.0,-1.1387311325514682,1.142453040294444,1,10.0,1,1,-0.7991677909475724,-0.7991677909475724
2016-07-20,air_f3f9824b7d70c3cf,0,0,0,0,0,0,1,1.0648910292854277,1.0441925051258716,0.0,0.8575248013108073,1.1147933654522808,1,10.0,1,1,-0.33028897259160855,-0.33028897259160855
2016-07-21,air_f3f9824b7d70c3cf,0,0,0,0,1,0,0,1.1014379942041241,1.2668633722331464,0.0,0.7524586995285822,1.0779137989960634,1,19.0,1,1,-0.11520359563548496,-0.11520359563548496
2016-07-22,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,1.0557542880557533,1.0870138257234245,0.0,1.1201900557663698,1.0871336906101179,1,17.0,1,1,1.0398304405482484,1.0398304405482484
2016-07-23,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.0557542880557533,1.2069135233965722,0.0,2.2233841244797325,1.022594449311737,1,17.0,1,1,1.3476691040015798,1.3476691040015798
2016-07-24,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,1.0466175468260794,1.17265646691853,0.0,2.3809832771530703,1.022594449311737,1,21.0,1,1,-0.3923679438692673,-0.3923679438692673
2016-07-25,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,1.0923012529744502,1.1127066180819563,0.0,2.065784971806395,1.0779137989960634,1,20.0,1,1,-1.0193655537736208,-1.0193655537736208
2016-07-26,air_f3f9824b7d70c3cf,0,0,0,0,0,1,0,1.1836686652711919,1.1983492592770617,0.0,1.4879214120041573,1.0779137989960634,1,25.0,1,1,-0.30691806575766645,-0.30691806575766645
2016-07-27,air_f3f9824b7d70c3cf,0,0,0,0,0,0,1,1.0466175468260794,0.7530075250625127,0.0,-1.1649976579970243,1.2530917396630965,1,2.0,1,1,-0.10863052808843875,-0.10863052808843875
2016-07-28,air_f3f9824b7d70c3cf,0,0,0,0,1,0,0,1.2476258538789111,1.0870138257234245,0.0,-1.0861980816603556,1.3637304390317493,1,16.0,1,1,0.11083689389904901,0.11083689389904901
2016-07-29,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,1.2841728187976076,1.17265646691853,0.0,-1.1649976579970243,1.4282696803301298,1,9.0,1,1,1.2801125764347159,1.2801125764347159
2016-07-30,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.412087196013046,1.3439417493087413,0.0,-0.6659336745314555,1.5481282713128368,1,49.0,1,1,1.3955064289273051,1.3955064289273051
2016-07-31,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,1.4851811258504393,1.5152270316989522,0.0,0.2796612415085697,1.455929355172293,1,27.0,1,1,-0.34854749355562586,-0.34854749355562586
2016-08-01,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,1.5856852793768552,1.5751768805355264,0.0,0.38472734329079483,1.631107295839326,1,12.0,1,1,-1.0726804349885513,-1.0726804349885513
2016-08-02,air_f3f9824b7d70c3cf,0,0,0,0,0,1,0,1.4577709021614171,1.412455862264826,0.0,1.251522682994151,1.5296884880847277,1,11.0,1,1,-0.725768536672223,-0.725768536672223
2016-08-03,air_f3f9824b7d70c3cf,0,0,0,0,0,0,1,1.4486341609317428,1.4724057111013995,0.0,-0.29820231829366795,1.5850078377690542,1,22.0,1,1,-0.2857381814394064,-0.2857381814394064
2016-08-04,air_f3f9824b7d70c3cf,0,0,0,0,1,0,0,1.4394974197020685,1.4381486546233575,0.0,0.726192174083026,1.5020288132425648,1,8.0,1,1,-0.16121506846480851,-0.16121506846480851
2016-08-05,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,1.3115830424866302,1.215477787516083,0.0,0.8049917504196948,1.2991911977333683,1,7.0,1,1,0.8718520476792894,0.8718520476792894
2016-08-06,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.2841728187976076,1.4552771828623787,0.0,2.17085107358862,1.142453040294444,1,27.0,1,1,0.633760934308504,0.633760934308504
2016-08-07,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,1.53086483199881,1.6179982011330794,0.0,2.328450226261958,1.2991911977333683,1,21.0,1,1,-0.5424529861934894,-0.5424529861934894
2016-08-08,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,1.5856852793768552,1.5066627675794417,0.0,1.7243201410141638,1.5850078377690542,1,13.0,1,1,-1.0544219140245341,-1.0544219140245341
2016-08-09,air_f3f9824b7d70c3cf,0,0,0,0,0,1,0,1.2658993363382594,1.155527938679509,0.0,0.9888574285385884,1.2807514145052596,1,26.0,1,1,-0.23644017483655974,-0.23644017483655974
2016-08-10,air_f3f9824b7d70c3cf,0,0,0,0,0,0,1,1.2019421477305403,1.1041423539624455,0.0,1.6980536155686075,1.3084110893474228,1,30.0,1,1,0.7506154684782146,0.7506154684782146
2016-08-11,air_f3f9824b7d70c3cf,0,0,0,0,1,0,0,1.3024463012569558,1.3867630699062938,1.0,1.7505866664597198,1.1608928235225526,1,20.0,1,1,0.44533299795984566,0.44533299795984566
2016-08-12,air_f3f9824b7d70c3cf,1,0,0,0,0,0,0,1.3664034898646753,1.4724057111013995,0.0,1.4616548865586012,1.2530917396630965,1,12.0,1,1,0.019909459498242934,0.019909459498242934
2016-08-13,air_f3f9824b7d70c3cf,0,0,1,0,0,0,0,1.3755402310943492,1.4809699752209102,1.0,2.2233841244797325,1.3176309809614772,1,25.0,1,1,0.18314063691655744,0.18314063691655744
2016-08-14,air_f3f9824b7d70c3cf,0,0,0,1,0,0,0,1.3938137135536977,1.3781988057867833,1.0,2.2233841244797325,1.262311631277151,1,15.0,1,1,-0.8360500032948873,-0.8360500032948873
2016-08-15,air_f3f9824b7d70c3cf,0,1,0,0,0,0,0,1.4303606784723946,1.4038915981453153,1.0,-0.03553706383810539,1.5389083796987821,1,34.0,1,1,-1.3531313169958568,-1.3531313169958568
