visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-04,air_a55d17bd3f3033cb,0,1,0,0,0,0,0,-0.5424718686607167,-0.41068472167703884,0.0,-0.731734070700741,-0.48309982475662433,1,15.0,1,1,-1.516307060999481,-1.516307060999481
2016-01-05,air_a55d17bd3f3033cb,0,0,0,0,0,1,0,-0.8825410914616192,-0.9448185815363866,0.0,-0.4135332610526715,-0.7467017127862351,1,5.0,1,1,-1.38489416919969,-1.38489416919969
2016-01-06,air_a55d17bd3f3033cb,0,0,0,0,0,0,1,-0.9763532908549715,-0.8652667300679732,0.0,-0.6521838682887237,-0.987381697508923,1,6.0,1,1,-1.320084302483614,-1.320084302483614
2016-01-07,air_a55d17bd3f3033cb,0,0,0,0,1,0,0,-0.9880798157791407,-1.1380159351025336,0.0,-0.17488265381661958,-0.8269283743604643,1,4.0,1,1,-1.2501511261457137,-1.2501511261457137
2016-01-08,air_a55d17bd3f3033cb,1,0,0,0,0,0,0,-0.9880798157791407,-0.9789122321657068,0.0,-0.09533245140460204,-0.9071550359346937,1,9.0,1,1,-0.9122688565864076,-0.9122688565864076
2016-01-09,air_a55d17bd3f3033cb,0,0,1,0,0,0,0,-1.1053450650208312,-1.0811931840536668,0.0,0.16983488996878915,-0.9988426491623844,1,10.0,1,1,-0.6514923968355556,-0.6514923968355556
2016-01-10,air_a55d17bd3f3033cb,0,0,0,1,0,0,0,-0.9998063407033096,-0.8652667300679732,0.0,-0.14836591967928034,-1.0446864557762296,1,7.0,1,1,-0.9401908940253494,-0.9401908940253494
2016-01-11,air_a55d17bd3f3033cb,0,1,0,0,0,0,0,-1.316422513655874,-1.3880360397175475,1.0,-0.5991504000140454,-1.1019912140435364,1,8.0,1,1,-1.3057390355425063,-1.3057390355425063
2016-01-12,air_a55d17bd3f3033cb,0,0,0,0,0,1,0,-1.3633286133525502,-1.4107651401370942,0.0,-0.5461169317393672,-1.296827392152379,1,6.0,1,1,-1.3600461175338427,-1.3600461175338427
2016-01-13,air_a55d17bd3f3033cb,0,0,0,0,0,0,1,-1.1287981148691693,-0.9902767823754801,0.0,0.40848549720484106,-1.2739054888454564,1,11.0,1,1,-1.15408907073651,-1.15408907073651
2016-01-14,air_a55d17bd3f3033cb,0,0,0,0,1,0,0,-1.1874307394900145,-1.2743905376198141,0.0,0.010734485144754292,-1.0676083590831524,1,7.0,1,1,-1.0605886701382181,-1.0605886701382181
2016-01-15,air_a55d17bd3f3033cb,1,0,0,0,0,0,0,-1.3516020884283813,-1.2971196380393606,0.0,-0.3870165269153325,-1.193678827271227,1,22.0,1,1,-0.7818806267109816,-0.7818806267109816
2016-01-16,air_a55d17bd3f3033cb,0,0,1,0,0,0,0,-1.4454142878217335,-1.4107651401370942,0.0,-0.44004999519001065,-1.296827392152379,1,9.0,1,1,-0.6330484821969885,-0.6330484821969885
2016-01-17,air_a55d17bd3f3033cb,0,0,0,1,0,0,0,-1.2695164139591977,-1.2516614372002672,0.0,-0.015782248992584732,-1.3770540537266085,1,6.0,1,1,-1.2414414997886125,-1.2414414997886125
2016-01-18,air_a55d17bd3f3033cb,0,1,0,0,0,0,0,-1.2577898890350288,-1.3880360397175475,0.0,-1.3946524241342189,-1.124913117350459,1,5.0,1,1,-1.5273221766864031,-1.5273221766864031
2016-01-19,air_a55d17bd3f3033cb,0,0,0,0,0,1,0,-1.1522511647175073,-1.2516614372002672,0.0,-0.9703846779367931,-1.0103036008158457,1,15.0,1,1,-1.2888321137904863,-1.2888321137904863
2016-01-20,air_a55d17bd3f3033cb,0,0,0,0,0,0,1,-1.1874307394900145,-1.2289323367807206,0.0,0.7532030409902496,-1.2509835855385338,1,14.0,1,1,-1.162798697093611,-1.162798697093611
2016-01-21,air_a55d17bd3f3033cb,0,0,0,0,1,0,0,-1.1991572644141835,-1.2743905376198141,0.0,-0.3604997927779933,-1.1707569239643043,1,30.0,1,1,-1.0398392661698301,-1.0398392661698301
2016-01-22,air_a55d17bd3f3033cb,1,0,0,0,0,0,0,-1.281242938883367,-1.2630259874100407,0.0,0.7266863068529106,-1.1707569239643043,1,36.0,1,1,-0.7291105376061923,-0.7291105376061923
2016-01-23,air_a55d17bd3f3033cb,0,0,1,0,0,0,0,-1.304695988731705,-1.4107651401370942,0.0,-1.2355520193101843,-1.193678827271227,1,9.0,1,1,-0.6553348790519238,-0.6553348790519238
2016-01-24,air_a55d17bd3f3033cb,0,0,0,1,0,0,0,-1.5040469124425788,-1.5925979434934678,0.0,-0.042298983129923994,-1.2853664404989178,1,11.0,1,1,-1.3574844627229308,-1.3574844627229308
2016-01-25,air_a55d17bd3f3033cb,0,1,0,0,0,0,0,-1.527499962290917,-1.6153270439130147,0.0,-0.09533245140460204,-1.399975957033531,1,8.0,1,1,-1.3823325143887781,-1.3823325143887781
2016-01-26,air_a55d17bd3f3033cb,0,0,0,0,0,1,0,-1.1405246397933382,-1.047099533424347,0.0,0.7797197751275886,-1.296827392152379,1,3.0,1,1,-1.2083961527278464,-1.2083961527278464
2016-01-27,air_a55d17bd3f3033cb,0,0,0,0,0,0,1,-0.9059941413099573,-0.8198085292288797,0.0,0.2759018265181455,-1.021764552469307,1,18.0,1,1,-1.0557215259974853,-1.0557215259974853
2016-01-28,air_a55d17bd3f3033cb,0,0,0,0,1,0,0,-0.9529002410066335,-0.8539021798581997,0.0,-0.3604997927779933,-0.9988426491623844,1,13.0,1,1,-1.0613571665814918,-1.0613571665814918
