visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-02,air_1e665503b8474c55,0,0,1,0,0,0,0,-0.6183796778841988,-0.7054981358760285,1.0,-1.0782516069574746,-0.6069286241197046,1,8.0,1,1,-1.8287687234767736,-1.8287687234767736
2016-01-03,air_1e665503b8474c55,0,0,0,1,0,0,0,-0.6183796778841988,-0.646983920833149,1.0,-0.8812456449796628,-0.5830880771239946,1,23.0,1,1,-1.691102133832433,-1.691102133832433
2016-01-04,air_1e665503b8474c55,0,1,0,0,0,0,0,-0.6916355605585246,-0.4948469617216622,0.0,0.42391885312333905,-0.7142110856004001,1,11.0,1,1,-1.4917670532879328,-1.4917670532879328
2016-01-05,air_1e665503b8474c55,0,0,0,0,0,1,0,-0.825938012128122,-0.9746635250732743,0.0,-1.226006078440833,-0.6069286241197046,1,11.0,1,1,-1.3604976100025301,-1.3604976100025301
2016-01-06,air_1e665503b8474c55,0,0,0,0,0,0,1,-0.8747752672443393,-1.0214748971075778,0.0,-1.226006078440833,-0.7380516325961103,1,28.0,1,1,-1.2957584888500802,-1.2957584888500802
2016-01-07,air_1e665503b8474c55,0,0,0,0,1,0,0,-0.9236125223605566,-1.2087203852447923,0.0,-1.1275030974519273,-0.5950083506218495,1,2.0,1,1,-1.2259016506104798,-1.2259016506104798
2016-01-08,air_1e665503b8474c55,1,0,0,0,0,0,0,-1.1189615428254256,-1.3959658733820066,0.0,-1.226006078440833,-0.7976530000853855,1,12.0,1,1,-0.8883882087129241,-0.8883882087129241
2016-01-09,air_1e665503b8474c55,0,0,1,0,0,0,0,-1.0701242877092083,-1.360857344356279,0.0,-1.1767545879463803,-0.7499719060939654,1,13.0,1,1,-0.627896408976979,-0.627896408976979
2016-01-10,air_1e665503b8474c55,0,0,0,1,0,0,0,-1.0701242877092083,-1.1502061702019128,0.0,-0.2902277590462281,-0.9526165555575014,1,23.0,1,1,-0.9162797668378928,-0.9162797668378928
2016-01-11,air_1e665503b8474c55,0,1,0,0,0,0,0,-1.021287032592991,-1.009772054099002,1.0,-0.9797486259685687,-0.9883773760510666,1,15.0,1,1,-1.2814288810060595,-1.2814288810060595
2016-01-12,air_1e665503b8474c55,0,0,0,0,0,1,0,-1.1189615428254256,-1.3491545013477033,0.0,-1.1275030974519273,-1.0002976495489215,1,11.0,1,1,-1.3356766821298516,-1.3356766821298516
2016-01-13,air_1e665503b8474c55,0,0,0,0,0,0,1,-1.3265198770693487,-1.5715085185106452,0.0,-0.9797486259685687,-1.1671814785188925,1,11.0,1,1,-1.1299444552264135,-1.1299444552264135
2016-01-14,air_1e665503b8474c55,0,0,0,0,1,0,0,-1.2166360530578602,-1.3959658733820066,0.0,-0.8073684092379835,-1.095659837531762,1,5.0,1,1,-1.0365461183859224,-1.0365461183859224
2016-01-15,air_1e665503b8474c55,1,0,0,0,0,0,0,-1.3265198770693487,-1.138503327193337,0.0,0.9903109938095473,-1.3102247604931532,1,15.0,1,1,-0.7581423088449516,-0.7581423088449516
2016-01-16,air_1e665503b8474c55,0,0,1,0,0,0,0,-1.1189615428254256,-0.9161493100303947,0.0,0.69480205084283,-1.3221450339910081,1,4.0,1,1,-0.6094726274632383,-0.6094726274632383
2016-01-17,air_1e665503b8474c55,0,0,0,1,0,0,0,-1.1677987979416429,-1.3491545013477033,0.0,-1.226006078440833,-1.0479787435403418,1,16.0,1,1,-1.2172015315623246,-1.2172015315623246
2016-01-18,air_1e665503b8474c55,0,1,0,0,0,0,0,-1.2166360530578602,-1.255531757279096,0.0,-0.6842396830018512,-1.4055869484759937,1,17.0,1,1,-1.5027701450253057,-1.5027701450253057
2016-01-19,air_1e665503b8474c55,0,0,0,0,0,1,0,-1.7538458593362498,-2.0513250818622577,0.0,-1.2013803331936068,-1.477108589463124,1,21.0,1,1,-1.2645404146184638,-1.2645404146184638
2016-01-20,air_1e665503b8474c55,0,0,0,0,0,0,1,-1.7050086042200328,-1.7704568496564357,0.0,-0.6842396830018512,-1.5128694099566893,1,7.0,1,1,-1.138644574274569,-1.138644574274569
2016-01-21,air_1e665503b8474c55,0,0,0,0,1,0,0,-1.692799290440978,-1.6768341055878284,0.0,-1.2013803331936068,-1.5963113244416747,1,3.0,1,1,-1.0158193641829643,-1.0158193641829643
2016-01-22,air_1e665503b8474c55,1,0,0,0,0,0,0,-1.3265198770693487,-1.4427772454163104,0.0,-0.9797486259685687,-1.2625436665017329,1,7.0,1,1,-0.7054298228473045,-0.7054298228473045
2016-01-23,air_1e665503b8474c55,0,0,1,0,0,0,0,-1.607334093987598,-1.7704568496564357,0.0,-1.226006078440833,-1.5843910509438195,1,13.0,1,1,-0.6317346967923416,-0.6317346967923416
2016-01-24,air_1e665503b8474c55,0,0,0,1,0,0,0,-2.2788463518355853,-2.3555990000852307,0.0,-1.226006078440833,-2.073122264355877,1,16.0,1,1,-1.3331178235862766,-1.3331178235862766
2016-01-25,air_1e665503b8474c55,0,1,0,0,0,0,0,-1.8881483109058472,-2.074730767879409,0.0,-1.2013803331936068,-1.8466370678966308,1,14.0,1,1,-1.3579387514589552,-1.3579387514589552
2016-01-26,air_1e665503b8474c55,0,0,0,0,0,1,0,-1.4974502699761092,-1.606617047536373,0.0,-1.1767545879463803,-1.3698261279824284,1,22.0,1,1,-1.1841922563502056,-1.1841922563502056
2016-01-27,air_1e665503b8474c55,0,0,0,0,0,0,1,-1.2288453668369144,-1.255531757279096,0.0,-1.1767545879463803,-1.1552612050210376,1,6.0,1,1,-1.0316842871531298,-1.0316842871531298
2016-01-28,air_1e665503b8474c55,0,0,0,0,1,0,0,-1.021287032592991,-1.0331777401161537,0.0,-1.226006078440833,-0.8214935470810957,1,2.0,1,1,-1.037313775948995,-1.037313775948995
2016-01-29,air_1e665503b8474c55,1,0,0,0,0,0,0,-0.6916355605585246,-0.7289038218931803,0.0,-1.226006078440833,-0.40428397465616867,1,8.0,1,1,-0.8935059258000744,-0.8935059258000744
