visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_b88192b35ac03c24,1,0,0,0,0,0,0,1.185026548501842,1.2078180005585868,0.0,1.9090147304806129,1.1174000548022713,1,29.0,1,1,1.4295742864184244,1.4295742864184244
2016-07-02,air_b88192b35ac03c24,0,0,1,0,0,0,0,1.0310526800476372,0.9446666870804193,0.0,-1.1702295535773806,1.1631559080554912,1,20.0,1,1,1.59083791861233,1.59083791861233
2016-07-03,air_b88192b35ac03c24,0,0,0,1,0,0,0,1.10351097108491,1.1399079841771245,0.0,0.22464178877367635,0.9984348363439001,1,22.0,1,1,-0.4226426948326291,-0.4226426948326291
2016-07-04,air_b88192b35ac03c24,0,1,0,0,0,0,0,0.6778185112409321,0.5456953408393264,0.0,0.7246900058429233,0.8245625939816644,1,13.0,1,1,-1.2050413696872713,-1.2050413696872713
2016-07-05,air_b88192b35ac03c24,0,0,0,0,0,1,0,0.7865059477968412,0.9022229268420051,0.0,1.4616031678397081,0.705597375523293,1,16.0,1,1,-0.5287371896970406,-0.5287371896970406
2016-07-06,air_b88192b35ac03c24,0,0,0,0,0,0,1,0.7049903703799094,0.6815153736022515,0.0,0.8825999691279485,0.8154114233310206,1,7.0,1,1,-0.06269300861991654,-0.06269300861991654
2016-07-07,air_b88192b35ac03c24,0,0,0,0,1,0,0,0.8680215252137734,1.0210654555095646,0.0,2.2774713114790055,0.7879579113790888,1,22.0,1,1,-0.1305934853331399,-0.1305934853331399
2016-07-08,air_b88192b35ac03c24,1,0,0,0,0,0,0,0.9495371026307052,0.9616441911757849,0.0,2.0142880393372966,0.7971090820297326,1,24.0,1,1,1.220471681994748,1.220471681994748
2016-07-09,air_b88192b35ac03c24,0,0,1,0,0,0,0,1.0763391119459327,1.012576703461882,0.0,0.540461715343727,0.970981324391968,1,45.0,1,1,1.5287244143462564,1.5287244143462564
2016-07-10,air_b88192b35ac03c24,0,0,0,1,0,0,0,0.8499069524544549,0.6900041256499344,0.0,-1.1702295535773806,0.9801324950426118,1,24.0,1,1,-0.2598358699861503,-0.2598358699861503
2016-07-11,air_b88192b35ac03c24,0,1,0,0,0,0,0,0.7955632341765004,0.8003579022698113,0.0,0.8562816419137776,0.8886207885361723,1,22.0,1,1,-1.256352525385332,-1.256352525385332
2016-07-12,air_b88192b35ac03c24,0,0,0,0,0,1,0,0.9585943890103645,0.9701329432234679,0.0,2.145879675408151,0.961830153741324,1,11.0,1,1,-0.5133052631713081,-0.5133052631713081
2016-07-13,air_b88192b35ac03c24,0,0,0,0,0,0,1,1.1578546893628647,1.3266605292261466,0.0,1.4879214950538788,1.1631559080554912,1,5.0,1,1,-0.4388462176846483,-0.4388462176846483
2016-07-14,air_b88192b35ac03c24,0,0,0,0,1,0,0,1.10351097108491,1.1653742403201728,0.0,0.6457350242004106,1.1448535667542032,1,8.0,1,1,-0.2166264757140991,-0.2166264757140991
2016-07-15,air_b88192b35ac03c24,1,0,0,0,0,0,0,1.1397401166035466,1.1993292485109042,0.0,1.1194649140554862,1.1631559080554912,1,9.0,1,1,1.002109921655632,1.002109921655632
2016-07-16,air_b88192b35ac03c24,0,0,1,0,0,0,0,1.1669119757425237,1.2163067526062699,0.0,1.22473822291217,1.218062931959355,1,39.0,1,1,1.468154102732756,1.468154102732756
2016-07-17,air_b88192b35ac03c24,0,0,0,1,0,0,0,1.00388082090866,0.7833803981744454,0.0,-1.0649562447206968,1.1540047374048474,1,10.0,1,1,0.5152326397687688,0.5152326397687688
2016-07-18,air_b88192b35ac03c24,0,1,0,0,0,0,0,1.175969262122183,1.0974642239387102,1.0,-0.7491363181506463,1.1997605906580673,1,28.0,1,1,-1.0557374805508084,-1.0557374805508084
2016-07-19,air_b88192b35ac03c24,0,0,0,0,0,1,0,0.9857662481493416,0.7409366379360313,0.0,-1.1439112263632096,1.1448535667542032,1,15.0,1,1,-0.8751839401997372,-0.8751839401997372
2016-07-20,air_b88192b35ac03c24,0,0,0,0,0,0,1,1.0672818255662737,1.0465317116526132,0.0,0.8562816419137776,1.1174000548022713,1,11.0,1,1,-0.3798190987237212,-0.3798190987237212
2016-07-21,air_b88192b35ac03c24,0,0,0,0,1,0,0,1.10351097108491,1.267239264892367,0.0,0.751008333057094,1.0807953721996957,1,55.0,1,1,-0.15258398063230885,-0.15258398063230885
