visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Nakano-ku Nakano,total_area_visitors,total_genre_visitors
2016-07-01,air_d473620754bf9fc2,1,0,0,0,0,0,0,1.1394731029333096,1.2836039227923586,0.0,-0.6054320027927202,1.0494295318558013,1,23.0,1,1,1.3688840731121408,1.3688840731121414
2016-07-02,air_d473620754bf9fc2,0,0,1,0,0,0,0,1.2622785941534784,1.407503155712386,0.0,-0.089016663809947,1.195418904377267,1,11.0,1,1,1.5226082324090324,1.522608232409033
2016-07-04,air_d473620754bf9fc2,0,1,0,0,0,0,0,1.407412356504587,1.6327744882942539,0.0,0.3186796564396108,1.3101248399298473,1,8.0,1,1,-1.1425567973148298,-1.1425567973148294
2016-07-05,air_d473620754bf9fc2,0,0,0,0,0,1,0,0.6705794091835742,0.5852627917885684,0.0,-1.366465133925228,0.8513010977195262,1,12.0,1,1,-0.4978715072491571,-0.49787150724915663
2016-07-06,air_d473620754bf9fc2,0,0,0,0,0,0,1,0.8938621204929721,0.9006426574031833,0.0,-0.8772295496257588,0.8930123470113739,1,14.0,1,1,-0.0536160421040728,-0.05361604210407231
2016-07-07,air_d473620754bf9fc2,0,0,0,0,1,0,0,1.3515916786772375,1.9706814871670553,0.0,1.4330495984550689,1.0494295318558013,1,8.0,1,1,-0.11834200391329038,-0.11834200391328989
2016-07-08,air_d473620754bf9fc2,1,0,0,0,0,0,0,1.1059806962368999,1.182231823130518,0.0,-0.7956902855758472,1.070285156501725,1,18.0,1,1,1.1695575316314821,1.1695575316314826
2016-07-09,air_d473620754bf9fc2,0,0,1,0,0,0,0,0.771056629272803,0.4951542587558217,0.0,-1.366465133925228,0.9138679716572975,1,14.0,1,1,1.463398687799464,1.4633986877994647
2016-07-11,air_d473620754bf9fc2,0,1,0,0,0,0,0,1.3962482209391174,1.6440380549233464,0.0,1.4058698437717647,1.1432798427624578,1,11.0,1,1,-1.1914690298183863,-1.1914690298183859
2016-07-12,air_d473620754bf9fc2,0,0,0,0,0,1,0,1.3404275431117678,1.4300302889705723,0.0,0.6720164673225608,1.3101248399298473,1,19.0,1,1,-0.4831610613834258,-0.48316106138342535
