visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,International cuisine,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2017-02-01,air_6b65745d432fd77f,0,0,0,0,0,0,1,-0.4136227758386059,-0.4681509720575163,0.0,0.09350723347294446,-0.19249959093880384,1,11.0,1,1,-0.5690243531261788,-0.5690243531261792
2017-02-02,air_6b65745d432fd77f,0,0,0,0,1,0,0,-1.0817826445009697,-0.7587274374725267,0.0,0.8889105359263444,-0.8294982373181186,1,20.0,1,1,-0.5811447815203558,-0.5811447815203562
2017-02-03,air_6b65745d432fd77f,1,0,0,0,0,0,0,0.2099931015796005,0.532723519927519,0.0,0.8889105359263444,-0.7804983414427866,1,30.0,1,1,0.6945303069667754,0.694530306966775
2017-02-04,air_6b65745d432fd77f,0,0,1,0,0,0,0,0.5663450315328608,0.4358646981225159,0.0,0.8889105359263444,0.8854981183184979,1,41.0,1,1,1.7353720953167269,1.7353720953167264
2017-02-05,air_6b65745d432fd77f,0,0,0,1,0,0,0,0.12090511909128525,-0.6941548896025241,0.0,-1.464157567164964,0.3954991595651788,1,28.0,1,1,-0.679623262223044,-0.6796232622230445
2017-02-06,air_6b65745d432fd77f,0,1,0,0,0,0,0,0.7890649877536486,1.178448998627542,0.0,-0.2710526134848641,0.34649926368984685,1,8.0,1,1,-1.3916984303809439,-1.3916984303809443
2017-02-07,air_6b65745d432fd77f,0,0,0,0,0,1,0,-0.5917987408152364,-0.6618686156675231,0.0,0.8557687316574528,-0.19249959093880384,1,14.0,1,1,-0.8671111389454699,-0.8671111389454702
2017-02-08,air_6b65745d432fd77f,0,0,0,0,0,0,1,-0.2799908021061332,-0.33900587631751167,0.0,0.8557687316574528,-0.33949927856479967,1,11.0,1,1,-0.39706577528379233,-0.3970657752837927
2017-02-09,air_6b65745d432fd77f,0,0,0,0,1,0,0,-2.0172064606282794,-2.1470372166775755,0.0,-2.292702673887256,-0.7804983414427866,1,24.0,1,1,-0.713711967081667,-0.7137119670816673
2017-02-10,air_6b65745d432fd77f,1,0,0,0,0,0,0,-1.170870626989285,-0.8878725332125309,0.0,-0.967030503131589,-0.5354988620661272,1,24.0,1,1,0.9812541911665255,0.9812541911665251
2017-02-11,air_6b65745d432fd77f,0,0,1,0,0,0,0,-1.2599586094776003,-0.629582341732522,1.0,0.126649037741836,-2.054495634201416,1,37.0,1,1,1.5891694278119666,1.5891694278119661
2017-02-12,air_6b65745d432fd77f,0,0,0,1,0,0,0,-0.8590626882801818,-0.2744333284475096,0.0,0.8557687316574528,-1.4664968836974333,1,19.0,1,1,-0.3485840617070843,-0.3485840617070846
2017-02-13,air_6b65745d432fd77f,0,1,0,0,0,0,0,-0.2799908021061332,-0.08071568483750229,0.0,0.3586416676240778,-0.7804983414427866,1,10.0,1,1,-1.2405718388410492,-1.2405718388410496
2017-02-14,air_6b65745d432fd77f,0,0,0,0,0,1,0,-0.3690787845944485,-0.08071568483750229,0.0,0.6569179060441029,-0.24149948681413577,1,15.0,1,1,-0.5997041874989394,-0.5997041874989397
2017-02-15,air_6b65745d432fd77f,0,0,0,0,0,0,1,-0.19090281961781796,0.24214705451250915,0.0,0.9883359487330196,-0.6824985496921229,1,15.0,1,1,-0.05693625347219975,-0.05693625347220012
2017-02-16,air_6b65745d432fd77f,0,0,0,0,1,0,0,0.16544911033544268,0.532723519927519,0.0,0.9883359487330196,-0.6334986538167909,1,17.0,1,1,-0.04178571797947848,-0.041785717979478845
2017-02-17,air_6b65745d432fd77f,1,0,0,0,0,0,0,2.7935445937407404,2.7604764214425983,0.0,0.4249252761618609,1.0814977018198253,1,14.0,1,1,1.117609010601017,1.1176090106010166
2017-02-18,air_6b65745d432fd77f,0,0,1,0,0,0,0,0.5218010402887033,-0.4358646981225153,0.0,-1.3315903500893973,1.8654960358251358,1,37.0,1,1,1.82135138423792,1.8213513842379196
2017-02-19,air_6b65745d432fd77f,0,0,0,1,0,0,0,-0.3245347933502906,-0.17757450664250593,0.0,0.8889105359263444,-0.48649896619079525,1,22.0,1,1,-0.18420075161105845,-0.1842007516110588
2017-02-20,air_6b65745d432fd77f,0,1,0,0,0,0,0,1.3235928826835401,2.4698999560275876,0.0,-0.43676163482932245,-0.3884991744401315,1,12.0,1,1,-1.4201056844297963,-1.4201056844297966
2017-02-21,air_6b65745d432fd77f,0,0,0,0,0,1,0,-0.3690787845944485,-0.6941548896025241,0.0,0.922052340195236,0.49349895131584265,1,19.0,1,1,-0.5512224739222313,-0.5512224739222317
2017-02-22,air_6b65745d432fd77f,0,0,0,0,0,0,1,0.03181713660296999,-0.4681509720575163,0.0,-0.8676050903249141,-0.7314984455674547,1,4.0,1,1,-0.07663194961273741,-0.07663194961273777
2017-02-23,air_6b65745d432fd77f,0,0,0,0,1,0,0,2.43719266378748,1.3721666422375491,0.0,-1.7955756098538809,2.8454939533317734,1,19.0,1,1,-0.14897575659048148,-0.14897575659048184
2017-02-24,air_6b65745d432fd77f,1,0,0,0,0,0,0,0.2099931015796005,-0.242147054512508,0.0,-1.1327395244760474,1.277497285321153,1,20.0,1,1,1.260024044232597,1.2600240442325965
2017-02-25,air_6b65745d432fd77f,0,0,1,0,0,0,0,0.2545370928237579,0.20986078057750754,0.0,0.3917834718929693,0.4444990554405107,1,48.0,1,1,2.1489817142680177,2.148981714268017
2017-02-26,air_6b65745d432fd77f,0,0,0,1,0,0,0,0.7445209965094912,0.6941548896025247,0.0,0.4912088846996446,0.34649926368984685,1,28.0,1,1,0.03586077642071805,0.03586077642071768
2017-02-27,air_6b65745d432fd77f,0,1,0,0,0,0,0,-0.3245347933502906,-0.7587274374725267,0.0,-1.6298665885094223,0.8364982224431657,1,5.0,1,1,-1.0807336893928399,-1.08073368939284
2017-02-28,air_6b65745d432fd77f,0,0,0,0,0,1,0,-0.6363427320593938,-0.629582341732522,0.0,0.6237761017752114,0.2974993678145151,1,25.0,1,1,-0.43532087740291353,-0.4353208774029139
