visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Toshima-ku Nishiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_8c3175aa5e4fc569,1,0,0,0,0,0,0,1.0771812198556099,1.1524084894456852,0.0,-0.18411678083332816,1.023195428463151,1,40.0,1,1,1.4096034836768994,1.4096034836768996
2016-07-02,air_8c3175aa5e4fc569,0,0,1,0,0,0,0,1.2390257352924854,1.2914681303558777,0.0,0.4813655595280992,1.1775083078399715,1,33.0,1,1,1.5668576315399798,1.56685763153998
2016-07-03,air_8c3175aa5e4fc569,0,0,0,1,0,0,0,1.4933528309790038,1.708647053086456,0.0,0.6677006148292987,1.3097764901629612,1,39.0,1,1,-0.3965619801763286,-0.3965619801763284
2016-07-04,air_8c3175aa5e4fc569,0,1,0,0,0,0,0,1.3315083155421286,1.5232341985395321,0.0,0.5346041467570132,1.1995530048938035,1,9.0,1,1,-1.159507941579025,-1.159507941579025
2016-07-05,air_8c3175aa5e4fc569,0,0,0,0,0,1,0,0.6263286411385991,0.5729933189865484,0.0,-1.3553656998694403,0.8247931549786673,1,36.0,1,1,-0.5000186564020394,-0.5000186564020392
2016-07-06,air_8c3175aa5e4fc569,0,0,0,0,0,0,1,0.7881731565754749,0.7236412633059236,0.0,-0.26397466167669964,0.8578602005594147,1,18.0,1,1,-0.045561693199644204,-0.04556169319964401
2016-07-07,air_8c3175aa5e4fc569,0,0,0,0,1,0,0,1.2852670254173066,1.859294997405832,0.0,2.0519038827810676,1.0121730799362352,1,64.0,1,1,-0.11177396598409914,-0.11177396598409894
2016-07-08,air_8c3175aa5e4fc569,1,0,0,0,0,0,0,1.0425002522619935,1.059702062172223,0.0,-0.7963605339658414,1.0342177769900671,1,49.0,1,1,1.2056997799884075,1.2056997799884077
2016-07-09,air_8c3175aa5e4fc569,0,0,1,0,0,0,0,0.7072508988570368,0.49187519512226896,0.0,-1.3553656998694403,0.8358155035055832,1,108.0,1,1,1.506288450186018,1.5062884501860185
2016-07-10,air_8c3175aa5e4fc569,0,0,0,1,0,0,0,1.0771812198556099,1.233526613309964,0.0,1.7590916530220393,0.8247931549786673,1,67.0,1,1,-0.23780300793178324,-0.23780300793178305
2016-07-11,air_8c3175aa5e4fc569,0,1,0,0,0,0,0,1.3546289606045392,1.488469288311984,0.0,1.9720460019376962,1.0562624740438984,1,20.0,1,1,-1.2095433522627326,-1.2095433522627324
2016-07-12,air_8c3175aa5e4fc569,0,0,0,0,0,1,0,1.250586057823691,1.2914681303558777,0.0,0.32164979784135644,1.3097764901629612,1,23.0,1,1,-0.48497041258739054,-0.4849704125873904
2016-07-13,air_8c3175aa5e4fc569,0,0,0,0,0,0,1,1.0193796071995829,0.8047593871702031,0.0,-1.3553656998694403,1.1885306563668876,1,28.0,1,1,-0.4123626361817099,-0.4123626361817097
