visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_c2626f5f86d57342,1,0,0,0,0,0,0,1.100122710594934,1.2247333483204397,0.0,0.5840882459561281,0.9381482048797234,1,35.0,1,1,1.2977493600471641,1.2977493600471643
2016-07-02,air_c2626f5f86d57342,0,0,1,0,0,0,0,1.3869146138933577,1.280141503977881,0.0,0.0325756090481368,1.4706063753941434,1,26.0,1,1,1.450599697104426,1.4505996971044262
2016-07-04,air_c2626f5f86d57342,0,1,0,0,0,0,0,1.4328013184211053,1.4574476020816929,0.0,0.45277571335898725,1.4040491040798406,1,34.0,1,1,-1.1994155963261386,-1.1994155963261386
2016-07-05,air_c2626f5f86d57342,0,0,0,0,0,1,0,1.3983862900252944,1.4463659709502046,0.0,1.398225948058401,1.2709345614512357,1,7.0,1,1,-0.5583949244089619,-0.5583949244089618
2016-07-06,air_c2626f5f86d57342,0,0,0,0,0,0,1,1.329556233233673,1.3466312907668105,0.0,1.6871135197721108,1.2709345614512357,1,12.0,1,1,-0.11666476372673176,-0.11666476372673161
2016-07-07,air_c2626f5f86d57342,0,0,0,0,1,0,0,1.134537738990745,1.1028354058740697,0.0,0.6366132589949844,1.1600057759273983,1,17.0,1,1,-0.18102280038242094,-0.18102280038242077
2016-07-08,air_c2626f5f86d57342,1,0,0,0,0,0,0,0.7674441027687624,0.5930803738256106,0.0,-1.385599743000984,0.8715909335654207,1,30.0,1,1,1.0995558608006668,1.099555860800667
2016-07-09,air_c2626f5f86d57342,0,0,1,0,0,0,0,0.9165758924839428,0.8590395209813282,0.0,-0.09873692354900401,0.9492410834321073,1,36.0,1,1,1.3917267203909829,1.391726720390983
2016-07-11,air_c2626f5f86d57342,0,1,0,0,0,0,0,1.0312926538033123,0.8257946275868634,0.0,-1.3068122234426995,1.1710986544797821,1,25.0,1,1,-1.2480497944807218,-1.2480497944807218
2016-07-12,air_c2626f5f86d57342,0,0,0,0,0,1,0,1.1574810912546187,1.2358149794519282,0.0,-0.5977245474181392,1.1710986544797821,1,6.0,1,1,-0.5437680978963053,-0.5437680978963052
2016-07-13,air_c2626f5f86d57342,0,0,0,0,0,0,1,1.0312926538033123,0.8479578898498398,0.0,-1.359337236481556,1.0823556260607121,1,8.0,1,1,-0.47319365997273705,-0.47319365997273694
2016-07-14,air_c2626f5f86d57342,0,0,0,0,1,0,0,1.1230660628588078,1.1139170370055573,0.0,1.1093383763446913,1.1378200188226308,1,18.0,1,1,-0.26256735819048166,-0.2625673581904815
2016-07-15,air_c2626f5f86d57342,1,0,0,0,0,0,0,0.9051042163520061,0.8590395209813282,0.0,1.398225948058401,1.0157983547464096,1,25.0,1,1,0.8925862656465755,0.8925862656465757
2016-07-16,air_c2626f5f86d57342,0,0,1,0,0,0,0,1.1460094151226816,1.335549659635322,0.0,0.1638881416452776,0.9825197190892582,1,37.0,1,1,1.3343164263288056,1.3343164263288059
2016-07-17,air_c2626f5f86d57342,0,0,0,1,0,0,0,1.0312926538033123,0.9476925700332341,0.0,0.2689381677229901,1.126727140270247,1,34.0,1,1,0.43110988917225895,0.4311098891722591
2016-07-19,air_c2626f5f86d57342,0,0,0,0,0,1,0,1.054236006067186,1.0252639879536518,0.0,1.5032759741361137,1.0601698689559447,1,21.0,1,1,-0.8867671796181033,-0.8867671796181031
2016-07-20,air_c2626f5f86d57342,0,0,0,0,0,0,1,1.0427643299352494,1.0363456190851401,0.0,1.0305508567864066,1.1378200188226308,1,18.0,1,1,-0.41724604856182546,-0.41724604856182534
2016-07-21,air_c2626f5f86d57342,0,0,0,0,1,0,0,0.9739342731436276,0.9587742011647222,0.0,1.7396385328109674,1.037984111851177,1,25.0,1,1,-0.20186602816295662,-0.20186602816295646
