visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-07,air_ab3ae0e410b20069,0,0,0,0,1,0,0,-0.8298092498698841,-0.8624781074183305,0.0,-0.11448462263695229,-0.8456731932933033,1,29.0,1,1,-1.258821804245459,-1.258821804245459
2016-01-08,air_ab3ae0e410b20069,1,0,0,0,0,0,0,-1.068538450956605,-1.1121519482295144,0.0,0.8527476049369487,-1.0139337511320226,1,39.0,1,1,-0.9229339819050869,-0.9229339819050869
2016-01-09,air_ab3ae0e410b20069,0,0,1,0,0,0,0,-1.005714976986415,-1.0247661039456002,0.0,0.9023492576330465,-1.0499895849546053,1,14.0,1,1,-0.6636968301670285,-0.6636968301670285
2016-01-10,air_ab3ae0e410b20069,0,0,0,1,0,0,0,-0.9303268082221874,-0.8624781074183305,0.0,0.9519509103291438,-1.0980640300513822,1,27.0,1,1,-0.9506912014919713,-0.9506912014919713
2016-01-11,air_ab3ae0e410b20069,0,1,0,0,0,0,0,-1.030844366574491,-1.1620867163917512,1.0,-0.4864970178576835,-0.9298034722126629,1,8.0,1,1,-1.3140815900285225,-1.3140815900285225
2016-01-12,air_ab3ae0e410b20069,0,0,0,0,0,1,0,-1.4957380739538944,-1.711369166176356,0.0,-1.304924287343292,-1.2783431991642957,1,27.0,1,1,-1.3680681088580593,-1.3680681088580593
2016-01-13,air_ab3ae0e410b20069,0,0,0,0,0,0,1,-1.3826558208075532,-1.261956252716225,0.0,0.8527476049369487,-1.494678202099792,1,29.0,1,1,-1.1633267827309484,-1.1633267827309484
2016-01-14,air_ab3ae0e410b20069,0,0,0,0,1,0,0,-1.1690560093089082,-1.0497334880267184,0.0,0.9519509103291438,-1.3624734780836554,1,16.0,1,1,-1.0703782951234913,-1.0703782951234913
2016-01-15,air_ab3ae0e410b20069,1,0,0,0,0,0,0,-1.21931478848506,-1.1121519482295144,0.0,0.7039426468486564,-1.1461384751481591,1,20.0,1,1,-0.7933154060360578,-0.7933154060360578
2016-01-16,air_ab3ae0e410b20069,0,0,1,0,0,0,0,-1.1062325353387186,-0.9997987198644815,0.0,0.9519509103291438,-1.1701756976965476,1,26.0,1,1,-0.6453617860362425,-0.6453617860362425
