visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_9ae7081cb77dc51e,1,0,0,0,0,0,0,1.0608920376259805,1.1361540974357112,0.0,-0.18179098364336668,1.0074605695487386,1,22.0,1,1,1.4177929366849595,1.4177929366849598
2016-07-02,air_9ae7081cb77dc51e,0,0,1,0,0,0,0,1.2229141922121058,1.2754376091424742,0.0,0.48151563571090933,1.1618434702392926,1,27.0,1,1,1.5793135059098542,1.5793135059098546
2016-07-03,air_9ae7081cb77dc51e,0,0,0,1,0,0,0,1.4775204351331601,1.6932881442627632,0.0,0.6672414891301064,1.294171670831196,1,17.0,1,1,-0.4373751323311173,-0.4373751323311167
2016-07-04,air_9ae7081cb77dc51e,0,1,0,0,0,0,0,1.3154982805470348,1.5075767953204122,0.0,0.5345801652592512,1.1838981703379434,1,2.0,1,1,-1.2210203820633823,-1.2210203820633814
2016-07-05,air_9ae7081cb77dc51e,0,0,0,0,0,1,0,0.6095446069932022,0.5558061319908651,0.0,-1.3492106337068925,0.8089682686608836,1,15.0,1,1,-0.5436386647159165,-0.5436386647159159
2016-07-06,air_9ae7081cb77dc51e,0,0,0,0,0,0,1,0.7715667615793279,0.7066966030065248,0.0,-0.26138777796588,0.8420503188088595,1,16.0,1,1,-0.07685194791287117,-0.07685194791287062
2016-07-07,air_9ae7081cb77dc51e,0,0,0,0,1,0,0,1.2692062363795702,1.8441786152784236,0.0,2.0469192573870005,0.9964332194994133,1,21.0,1,1,-0.14486060863914269,-0.1448606086391421
2016-07-08,air_9ae7081cb77dc51e,1,0,0,0,0,0,0,1.0261730045003823,1.043298422964536,0.0,-0.7920330734493006,1.0184879195980643,1,30.0,1,1,1.208357174675646,1.2083571746756465
2016-07-09,air_9ae7081cb77dc51e,0,0,1,0,0,0,0,0.6905556842862649,0.47455741682858643,0.0,-1.3492106337068925,0.8199956187102091,1,30.0,1,1,1.5171010378591172,1.5171010378591177
2016-07-10,air_9ae7081cb77dc51e,0,0,0,1,0,0,0,1.0608920376259805,1.2174028125979897,0.0,1.755064344871119,0.8089682686608836,1,15.0,1,1,-0.2743089117260799,-0.27430891172607935
2016-07-11,air_9ae7081cb77dc51e,0,1,0,0,0,0,0,1.338644302630767,1.472755917393722,0.0,1.9673224630644874,1.0405426196967147,1,3.0,1,1,-1.2724132904531213,-1.2724132904531207
2016-07-12,air_9ae7081cb77dc51e,0,0,0,0,0,1,0,1.2344872032539722,1.2754376091424742,0.0,0.3223220470658829,1.294171670831196,1,23.0,1,1,-0.5281821509144912,-0.5281821509144906
2016-07-13,air_9ae7081cb77dc51e,0,0,0,0,0,0,1,1.00302698241665,0.7879453181688036,0.0,-1.3492106337068925,1.172870820288618,1,18.0,1,1,-0.4536044718226139,-0.4536044718226133
2016-07-14,air_9ae7081cb77dc51e,0,0,0,0,1,0,0,1.0956110707515785,1.4031141615403402,0.0,-0.314452307514222,0.9302691192034619,1,19.0,1,1,-0.23103067308208897,-0.23103067308208838
2016-07-15,air_9ae7081cb77dc51e,1,0,0,0,0,0,0,0.6674096622025327,0.3700947830485143,0.0,-1.3492106337068925,0.897187069055486,1,23.0,1,1,0.9896475043854774,0.9896475043854779
2016-07-16,air_9ae7081cb77dc51e,0,0,1,0,0,0,0,0.887296871997989,0.7995522774777003,0.0,-0.9246943973201558,0.7979409186115586,1,32.0,1,1,1.4564342211885228,1.4564342211885233
