visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.0331395309849332,1.0403192592830357,0.0,0.8959776254503916,1.0042824330882745,1,28.0,1,1,1.389271731980687,1.389271731980687
2016-07-02,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.2469109659675903,1.2729812117683428,0.0,1.7095781933962635,1.1531963331401989,1,47.0,1,1,1.5419190573752275,1.5419190573752275
2016-07-03,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.278976681214989,1.2021710523162925,0.0,1.3570179472863855,1.334020354631821,1,32.0,1,1,-0.36398140012263364,-0.36398140012263364
2016-07-04,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.3110423964623872,1.2830969488329216,0.0,1.1400577958341531,1.312746940338689,1,16.0,1,1,-1.1045765577784417,-1.1045765577784417
2016-07-05,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.3110423964623872,1.455064478930757,0.0,1.601098117670147,1.2489266974592927,1,27.0,1,1,-0.464407272092726,-0.464407272092726
2016-07-06,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.2148452507201917,1.1515923669933996,0.0,1.1942978336972112,1.2170165760195948,1,29.0,1,1,-0.023263805402284055,-0.023263805402284055
2016-07-07,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.278976681214989,1.2932126858975004,0.0,1.5197380608755597,1.2702001117524246,1,25.0,1,1,-0.08753636346314314,-0.08753636346314314
2016-07-08,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.0010738157375345,0.8481202550560425,0.0,-1.517704059455695,0.9510988973554444,1,13.0,1,1,1.1913414679523597,1.1913414679523597
2016-07-09,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,0.7124823785109476,0.524416668989528,0.0,-1.2193838512088753,0.8021849973035203,1,41.0,1,1,1.4831242741491006,1.4831242741491006
2016-07-10,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.1186481049779962,1.0706664704767712,0.0,0.4891773414774557,1.1000127974073688,1,66.0,1,1,-0.2098733347721647,-0.2098733347721647
2016-07-11,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.193468107221926,1.1920553152517146,0.0,0.028137019641461584,1.2382899903127267,1,17.0,1,1,-1.1531461613130682,-1.1531461613130682
2016-07-12,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.1400252484762616,0.9593933627664066,0.0,-1.2736238890719334,1.2489266974592927,1,31.0,1,1,-0.4497998725334398,-0.4497998725334398
2016-07-13,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.107959533228863,0.8177730438623066,0.0,-1.490584040524166,1.2489266974592927,1,36.0,1,1,-0.3793191696598841,-0.3793191696598841
2016-07-14,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.0545166744831989,1.0908979446059286,0.0,0.1637371142991069,1.1425596259936326,1,17.0,1,1,-0.16897261600616345,-0.16897261600616345
2016-07-15,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,0.8407452395005418,0.6154583025707351,0.0,-1.4634640215926367,1.0042824330882745,1,16.0,1,1,0.9846467641884606,0.9846467641884606
2016-07-16,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,0.9903852439884016,0.9695090998309854,0.0,-0.2701831886053582,0.9404621902088786,1,32.0,1,1,1.4257902308789026,1.4257902308789026
2016-07-17,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.1293366767271287,0.9290461515726712,0.0,-1.3007439080034624,1.1638330402867647,1,47.0,1,1,0.5237833080929825,0.5237833080929825
2016-07-18,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.1400252484762616,1.08078220754135,1.0,1.3027779094233274,1.1106495045539346,1,29.0,1,1,-0.9632499670423481,-0.9632499670423481
2016-07-19,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.1507138202253944,1.1920553152517146,0.0,1.7638182312593214,1.0787393831142364,1,26.0,1,1,-0.7923433921987001,-0.7923433921987001
2016-07-20,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.09727096147973,1.2527497376391854,0.0,2.143498496300728,0.9617356045020105,1,16.0,1,1,-0.32344586634561456,-0.32344586634561456
2016-07-21,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.0652052462323318,1.0908979446059286,0.0,0.8959776254503916,0.9723723116485763,1,41.0,1,1,-0.10835190783512591,-0.10835190783512591
2016-07-22,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.09727096147973,1.2628654747037642,0.0,1.1671778147656822,0.9723723116485763,1,18.0,1,1,1.046728212315427,1.046728212315427
2016-07-23,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.043828102734066,1.1010136816705067,0.0,1.22141785262874,1.0149191402348405,1,39.0,1,1,1.3545791580273825,1.3545791580273825
2016-07-24,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,0.9903852439884016,0.9593933627664066,0.0,-0.21594315074230006,1.0042824330882745,1,38.0,1,1,-0.3855273144725807,-0.3855273144725807
2016-07-25,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.0117623874866675,0.8784674662497783,0.0,-1.1922638322773462,1.1851064545798966,1,27.0,1,1,-1.012549940554939,-1.012549940554939
2016-07-26,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,0.9155652417444716,0.7267314102810996,0.0,-1.517704059455695,1.0574659688211046,1,25.0,1,1,-0.3000740270507567,-0.3000740270507567
2016-07-27,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.0865823897305975,1.0908979446059286,0.0,0.35357724681981034,1.0468292616745387,1,22.0,1,1,-0.10177857803344714,-0.10177857803344714
2016-07-28,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.193468107221926,1.1617081040579784,0.0,-0.2701831886053582,1.1851064545798966,1,19.0,1,1,0.11769760034482735,0.11769760034482735
2016-07-29,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.182779535472793,1.171823841122557,0.0,0.7061374929296879,1.1425596259936326,1,32.0,1,1,1.2870199350656841,1.2870199350656841
2016-07-30,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.2682881094658558,1.404485793607864,0.0,1.7366982123277923,1.3021102331921228,1,42.0,1,1,1.4024183915840447,1.4024183915840447
2016-07-31,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.2896652529641215,1.3539071082849712,0.0,1.3570179472863855,1.3021102331921228,1,31.0,1,1,-0.34170511579472224,-0.34170511579472224
2016-08-01,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.3431081117097858,1.313444160026657,0.0,1.3027779094233274,1.280836818898991,1,17.0,1,1,-1.0658669489463335,-1.0658669489463335
2016-08-02,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.2896652529641215,1.2729812117683428,0.0,0.1637371142991069,1.334020354631821,1,24.0,1,1,-0.7189412094132872,-0.7189412094132872
2016-08-03,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.278976681214989,1.3235598970912357,0.0,0.7061374929296879,1.2276532831661608,1,16.0,1,1,-0.27889329768979176,-0.27889329768979176
2016-08-04,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.3644852552080513,1.4651802159953358,0.0,1.1400577958341531,1.259563404605859,1,11.0,1,1,-0.1543652164468773,-0.1543652164468773
2016-08-05,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.3644852552080513,1.455064478930757,0.0,1.004457701176508,1.397840597511217,1,26.0,1,1,0.8787431173836361,0.8787431173836361
2016-08-06,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.332419539960653,1.5157589013182287,0.0,0.40781728468286826,1.4297507189509149,1,33.0,1,1,0.6406425045672717,0.6406425045672717
2016-08-07,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.3858623987063174,1.5056431642536499,0.0,1.4926180419440307,1.3233836474852547,1,45.0,1,1,-0.535618344944246,-0.535618344944246
2016-08-08,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.4393052574519816,1.455064478930757,0.0,1.7909382501908504,1.387203890364651,1,40.0,1,1,-1.0476076994972257,-1.0476076994972257
2016-08-09,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.3751738269571845,1.3539071082849712,0.0,1.3027779094233274,1.397840597511217,1,25.0,1,1,-0.229593324177201,-0.229593324177201
2016-08-10,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.2575995377167228,1.3437913712203933,0.0,1.7366982123277923,1.2170165760195948,1,37.0,1,1,0.7575017010415609,0.7575017010415609
2016-08-11,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.2362223942184571,1.444948741866179,1.0,1.8722983069854378,1.0574659688211046,1,45.0,1,1,0.4522070502524803,0.4522070502524803
2016-08-12,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.278976681214989,1.36402284534955,0.0,1.953658363780025,1.1531963331401989,1,37.0,1,1,0.026766538088271025,0.026766538088271025
2016-08-13,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.332419539960653,1.3741385824141288,1.0,1.7095781933962635,1.2702001117524246,1,35.0,1,1,0.19000422816329382,0.19000422816329382
2016-08-14,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.3003538247132544,1.3741385824141288,1.0,1.004457701176508,1.2914735260455568,1,33.0,1,1,-0.8292270760858976,-0.8292270760858976
2016-08-15,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.278976681214989,1.3741385824141288,1.0,-0.05322303715312555,1.3233836474852547,1,38.0,1,1,-1.3463290204846277,-1.3463290204846277
2016-08-16,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.3217309682115201,1.3539071082849712,0.0,0.7603775307927463,1.206379868873029,1,28.0,1,1,-1.2305653789772848,-1.2305653789772848
2016-08-17,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.2041566789710587,1.1819395781871358,0.0,-0.7041034915098231,1.206379868873029,1,27.0,1,1,-0.7364700888844306,-0.7364700888844306
2016-08-18,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.3537966834589188,1.4247172677370217,0.0,0.1637371142991069,1.2914735260455568,1,25.0,1,1,-0.4655028270596724,-0.4655028270596724
2016-08-19,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.4286166857028486,1.637147746093172,0.0,0.5434173793405136,1.408477304657783,1,41.0,1,1,0.8425898034744028,0.8425898034744028
2016-08-20,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.492748116197646,1.5865690607702791,0.0,1.3027779094233274,1.387203890364651,1,45.0,1,1,0.7271913469560422,0.7271913469560422
2016-08-21,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.4606824009502473,1.5157589013182287,0.0,1.4654980230125016,1.4403874260974812,1,51.0,1,1,-0.7244189842480195,-0.7244189842480195
2016-08-22,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.4393052574519816,1.455064478930757,0.0,0.5976574172035718,1.5254810832700092,1,20.0,1,1,-1.891185024046001,-1.891185024046001
2016-08-23,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,1.3537966834589188,1.4146015306724429,0.0,-0.026103018221596587,1.408477304657783,1,28.0,1,1,-0.5290450151425672,-0.5290450151425672
2016-08-24,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.2575995377167228,1.3741385824141288,0.0,-0.4600233211260616,1.2914735260455568,1,34.0,1,1,-0.34243548577268657,-0.34243548577268657
2016-08-25,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.2896652529641215,1.4146015306724429,0.0,0.8688576065188626,1.259563404605859,1,33.0,1,1,-0.215351109606897,-0.215351109606897
2016-08-26,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.3003538247132544,1.3539071082849712,0.0,1.1942978336972112,1.280836818898991,1,27.0,1,1,1.1351029796491081,1.1351029796491081
2016-08-27,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.0545166744831989,1.0403192592830357,0.0,0.13661709536757768,1.1531963331401989,1,56.0,1,1,1.196819242787092,1.196819242787092
2016-08-28,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,0.969008100490136,1.0302035222184571,0.0,-0.7312235104413521,0.9936457259417086,1,47.0,1,1,-0.18467557053239608,-0.18467557053239608
2016-08-29,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,0.7338595220092132,0.6356897766998921,0.0,-1.517704059455695,0.6958179258378602,1,43.0,1,1,-1.3317216209253415,-1.3317216209253415
2016-08-30,air_8e4360a64dbd4c50,0,0,0,0,0,1,0,0.7552366655074789,0.6356897766998921,0.0,1.22141785262874,0.7277280472775582,1,21.0,1,1,-0.5549731493603001,-0.5549731493603001
2016-08-31,air_8e4360a64dbd4c50,0,0,0,0,0,0,1,1.0652052462323318,0.9897405739601425,0.0,1.8180582691223797,1.1106495045539346,1,33.0,1,1,-0.13391485706387668,-0.13391485706387668
2016-09-01,air_8e4360a64dbd4c50,0,0,0,0,1,0,0,1.107959533228863,1.08078220754135,0.0,1.3298979283548564,0.9830090187951425,1,19.0,1,1,-0.5195502054290312,-0.5195502054290312
2016-09-02,air_8e4360a64dbd4c50,1,0,0,0,0,0,0,1.1186481049779962,1.2325182635100287,0.0,1.4383780040809728,0.9617356045020105,1,34.0,1,1,0.6603624939723081,0.6603624939723081
2016-09-03,air_8e4360a64dbd4c50,0,0,1,0,0,0,0,1.2148452507201917,1.2122867893808713,0.0,-0.026103018221596587,1.1531963331401989,1,34.0,1,1,1.2307814467624323,1.2307814467624323
2016-09-04,air_8e4360a64dbd4c50,0,0,0,1,0,0,0,1.2469109659675903,1.3033284229620783,0.0,0.5434173793405136,1.206379868873029,1,53.0,1,1,-0.6586856862312318,-0.6586856862312318
2016-09-05,air_8e4360a64dbd4c50,0,1,0,0,0,0,0,1.0545166744831989,0.9897405739601425,0.0,-0.8125835672359393,1.1531963331401989,1,34.0,1,1,-1.242616483613696,-1.242616483613696
