visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Kōtō-ku Tōyō,total_area_visitors,total_genre_visitors
2016-07-01,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,1.1121325732309417,1.213292115147111,0.0,0.8856639939431689,1.0723405924888147,1,25.0,1,1,1.2709579619222684,1.270957961922268
2016-07-02,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,1.028586604764753,0.8836998400321826,0.0,0.3012004975182253,1.0946286700097232,1,28.0,1,1,1.4295120752934183,1.4295120752934178
2016-07-03,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.14793798828788,1.33536332815264,0.0,0.7840181684779616,1.1726369413329032,1,2.0,1,1,-0.5501384454817774,-0.5501384454817774
2016-07-05,air_4d90a22572fa1ec9,0,0,0,0,0,1,0,0.6466621774907461,0.6395574140211245,0.0,-1.4521899917566061,0.804883662237911,1,25.0,1,1,-0.6544503621733234,-0.6544503621733234
2016-07-06,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,0.7660135610138731,0.6639716566222302,0.0,-0.30867445527302045,0.8160277009983654,1,24.0,1,1,-0.1962365608519139,-0.196236560851914
2016-07-07,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.1837434033448178,1.518470147660933,0.0,1.4955389467344145,1.050052514967906,1,27.0,1,1,-0.2629961875345034,-0.26299618753450343
2016-07-08,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,0.9808460513555018,0.9935639317371586,0.0,-0.8423150389653604,0.9831882824051801,1,13.0,1,1,1.0653686570247485,1.0653686570247483
2016-07-09,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,0.7660135610138731,0.5296933223161482,0.0,-1.4521899917566061,0.8828919335610914,1,31.0,1,1,1.3684421895212768,1.3684421895212764
2016-07-10,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.0643920198216907,1.213292115147111,0.0,1.368481664902905,0.871747894800637,1,20.0,1,1,-0.3900670678678413,-0.39006706786784134
2016-07-12,air_4d90a22572fa1ec9,0,0,0,0,0,1,0,1.2314839567540687,1.2743277216498754,0.0,0.9364869066757728,1.2729332901769923,1,25.0,1,1,-0.6392777197454622,-0.6392777197454622
2016-07-13,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,1.1001974348786288,0.8470784761305238,0.0,-1.4521899917566061,1.2395011738956294,1,32.0,1,1,-0.5660697200310317,-0.5660697200310317
2016-07-14,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.1956785416971305,1.4818487837592746,0.0,-0.1562057170752091,0.9943323211656345,1,14.0,1,1,-0.3475836690698298,-0.34758366906982985
2016-07-15,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,0.7302081459569354,0.5174862010155955,0.0,-1.4521899917566061,0.9274680886029085,1,32.0,1,1,0.8506757666705119,0.8506757666705116
2016-07-16,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,0.9331054979462512,0.9325283252343941,0.0,-0.943960864430568,0.838315778519274,1,12.0,1,1,1.3088895679919215,1.308889567991921
2016-07-17,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.0643920198216907,0.8104571122288651,0.0,-1.4521899917566061,1.2172130963747207,1,27.0,1,1,0.3719788980714897,0.3719788980714895
2016-07-18,air_4d90a22572fa1ec9,0,1,0,0,0,0,0,1.4105110320387593,1.4818487837592746,1.0,0.4536692357160366,1.3620856002606265,1,21.0,1,1,-1.172596101084785,-1.1725961010847847
2016-07-20,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,1.1598731266401923,1.1522565086443464,0.0,0.14873175932041377,1.0389084762074516,1,15.0,1,1,-0.5080343627444625,-0.5080343627444625
2016-07-21,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,0.6705324541953719,0.5296933223161482,0.0,-1.4521899917566061,0.871747894800637,1,22.0,1,1,-0.2846172029942057,-0.2846172029942057
2016-07-22,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,0.6466621774907461,0.33437938150730195,0.0,-1.4521899917566061,0.8494598172797284,1,38.0,1,1,0.9151594969889222,0.9151594969889219
2016-07-23,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,0.7063378692523096,0.6029360501194657,0.0,-0.943960864430568,0.7603075071960939,1,32.0,1,1,1.2349229361560978,1.2349229361560976
2016-07-24,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,0.8734298061846877,0.9691496891360528,0.0,0.35202341025082895,0.7045873133938223,1,22.0,1,1,-0.5725180930628727,-0.5725180930628727
2016-07-27,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,0.9211703595939383,0.8104571122288651,0.0,-1.0964296026283795,1.0946286700097232,1,16.0,1,1,-0.2777895139016681,-0.2777895139016681
2016-07-28,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.1598731266401923,1.1034280234421345,0.0,1.16519001397249,1.1614929025724492,1,22.0,1,1,-0.0498205614230529,-0.04982056142305301
2016-07-29,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,1.2434190951063813,1.3109490855515342,0.0,1.927533704961547,1.1837809800933579,1,30.0,1,1,1.1647494649272396,1.1647494649272392
2016-07-30,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,1.3389002019248828,1.4330202985570633,0.0,1.876710792228943,1.06119655372836,1,27.0,1,1,1.2846133401073434,1.2846133401073432
2016-07-31,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.2911596485156323,1.1644636299448992,0.0,0.27578904115192326,1.3175094452188094,1,29.0,1,1,-0.527000165779289,-0.527000165779289
2016-08-02,air_4d90a22572fa1ec9,0,0,0,0,0,1,0,1.1001974348786288,0.9813568104366055,0.0,-1.0201952335294737,1.06119655372836,1,6.0,1,1,-0.9188336564788057,-0.9188336564788055
2016-08-03,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,1.3269650635725705,1.4330202985570633,0.0,0.27578904115192326,1.2840773289374465,1,23.0,1,1,-0.4617578033394857,-0.4617578033394857
2016-08-04,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.3985758936864463,1.506263026360381,0.0,1.393893121269207,1.3955177165419896,1,14.0,1,1,-0.3324110266419686,-0.3324110266419686
2016-08-05,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,1.3627704786295083,1.3109490855515342,0.0,1.7750649667637355,1.4289498328233525,1,25.0,1,1,0.7406741090685179,0.7406741090685176
2016-08-06,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,1.4463164470956975,1.4696416624587216,0.0,1.5717733158333205,1.440093871583807,1,20.0,1,1,0.4933600374943796,0.4933600374943794
2016-08-07,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.4463164470956975,1.506263026360381,0.0,1.419304577635509,1.3509415615001725,1,14.0,1,1,-0.7284169940091471,-0.728416994009147
2016-08-08,air_4d90a22572fa1ec9,0,1,0,0,0,0,0,1.494057000504948,1.4818487837592746,0.0,-0.23244008617411477,1.417805794062898,1,2.0,1,1,-1.2602181111056836,-1.2602181111056834
2016-08-09,air_4d90a22572fa1ec9,0,0,0,0,0,1,0,1.7924354593127656,2.1288262126885784,0.0,0.32661195388452713,1.440093871583807,1,12.0,1,1,-0.41055013514545396,-0.410550135145454
2016-08-10,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,1.4821218621526353,1.5795057541636977,0.0,-0.10538280434260525,1.3955177165419896,1,30.0,1,1,0.6147411769172696,0.6147411769172694
2016-08-11,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.255354233458694,1.2010849938465578,1.0,-0.5882004753023414,1.339797522739718,1,8.0,1,1,0.2976329501749696,0.2976329501749694
2016-08-12,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,1.1956785416971305,1.3109490855515342,0.0,0.27578904115192326,1.2060690576142663,1,26.0,1,1,-0.14427026053648914,-0.14427026053648923
2016-08-13,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,1.1837434033448178,1.2743277216498754,1.0,1.0127212757746784,1.1503488638119947,1,28.0,1,1,0.025284018594860257,0.025284018594860132
2016-08-14,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.1598731266401923,1.2621206003493224,1.0,-0.02914843524369959,1.1169167475306316,1,35.0,1,1,-1.033387106809158,-1.033387106809158
2016-08-19,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,1.3508353402771958,1.33536332815264,0.0,0.3012004975182253,1.3843736777815354,1,26.0,1,1,0.7031218190595613,0.7031218190595611
2016-08-20,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,1.2076136800494435,1.2621206003493224,0.0,-0.5627890189360395,1.2617892514165379,1,36.0,1,1,0.5832579438794575,0.5832579438794573
2016-08-21,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,1.4105110320387593,1.506263026360381,0.0,0.656960886646452,1.3175094452188094,1,26.0,1,1,-0.9245233973892536,-0.9245233973892535
2016-08-23,air_4d90a22572fa1ec9,0,0,0,0,0,1,0,1.2314839567540687,1.091220902141582,0.0,-0.7152577571338509,1.2840773289374465,1,19.0,1,1,-0.7215893049166094,-0.7215893049166094
2016-08-24,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,1.2314839567540687,1.4330202985570633,0.0,0.377434866617131,1.1949250188538119,1,34.0,1,1,-0.527758797900682,-0.527758797900682
2016-08-25,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.3627704786295083,1.4452274198576163,0.0,1.7242420540311318,1.228357135135175,1,22.0,1,1,-0.3957568087782893,-0.3957568087782893
2016-08-26,air_4d90a22572fa1ec9,1,0,0,0,0,0,0,1.374705616981821,1.4086060559559572,0.0,1.7242420540311318,1.2506452126560834,1,20.0,1,1,1.0069539836774828,1.0069539836774823
2016-08-27,air_4d90a22572fa1ec9,0,0,1,0,0,0,0,0.9689109130031894,0.9447354465349471,0.0,-1.0456066898957754,0.9274680886029085,1,28.0,1,1,1.0710583979351964,1.0710583979351962
2016-08-28,air_4d90a22572fa1ec9,0,0,0,1,0,0,0,0.7421432843092478,0.5296933223161482,0.0,-1.4521899917566061,0.871747894800637,1,21.0,1,1,-0.3638942596797807,-0.3638942596797807
2016-08-29,air_4d90a22572fa1ec9,0,1,0,0,0,0,0,1.1837434033448178,1.2254992364476636,0.0,-0.5627890189360395,1.050052514967906,1,2.0,1,1,-1.5553260063275849,-1.5553260063275847
2016-08-30,air_4d90a22572fa1ec9,0,0,0,0,0,1,0,1.1001974348786288,1.0179781743382643,0.0,-1.2743097971924926,1.1057727087701776,1,23.0,1,1,-0.7485207452260632,-0.7485207452260632
2016-08-31,air_4d90a22572fa1ec9,0,0,0,0,0,0,1,1.1718082649925052,1.0668066595404762,0.0,1.5971847721996222,1.2172130963747207,1,21.0,1,1,-0.3111693272429628,-0.31116932724296287
2016-09-01,air_4d90a22572fa1ec9,0,0,0,0,1,0,0,1.1718082649925052,1.1278422660432408,0.0,1.4701274903681127,1.1503488638119947,1,22.0,1,1,-0.7117270873384997,-0.7117270873384997
