visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-07-01,air_97e0f2feec4d577a,1,0,0,0,0,0,0,1.1093481469448363,1.2529864731021352,0.0,-0.6037174762577058,1.022109529406803,1,14.0,1,1,1.3181888842701706,1.3181888842701706
2016-07-02,air_97e0f2feec4d577a,0,0,1,0,0,0,0,1.2328158657602848,1.377173170087582,0.0,-0.08220598945615558,1.1693482651321054,1,20.0,1,1,1.4741123453593514,1.4741123453593514
2016-07-03,air_97e0f2feec4d577a,0,0,0,1,0,0,0,1.6032190222066314,1.8513405585774685,0.0,0.41185752435583917,1.2745187906501787,1,56.0,1,1,-0.4726927824503002,-0.4726927824503002
2016-07-04,air_97e0f2feec4d577a,0,1,0,0,0,0,0,1.3787322607239971,1.6029671646065757,0.0,0.32951360538717345,1.2850358432019862,1,10.0,1,1,-1.2291826845767562,-1.2291826845767562
2016-07-05,air_97e0f2feec4d577a,0,0,0,0,0,1,0,0.6379259478313046,0.553025090093254,0.0,-1.3722607199652532,0.8222855309224635,1,16.0,1,1,-0.575274006851077,-0.575274006851077
2016-07-06,air_97e0f2feec4d577a,0,0,0,0,0,0,1,0.8624127093139388,0.8691366824198454,0.0,-0.8781972061532584,0.864353741129693,1,13.0,1,1,-0.12466266475602832,-0.12466266475602832
2016-07-08,air_97e0f2feec4d577a,1,0,0,0,0,0,0,1.075675132722441,1.1513791755685878,0.0,-0.7958532871845926,1.0431436345104175,1,22.0,1,1,1.1160106165420942,1.1160106165420942
2016-07-09,air_97e0f2feec4d577a,0,0,1,0,0,0,0,0.7389449904984898,0.4627074922856568,0.0,-1.3722607199652532,0.8853878462333076,1,50.0,1,1,1.4140557012556239,1.4140557012556239
2016-07-10,air_97e0f2feec4d577a,0,0,0,1,0,0,0,1.1542454992413629,1.377173170087582,0.0,1.7019122548649366,0.8538366885778855,1,53.0,1,1,-0.31527723082438086,-0.31527723082438086
2016-07-11,air_97e0f2feec4d577a,0,1,0,0,0,0,0,1.3675079226498656,1.6142568643325248,0.0,1.4274325249693838,1.1167630023730688,1,16.0,1,1,-1.2787946949233135,-1.2787946949233135
2016-07-12,air_97e0f2feec4d577a,0,0,0,0,0,1,0,1.3113862322792071,1.3997525695394808,0.0,0.6863372542513918,1.2850358432019862,1,18.0,1,1,-0.5603531014836913,-0.5603531014836913
2016-07-13,air_97e0f2feec4d577a,0,0,0,0,0,0,1,1.075675132722441,0.7901087843381976,0.0,-1.3722607199652532,1.2429676329947568,1,37.0,1,1,-0.4883597330860552,-0.4883597330860552
2016-07-15,air_97e0f2feec4d577a,1,0,0,0,0,0,0,0.727720652424358,0.3611001947521093,0.0,-1.3722607199652532,1.0115924768549955,1,9.0,1,1,0.9048798055935863,0.9048798055935863
2016-07-16,air_97e0f2feec4d577a,0,0,1,0,0,0,0,0.9409830758328607,0.8013984840641475,0.0,-1.1252289630592556,0.9274560564405367,1,30.0,1,1,1.3554911476886349,1.3554911476886349
2016-07-17,air_97e0f2feec4d577a,0,0,0,1,0,0,0,1.1879185134637582,1.0159027788571915,0.0,-1.2350208550174768,1.221933527891142,1,23.0,1,1,0.4341252412525668,0.4341252412525668
2016-07-18,air_97e0f2feec4d577a,0,1,0,0,0,0,0,1.4348539510946556,1.4900701673470789,1.0,0.384409551366284,1.3271040534092153,1,24.0,1,1,-1.0848229251472994,-1.0848229251472994
2016-07-19,air_97e0f2feec4d577a,0,0,0,0,0,1,0,1.3562835845757337,1.3545937706356823,0.0,0.10992982147073134,1.3271040534092153,1,19.0,1,1,-0.9102483323488864,-0.9102483323488864
2016-07-20,air_97e0f2feec4d577a,0,0,0,0,0,0,1,1.1879185134637582,1.0836409772128899,0.0,-0.7135093682159268,1.2324505804429495,1,10.0,1,1,-0.4312872700558048,-0.4312872700558048
2016-07-22,air_97e0f2feec4d577a,1,0,0,0,0,0,0,0.6042529336089094,0.23691349776666293,0.0,-1.3722607199652532,0.864353741129693,1,18.0,1,1,0.9682936534049755,0.9682936534049755
2016-07-23,air_97e0f2feec4d577a,0,0,1,0,0,0,0,0.7164963143502265,0.5078662911894554,0.0,-1.344812746975698,0.7802173207152343,1,56.0,1,1,1.2827517340226295,1.2827517340226295
2016-07-24,air_97e0f2feec4d577a,0,0,0,1,0,0,0,0.8848613854622022,0.9142954813236445,0.0,0.3569615783767286,0.7171150054043902,1,31.0,1,1,-0.4947011178671941,-0.4947011178671941
2016-07-25,air_97e0f2feec4d577a,0,1,0,0,0,0,0,1.0195534423517825,0.9030057815976946,0.0,-1.262468828007032,0.9484901615441518,1,11.0,1,1,-1.1351809807622262,-1.1351809807622262
2016-07-26,air_97e0f2feec4d577a,0,0,0,0,0,1,0,0.9073100616104655,0.7901087843381976,0.0,-1.344812746975698,0.990558371751381,1,23.0,1,1,-0.40741382146798766,-0.40741382146798766
2016-07-27,air_97e0f2feec4d577a,0,0,0,0,0,0,1,0.9297587377587287,0.7223705859824994,0.0,-1.3722607199652532,1.0010754243031883,1,32.0,1,1,-0.20486253110572655,-0.20486253110572655
2016-07-29,air_97e0f2feec4d577a,1,0,0,0,0,0,0,1.3113862322792071,1.4336216687173304,0.0,1.235296714042497,1.179865317683913,1,16.0,1,1,1.2137425466984706,1.2137425466984706
2016-07-30,air_97e0f2feec4d577a,0,0,1,0,0,0,0,1.3338349084274705,1.5465186659768273,0.0,1.8391521198127128,1.0746947921658396,1,8.0,1,1,1.3316176991008177,1.3316176991008177
2016-07-31,air_97e0f2feec4d577a,0,0,0,1,0,0,0,1.3001618942050752,1.2304070736502355,0.0,0.41185752435583917,1.3165870008574083,1,36.0,1,1,-0.44993840176503697,-0.44993840176503697
2016-08-01,air_97e0f2feec4d577a,0,1,0,0,0,0,0,1.2777132180568118,1.1175100763907386,0.0,-0.9605411251219241,1.34813815851283,1,22.0,1,1,-1.189642285353184,-1.189642285353184
2016-08-02,air_97e0f2feec4d577a,0,0,0,0,0,1,0,1.2777132180568118,1.365883470361632,0.0,-0.5213735572890399,1.2640017380983717,1,27.0,1,1,-0.8352707828777731,-0.8352707828777731
2016-08-03,air_97e0f2feec4d577a,0,0,0,0,0,0,1,1.2328158657602848,1.2642761728280847,0.0,-0.6311654492472609,1.1693482651321054,1,12.0,1,1,-0.3857785086852784,-0.3857785086852784
2016-08-05,air_97e0f2feec4d577a,1,0,0,0,0,0,0,1.468526965317051,1.6368362637844245,0.0,1.0431609031156106,1.2955528957537934,1,6.0,1,1,0.7967032416800398,0.7967032416800398
2016-08-06,air_97e0f2feec4d577a,0,0,1,0,0,0,0,1.5470973318359726,1.6594156632363244,0.0,0.5490973893036155,1.4533086840309033,1,33.0,1,1,0.5534924841916525,0.5534924841916525
