visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Nerima-ku Toyotamakita,total_area_visitors,total_genre_visitors
2016-07-01,air_caf996ac27206301,1,0,0,0,0,0,0,1.0836050418478003,1.2148929687340004,0.0,-0.6383218337841591,1.0014886120251958,1,9.0,1,1,1.3128981205872343,1.3128981205872348
2016-07-02,air_caf996ac27206301,0,0,1,0,0,0,0,1.2045905768741971,1.3363613318093697,0.0,-0.11306891267564229,1.14585701725272,1,4.0,1,1,1.4658785116151047,1.4658785116151052
2016-07-04,air_caf996ac27206301,0,1,0,0,0,0,0,1.347573481905394,1.5572129010373132,0.0,0.30160444609423936,1.259289335645775,1,6.0,1,1,-1.1863915691958458,-1.1863915691958455
2016-07-06,air_caf996ac27206301,0,0,0,0,0,0,1,0.841633971795006,0.8394453010464962,0.0,-0.9147707396307468,0.8468081778528483,1,4.0,1,1,-0.10271946911564371,-0.10271946911564332
2016-07-07,air_caf996ac27206301,0,0,0,0,1,0,0,1.2925800568933952,1.8884902548792286,0.0,1.4350449600652493,1.0014886120251958,1,1.0,1,1,-0.16713226533790496,-0.1671322653379046
2016-07-08,air_caf996ac27206301,1,0,0,0,0,0,0,1.050608986840601,1.1155097625814256,0.0,-0.8318360678767704,1.0221126699148422,1,6.0,1,1,1.114535986766407,1.1145359867664075
2016-07-09,air_caf996ac27206301,0,0,1,0,0,0,0,0.7206484367686087,0.44191247643619797,0.0,-1.412378770154605,0.8674322357424946,1,6.0,1,1,1.4069554423436044,1.4069554423436048
2016-07-11,air_caf996ac27206301,0,1,0,0,0,0,0,1.3365747969029944,1.5682554794987098,0.0,1.4074000694805902,1.0942968725286042,1,3.0,1,1,-1.2350671481592592,-1.2350671481592588
2016-07-13,air_caf996ac27206301,0,0,0,0,0,0,1,1.050608986840601,0.762147251816716,0.0,-1.412378770154605,1.218041219866482,1,4.0,1,1,-0.4595517209151023,-0.459551720915102
2016-07-14,air_caf996ac27206301,0,0,0,0,1,0,0,1.0726063568454003,1.4799148518075327,0.0,-0.22364847501427748,1.0014886120251958,1,4.0,1,1,-0.2487462060058837,-0.24874620600588335
2016-07-15,air_caf996ac27206301,1,0,0,0,0,0,0,0.7096497517662087,0.3425292702836231,0.0,-1.412378770154605,0.9911765830803725,1,1.0,1,1,0.9073902898243623,0.9073902898243628
2016-07-16,air_caf996ac27206301,0,0,1,0,0,0,0,0.918624766811804,0.7731898302781134,0.0,-1.1635747548926758,0.9086803515217872,1,3.0,1,1,1.3494963002589737,1.3494963002589742
2016-07-17,air_caf996ac27206301,0,0,0,1,0,0,0,1.1605958368645983,0.9829988210446596,0.0,-1.274154317231311,1.197417161976836,1,6.0,1,1,0.44552126236701173,0.44552126236701217
2016-07-18,air_caf996ac27206301,0,1,0,0,0,0,0,1.4025669069173925,1.4467871164233415,1.0,0.35689422726355696,1.3005374514250674,1,2.0,1,1,-1.0447566138662145,-1.0447566138662143
2016-07-19,air_caf996ac27206301,0,0,0,0,0,1,0,1.3255761119005944,1.314276174886575,0.0,0.08044532141696921,1.3005374514250674,1,5.0,1,1,-0.8734771330024744,-0.8734771330024741
2016-07-20,air_caf996ac27206301,0,0,0,0,0,0,1,1.1605958368645983,1.0492542918130427,0.0,-0.7489013961227942,1.2077291909216592,1,3.0,1,1,-0.40355650601734117,-0.4035565060173408
2016-07-21,air_caf996ac27206301,0,0,0,0,1,0,0,0.6436576417518105,0.38669958412921207,0.0,-1.412378770154605,0.9293044094114338,1,6.0,1,1,-0.18799322775079638,-0.18799322775079602
2016-07-22,air_caf996ac27206301,1,0,0,0,0,0,0,0.5886642167398118,0.22106090720825436,0.0,-1.412378770154605,0.8468081778528483,1,3.0,1,1,0.9696071952663192,0.9696071952663197
2016-07-23,air_caf996ac27206301,0,0,1,0,0,0,0,0.6986510667638093,0.4860827902817865,0.0,-1.3847338795699462,0.7643119462942629,1,3.0,1,1,1.2781298498990818,1.2781298498990823
2016-07-24,air_caf996ac27206301,0,0,0,1,0,0,0,0.8636313417998054,0.8836156148920852,0.0,0.32924933667889805,0.7024397726253239,1,12.0,1,1,-0.465773411459298,-0.4657734114592977
2016-07-25,air_caf996ac27206301,0,1,0,0,0,0,0,0.9956155618286022,0.8725730364306878,0.0,-1.3017992078159697,0.9293044094114338,1,2.0,1,1,-1.0941641564230626,-1.0941641564230624
2016-07-27,air_caf996ac27206301,0,0,0,0,0,0,1,0.9076260818094042,0.6958917810483328,0.0,-1.412378770154605,0.9808645541355496,1,2.0,1,1,-0.1814055554098833,-0.18140555540988293
2016-07-28,air_caf996ac27206301,0,0,0,0,1,0,0,1.215589261876597,1.1486374979656173,0.0,-0.057779131506324674,1.2077291909216592,1,5.0,1,1,0.03854950441727018,0.03854950441727057
2016-07-29,air_caf996ac27206301,1,0,0,0,0,0,0,1.2815813718909956,1.3915742241163556,0.0,1.213885835387979,1.1561690461975433,1,4.0,1,1,1.210423217506364,1.2104232175063645
2016-07-30,air_caf996ac27206301,0,0,1,0,0,0,0,1.303578741895795,1.5020000087303274,0.0,1.8220734282504718,1.0530487567493116,1,3.0,1,1,1.3260734652690604,1.326073465269061
2016-07-31,air_caf996ac27206301,0,0,0,1,0,0,0,1.2705826868885957,1.1928078118112058,0.0,0.38453911784821565,1.2902254224802445,1,5.0,1,1,-0.4218555958532108,-0.4218555958532105
2016-08-01,air_caf996ac27206301,0,1,0,0,0,0,0,1.2485853168837964,1.082382027197234,0.0,-0.9977054113847231,1.3211615093147138,1,1.0,1,1,-1.147597498743802,-1.1475974987438018
2016-08-02,air_caf996ac27206301,0,0,0,0,0,1,0,1.2485853168837964,1.3253187533479722,0.0,-0.5553871620301827,1.2386652777561287,1,3.0,1,1,-0.7999147918622783,-0.799914791862278
2016-08-03,air_caf996ac27206301,0,0,0,0,0,0,1,1.2045905768741971,1.2259355471953974,0.0,-0.6659667243688178,1.14585701725272,1,2.0,1,1,-0.35890672681781915,-0.35890672681781877
2016-08-04,air_caf996ac27206301,0,0,0,0,1,0,0,1.3695708519101932,1.435744537961944,0.0,0.688632914279462,1.2799133935354212,1,3.0,1,1,-0.23410693413718797,-0.23410693413718758
2016-08-05,air_caf996ac27206301,1,0,0,0,0,0,0,1.4355629619245918,1.5903406364215045,0.0,1.0203716012953676,1.269601364590598,1,3.0,1,1,0.8012555687763182,0.8012555687763186
2016-08-06,air_caf996ac27206301,0,0,1,0,0,0,0,1.51255375694139,1.6124257933442991,0.0,0.5227635707715095,1.4242817987629455,1,7.0,1,1,0.5626354373165776,0.5626354373165781
2016-08-07,air_caf996ac27206301,0,0,0,1,0,0,0,1.4465616469269917,1.435744537961944,0.0,1.5732694129885432,1.3933457119284762,1,3.0,1,1,-0.6161919299101467,-0.6161919299101464
2016-08-08,air_caf996ac27206301,0,1,0,0,0,0,0,1.4135655919197925,1.4247019595005468,0.0,0.0251555402476516,1.3417855672043604,1,7.0,1,1,-1.1292984089079323,-1.129298408907932
2016-08-09,air_caf996ac27206301,0,0,0,0,0,1,0,1.798519567003783,1.8553625194950367,0.0,1.0480164918800263,1.3933457119284762,1,1.0,1,1,-0.309499184260971,-0.3094991842609707
2016-08-10,air_caf996ac27206301,0,0,0,0,0,0,1,1.4795577019341906,1.457829694884738,0.0,0.5780533519408271,1.4758419434870613,1,5.0,1,1,0.6797496122661436,0.679749612266144
2016-08-11,air_caf996ac27206301,0,0,0,0,1,0,0,1.2705826868885957,1.2480207041181917,1.0,-0.16835869384495988,1.383033682983653,1,3.0,1,1,0.3737888302104026,0.37378883021040304
2016-08-12,air_caf996ac27206301,1,0,0,0,0,0,0,1.1935918918717976,1.259063282579589,0.0,-0.5830320526148415,1.269601364590598,1,5.0,1,1,-0.0525799629653608,-0.05257996296536042
