visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-01,air_f26f36ec4dc5adb0,1,0,0,0,0,0,0,-0.9481215347334127,-0.9292591622673981,1.0,0.9266307663643897,-0.9275219929350943,1,64.0,1,1,-1.9952427972661513,-1.9952427972661513
2016-01-03,air_f26f36ec4dc5adb0,0,0,0,1,0,0,0,-0.723372635849507,-0.420407834174138,1.0,0.7518267939549903,-0.9992964292016635,1,67.0,1,1,-1.7076269294017847,-1.7076269294017847
2016-01-04,air_f26f36ec4dc5adb0,0,1,0,0,0,0,0,-0.7358586857875018,-0.5445179141968844,0.0,0.901658770305904,-0.8318227445796686,1,48.0,1,1,-1.509174528102988,-1.509174528102988
2016-01-06,air_f26f36ec4dc5adb0,0,0,0,0,0,0,1,-0.773316835601486,-1.028547226285595,0.0,-1.3208488788993182,-0.5088377813801073,1,46.0,1,1,-1.3140339127051983,-1.3140339127051983
2016-01-07,air_f26f36ec4dc5adb0,0,0,0,0,1,0,0,-0.7982889354774756,-0.8299710982492009,0.0,-0.1221930680920074,-0.8198603385352404,1,33.0,1,1,-1.244486408784054,-1.244486408784054
2016-01-09,air_f26f36ec4dc5adb0,0,0,1,0,0,0,0,-0.9730936346094021,-0.9913142022787713,0.0,0.901658770305904,-1.02322124129052,1,76.0,1,1,-0.6491292048876638,-0.6491292048876638
2016-01-10,air_f26f36ec4dc5adb0,0,0,0,1,0,0,0,-0.8981773349814336,-0.8299710982492009,0.0,0.9516027624228752,-1.0710708654682326,1,48.0,1,1,-0.9362355672287984,-0.9362355672287984
2016-01-11,air_f26f36ec4dc5adb0,0,1,0,0,0,0,0,-0.9980657344853917,-1.1278352903037923,1.0,-0.49677300896929205,-0.9035971808462379,1,43.0,1,1,-1.2997677580547071,-1.2997677580547071
2016-01-12,air_f26f36ec4dc5adb0,0,0,0,0,0,1,0,-1.4600495821911976,-1.6739196424038765,0.0,-1.3208488788993182,-1.2505069561346556,1,24.0,1,1,-1.3537753435172808,-1.3537753435172808
2016-01-13,air_f26f36ec4dc5adb0,0,0,0,0,0,0,1,-1.3476751327492449,-1.2271233543219895,0.0,0.8517147781889325,-1.4658302649343633,1,20.0,1,1,-1.1489541231780862,-1.1489541231780862
2016-01-14,air_f26f36ec4dc5adb0,0,0,0,0,1,0,0,-1.135412283803334,-1.0161362182833205,0.0,0.9516027624228752,-1.3342437984456532,1,38.0,1,1,-1.0559693651882778,-1.0559693651882778
2016-01-15,air_f26f36ec4dc5adb0,1,0,0,0,0,0,0,-1.185356483555313,-1.0781912582946938,0.0,0.7018828018380188,-1.1189204896459455,1,44.0,1,1,-0.7787983605501638,-0.7787983605501638
2016-01-16,air_f26f36ec4dc5adb0,0,0,1,0,0,0,0,-1.0729820341133602,-0.966492186274222,0.0,0.9516027624228752,-1.1428453017348017,1,52.0,1,1,-0.630787006051318,-0.630787006051318
2016-01-17,air_f26f36ec4dc5adb0,0,0,0,1,0,0,0,-1.1603843836793237,-1.3636444423470104,0.0,-0.5467170010862633,-1.083033271512661,1,48.0,1,1,-1.2358248148891129,-1.2358248148891129
2016-01-18,air_f26f36ec4dc5adb0,0,1,0,0,0,0,0,-1.5349658818191663,-1.661508634401602,0.0,-0.9712409340805193,-1.3342437984456532,1,46.0,1,1,-1.5201288968524724,-1.5201288968524724
2016-01-19,air_f26f36ec4dc5adb0,0,0,0,0,0,1,0,-1.2477867332452868,-1.3636444423470104,0.0,0.9516027624228752,-1.2505069561346556,1,23.0,1,1,-1.2829540757880569,-1.2829540757880569
2016-01-20,air_f26f36ec4dc5adb0,0,0,0,0,0,0,1,-1.3726472326252344,-1.3015894023356374,0.0,0.9765747584813608,-1.4419054528455069,1,24.0,1,1,-1.1576157170730272,-1.1576157170730272
2016-01-21,air_f26f36ec4dc5adb0,0,0,0,0,1,0,0,-1.2103285834313025,-1.2519453703265386,0.0,0.5270788294286194,-1.2385445500902275,1,36.0,1,1,-1.0353343914973887,-1.0353343914973887
2016-01-22,air_f26f36ec4dc5adb0,1,0,0,0,0,0,0,-1.1603843836793237,-1.1526573063083414,0.0,0.7018828018380188,-0.9992964292016635,1,24.0,1,1,-0.7263192916572856,-0.7263192916572856
2016-01-23,air_f26f36ec4dc5adb0,0,0,1,0,0,0,0,-1.3976193325012238,-1.6366866183970525,0.0,-1.270904886782347,-1.0471460533793764,1,57.0,1,1,-0.6529504963119025,-0.6529504963119025
2016-01-24,air_f26f36ec4dc5adb0,0,0,0,1,0,0,0,-1.4725356321291925,-1.2891783943333628,0.0,0.9266307663643897,-1.5017174830676479,1,37.0,1,1,-1.3512278159011217,-1.3512278159011217
2016-01-25,air_f26f36ec4dc5adb0,0,1,0,0,0,0,0,-1.5224798318811714,-1.3884664583515596,0.0,1.0764627427153033,-1.6691911676896427,1,49.0,1,1,-1.3759388337778653,-1.3759388337778653
2016-01-26,air_f26f36ec4dc5adb0,0,0,0,0,0,1,0,-1.4101053824392187,-1.239534362324264,0.0,0.8267427821304469,-1.5136798891120762,1,31.0,1,1,-1.2029617086406599,-1.2029617086406599
2016-01-27,air_f26f36ec4dc5adb0,0,0,0,0,0,0,1,-1.09795413398935,-0.7679160582378277,0.0,1.0265187505983322,-1.4897550770232195,1,26.0,1,1,-1.0511290627175753,-1.0511290627175753
2016-01-28,air_f26f36ec4dc5adb0,0,0,0,0,1,0,0,-0.9106633849194283,-0.69345001022418,0.0,1.0265187505983322,-1.1069580836015174,1,26.0,1,1,-1.0567336234731255,-1.0567336234731255
2016-01-29,air_f26f36ec4dc5adb0,1,0,0,0,0,0,0,-1.2103285834313025,-1.4629325063652074,0.0,-1.3208488788993182,-1.0471460533793764,1,42.0,1,1,-0.9135625714449821,-0.9135625714449821
2016-01-30,air_f26f36ec4dc5adb0,0,0,1,0,0,0,0,-1.4725356321291925,-1.8104407304288974,0.0,-1.3208488788993182,-1.1787325198680865,1,56.0,1,1,-0.6116805489301245,-0.6116805489301245
2016-01-31,air_f26f36ec4dc5adb0,0,0,0,1,0,0,0,-1.1229262338653392,-1.04095823428787,0.0,-0.04727707991655052,-1.2026573319569427,1,66.0,1,1,-1.1672963220144321,-1.1672963220144321
2016-02-01,air_f26f36ec4dc5adb0,0,1,0,0,0,0,0,-1.2977309329972657,-1.5994535943902286,0.0,-1.3208488788993182,-1.0471460533793764,1,47.0,1,1,-1.4220490836303457,-1.4220490836303457
2016-02-02,air_f26f36ec4dc5adb0,0,0,0,0,0,1,0,-1.135412283803334,-1.1030132742992431,0.0,0.8017707860719614,-1.0471460533793764,1,42.0,1,1,-1.273782976369884,-1.273782976369884
2016-02-03,air_f26f36ec4dc5adb0,0,0,0,0,0,0,1,-1.2602727831832816,-1.2891783943333628,0.0,0.4521628412531623,-1.1787325198680865,1,15.0,1,1,-1.1988856644548054,-1.1988856644548054
