visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-04,air_707d4b6328f2c2df,0,1,0,0,0,0,0,-0.7438447188309598,-0.5524681605589274,0.0,0.9028495895766598,-0.8369798047881356,1,38.0,1,1,-1.5111938610386355,-1.5111938610386355
2016-01-05,air_707d4b6328f2c2df,0,0,0,0,0,1,0,-0.5313176563078282,-0.5276247106840475,0.0,0.7785740852209287,-0.7532703257545098,1,10.0,1,1,-1.3799291484418426,-1.3799291484418426
2016-01-06,air_707d4b6328f2c2df,0,0,0,0,0,0,1,-0.7813494945703358,-1.0369154331190849,0.0,-1.3092543879553538,-0.5141003856584359,1,24.0,1,1,-1.315192360358044,-1.315192360358044
2016-01-07,air_707d4b6328f2c2df,0,0,0,0,1,0,0,-0.8063526783965868,-0.8381678341200458,0.0,-0.11620954614033524,-0.8250213077833319,1,7.0,1,1,-1.2453380396193998,-1.2453380396193998
2016-01-08,air_707d4b6328f2c2df,1,0,0,0,0,0,0,-1.0438829247459687,-1.0866023328688446,0.0,0.8531393878343672,-0.9924402658505838,1,56.0,1,1,-0.9078367610323239,-0.9078367610323239
2016-01-09,air_707d4b6328f2c2df,0,0,1,0,0,0,0,-0.981374965180342,-0.9996502583067651,0.0,0.9028495895766598,-1.028315756864995,1,17.0,1,1,-0.6473543489006762,-0.6473543489006762
2016-01-10,air_707d4b6328f2c2df,0,0,0,1,0,0,0,-0.9063654137015896,-0.8381678341200458,0.0,0.9525597913189521,-1.0761497448842094,1,20.0,1,1,-0.9357273140012331,-0.9357273140012331
2016-01-11,air_707d4b6328f2c2df,0,1,0,0,0,0,0,-1.0063781490065926,-1.1362892326186043,1.0,-0.4890360592075285,-0.9087307868169578,1,10.0,1,1,-1.300863268924476,-1.300863268924476
2016-01-12,air_707d4b6328f2c2df,0,0,0,0,0,1,0,-1.4689370497922316,-1.6828451298659617,0.0,-1.3092543879553538,-1.255527199956265,1,6.0,1,1,-1.3551091150658408,-1.3551091150658408
2016-01-13,air_707d4b6328f2c2df,0,0,0,0,0,0,1,-1.356422722574103,-1.235663032118124,0.0,0.8531393878343672,-1.4707801460427317,1,9.0,1,1,-1.1493843023410424,-1.1493843023410424
2016-01-14,air_707d4b6328f2c2df,0,0,0,0,1,0,0,-1.1438956600509718,-1.024493708181645,0.0,0.9525597913189521,-1.339236678989891,1,30.0,1,1,-1.0559893313901079,-1.0559893313901079
2016-01-15,air_707d4b6328f2c2df,1,0,0,0,0,0,0,-1.1939020277034733,-1.0866023328688446,0.0,0.7040087826074899,-1.1239837329034243,1,47.0,1,1,-0.7775955549665001,-0.7775955549665001
2016-01-16,air_707d4b6328f2c2df,0,0,1,0,0,0,0,-1.081387700485345,-0.974806808431885,0.0,0.9525597913189521,-1.1479007269130317,1,29.0,1,1,-0.6289312313432316,-0.6289312313432316
2016-01-17,air_707d4b6328f2c2df,0,0,0,1,0,0,0,-1.1688988438772225,-1.3723020064299631,0.0,-0.5387462609498209,-1.0881082418890133,1,4.0,1,1,-1.2366382341061621,-1.2366382341061621
2016-01-18,air_707d4b6328f2c2df,0,1,0,0,0,0,0,-1.5439466012709837,-1.6704234049285216,0.0,-0.9612829757593067,-1.339236678989891,1,21.0,1,1,-1.5221965562465538,-1.5221965562465538
2016-01-19,air_707d4b6328f2c2df,0,0,0,0,0,1,0,-1.2564099872691001,-1.3723020064299631,0.0,0.9525597913189521,-1.255527199956265,1,25.0,1,1,-1.2839754111634851,-1.2839754111634851
2016-01-20,air_707d4b6328f2c2df,0,0,0,0,0,0,1,-1.381425906400354,-1.3101933817427636,0.0,0.9774148921900983,-1.446863152033124,1,20.0,1,1,-1.15808410785428,-1.15808410785428
2016-01-21,air_707d4b6328f2c2df,0,0,0,0,1,0,0,-1.218905211529724,-1.2605064819930036,0.0,0.5300230765094666,-1.2435687029514613,1,25.0,1,1,-1.0352633241379825,-1.0352633241379825
2016-01-22,air_707d4b6328f2c2df,1,0,0,0,0,0,0,-1.1688988438772225,-1.1611326824934842,0.0,0.7040087826074899,-1.0043987628553874,1,51.0,1,1,-0.724884968621589,-0.724884968621589
2016-01-23,air_707d4b6328f2c2df,0,0,1,0,0,0,0,-1.4064290902266046,-1.6455799550536416,0.0,-1.2595441862130612,-1.0522327508746023,1,16.0,1,1,-0.6511924983918106,-0.6511924983918106
2016-01-24,air_707d4b6328f2c2df,0,0,0,1,0,0,0,-1.4814386417053569,-1.2977716568053237,0.0,0.927704690447806,-1.5066556370571427,1,8.0,1,1,-1.3525503487384178,-1.3525503487384178
2016-01-25,air_707d4b6328f2c2df,0,1,0,0,0,0,0,-1.5314450093578584,-1.3971454563048429,0.0,1.0768352956746832,-1.6740745951243943,1,19.0,1,1,-1.3773703821144196,-1.3773703821144196
2016-01-26,air_707d4b6328f2c2df,0,0,0,0,0,1,0,-1.41893068213973,-1.2480847570555638,0.0,0.828284286963221,-1.5186141340619463,1,27.0,1,1,-1.203630148482407,-1.203630148482407
2016-01-27,air_707d4b6328f2c2df,0,0,0,0,0,0,1,-1.1063908843115955,-0.7760592094328461,0.0,1.027125093932391,-1.494697140052339,1,22.0,1,1,-1.0511276753680043,-1.0511276753680043
