visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-06,air_632ba66e1f75aa28,0,0,0,0,0,0,1,-0.803478510539556,-1.0916016913423177,0.0,-1.3106372815207734,-0.5893602808899008,1,6.0,1,1,-1.2995922948882763,-1.2995922948882765
2016-01-07,air_632ba66e1f75aa28,0,0,0,0,1,0,0,-0.8635759338386492,-0.8069020500394064,0.0,0.17278045193774463,-0.9083110565493152,1,7.0,1,1,-1.2302649137442638,-1.230264913744264
2016-01-08,air_632ba66e1f75aa28,1,0,0,0,0,0,0,-1.128004596354659,-1.1390516315594696,0.0,0.9270606553912284,-1.056395345248329,1,13.0,1,1,-0.8953095447737425,-0.8953095447737427
2016-01-09,air_632ba66e1f75aa28,0,0,1,0,0,0,0,-1.1039656270350218,-1.044151751125166,0.0,0.9270606553912284,-1.2272618322087296,1,9.0,1,1,-0.6367920575773887,-0.6367920575773888
2016-01-10,air_632ba66e1f75aa28,0,0,0,1,0,0,0,-0.9717512957770167,-0.7594521098222546,0.0,0.9522033288396777,-1.204479633947343,1,17.0,1,1,-0.922989707941132,-0.9229897079411322
2016-01-11,air_632ba66e1f75aa28,0,1,0,0,0,0,0,-1.0078097497564726,-1.1509141166137575,1.0,-0.3803583639281435,-0.9424843539413953,1,12.0,1,1,-1.285371293627966,-1.2853712936279662
2016-01-13,air_632ba66e1f75aa28,0,0,0,0,0,0,1,-1.4044527435304877,-1.2932639372652133,0.0,0.8516326350458798,-1.4436927156919037,1,5.0,1,1,-1.1350349945904006,-1.1350349945904008
2016-01-14,air_632ba66e1f75aa28,0,0,0,0,1,0,0,-1.2121409889733894,-0.9611143557451501,0.0,0.9270606553912284,-1.3753461209077436,1,9.0,1,1,-1.0423445399473072,-1.0423445399473075
2016-01-15,air_632ba66e1f75aa28,1,0,0,0,0,0,0,-1.1520435656742962,-1.1509141166137575,0.0,0.3990645129737898,-1.0108309487255556,1,7.0,1,1,-0.7660508011755656,-0.7660508011755658
2016-01-16,air_632ba66e1f75aa28,0,0,1,0,0,0,0,-1.0318487190761099,-1.056014236179454,0.0,0.8264899615974305,-1.056395345248329,1,19.0,1,1,-0.6185079130998469,-0.6185079130998471
2016-01-17,air_632ba66e1f75aa28,0,0,0,1,0,0,0,-1.164063050334115,-1.388163817699517,0.0,-0.30493034358279514,-1.022222047856249,1,4.0,1,1,-1.221630734407647,-1.2216307344076471
2016-01-18,air_632ba66e1f75aa28,0,1,0,0,0,0,0,-1.5366670747884925,-1.6254135187852763,0.0,-1.0592105470362787,-1.181697435685956,1,2.0,1,1,-1.5050349738095437,-1.5050349738095439
2016-01-20,air_632ba66e1f75aa28,0,0,0,0,0,0,1,-1.4405111975099436,-1.400026302753805,0.0,1.002488675736577,-1.4095194182998234,1,6.0,1,1,-1.1436691739270175,-1.1436691739270177
2016-01-21,air_632ba66e1f75aa28,0,0,0,0,1,0,0,-1.2722384122724826,-1.3051264223195012,0.0,0.7007765943551831,-1.4323016165612104,1,8.0,1,1,-1.0217748774100728,-1.021774877410073
2016-01-22,air_632ba66e1f75aa28,1,0,0,0,0,0,0,-1.1881020196537522,-1.2458139970480615,0.0,0.8516326350458798,-0.9538754530720888,1,13.0,1,1,-0.7137378322537101,-0.7137378322537102
2016-01-23,air_632ba66e1f75aa28,0,0,1,0,0,0,0,-1.3563748048912132,-1.5661010935138364,0.0,-1.1094958939331776,-0.9994398495948621,1,15.0,1,1,-0.6406012543435432,-0.6406012543435433
2016-01-24,air_632ba66e1f75aa28,0,0,0,1,0,0,0,-1.4765696514893993,-1.3525763625366531,0.0,0.9522033288396777,-1.5234304096067575,1,12.0,1,1,-1.3366684767455137,-1.336668476745514
2016-01-25,air_632ba66e1f75aa28,0,1,0,0,0,0,0,-1.5847450134277672,-1.423751272862381,0.0,1.1030593695303743,-1.6942968965671579,1,7.0,1,1,-1.3613012824999795,-1.3613012824999797
2016-01-26,air_632ba66e1f75aa28,0,0,0,0,0,1,0,-1.4765696514893993,-1.2102265418851974,0.0,0.8516326350458798,-1.603168103521611,1,4.0,1,1,-1.188871642218718,-1.1888716422187182
2016-01-27,air_632ba66e1f75aa28,0,0,0,0,0,0,1,-1.1400240810144777,-0.7831770799308305,0.0,1.0276313491850262,-1.5006482113453705,1,14.0,1,1,-1.0375195573768448,-1.037519557376845
2016-01-28,air_632ba66e1f75aa28,0,0,0,0,1,0,0,-0.995790265096654,-0.7001396845508149,0.0,1.0527740226334756,-1.3411728235156632,1,6.0,1,1,-1.0431063793005382,-1.0431063793005384
2016-01-29,air_632ba66e1f75aa28,1,0,0,0,0,0,0,-1.2241604736332081,-1.5067886682423968,0.0,-1.3357799549692229,-0.9424843539413953,1,14.0,1,1,-0.9003884737952819,-0.9003884737952821
2016-01-30,air_632ba66e1f75aa28,0,0,1,0,0,0,0,-1.4044527435304877,-1.744038369328156,0.0,-1.3357799549692229,-1.079177543509716,1,15.0,1,1,-0.5994619292690743,-0.5994619292690745
2016-01-31,air_632ba66e1f75aa28,0,0,0,1,0,0,0,-1.091946142375203,-1.0322892660708778,0.0,0.12249510504084567,-1.1361330391631828,1,10.0,1,1,-1.1533191390679425,-1.1533191390679427
2016-02-01,air_632ba66e1f75aa28,0,1,0,0,0,0,0,-1.260218927612664,-1.5898260636224126,0.0,-1.3357799549692229,-0.9424843539413953,1,2.0,1,1,-1.407265590144911,-1.4072655901449111
2016-02-03,air_632ba66e1f75aa28,0,0,0,0,0,0,1,-1.2361799582930268,-1.364438847590941,0.0,-0.10378895599519931,-1.1019597417711025,1,8.0,1,1,-1.1848084990014864,-1.1848084990014867
2016-02-04,air_632ba66e1f75aa28,0,0,0,0,1,0,0,-1.2481994429528454,-1.1983640568309095,0.0,0.14763777848929527,-1.1475241382938761,1,9.0,1,1,-1.1472244242420953,-1.1472244242420955
