visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,total_area_visitors,total_genre_visitors
2016-01-02,air_de88770300008624,0,0,1,0,0,0,0,-0.6600207793019777,-0.518671173449781,1.0,-0.9169667447520431,-0.9281044914085563,1,39.0,1,1,-1.8381234602542547,-1.8381234602542549
2016-01-03,air_de88770300008624,0,0,0,1,0,0,0,-0.33561706716788253,-0.5080646105548337,1.0,-0.8930051066577841,-0.19642379265640336,1,29.0,1,1,-1.7011220281789656,-1.7011220281789659
2016-01-04,air_de88770300008624,0,1,0,0,0,0,0,-0.5145984255866937,-0.33835960423567596,0.0,-0.43773398286686244,-0.40220898918044634,1,25.0,1,1,-1.5027500661219948,-1.502750066121995
2016-01-05,air_de88770300008624,0,0,0,0,0,1,0,-0.9284928169301944,-1.1232452584617802,0.0,-1.0607365733175973,-0.7566168276385205,1,22.0,1,1,-1.3721148715966727,-1.372114871596673
2016-01-06,air_de88770300008624,0,0,0,0,0,0,1,-0.8390021377207889,-0.8899008747729386,0.0,-0.6054654495266757,-0.8137793822285324,1,6.0,1,1,-1.307688547591007,-1.3076885475910072
2016-01-07,air_de88770300008624,0,0,0,0,1,0,0,-0.9956108263372487,-1.0489993181971489,0.0,-1.0607365733175973,-0.9052394695725515,1,2.0,1,1,-1.2381692335453678,-1.2381692335453678
2016-01-08,air_de88770300008624,1,0,0,0,0,0,0,-1.1634058498548843,-1.2823437018859907,0.0,-1.0607365733175973,-0.950969513244561,1,4.0,1,1,-0.9022865404091105,-0.9022865404091107
2016-01-09,air_de88770300008624,0,0,1,0,0,0,0,-1.129846845151357,-1.261130576096096,0.0,-1.0607365733175973,-0.9852670459985683,1,70.0,1,1,-0.6430533473744556,-0.6430533473744557
2016-01-10,air_de88770300008624,0,0,0,1,0,0,0,-0.9061201471278431,-1.0065730666173593,0.0,-1.0607365733175973,-0.9738345350805659,1,29.0,1,1,-0.9300433361269664,-0.9300433361269667
2016-01-13,air_de88770300008624,0,0,0,0,0,0,1,-1.2640828639654653,-1.3141633905708328,0.0,-0.5815038114324167,-1.1681872206866064,1,6.0,1,1,-1.1426756702958631,-1.1426756702958634
2016-01-14,air_de88770300008624,0,0,0,0,1,0,0,-1.2640828639654653,-1.2823437018859907,0.0,-1.0607365733175973,-1.2367822861946207,1,3.0,1,1,-1.0497286020663454,-1.0497286020663457
2016-01-15,air_de88770300008624,1,0,0,0,0,0,0,-1.5325549015936821,-1.6535734032091483,0.0,-0.9169667447520431,-1.3854049281286518,1,13.0,1,1,-0.772669943891783,-0.7726699438917832
2016-01-16,air_de88770300008624,0,0,1,0,0,0,0,-1.3088282035701682,-1.292950264780938,0.0,-1.0607365733175973,-1.362539906292647,1,42.0,1,1,-0.6247185832305507,-0.6247185832305509
2016-01-17,air_de88770300008624,0,0,0,1,0,0,0,-1.3088282035701682,-1.4308355824152537,0.0,-0.821120192375007,-1.2024847534406138,1,22.0,1,1,-1.2295111504774126,-1.2295111504774128
2016-01-18,air_de88770300008624,0,1,0,0,0,0,0,-1.1410331800525326,-1.0596058810920963,0.0,-1.0607365733175973,-0.9624020241625634,1,2.0,1,1,-1.5136999947079381,-1.5136999947079384
2016-01-19,air_de88770300008624,0,0,0,0,0,1,0,-1.1410331800525326,-1.0383927553022017,0.0,-0.9409283828463022,-1.1681872206866064,1,7.0,1,1,-1.2766213083471682,-1.2766213083471685
2016-01-20,air_de88770300008624,0,0,0,0,0,0,1,-1.2752691988666411,-1.2187043245163065,0.0,-0.9648900209405611,-1.2482147971126232,1,23.0,1,1,-1.1513337533638184,-1.1513337533638184
2016-01-21,air_de88770300008624,0,0,0,0,1,0,0,-1.1074741753490056,-1.345983079255675,0.0,-0.9888516590348203,-0.9395370023265587,1,21.0,1,1,-1.0291019924044524,-1.0291019924044527
2016-01-22,air_de88770300008624,1,0,0,0,0,0,0,-1.1522195149537084,-1.2823437018859907,0.0,-0.19811760192427208,-0.950969513244561,1,31.0,1,1,-0.7202121464800553,-0.7202121464800554
2016-01-23,air_de88770300008624,0,0,1,0,0,0,0,-1.3647598780760466,-1.5687209000495694,0.0,-1.0607365733175973,-1.2367822861946207,1,34.0,1,1,-0.6468730899044358,-0.6468730899044359
2016-01-24,air_de88770300008624,0,0,0,1,0,0,0,-1.5437412364948577,-1.6641799661040957,0.0,-1.0367749352233384,-1.4197024608826592,1,4.0,1,1,-1.3448673748828142,-1.3448673748828144
2016-01-25,air_de88770300008624,0,1,0,0,0,0,0,-1.353573543174871,-1.4838683968899906,0.0,-0.10227104954723595,-1.4082699499646565,1,9.0,1,1,-1.369568376576686,-1.3695683765766862
2016-01-26,air_de88770300008624,0,0,0,0,0,1,0,-1.2752691988666411,-1.1444583842516751,0.0,-0.9888516590348203,-1.1567547097686042,1,7.0,1,1,-1.1966613647195832,-1.1966613647195832
2016-01-27,air_de88770300008624,0,0,0,0,0,0,1,-0.8837474773254916,-0.9959665037224121,0.0,-0.8690434685635251,-0.8137793822285324,1,6.0,1,1,-1.0448902615283706,-1.0448902615283708
2016-01-28,air_de88770300008624,0,0,0,0,1,0,0,-0.9620518216337216,-1.0702124439870435,0.0,-0.9169667447520431,-0.8709419368185444,1,13.0,1,1,-1.0504925505723415,-1.0504925505723417
2016-01-29,air_de88770300008624,1,0,0,0,0,0,0,-1.3200145384713438,-1.4944749597849378,0.0,-1.0607365733175973,-1.065294622424585,1,35.0,1,1,-0.907379530449084,-0.9073795304490843
2016-01-30,air_de88770300008624,0,0,1,0,0,0,0,-1.3200145384713438,-1.5475077742596746,0.0,-1.0607365733175973,-1.1224571770145968,1,28.0,1,1,-0.6056198705806498,-0.60561987058065
2016-01-31,air_de88770300008624,0,0,0,1,0,0,0,-1.2193375243607627,-1.2717371389910435,0.0,-1.0607365733175973,-1.0424296005885803,1,10.0,1,1,-1.161010434439768,-1.1610104344397683
2016-02-01,air_de88770300008624,0,1,0,0,0,0,0,-1.3312008733725196,-1.5581143371546222,0.0,-1.0607365733175973,-1.1681872206866064,1,26.0,1,1,-1.4156599364384468,-1.415659936438447
2016-02-02,air_de88770300008624,0,0,0,0,0,1,0,-1.241710194163114,-1.2717371389910435,0.0,-0.22207924001853113,-1.191052242522611,1,12.0,1,1,-1.2674539262752158,-1.267453926275216
2016-02-03,air_de88770300008624,0,0,0,0,0,0,1,-1.2640828639654653,-1.441442145310201,0.0,-0.9409283828463022,-1.0195645787525753,1,12.0,1,1,-1.1925869726876042,-1.1925869726876044
2016-02-04,air_de88770300008624,0,0,0,0,1,0,0,-1.1074741753490056,-1.0065730666173593,0.0,-0.006424497170199734,-1.1338896879325993,1,2.0,1,1,-1.1548988463917997,-1.1548988463918
2016-02-05,air_de88770300008624,1,0,0,0,0,0,0,-1.1074741753490056,-1.1550649471466226,0.0,-0.8930051066577841,-0.9395370023265587,1,22.0,1,1,-0.7805640784537421,-0.7805640784537422
2016-02-06,air_de88770300008624,0,0,1,0,0,0,0,-1.353573543174871,-1.4944749597849378,0.0,-1.0607365733175973,-1.0881596442605899,1,51.0,1,1,-0.5572364652009009,-0.557236465200901
2016-02-07,air_de88770300008624,0,0,0,1,0,0,0,-1.420691552581925,-1.4732618339950432,0.0,-0.48565725905538054,-1.3168098626206375,1,36.0,1,1,-1.1683952699977298,-1.16839526999773
2016-02-08,air_de88770300008624,0,1,0,0,0,0,0,-1.3647598780760466,-1.1656715100415698,0.0,1.3833505122968242,-1.5111625482266782,1,7.0,1,1,-1.3642207370347137,-1.364220737034714
2016-02-09,air_de88770300008624,0,0,0,0,0,1,0,-1.2640828639654653,-1.3035568276758855,0.0,-1.0128132971290793,-1.1224571770145968,1,32.0,1,1,-1.1462407633238447,-1.146240763323845
2016-02-10,air_de88770300008624,0,0,0,0,0,0,1,-1.1634058498548843,-1.3035568276758855,0.0,0.44884662662072183,-1.0309970896705778,1,36.0,1,1,-0.8220719472795267,-0.8220719472795269
2016-02-11,air_de88770300008624,0,0,0,0,1,0,0,-1.0851015055466542,-1.0702124439870435,1.0,0.08942205520683628,-1.1224571770145968,1,8.0,1,1,-0.8954110038551462,-0.8954110038551464
2016-02-12,air_de88770300008624,1,0,0,0,0,0,0,-0.8278158028196132,-0.43381867029020205,0.0,1.191657407542752,-1.2367822861946207,1,28.0,1,1,-0.8391334639134382,-0.8391334639134383
2016-02-13,air_de88770300008624,0,0,1,0,0,0,0,-0.5145984255866937,-0.4762449218699915,0.0,-1.0607365733175973,-0.5051015874424679,1,24.0,1,1,-0.6491649354224239,-0.649164935422424
2016-02-14,air_de88770300008624,0,0,0,1,0,0,0,-0.4027350765749367,-0.25350710107609703,0.0,-1.0607365733175973,-0.32218141275442963,1,8.0,1,1,-1.1859660856356387,-1.1859660856356387
2016-02-15,air_de88770300008624,0,1,0,0,0,0,0,-1.2640828639654653,-1.0277861924072542,0.0,-0.797158554280748,-1.1567547097686042,1,18.0,1,1,-1.3677858300626953,-1.3677858300626953
2016-02-16,air_de88770300008624,0,0,0,0,0,1,0,-1.353573543174871,-1.4308355824152537,0.0,-0.6294270876209348,-1.2367822861946207,1,6.0,1,1,-1.2071019943015289,-1.207101994301529
2016-02-17,air_de88770300008624,0,0,0,0,0,0,1,-1.196964854558411,-1.345983079255675,0.0,-1.0367749352233384,-1.065294622424585,1,11.0,1,1,-1.0380147249744063,-1.0380147249744065
2016-02-18,air_de88770300008624,0,0,0,0,1,0,0,-1.0627288357443028,-0.8050483716133596,0.0,0.9999643027886795,-1.1224571770145968,1,19.0,1,1,-1.0476914060503562,-1.0476914060503562
