visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-01-05,air_673acd9fa5e0dd78,0,0,0,0,0,1,0,-1.1627161668598232,-1.2743157034563186,0.0,-0.6913286319609742,-0.9989407116401328,1,3.0,1,1,-1.3906201687966147,-1.3906201687966147
2016-01-06,air_673acd9fa5e0dd78,0,0,0,0,0,0,1,-1.0052979611320503,-1.0930495919425727,0.0,-0.5895207541279431,-0.8588002610821666,1,4.0,1,1,-1.3269675196877628,-1.3269675196877628
2016-01-07,air_673acd9fa5e0dd78,0,0,0,0,1,0,0,-1.0446525125639936,-1.1655560365480708,0.0,-0.5386168152114276,-0.8087501001686073,1,9.0,1,1,-1.2582830406098318,-1.2582830406098318
2016-01-08,air_673acd9fa5e0dd78,1,0,0,0,0,0,0,-1.024975236848022,-1.138366119821009,0.0,-0.9713002960018096,-0.8287701645340311,1,6.0,1,1,-0.9264338541490588,-0.9264338541490588
2016-01-09,air_673acd9fa5e0dd78,0,0,1,0,0,0,0,-1.1332002532858658,-1.292442314607693,0.0,-0.9458483265435518,-0.9288704863611497,1,14.0,1,1,-0.6703137087229276,-0.6703137087229276
2016-01-12,air_673acd9fa5e0dd78,0,0,0,0,0,1,0,-1.4086821133094685,-1.5462148707269374,0.0,-1.2003680211261294,-1.259201548390641,1,2.0,1,1,-1.3662157934465806,-1.3662157934465806
2016-01-13,air_673acd9fa5e0dd78,0,0,0,0,0,0,1,-1.1922320804337807,-1.2199358700021947,0.0,-0.36045302900362325,-1.19914135529437,1,7.0,1,1,-1.163936228689597,-1.163936228689597
2016-01-14,air_673acd9fa5e0dd78,0,0,0,0,1,0,0,-1.1430388911438516,-1.0930495919425727,0.0,0.30129817691107885,-1.109051065649963,1,1.0,1,1,-1.0721053317539015,-1.0721053317539015
2016-01-15,air_673acd9fa5e0dd78,1,0,0,0,0,0,0,-1.3988434754514827,-1.446518509394377,0.0,0.6576257493266874,-1.3392818058523357,1,2.0,1,1,-0.7983737814359932,-0.7983737814359932
2016-01-16,air_673acd9fa5e0dd78,0,0,1,0,0,0,0,-1.2709411832976674,-1.1927459532751328,0.0,0.09768242124501653,-1.3993419989486071,1,2.0,1,1,-0.6521991208342426,-0.6521991208342426
