visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Dōgenzaka,total_area_visitors,total_genre_visitors
2016-01-01,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.9481429293936398,-0.9339979281651757,1.0,0.907523177253048,-0.9187769417618459,1,4.0,1,1,-2.02217396959778,-2.0221739695977803
2016-01-05,air_70e9e8cd55879414,0,0,0,0,0,1,0,-0.5312078379088977,-0.5311923482299099,0.0,0.7579378325432011,-0.7428545073955941,1,2.0,1,1,-1.4089416312687837,-1.408941631268784
2016-01-06,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.776463774076393,-1.0316477657252399,0.0,-1.336256993394656,-0.5082912615739251,1,5.0,1,1,-1.344857458779219,-1.3448574587792193
2016-01-07,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.8009893676931427,-0.8363480906051112,0.0,-0.1395742357158806,-0.8132234811420948,1,2.0,1,1,-1.2757073438003608,-1.275707343800361
2016-01-08,air_70e9e8cd55879414,1,0,0,0,0,0,0,-1.033982507052263,-1.0804726845052721,0.0,0.8327305048981243,-0.9774177532172631,1,6.0,1,1,-0.9416084366314447,-0.9416084366314447
2016-01-09,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.9726685230103893,-0.9950290766402159,0.0,0.8825922864680735,-1.0126022400905135,1,8.0,1,1,-0.6837519639263979,-0.6837519639263979
2016-01-10,air_70e9e8cd55879414,0,0,0,1,0,0,0,-0.8990917421601407,-0.8363480906051112,0.0,0.9324540680380223,-1.0595148892548472,1,12.0,1,1,-0.969217823198095,-0.9692178231980951
2016-01-11,air_70e9e8cd55879414,0,1,0,0,0,0,0,-0.9971941166271389,-1.1292976032853044,1.0,-0.5135375974904979,-0.8953206171796789,1,5.0,1,1,-1.3306728198091968,-1.330672819809197
2016-01-12,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.450917598537005,-1.6663717098656587,0.0,-1.336256993394656,-1.235437323621099,1,1.0,1,1,-1.3843718101957097,-1.3843718101957097
2016-01-13,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.3405524272616323,-1.2269474408453689,0.0,0.8327305048981243,-1.4465442448606012,1,3.0,1,1,-1.1807209221261048,-1.180720922126105
2016-01-14,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.1320848815192612,-1.019441536030232,0.0,0.9324540680380223,-1.3175344596586833,1,3.0,1,1,-1.0882674716964957,-1.088267471696496
2016-01-15,air_70e9e8cd55879414,1,0,0,0,0,0,0,-1.1811360687527603,-1.0804726845052721,0.0,0.6831451601882775,-1.106427538419181,1,6.0,1,1,-0.8126802002789213,-0.8126802002789213
2016-01-16,air_70e9e8cd55879414,0,0,1,0,0,0,0,-1.0707708974773875,-0.9706166172501997,0.0,0.9324540680380223,-1.129883863001348,1,12.0,1,1,-0.6655145709649408,-0.6655145709649408
2016-01-17,air_70e9e8cd55879414,0,0,0,1,0,0,0,-1.1566104751360107,-1.3612159674904574,0.0,-0.5633993790604468,-1.0712430515459308,1,12.0,1,1,-1.2670952415685617,-1.2670952415685617
2016-01-19,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.2424500527946343,-1.3612159674904574,0.0,0.9324540680380223,-1.235437323621099,1,8.0,1,1,-1.313955209594528,-1.313955209594528
2016-01-20,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.365078020878382,-1.3001848190154173,0.0,0.9573849588229968,-1.4230879202784341,1,1.0,1,1,-1.1893330243579041,-1.1893330243579041
2016-01-21,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.2056616623695098,-1.251359900235385,0.0,0.5086289246934562,-1.2237091613300155,1,2.0,1,1,-1.0677504046148565,-1.0677504046148565
2016-01-22,air_70e9e8cd55879414,1,0,0,0,0,0,0,-1.1566104751360107,-1.1537100626753205,0.0,0.6831451601882775,-0.9891459155083465,1,4.0,1,1,-0.7605009926391967,-0.7605009926391967
2016-01-23,air_70e9e8cd55879414,0,0,1,0,0,0,0,-1.3896036144951314,-1.6297530207806346,0.0,-1.286395211824707,-1.0360585646726803,1,5.0,1,1,-0.6875514207933682,-0.6875514207933682
2016-01-24,air_70e9e8cd55879414,0,0,0,1,0,0,0,-1.46318039534538,-1.2879785893204092,0.0,0.907523177253048,-1.4817287317338514,1,14.0,1,1,-1.3818388389510627,-1.3818388389510627
2016-01-25,air_70e9e8cd55879414,0,1,0,0,0,0,0,-1.512231582578879,-1.3856284268804735,0.0,1.0571085219628948,-1.6459230038090198,1,2.0,1,1,-1.406408660024137,-1.406408660024137
2016-01-26,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.401866411303506,-1.239153670540377,0.0,0.8077996141131499,-1.4934568940249349,1,1.0,1,1,-1.2344199125126176,-1.2344199125126176
2016-01-28,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.9113545389685155,-0.7020795639600226,0.0,1.007246740392946,-1.0946993761280976,1,4.0,1,1,-1.08902736306989,-1.08902736306989
2016-01-29,air_70e9e8cd55879414,1,0,0,0,0,0,0,-1.2056616623695098,-1.4588658050505217,0.0,-1.336256993394656,-1.0360585646726803,1,2.0,1,1,-0.9466743791207383,-0.9466743791207384
2016-01-30,air_70e9e8cd55879414,0,0,1,0,0,0,0,-1.46318039534538,-1.8006402365107472,0.0,-1.336256993394656,-1.1650683498745982,1,15.0,1,1,-0.6465172866300896,-0.6465172866300896
2016-01-31,air_70e9e8cd55879414,0,0,0,1,0,0,0,-1.1198220847108866,-1.0438539954202481,0.0,-0.06478156336095717,-1.188524674456765,1,11.0,1,1,-1.198958315087562,-1.198958315087562
2016-02-02,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.1320848815192612,-1.1048851438952885,0.0,0.7828687233281755,-1.0360585646726803,1,1.0,1,1,-1.3048365131137993,-1.3048365131137993
2016-02-03,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.2547128496030089,-1.2879785893204092,0.0,0.4338362523385326,-1.1650683498745982,1,5.0,1,1,-1.2303671585211826,-1.2303671585211828
2016-02-04,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.2424500527946343,-1.251359900235385,0.0,0.1346655629188389,-1.211980999038932,1,2.0,1,1,-1.1928791841004096,-1.1928791841004098
2016-02-05,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.9481429293936398,-0.7875231718250789,0.0,0.907523177253048,-1.2706218104943494,1,12.0,1,1,-0.8205324111373264,-0.8205324111373264
2016-02-06,air_70e9e8cd55879414,0,0,1,0,0,0,0,-1.046245303860638,-1.2025349814553528,0.0,-1.0869480855449112,-0.8249516434331782,1,3.0,1,1,-0.5983908329818,-0.5983908329818
2016-02-07,air_70e9e8cd55879414,0,0,0,1,0,0,0,-1.2547128496030089,-1.2635661299303929,0.0,0.8825922864680735,-1.1650683498745982,1,4.0,1,1,-1.2063039316970379,-1.2063039316970379
2016-02-08,air_70e9e8cd55879414,0,1,0,0,0,0,0,-1.3282896304532574,-1.275772359625401,0.0,0.03494199977894088,-1.188524674456765,1,7.0,1,1,-1.4010894204103785,-1.4010894204103788
2016-02-09,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.0585081006690127,-0.6166359560949664,0.0,0.8077996141131499,-1.2706218104943494,1,5.0,1,1,-1.1842670818686105,-1.1842670818686105
2016-02-10,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.1320848815192612,-1.0926789142002802,0.0,1.1319011943178185,-1.153340187583515,1,6.0,1,1,-0.8618198424250697,-0.8618198424250697
2016-02-11,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.1320848815192612,-1.007235306335224,1.0,1.1319011943178185,-1.1416120252924316,1,5.0,1,1,-0.9347694142708982,-0.9347694142708983
2016-02-12,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.9849313198187641,-0.9584103875551917,0.0,-0.7379156145552683,-1.1650683498745982,1,16.0,1,1,-0.8787907497642035,-0.8787907497642035
2016-02-13,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.15106113684928002,0.25000635225060547,0.0,-0.18943601728582962,-0.36755331408092357,1,10.0,1,1,-0.6898310949135503,-0.6898310949135503
2016-02-14,air_70e9e8cd55879414,0,0,0,1,0,0,0,0.4007647195275844,0.396481108590702,0.0,-0.2392977988557784,0.42996172171275093,1,11.0,1,1,-1.223781433285101,-1.223781433285101
2016-02-15,air_70e9e8cd55879414,0,1,0,0,0,0,0,-0.8745661485433912,-0.5189861185349018,0.0,-1.236533430254758,-0.9656895909261795,1,10.0,1,1,-1.4046355801528843,-1.4046355801528843
2016-02-16,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.1811360687527603,-1.1903287517603447,0.0,1.007246740392946,-1.2002528367478487,1,17.0,1,1,-1.2448050946156695,-1.2448050946156697
2016-02-17,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.1075592879025118,-0.7753169421300709,0.0,0.7828687233281755,-1.188524674456765,1,14.0,1,1,-1.0766158039711204,-1.0766158039711204
2016-02-18,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.1075592879025118,-1.1048851438952885,0.0,0.3590435799836092,-1.211980999038932,1,1.0,1,1,-1.0862410947007783,-1.0862410947007783
2016-02-19,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.678361399609395,-0.3969238215848213,0.0,0.9823158496079716,-1.0595148892548472,1,9.0,1,1,-0.7686065006220666,-0.7686065006220666
2016-02-20,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.8868289453517659,-1.0438539954202481,0.0,-1.1866716486848092,-0.5786602353204258,1,15.0,1,1,-0.802548315300334,-0.802548315300334
2016-02-22,air_70e9e8cd55879414,0,1,0,0,0,0,0,-1.046245303860638,-1.2147412111503606,0.0,-1.2116025394697836,-0.766310831977761,1,2.0,1,1,-1.3917174268051853,-1.3917174268051855
2016-02-23,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.046245303860638,-1.1903287517603447,0.0,-1.3113261026096816,-0.766310831977761,1,1.0,1,1,-1.1764148710102054,-1.1764148710102054
2016-02-24,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.1566104751360107,-1.47107203474553,0.0,-1.3113261026096816,-1.0477867269637637,1,7.0,1,1,-1.1325944684778153,-1.1325944684778153
2016-02-25,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.401866411303506,-1.3856284268804735,0.0,-0.8376391776951663,-1.2940781350765163,1,3.0,1,1,-1.0287426474472954,-1.0287426474472954
2016-02-26,air_70e9e8cd55879414,1,0,0,0,0,0,0,-1.1566104751360107,-1.019441536030232,0.0,1.2814865390276653,-1.3292626219497665,1,8.0,1,1,-0.6204276828102273,-0.6204276828102273
2016-02-27,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.9113545389685155,-0.8851730093851434,0.0,1.2814865390276653,-1.0243304023815967,1,3.0,1,1,-0.4529982835390722,-0.4529982835390722
2016-02-28,air_70e9e8cd55879414,0,0,0,1,0,0,0,-0.8009893676931427,-0.580017267009942,0.0,1.106970303532844,-0.9070487794707623,1,2.0,1,1,-1.0340618870610538,-1.0340618870610538
