visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_b28bed4b2e7167b7,1,0,0,0,0,0,0,1.0787098526885444,1.1525879313668084,0.0,-0.18636933316308188,1.0251216358103994,1,15.0,1,1,1.4294322640493238,1.4294322640493238
2016-07-02,air_b28bed4b2e7167b7,0,0,1,0,0,0,0,1.2412651975014533,1.2922718459888742,0.0,0.4808373649839319,1.180169538239825,1,33.0,1,1,1.5882766991370065,1.5882766991370065
2016-07-03,air_b28bed4b2e7167b7,0,0,0,1,0,0,0,1.4967093107788816,1.7113235898550716,0.0,0.6676552404650956,1.3130677403221904,1,15.0,1,1,-0.39499867579747994,-0.39499867579747994
2016-07-04,air_b28bed4b2e7167b7,0,1,0,0,0,0,0,1.3341539659659727,1.5250783703589836,0.0,0.5342139008356929,1.2023192385868862,1,5.0,1,1,-1.1656601933999207,-1.1656601933999207
2016-07-05,air_b28bed4b2e7167b7,0,0,0,0,0,1,0,0.6258771064240121,0.570571620441534,0.0,-1.3606531219018263,0.8257743326868519,1,8.0,1,1,-0.4995015936183237,-0.4995015936183237
2016-07-06,air_b28bed4b2e7167b7,0,0,0,0,0,0,1,0.7884324512369213,0.721895861282105,0.0,-0.2664341369407237,0.8589988832074432,1,20.0,1,1,-0.04044877642712625,-0.04044877642712625
2016-07-07,air_b28bed4b2e7167b7,0,0,0,0,1,0,0,1.2877095817337127,1.8626478306956435,0.0,2.0554451726108844,1.014046785636869,1,10.0,1,1,-0.10733064383246628,-0.10733064383246628
2016-07-08,air_b28bed4b2e7167b7,1,0,0,0,0,0,0,1.0438765645143495,1.0594653216187644,0.0,-0.8001994954583347,1.0361964859839299,1,12.0,1,1,1.2234665132896971,1.2234665132896971
2016-07-09,air_b28bed4b2e7167b7,0,0,1,0,0,0,0,0.7071547788304665,0.48908933691199524,0.0,-1.3606531219018263,0.8368491828603825,1,18.0,1,1,1.5270949908855307,1.5270949908855307
2016-07-10,air_b28bed4b2e7167b7,0,0,0,1,0,0,0,1.0787098526885444,1.2340702148963467,0.0,1.761874225426198,0.8257743326868519,1,16.0,1,1,-0.23463419826876689,-0.23463419826876689
2016-07-11,air_b28bed4b2e7167b7,0,1,0,0,0,0,0,1.3573761580821024,1.4901573917034674,0.0,1.9753803688332428,1.0583461863309906,1,18.0,1,1,-1.2162016045641832,-1.2162016045641832
2016-07-12,air_b28bed4b2e7167b7,0,0,0,0,0,1,0,1.2528762935595184,1.2922718459888742,0.0,0.3207077574286485,1.3130677403221904,1,3.0,1,1,-0.48430116920801913,-0.48430116920801913
2016-07-13,air_b28bed4b2e7167b7,0,0,0,0,0,0,1,1.0206543723982198,0.8033781448116438,0.0,-1.3606531219018263,1.1912443884133557,1,6.0,1,1,-0.4109591214282997,-0.4109591214282997
2016-07-14,air_b28bed4b2e7167b7,0,0,0,0,1,0,0,1.113543140862739,1.4203154343924345,0.0,-0.31981067279248476,0.9475976845956866,1,8.0,1,1,-0.19207300991991416,-0.19207300991991416
2016-07-15,air_b28bed4b2e7167b7,1,0,0,0,0,0,0,0.6839325867143367,0.384326400945446,0.0,-1.3606531219018263,0.9143731340750952,1,11.0,1,1,1.0083805078838879,1.0083805078838879
