visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,total_area_visitors,total_genre_visitors
2016-07-01,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,0.9630551846244046,1.0582236539338619,0.0,0.933463042663288,0.8692741265199214,1,6.0,1,1,1.2412210824315282,1.2412210824315282
2016-07-02,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,1.2035417400216488,1.2949787765088958,0.0,0.5071676816776607,1.0498893534141673,1,20.0,1,1,1.3908634264413913,1.3908634264413913
2016-07-03,air_97cf68dc1a9beac0,0,0,0,1,0,0,0,1.2558214259775713,1.3272635659509455,0.0,0.8268892024168815,1.2204704010365108,1,7.0,1,1,-0.4775178974520918,-0.4775178974520918
2016-07-04,air_97cf68dc1a9beac0,0,1,0,0,0,0,0,1.3185570491246783,1.3380251624316288,0.0,1.0666803429712965,1.2305045803084134,1,17.0,1,1,-1.203533863126739,-1.203533863126739
2016-07-07,air_97cf68dc1a9beac0,0,0,0,0,1,0,0,1.2244536144040177,1.1981244081827451,0.0,1.7594103045729415,1.1602653254050956,1,15.0,1,1,-0.206514896458153,-0.206514896458153
2016-07-08,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,0.8166720639478211,0.5201438298996948,0.0,-1.5177352830040693,0.9997184570546547,1,6.0,1,1,1.0471872296723275,1.0471872296723275
2016-07-09,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,0.8794076870949284,0.8107069348781449,0.0,0.21408962100004192,1.0097526363265574,1,15.0,1,1,1.333226064274913,1.333226064274913
2016-07-10,air_97cf68dc1a9beac0,0,0,0,1,0,0,0,1.1408061168745414,0.9828924785690786,0.0,0.7469588222320761,1.2004020424927058,1,14.0,1,1,-0.3264435692890242,-0.3264435692890242
2016-07-11,air_97cf68dc1a9beac0,0,1,0,0,0,0,0,1.0989823681098034,1.0151772680111286,0.0,-1.4111614427576624,1.2104362217646083,1,8.0,1,1,-1.2511473362207863,-1.2511473362207863
2016-07-12,air_97cf68dc1a9beac0,0,0,0,0,0,1,0,1.2453654887863868,1.1766012152213787,0.0,-0.42535342047839925,1.2806754766679262,1,11.0,1,1,-0.5616469664528522,-0.5616469664528522
2016-07-14,air_97cf68dc1a9beac0,0,0,0,0,1,0,0,1.1094383053009877,1.0689852504145454,0.0,0.6137415219240676,1.2004020424927058,1,5.0,1,1,-0.28634801299930007,-0.28634801299930007
2016-07-15,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,0.8584958127125595,0.7676605489554117,0.0,-0.8782922415256282,0.9094108436075319,1,12.0,1,1,0.8445614719939004,0.8445614719939004
2016-07-16,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,0.8689517499037438,0.8107069348781449,0.0,-0.13227535980078028,0.7488639752570908,1,12.0,1,1,1.277020686261639,1.277020686261639
2016-07-17,air_97cf68dc1a9beac0,0,0,0,1,0,0,0,1.0153348705803273,0.9828924785690786,0.0,-0.10563189973917866,1.170299504676998,1,28.0,1,1,0.39277047165790197,0.39277047165790197
2016-07-18,air_97cf68dc1a9beac0,0,1,0,0,0,0,0,1.1303501796833568,1.1120316363372786,1.0,1.413045323772119,1.0197868155984597,1,6.0,1,1,-1.06498939630421,-1.06498939630421
2016-07-19,air_97cf68dc1a9beac0,0,0,0,0,0,1,0,1.1512620540657261,1.090508443375912,0.0,1.306471483525712,1.1201286083174853,1,6.0,1,1,-0.8974472503792916,-0.8974472503792916
2016-07-20,air_97cf68dc1a9beac0,0,0,0,0,0,0,1,1.1512620540657261,1.0689852504145454,0.0,1.2531845634025087,1.090026070501778,1,4.0,1,1,-0.4377803372006688,-0.4377803372006688
2016-07-21,air_97cf68dc1a9beac0,0,0,0,0,1,0,0,1.1617179912569104,1.1120316363372786,0.0,0.7203153621704745,1.1602653254050956,1,2.0,1,1,-0.22692067064131613,-0.22692067064131613
2016-07-22,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,1.0989823681098034,1.0367004609724952,0.0,0.7736022822936778,1.090026070501778,1,16.0,1,1,0.9054207985050887,0.9054207985050887
2016-07-23,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,1.1512620540657261,1.2734555835475287,0.0,1.5995495442033307,1.039855174142265,1,32.0,1,1,1.2072114587929228,1.2072114587929228
2016-07-24,air_97cf68dc1a9beac0,0,0,0,1,0,0,0,1.2139976772128331,1.2088860046634284,0.0,0.7736022822936778,1.1401969668612906,1,17.0,1,1,-0.4986396637118572,-0.4986396637118572
2016-07-25,air_97cf68dc1a9beac0,0,1,0,0,0,0,0,1.1617179912569104,1.0582236539338619,0.0,-1.3045876025112557,1.330846373027439,1,9.0,1,1,-1.1133188614748597,-1.1133188614748597
2016-07-28,air_97cf68dc1a9beac0,0,0,0,0,1,0,0,1.2662773631687556,1.4025947413157291,0.0,1.1199672630945001,1.170299504676998,1,4.0,1,1,-0.005321122932930233,-0.005321122932930233
2016-07-29,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,1.308101111933494,1.3487867589123124,0.0,1.4663322438953221,1.2606071181241212,1,9.0,1,1,1.1409821917072178,1.1409821917072178
2016-07-30,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,1.308101111933494,1.2626939870668452,0.0,1.2798280234641104,1.2706412973960235,1,8.0,1,1,1.254108939810368,1.254108939810368
2016-07-31,air_97cf68dc1a9beac0,0,0,0,1,0,0,0,1.2871892375511247,1.316501969470262,0.0,0.6670284420472709,1.330846373027439,1,21.0,1,1,-0.4556801391157242,-0.4556801391157242
2016-08-01,air_97cf68dc1a9beac0,0,1,0,0,0,0,0,1.3185570491246783,1.3595483553929952,0.0,1.4663322438953221,1.2004020424927058,1,14.0,1,1,-1.1655862830668215,-1.1655862830668215
2016-08-02,air_97cf68dc1a9beac0,0,0,0,0,0,1,0,1.1721739284480952,1.2088860046634284,0.0,0.7469588222320761,1.2305045803084134,1,8.0,1,1,-0.8254900466807689,-0.8254900466807689
2016-08-04,air_97cf68dc1a9beac0,0,0,0,0,1,0,0,1.3290129863158628,1.3918331448350456,0.0,1.0933238030328987,1.2606071181241212,1,2.0,1,1,-0.2720281714672558,-0.2720281714672558
2016-08-05,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,1.3603807978894167,1.4671643201998286,0.0,1.4663322438953221,1.2706412973960235,1,10.0,1,1,0.740742620886579,0.740742620886579
2016-08-06,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,1.4231164210365235,1.6393498638907622,0.0,1.5462626240801276,1.3007438352117313,1,19.0,1,1,0.5073292039142565,0.5073292039142565
2016-08-07,air_97cf68dc1a9beac0,0,0,0,1,0,0,0,1.4022045466541546,1.3918331448350456,0.0,1.0666803429712965,1.3609489108431467,1,6.0,1,1,-0.6457760354536126,-0.6457760354536126
2016-08-08,air_97cf68dc1a9beac0,0,1,0,0,0,0,0,1.3708367350806008,1.3595483553929952,0.0,0.7203153621704745,1.3007438352117313,1,28.0,1,1,-1.1476864811517662,-1.1476864811517662
2016-08-09,air_97cf68dc1a9beac0,0,0,0,0,0,1,0,1.4335723582277082,1.4886875131611956,0.0,1.1732541832177035,1.2806754766679262,1,7.0,1,1,-0.34577535535728404,-0.34577535535728404
2016-08-10,air_97cf68dc1a9beac0,0,0,0,0,0,0,1,1.3185570491246783,1.3918331448350456,0.0,1.9459145250041532,1.1903678632208035,1,5.0,1,1,0.6218879361706111,0.6218879361706111
2016-08-11,air_97cf68dc1a9beac0,0,0,0,0,1,0,0,1.2767333003599404,1.3595483553929952,1.0,1.865984144819348,1.05992353268607,1,18.0,1,1,0.32260324815088476,0.32260324815088476
2016-08-12,air_97cf68dc1a9beac0,1,0,0,0,0,0,0,1.3394689235070472,1.4994491096418792,0.0,1.865984144819348,1.1602653254050956,1,19.0,1,1,-0.09446213646990614,-0.09446213646990614
2016-08-13,air_97cf68dc1a9beac0,0,0,1,0,0,0,0,1.3812926722717855,1.5317338990839289,1.0,1.7594103045729415,1.2004020424927058,1,22.0,1,1,0.06556209265068917,0.06556209265068917
