visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,1.0963222822405965,1.1718225333372867,0.0,-0.18306820858518152,1.042505161479952,1,55.0,1,1,1.3975525347988056,1.3975525347988056
2016-07-02,air_0919d54f0c9a24b8,0,0,1,0,0,0,0,1.257794672390013,1.3104544273065437,0.0,0.4819231473866324,1.196518959389467,1,64.0,1,1,1.5553565492487411,1.5553565492487411
2016-07-04,air_0919d54f0c9a24b8,0,1,0,0,0,0,0,1.3500646096182511,1.5415075839219718,0.0,0.5351224558643773,1.218520930519398,1,58.0,1,1,-1.1805422371595902,-1.1805422371595902
2016-07-05,air_0919d54f0c9a24b8,0,0,0,0,0,1,0,0.6465063382529355,0.5941896417987151,0.0,-1.353452995095574,0.8444874213105757,1,47.0,1,1,-0.5187469325406023,-0.5187469325406023
2016-07-06,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,0.8079787284023524,0.7443741935987434,0.0,-0.2628671713017994,0.8774903780054719,1,57.0,1,1,-0.06270088121160224,-0.06270088121160224
2016-07-07,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,1.303929641004132,1.876534661014344,0.0,2.0513027474801135,1.0315041759149868,1,56.0,1,1,-0.1291446767694698,-0.1291446767694698
2016-07-08,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,1.0617210557800072,1.0794012706911151,0.0,-0.7948602560792504,1.0535061470449176,1,74.0,1,1,1.192935846205827,1.192935846205827
2016-07-11,air_0919d54f0c9a24b8,0,1,0,0,0,0,0,1.3731320939253107,1.506849610429658,0.0,1.9715037847634955,1.0755081181748483,1,68.0,1,1,-1.2307526053936606,-1.2307526053936606
2016-07-13,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,1.0386535714729477,0.8252427984141437,0.0,-1.353452995095574,1.2075199449544325,1,36.0,1,1,-0.4307844077395618,-0.4307844077395618
2016-07-14,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,1.1309235087011855,1.4375336634450293,0.0,-0.31606647977954444,0.9654982625251948,1,74.0,1,1,-0.2133319859138134,-0.2133319859138134
2016-07-15,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,0.7041750490205843,0.409347116506372,0.0,-1.353452995095574,0.9324953058302986,1,52.0,1,1,0.9792586400367755,0.9792586400367755
2016-07-19,air_0919d54f0c9a24b8,0,0,0,0,0,1,0,1.2923958988506024,1.3682177164604004,0.0,0.29572556771452446,1.2295219160843631,1,59.0,1,1,-0.8577612985119949,-0.8577612985119949
2016-07-20,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,1.1770584773153048,1.0909539285218863,0.0,-0.12986890010743662,1.1855179738245019,1,35.0,1,1,-0.37302360819209734,-0.37302360819209734
2016-07-21,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,0.6580400804064653,0.44400508999868643,0.0,-1.353452995095574,0.9214943202653332,1,57.0,1,1,-0.15066340601264283,-0.15066340601264283
2016-07-22,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,0.6119051117923461,0.25916256470634336,0.0,-1.353452995095574,0.8664893924405064,1,61.0,1,1,1.043437306200625,1.043437306200625
2016-07-25,air_0919d54f0c9a24b8,0,1,0,0,0,0,0,0.9925186028588283,0.8599007719064576,0.0,-1.1406557611845938,0.9434962913952641,1,50.0,1,1,-1.0854068026108252,-1.0854068026108252
2016-07-26,air_0919d54f0c9a24b8,0,0,0,0,0,1,0,0.8887149234770606,0.8021374827526006,0.0,-1.3268533408567016,0.9764992480901599,1,67.0,1,1,-0.34886222798923644,-0.34886222798923644
2016-07-27,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,0.9694511185517689,0.7905848249218294,0.0,-1.2736540323789565,1.0865091037398134,1,55.0,1,1,-0.1438680178305882,-0.1438680178305882
2016-07-28,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,1.2001259616223643,1.2295858224911438,0.0,0.02972902532579887,1.1855179738245019,1,57.0,1,1,0.08302244313690278,0.08302244313690278
2016-07-29,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,1.2808621566970724,1.379770374291172,0.0,1.70550724237477,1.1415140315646402,1,63.0,1,1,1.291846496411289,1.291846496411289
2016-07-30,air_0919d54f0c9a24b8,0,0,1,0,0,0,0,1.2808621566970724,1.4375336634450293,0.0,1.519309662702662,1.0535061470449176,1,40.0,1,1,1.4111433111629148,1.4111433111629148
2016-08-01,air_0919d54f0c9a24b8,0,1,0,0,0,0,0,1.303929641004132,1.2757964538142292,0.0,-0.8480595645569956,1.3285307861690514,1,50.0,1,1,-1.1405249511986018,-1.1405249511986018
2016-08-02,air_0919d54f0c9a24b8,0,0,0,0,0,1,0,1.1309235087011855,1.0331906393680292,0.0,-0.9012588730347406,1.097510089304779,1,39.0,1,1,-0.7818794638123847,-0.7818794638123847
2016-08-03,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,1.2347271880829536,1.3335597429680865,0.0,-0.2628671713017994,1.196518959389467,1,70.0,1,1,-0.3269659771803937,-0.3269659771803937
2016-08-04,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,1.3846658360788406,1.4490863212758007,0.0,0.9075176152085932,1.3065288150391206,1,72.0,1,1,-0.1982311232870253,-0.1982311232870253
2016-08-05,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,1.453868289000019,1.4952969525988864,0.0,1.519309662702662,1.3285307861690514,1,59.0,1,1,0.8697773859925619,0.8697773859925619
2016-08-06,air_0919d54f0c9a24b8,0,0,1,0,0,0,0,1.5000032576141382,1.5877182152450584,0.0,0.9873165779252111,1.4605426129486356,1,41.0,1,1,0.6236333251759162,0.6236333251759162
2016-08-08,air_0919d54f0c9a24b8,0,1,0,0,0,0,0,1.4308008046929594,1.472191636937344,0.0,-0.12986890010743662,1.4055376851238088,1,60.0,1,1,-1.1216488729151166,-1.1216488729151166
2016-08-09,air_0919d54f0c9a24b8,0,0,0,0,0,1,0,1.8229480379129714,1.9920612393220585,0.0,0.8011189982531028,1.44954162738367,1,45.0,1,1,-0.27600056581498394,-0.27600056581498394
2016-08-10,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,1.5000032576141382,1.5646128995835151,0.0,-0.050069937390818754,1.4825445840785663,1,69.0,1,1,0.7444402261902209,0.7444402261902209
2016-08-11,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,1.2923958988506024,1.3451124007988582,1.0,-0.050069937390818754,1.3945366995588433,1,11.0,1,1,0.42883219729034994,0.42883219729034994
2016-08-12,air_0919d54f0c9a24b8,1,0,0,0,0,0,0,1.2231934459294236,1.322007085137315,0.0,0.1095279880424165,1.28452684390919,1,40.0,1,1,-0.010980426714853045,-0.010980426714853045
2016-08-17,air_0919d54f0c9a24b8,0,0,0,0,0,0,1,1.453868289000019,1.5992708730758292,0.0,1.3065124287916816,1.1525150171296057,1,31.0,1,1,-0.8000004989645304,-0.8000004989645304
2016-08-18,air_0919d54f0c9a24b8,0,0,0,0,1,0,0,1.246260930236483,1.2873491116450009,0.0,-1.060856798467976,1.3945366995588433,1,25.0,1,1,-0.5198794972376115,-0.5198794972376115
