visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_cd5f54969be9ed08,1,0,0,0,0,0,0,1.1350555687103978,1.2085121111136592,0.0,-0.21044213348584412,1.0752273565537187,1,6.0,1,1,1.2827133744772266,1.2827133744772266
2016-07-02,air_cd5f54969be9ed08,0,0,1,0,0,0,0,1.2979441456959806,1.348264335182656,0.0,0.46264301930830537,1.230268022154528,1,9.0,1,1,1.4528067344585975,1.4528067344585975
2016-07-03,air_cd5f54969be9ed08,0,0,0,1,0,0,0,1.553911909530468,1.7675210073896461,0.0,0.651106862090667,1.3631600212409363,1,11.0,1,1,-0.6709187338255523,-0.6709187338255523
2016-07-05,air_cd5f54969be9ed08,0,0,0,0,0,1,0,0.681294532821988,0.6262111774928394,0.0,-1.3950720024035472,0.8758893579241064,1,7.0,1,1,-0.7828222601290858,-0.7828222601290858
2016-07-06,air_cd5f54969be9ed08,0,0,0,0,0,0,1,0.8441831098075712,0.7776094202342522,0.0,-0.29121235182114225,0.9091123576957085,1,3.0,1,1,-0.2912605882212006,-0.2912605882212006
2016-07-07,air_cd5f54969be9ed08,0,0,0,0,1,0,0,1.3444837391204327,1.9189192501310597,0.0,2.0511239799024983,1.0641530232965177,1,6.0,1,1,-0.36287884505546203,-0.36287884505546203
2016-07-08,air_cd5f54969be9ed08,1,0,0,0,0,0,0,1.1001508736420587,1.115343961734328,0.0,-0.8296804740564617,1.0863016898109195,1,7.0,1,1,1.0621616971808079,1.0621616971808079
2016-07-09,air_cd5f54969be9ed08,0,0,1,0,0,0,0,0.7627388213147794,0.5446890467859242,0.0,-1.3950720024035472,0.8869636911813072,1,8.0,1,1,1.3872923063318015,1.3872923063318015
2016-07-10,air_cd5f54969be9ed08,0,0,0,1,0,0,0,1.1350555687103978,1.290034241820574,0.0,1.754966512673072,0.8758893579241064,1,11.0,1,1,-0.49919768618885735,-0.49919768618885735
2016-07-12,air_cd5f54969be9ed08,0,0,0,0,0,1,0,1.3095790440520938,1.348264335182656,0.0,0.30110258263770934,1.3631600212409363,1,11.0,1,1,-0.7665453835758446,-0.7665453835758446
2016-07-13,air_cd5f54969be9ed08,0,0,0,0,0,0,1,1.0768810769298325,0.8591315509411673,0.0,-1.3950720024035472,1.2413423554117287,1,7.0,1,1,-0.6880094542064557,-0.6880094542064557
2016-07-14,air_cd5f54969be9ed08,0,0,0,0,1,0,0,1.1699602637787367,1.4763705405792362,0.0,-0.3450591640446741,0.997707023753314,1,4.0,1,1,-0.4536224318397819,-0.4536224318397819
2016-07-15,air_cd5f54969be9ed08,1,0,0,0,0,0,0,0.7394690246025534,0.4398748787341768,0.0,-1.3950720024035472,0.9644840239817118,1,3.0,1,1,0.8318438939524444,0.8318438939524444
2016-07-16,air_cd5f54969be9ed08,0,0,1,0,0,0,0,0.9605320933687018,0.8707775696135834,0.0,-0.9642975046152916,0.864815024666906,1,8.0,1,1,1.3234055658603296,1.3234055658603296
2016-07-17,air_cd5f54969be9ed08,0,0,0,1,0,0,0,1.1699602637787367,0.998883775010164,0.0,-1.3681485962917814,1.2524166886689296,1,5.0,1,1,0.31830843869768355,0.31830843869768355
2016-07-20,air_cd5f54969be9ed08,0,0,0,0,0,0,1,1.2164998572031893,1.1269899804067443,0.0,-0.15659532126231235,1.2191936888973274,1,2.0,1,1,-0.6257504013903079,-0.6257504013903079
2016-07-21,air_cd5f54969be9ed08,0,0,0,0,1,0,0,0.6929294311781012,0.4748129347514261,0.0,-1.3950720024035472,0.953409690724511,1,6.0,1,1,-0.3860733941438308,-0.3860733941438308
