visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_220cba70c890b119,1,0,0,0,0,0,0,1.0773307518518636,1.1585246749209546,0.0,-0.15935279688482662,1.0179154141957163,1,5.0,1,1,1.4352001232771752,1.4352001232771752
2016-07-02,air_220cba70c890b119,0,0,1,0,0,0,0,1.2393893977399169,1.297968371201972,0.0,0.5065306483111356,1.1721939613402652,1,26.0,1,1,1.5946832492697078,1.5946832492697078
2016-07-03,air_220cba70c890b119,0,0,0,1,0,0,0,1.4940529841354295,1.7162994600450243,0.0,0.6929780129660048,1.3044327160355933,1,10.0,1,1,-0.3965665941633742,-0.3965665941633742
2016-07-04,air_220cba70c890b119,0,1,0,0,0,0,0,1.331994338247376,1.530374531670334,0.0,0.5598013239268124,1.194233753789487,1,6.0,1,1,-1.1703268322324085,-1.1703268322324085
2016-07-05,air_220cba70c890b119,0,0,0,0,0,1,0,0.6258816668779998,0.577509273750048,0.0,-1.3313076604297203,0.8195572821527246,1,8.0,1,1,-0.5014897033689879,-0.5014897033689879
2016-07-06,air_220cba70c890b119,0,0,0,0,0,0,1,0.7879403127660536,0.7285732780544834,0.0,-0.23925881030834228,0.8526169708265566,1,5.0,1,1,-0.04059110002214685,-0.04059110002214685
2016-07-07,air_220cba70c890b119,0,0,0,0,1,0,0,1.2856918679936462,1.8673634643494605,0.0,2.0780155789736066,1.0068955179711054,1,4.0,1,1,-0.10774188991373958,-0.10774188991373958
2016-07-08,air_220cba70c890b119,1,0,0,0,0,0,0,1.0426038991615663,1.0655622107336093,0.0,-0.7719655664651119,1.0289353104203272,1,14.0,1,1,1.2284062134973839,1.2284062134973839
2016-07-09,air_220cba70c890b119,0,0,1,0,0,0,0,0.7069109898220265,0.49616711758612075,0.0,-1.3313076604297203,0.8305771783773354,1,18.0,1,1,1.5332555380620578,1.5332555380620578
2016-07-10,air_220cba70c890b119,0,0,0,1,0,0,0,1.0773307518518636,1.2398668310848813,0.0,1.7850268630873827,0.8195572821527246,1,16.0,1,1,-0.23555731385512346,-0.23555731385512346
2016-07-11,air_220cba70c890b119,0,1,0,0,0,0,0,1.3551455733742408,1.4955136076000801,0.0,1.998109565550091,1.0509751028695484,1,4.0,1,1,-1.2210714632300326,-1.2210714632300326
2016-07-12,air_220cba70c890b119,0,0,0,0,0,1,0,1.2509650153033494,1.297968371201972,0.0,0.34671862146410454,1.3044327160355933,1,9.0,1,1,-0.4862281602118077,-0.4862281602118077
2016-07-13,air_220cba70c890b119,0,0,0,0,0,0,1,1.0194526640347015,0.8099154342184106,0.0,-1.3313076604297203,1.183213857564876,1,2.0,1,1,-0.4125912144784134,-0.4125912144784134
