visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-01-01,air_35c4732dcbfe31be,1,0,0,0,0,0,0,-0.9941710332762705,-0.8830746704339324,1.0,0.7384055362356419,-0.9681329173314216,1,16.0,1,1,-1.966852120907247,-1.966852120907247
2016-01-02,air_35c4732dcbfe31be,0,0,1,0,0,0,0,-0.8868080583490117,-0.8595588526005489,1.0,0.18125418140577249,-0.9564627045060171,1,14.0,1,1,-1.8177453990116321,-1.8177453990116321
2016-01-03,air_35c4732dcbfe31be,0,0,0,1,0,0,0,-0.6243652307490458,-0.6479164921000964,1.0,0.40917973565435534,-0.6063563197438876,1,13.0,1,1,-1.6820103459154545,-1.6820103459154545
2016-01-04,air_35c4732dcbfe31be,0,1,0,0,0,0,0,-0.528931475258149,-0.4480320405163359,0.0,0.13060405823942067,-0.618026532569292,1,12.0,1,1,-1.4854720441274951,-1.4854720441274951
2016-01-05,air_35c4732dcbfe31be,0,0,0,0,0,1,0,-0.7078697668035804,-0.9183483971840078,0.0,-1.0596738361698461,-0.5363350427914617,1,8.0,1,1,-1.3560443819744485,-1.3560443819744485
2016-01-06,air_35c4732dcbfe31be,0,0,0,0,0,0,1,-0.7197989862399427,-0.8242851258504734,0.0,-0.6797979124222078,-0.6063563197438876,1,8.0,1,1,-1.2922135856299637,-1.2922135856299637
2016-01-07,air_35c4732dcbfe31be,0,0,0,0,1,0,0,-0.8510204000399255,-0.9301063061006997,0.0,-0.6038227276726802,-0.7113882351725265,1,6.0,1,1,-1.223336876530974,-1.223336876530974
2016-01-08,air_35c4732dcbfe31be,1,0,0,0,0,0,0,-0.9822418138399085,-1.0712012131010014,0.0,-0.9836986514203184,-0.874771214728187,1,7.0,1,1,-0.8905589303713866,-0.8905589303713866
2016-01-09,air_35c4732dcbfe31be,0,0,1,0,0,0,0,-1.065746349894443,-1.024169577434234,0.0,0.8143807209851697,-1.0381541942838473,1,7.0,1,1,-0.6337219711670955,-0.6337219711670955
2016-01-10,air_35c4732dcbfe31be,0,0,0,1,0,0,0,-0.9822418138399085,-0.9536221239340834,0.0,0.18125418140577249,-0.9681329173314216,1,21.0,1,1,-0.9180591548834374,-0.9180591548834374
2016-01-11,air_35c4732dcbfe31be,0,1,0,0,0,0,0,-0.922595716658098,-0.9771379417674669,1.0,-0.3505721118409213,-0.804749937775761,1,9.0,1,1,-1.2780850299173503,-1.2780850299173503
2016-01-12,air_35c4732dcbfe31be,0,0,0,0,0,1,0,-1.065746349894443,-1.1887803022679193,0.0,-0.04667137284281059,-1.0381541942838473,1,2.0,1,1,-1.3315717051151006,-1.3315717051151006
2016-01-14,air_35c4732dcbfe31be,0,0,0,0,1,0,0,-1.2804722997489608,-1.1299907576844603,0.0,-0.0973214960091624,-1.2248775994903165,1,8.0,1,1,-1.0366381046142987,-1.0366381046142987
2016-01-15,air_35c4732dcbfe31be,1,0,0,0,0,0,0,-1.2088969831307883,-1.1770223933512274,0.0,0.9156809673178733,-1.1198456840616777,1,2.0,1,1,-0.762140450769241,-0.762140450769241
