visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-01-05,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-0.4686628700910149,-0.4652307072927295,0.0,0.7922822555098529,-0.6888214124761318,1,6.0,1,1,-1.339393586841469,-1.339393586841469
2016-01-06,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-0.7208397189525374,-0.9802125833540776,0.0,-1.2700347733675152,-0.44921099535509346,1,5.0,1,1,-1.275503380721712,-1.275503380721712
2016-01-07,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-0.7460574038386897,-0.7792440463545272,0.0,-0.09156789972330498,-0.7607045376124433,1,12.0,1,1,-1.2065625654225274,-1.2065625654225274
2016-01-08,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-0.985625410257136,-1.0304547176039653,0.0,0.8659364351126158,-0.9284318295971702,1,31.0,1,1,-0.8734748900392879,-0.8734748900392879
2016-01-09,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-0.9225811980417553,-0.942530982666662,0.0,0.9150392215144582,-0.964373392165326,1,28.0,1,1,-0.6163988828064313,-0.6163988828064313
2016-01-12,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.4143260533217241,-1.6333603286026168,0.0,-1.2700347733675152,-1.1920032884303122,1,36.0,1,1,-1.3148981323212459,-1.3148981323212459
2016-01-13,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.3008464713340389,-1.1811811203536282,0.0,0.8659364351126158,-1.407652663839247,1,17.0,1,1,-1.111863643308263,-1.111863643308263
2016-01-14,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-1.086496149801745,-0.9676520497916057,0.0,0.9641420079163,-1.2758669344226758,1,9.0,1,1,-1.0196900257837123,-1.0196900257837123
2016-01-15,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-1.1369315195740495,-1.0304547176039653,0.0,0.7186280759070895,-1.0602175590137413,1,18.0,1,1,-0.7449368864228596,-0.7449368864228596
2016-01-16,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-1.0234519375863642,-0.917409915541718,0.0,0.9641420079163,-1.084178600725845,1,10.0,1,1,-0.5982166897604926,-0.5982166897604926
2016-01-18,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-1.4899791079801807,-1.620799795040145,0.0,-0.9263152685546205,-1.2758669344226758,1,44.0,1,1,-1.4798005220295518,-1.4798005220295518
2016-01-19,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.19997573178943,-1.3193469895408192,0.0,0.9641420079163,-1.1920032884303122,1,9.0,1,1,-1.2446946647272046,-1.2446946647272046
2016-01-20,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.3260641562201914,-1.2565443217284598,0.0,0.988693401117221,-1.383691622127143,1,41.0,1,1,-1.1204496789132896,-1.1204496789132896
2016-01-21,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-1.1621492044602015,-1.206302187478572,0.0,0.5467683235006424,-1.1800227675742605,1,12.0,1,1,-0.9992350586070311,-0.9992350586070311
2016-01-22,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-1.111713834687897,-1.1058179189787967,0.0,0.7186280759070895,-0.940412350453222,1,34.0,1,1,-0.692915611874757,-0.692915611874757
2016-01-23,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-1.3512818411063434,-1.5956787279152012,0.0,-1.2209319869656732,-0.9883344338774298,1,10.0,1,1,-0.6201868396910019,-0.6201868396910019
2016-01-25,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-1.4773702655371046,-1.344468056665763,0.0,1.0868989739209052,-1.6113215183921294,1,27.0,1,1,-1.3368682822517552,-1.3368682822517552
2016-01-26,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.3638906835494196,-1.1937416539161,0.0,0.8413850419116948,-1.4555747472634546,1,21.0,1,1,-1.1654001006101937,-1.1654001006101937
2016-01-27,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.0486696224725165,-0.7164413785421676,0.0,1.0377961875190633,-1.4316137055513507,1,39.0,1,1,-1.0148919470632563,-1.0148919470632563
2016-01-28,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-0.8595369858263747,-0.6410781771673362,0.0,1.0377961875190633,-1.0482370381576893,1,11.0,1,1,-1.0204476171606263,-1.0204476171606263
2016-01-29,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-1.1621492044602015,-1.4198312580405943,0.0,-1.2700347733675152,-0.9883344338774298,1,47.0,1,1,-0.8785254992187154,-0.8785254992187154
2016-01-30,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-1.4269348957648,-1.7715261977898078,0.0,-1.2700347733675152,-1.1201201632940008,1,35.0,1,1,-0.5792769053376396,-0.5792769053376396
2016-02-01,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-1.2504111015617345,-1.5579971272277855,0.0,-1.2700347733675152,-0.9883344338774298,1,10.0,1,1,-1.3825762953255736,-1.3825762953255736
2016-02-02,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.086496149801745,-1.0555757847289091,0.0,0.8168336487107738,-0.9883344338774298,1,33.0,1,1,-1.2356035682042352,-1.2356035682042352
2016-02-03,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.212584574232506,-1.2439837881659879,0.0,0.4731141438978791,-1.1201201632940008,1,7.0,1,1,-1.161359613266652,-1.161359613266652
2016-02-04,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-1.19997573178943,-1.206302187478572,0.0,0.17849742548682668,-1.1680422467182086,1,1.0,1,1,-1.1239851053388887,-1.1239851053388887
2016-02-05,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-0.8973635131556031,-0.7290019121046395,0.0,0.9395906147153791,-1.227944850998468,1,30.0,1,1,-0.7527653306509722,-0.7527653306509722
2016-02-06,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-0.998234252700212,-1.1560600532286844,0.0,-1.0245208413583047,-0.7726850584684952,1,34.0,1,1,-0.531296118133079,-0.531296118133079
2016-02-08,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-1.2882376288909627,-1.2314232546035158,0.0,0.0802918526831424,-1.1440812050061047,1,9.0,1,1,-1.3315651426133566,-1.3315651426133566
2016-02-09,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.0108430951432883,-0.553154442230033,0.0,0.8413850419116948,-1.227944850998468,1,31.0,1,1,-1.115399069733862,-1.115399069733862
2016-02-10,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.086496149801745,-1.0430152511664372,0.0,1.1605531535236686,-1.108139642437949,1,17.0,1,1,-0.7939277954633057,-0.7939277954633057
2016-02-12,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-0.9351900404848315,-0.9048493819792462,0.0,-0.6808013365454101,-1.1201201632940008,1,25.0,1,1,-0.8108473362143876,-0.8108473362143876
2016-02-13,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-0.07778875435565522,0.3386434407054726,0.0,-0.14067068612514713,-0.3054447450824703,1,11.0,1,1,-0.6224596138217443,-0.6224596138217443
2016-02-15,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-0.8217104584971464,-0.4526701737302576,0.0,-1.1718292005638309,-0.9164513087411182,1,3.0,1,1,-1.3351005690389557,-1.3351005690389557
2016-02-16,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.1369315195740495,-1.1434995196662125,0.0,1.0377961875190633,-1.1560617258621566,1,30.0,1,1,-1.17575384942802,-1.17575384942802
2016-02-17,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.0612784649155929,-0.7164413785421676,0.0,0.8168336487107738,-1.1440812050061047,1,7.0,1,1,-1.0080736246710291,-1.0080736246710291
2016-02-18,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-1.0612784649155929,-1.0555757847289091,0.0,0.399459964295116,-1.1680422467182086,1,8.0,1,1,-1.0176697821119411,-1.0176697821119411
2016-02-19,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-0.6199689794079285,-0.32706483810553855,0.0,1.0132447943181424,-1.0122954755895335,1,32.0,1,1,-0.7009965865618409,-0.7009965865618409
2016-02-20,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-0.8343193009402224,-0.9927731169165497,0.0,-1.122726414161989,-0.5210941204914049,1,15.0,1,1,-0.7348356680640047,-0.7348356680640047
2016-02-22,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-0.998234252700212,-1.168620586791156,0.0,-1.14727780736291,-0.7127824541882356,1,9.0,1,1,-1.3222215156314157,-1.3222215156314157
2016-02-23,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-0.998234252700212,-1.1434995196662125,0.0,-1.2454833801665943,-0.7127824541882356,1,29.0,1,1,-1.1075706255057496,-1.1075706255057496
2016-02-24,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.111713834687897,-1.4323917916030664,0.0,-1.2454833801665943,-1.0003149547334818,1,51.0,1,1,-1.0638828561037024,-1.0638828561037024
2016-02-25,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-1.3638906835494196,-1.344468056665763,0.0,-0.7790069093490942,-1.251905892710572,1,13.0,1,1,-0.9603453679254398,-0.9603453679254398
2016-02-26,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-1.111713834687897,-0.9676520497916057,0.0,1.3078615127291948,-1.2878474552787278,1,44.0,1,1,-0.5532662680635884,-0.5532662680635884
2016-02-27,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-0.8595369858263747,-0.8294861806044148,0.0,1.3078615127291948,-0.9763539130213778,1,47.0,1,1,-0.38634363468351157,-0.38634363468351157
2016-02-29,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-0.796492773610994,-0.5405939086675609,0.0,-0.7544555161481732,-0.7247629750442875,1,53.0,1,1,-1.2747457893447978,-1.2747457893447978
2016-03-01,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,-1.187366889346354,-1.1058179189787967,0.0,1.406067085532879,-1.0482370381576893,1,4.0,1,1,-1.1664102224460793,-1.1664102224460793
2016-03-02,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-1.0486696224725165,-0.8420467141668867,0.0,0.8659364351126158,-1.1680422467182086,1,5.0,1,1,-1.0373671579117083,-1.0373671579117083
2016-03-03,air_f1f9027d4fa8f653,0,0,0,0,1,0,0,-0.6830131916233091,-0.3396253716680106,0.0,1.381515692331958,-1.0242759964455856,1,25.0,1,1,-1.0540341682038188,-1.0540341682038188
2016-03-04,air_f1f9027d4fa8f653,1,0,0,0,0,0,0,-0.5317070823063955,-0.4024280394803699,0.0,1.1114503671218263,-0.6289188081958722,1,41.0,1,1,-0.6835719848928162,-0.6835719848928162
2016-03-05,air_f1f9027d4fa8f653,0,0,1,0,0,0,0,-0.4938805549771673,-0.35218590523048227,0.0,-0.631698550143568,-0.3773278702187819,1,7.0,1,1,-0.46185024191595175,-0.46185024191595175
2016-03-07,air_f1f9027d4fa8f653,0,1,0,0,0,0,0,-0.06517991191257914,-0.4526701737302576,0.0,-1.2700347733675152,0.233678693439866,1,6.0,1,1,-1.3785358079820316,-1.3785358079820316
2016-03-08,air_f1f9027d4fa8f653,0,0,0,0,0,1,0,0.14917040961971506,0.21303810508075352,0.0,0.7186280759070895,0.2216981725838139,1,10.0,1,1,-1.0449430716808494,-1.0449430716808494
2016-03-09,air_f1f9027d4fa8f653,0,0,0,0,0,0,1,-0.7460574038386897,-0.528033375105089,0.0,-1.2700347733675152,-0.8445681836048068,1,3.0,1,1,-1.0911561456726104,-1.0911561456726104
