visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Karaoke/Party,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_7514d90009613cd6,1,0,0,0,0,0,0,1.1313237346497227,1.1473022326079667,0.0,1.7839066246762292,1.0678470131832396,1,36.0,1,1,1.3527990208531775,1.3527990208531775
2016-07-02,air_7514d90009613cd6,0,0,1,0,0,0,0,0.9786784081713468,0.88665687468435,0.0,-1.2074884759126427,1.1131455465341469,1,11.0,1,1,1.5125241311046047,1.5125241311046047
2016-07-03,air_7514d90009613cd6,0,0,0,1,0,0,0,1.0505115029847,1.0800389144341302,0.0,0.14758793717462404,0.9500708264708808,1,75.0,1,1,-0.48174704210639696,-0.48174704210639674
2016-07-04,air_7514d90009613cd6,0,1,0,0,0,0,0,0.6284920709562499,0.49148488041306,0.0,0.6333700475266633,0.777936399737433,1,20.0,1,1,-1.2566813090678668,-1.2566813090678666
2016-07-05,air_7514d90009613cd6,0,0,0,0,0,1,0,0.7362417131762796,0.8446173008257021,0.0,1.3492594733086154,0.6601602130250741,1,7.0,1,1,-0.586829351482336,-0.5868293514823357
2016-07-06,air_7514d90009613cd6,0,0,0,0,0,0,1,0.6554294815112574,0.626011516760733,0.0,0.7867749244799386,0.7688766930672516,1,9.0,1,1,-0.12523142520548408,-0.12523142520548383
2016-07-07,air_7514d90009613cd6,0,0,0,0,1,0,0,0.8170539448413022,0.962328107629916,0.0,2.1418513375672052,0.7416975730567072,1,9.0,1,1,-0.192484103206085,-0.19248410320608475
2016-07-08,air_7514d90009613cd6,1,0,0,0,0,0,0,0.8978661765063245,0.903472704227809,0.0,1.8861765426450796,0.7507572797268888,1,9.0,1,1,1.1456913420104178,1.1456913420104178
2016-07-09,air_7514d90009613cd6,0,0,1,0,0,0,0,1.0235740924296926,0.9539201928581866,0.0,0.45439769108117506,0.9228917064603365,1,63.0,1,1,1.4510032154336003,1.4510032154336006
2016-07-10,air_7514d90009613cd6,0,0,0,1,0,0,0,0.7990956711379636,0.6344194315324627,0.0,-1.2074884759126427,0.9319514131305177,1,21.0,1,1,-0.32049346190041067,-0.3204934619004104
2016-07-11,air_7514d90009613cd6,0,1,0,0,0,0,0,0.7452208500279489,0.7437223235649473,0.0,0.7612074449877261,0.8413543464287033,1,8.0,1,1,-1.3075029350569574,-1.3075029350569571
2016-07-12,air_7514d90009613cd6,0,0,0,0,0,1,0,0.9068453133579938,0.9118806189995388,0.0,2.0140139401061425,0.9138319997901548,1,9.0,1,1,-0.5715446519367449,-0.5715446519367445
2016-07-13,air_7514d90009613cd6,0,0,0,0,0,0,1,1.1043863240947152,1.2650130394121808,0.0,1.374826952800828,1.1131455465341469,1,16.0,1,1,-0.49779597662926767,-0.4977959766292674
2016-07-14,air_7514d90009613cd6,0,0,0,0,1,0,0,1.0505115029847,1.1052626587493188,0.0,0.5566676090500255,1.095026133193784,1,26.0,1,1,-0.2776963031727555,-0.27769630317275523
2016-07-15,air_7514d90009613cd6,1,0,0,0,0,0,0,1.0864280503913768,1.1388943178362372,0.0,1.0168822399098518,1.1131455465341469,1,15.0,1,1,0.9294128434403033,0.9294128434403035
2016-07-16,air_7514d90009613cd6,0,0,1,0,0,0,0,1.1133654609463841,1.1557101473796962,0.0,1.119152157878702,1.1675037865552358,1,36.0,1,1,1.3910107697171552,1.3910107697171554
2016-07-17,air_7514d90009613cd6,0,0,0,1,0,0,0,0.9517409976163396,0.7269064940214879,0.0,-1.1052185579437923,1.1040858398639655,1,142.0,1,1,0.44718057277690343,0.44718057277690365
2016-07-18,air_7514d90009613cd6,0,1,0,0,0,0,0,1.1223445977980533,1.0379993405754824,1.0,-0.7984088040372415,1.1493843732148727,1,5.0,1,1,-1.1088018409642728,-1.1088018409642724
2016-07-20,air_7514d90009613cd6,0,0,0,0,0,0,1,1.0145949555780236,0.9875518519451048,0.0,0.7612074449877261,1.0678470131832396,1,4.0,1,1,-0.4393320008673816,-0.43933200086738133
2016-07-21,air_7514d90009613cd6,0,0,0,0,1,0,0,1.0505115029847,1.2061576360100739,0.0,0.6589375270188756,1.031608186502514,1,28.0,1,1,-0.21426480005855236,-0.2142648000585521
2016-07-22,air_7514d90009613cd6,1,0,0,0,0,0,0,1.0056158187263544,1.0295914258037526,0.0,1.0168822399098518,1.0406678931726954,1,27.0,1,1,0.9943728165090656,0.9943728165090658
2016-07-23,air_7514d90009613cd6,0,0,1,0,0,0,0,1.0056158187263544,1.1473022326079667,0.0,2.0907163785827803,0.9772499464814249,1,60.0,1,1,1.3164978594323984,1.3164978594323986
2016-07-24,air_7514d90009613cd6,0,0,0,1,0,0,0,0.9966366818746853,1.1136705735210484,0.0,2.244121255536056,0.9772499464814249,1,7.0,1,1,-0.5042919739361439,-0.5042919739361437
2016-07-25,air_7514d90009613cd6,0,1,0,0,0,0,0,1.0415323661330311,1.0548151701189414,0.0,1.937311501629505,1.031608186502514,1,12.0,1,1,-1.1603877019306428,-1.1603877019306426
2016-07-26,air_7514d90009613cd6,0,0,0,0,0,1,0,1.1313237346497227,1.1388943178362372,0.0,1.374826952800828,1.031608186502514,1,9.0,1,1,-0.41487648159443585,-0.4148764815944356
2016-07-27,air_7514d90009613cd6,0,0,0,0,0,0,1,0.9966366818746853,0.7016827497062994,0.0,-1.2074884759126427,1.2037426132359614,1,4.0,1,1,-0.20738668526303636,-0.2073866852630361
2016-07-28,air_7514d90009613cd6,0,0,0,0,1,0,0,1.1941776926114067,1.0295914258037526,0.0,-1.130786037436005,1.312459093278139,1,10.0,1,1,0.022265925409470252,0.02226592540947049
2016-07-29,air_7514d90009613cd6,1,0,0,0,0,0,0,1.2300942400180832,1.1136705735210484,0.0,-1.2074884759126427,1.3758770399694094,1,11.0,1,1,1.2458061240340395,1.2458061240340397
2016-07-30,air_7514d90009613cd6,0,0,1,0,0,0,0,1.3558021559414515,1.2818288689556399,0.0,-0.7217063655606037,1.4936532266817684,1,33.0,1,1,1.3665552504442093,1.3665552504442096
2016-07-31,air_7514d90009613cd6,0,0,0,1,0,0,0,1.4276352507548045,1.4499871643902313,0.0,0.19872289615904926,1.4030561599799538,1,209.0,1,1,-0.4584378752993705,-0.45843787529937025
2016-08-01,air_7514d90009613cd6,0,1,0,0,0,0,0,1.5264057561231654,1.5088425677923385,0.0,0.3009928141278997,1.5751905867134013,1,42.0,1,1,-1.2161768552720504,-1.21617685527205
2016-08-02,air_7514d90009613cd6,0,0,0,0,0,1,0,1.4006978401997974,1.3490921871294765,0.0,1.1447196373709145,1.475533813341405,1,36.0,1,1,-0.8531652410642613,-0.853165241064261
2016-08-03,air_7514d90009613cd6,0,0,0,0,0,0,1,1.391718703348128,1.4079475905315835,0.0,-0.3637616526696276,1.529892053362494,1,10.0,1,1,-0.3927136672533287,-0.39271366725332846
2016-08-04,air_7514d90009613cd6,0,0,0,0,1,0,0,1.3827395664964588,1.3743159314446654,0.0,0.6333700475266633,1.448354693330861,1,33.0,1,1,-0.26241160362716437,-0.26241160362716415
2016-08-05,air_7514d90009613cd6,1,0,0,0,0,0,0,1.2570316505730907,1.1557101473796962,0.0,0.7100724860033009,1.2490411465868687,1,76.0,1,1,0.8185987717347677,0.8185987717347679
2016-08-06,air_7514d90009613cd6,0,0,1,0,0,0,0,1.2300942400180832,1.3911317609881244,0.0,2.0395814195983553,1.095026133193784,1,10.0,1,1,0.5694581691416324,0.5694581691416326
2016-08-07,air_7514d90009613cd6,0,0,0,1,0,0,0,1.4725309350131504,1.5508821416509864,0.0,2.192986296551631,1.2490411465868687,1,21.0,1,1,-0.6613422617670927,-0.6613422617670924
2016-08-08,air_7514d90009613cd6,0,1,0,0,0,0,0,1.5264057561231654,1.4415792496185018,0.0,1.6049342682307413,1.529892053362494,1,38.0,1,1,-1.1970709808400615,-1.1970709808400612
2016-08-09,air_7514d90009613cd6,0,0,0,0,0,1,0,1.2121359663147449,1.0968547439775893,0.0,0.8890448424487888,1.230921733246506,1,7.0,1,1,-0.34112780628695866,-0.34112780628695843
2016-08-10,air_7514d90009613cd6,0,0,0,0,0,0,1,1.1492820083530608,1.0464072553472117,0.0,1.5793667887385288,1.2581008532570503,1,26.0,1,1,0.6917357655063614,0.6917357655063616
2016-08-11,air_7514d90009613cd6,0,0,0,0,1,0,0,1.2480525137214213,1.3238684428142877,1.0,1.6305017477229538,1.1131455465341469,1,51.0,1,1,0.37228554500350697,0.37228554500350713
2016-08-13,air_7514d90009613cd6,0,0,1,0,0,0,0,1.3198856085347748,1.4163555053033132,1.0,2.0907163785827803,1.2671605599272318,1,64.0,1,1,0.09792518816014631,0.09792518816014655
2016-08-14,air_7514d90009613cd6,0,0,0,1,0,0,0,1.337843882238113,1.3154605280425582,1.0,2.0907163785827803,1.212802319906143,1,68.0,1,1,-0.9685647226334743,-0.9685647226334739
2016-08-15,air_7514d90009613cd6,0,1,0,0,0,0,0,1.3737604296447898,1.340684272357747,1.0,-0.10808685774750179,1.4845935200115867,1,2.0,1,1,-1.5096430865474,-1.5096430865473995
2016-08-18,air_7514d90009613cd6,0,0,0,0,1,0,0,1.3468230190897823,1.3490921871294765,0.0,0.5311001295578128,1.3033993866079576,1,8.0,1,1,-0.5879757039482553,-0.587975703948255
