visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_eca5e0064dc9314a,1,0,0,0,0,0,0,1.0873854642579517,1.2140839591284127,0.0,0.591719626286116,0.925841737636896,1,33.0,1,1,1.4030947000076752,1.4030947000076752
2016-07-02,air_eca5e0064dc9314a,0,0,1,0,0,0,0,1.3732398829565928,1.2694533925834781,0.0,0.03642701945614498,1.4563879912151205,1,29.0,1,1,1.5579232038074604,1.5579232038074604
2016-07-03,air_eca5e0064dc9314a,0,0,0,1,0,0,0,1.338937352712756,1.2473056192014524,0.0,-0.1486705161538454,1.4563879912151205,1,32.0,1,1,-0.37521067497502336,-0.37521067497502336
2016-07-04,air_eca5e0064dc9314a,0,1,0,0,0,0,0,1.4189765899483753,1.4466355796396875,0.0,0.4595071008504085,1.3900697095178423,1,11.0,1,1,-1.1263882005873778,-1.1263882005873778
2016-07-05,air_eca5e0064dc9314a,0,0,0,0,0,1,0,1.3846740597045384,1.4355616929486743,0.0,1.4114372839875016,1.2574331461232862,1,21.0,1,1,-0.47707153273803987,-0.47707153273803987
2016-07-06,air_eca5e0064dc9314a,0,0,0,0,0,0,1,1.3160689992168646,1.3358967127295567,0.0,1.7023048399460579,1.2574331461232862,1,13.0,1,1,-0.0296245648190438,-0.0296245648190438
2016-07-07,air_eca5e0064dc9314a,0,0,0,0,1,0,0,1.1216879945017888,1.0922712055272694,0.0,0.6446046364603989,1.1469026766278227,1,41.0,1,1,-0.09481551378737435,-0.09481551378737435
2016-07-08,air_eca5e0064dc9314a,1,0,0,0,0,0,0,0.7557943385675278,0.5828724177406677,0.0,-1.391468255249495,0.8595234559396178,1,14.0,1,1,1.2023362094347483,1.2023362094347483
2016-07-09,air_eca5e0064dc9314a,0,0,1,0,0,0,0,0.9044386362908212,0.8486456983249814,0.0,-0.09578550597956241,0.9368947845864425,1,27.0,1,1,1.4982883016262034,1.4982883016262034
2016-07-10,air_eca5e0064dc9314a,0,0,0,1,0,0,0,1.0073462270223323,0.9040151317800468,0.0,-0.6246356077223921,1.1247965827287303,1,20.0,1,1,-0.21890055869868533,-0.21890055869868533
2016-07-11,air_eca5e0064dc9314a,0,1,0,0,0,0,0,1.0187804037702777,0.8154240382519421,0.0,-1.3121407399880705,1.1579557235773692,1,14.0,1,1,-1.1756518154327638,-1.1756518154327638
2016-07-12,air_eca5e0064dc9314a,0,0,0,0,0,1,0,1.14455634799768,1.2251578458194259,0.0,-0.5981931026352506,1.1579557235773692,1,15.0,1,1,-0.4622554079725102,-0.4622554079725102
2016-07-13,air_eca5e0064dc9314a,0,0,0,0,0,0,1,1.0187804037702777,0.8375718116339682,0.0,-1.3650257501623535,1.0695313479809985,1,26.0,1,1,-0.39076760597882954,-0.39076760597882954
2016-07-14,air_eca5e0064dc9314a,0,0,0,0,1,0,0,1.110253817753843,1.103345092218282,0.0,1.1205697280289455,1.1247965827287303,1,31.0,1,1,-0.17741540935520225,-0.17741540935520225
2016-07-15,air_eca5e0064dc9314a,1,0,0,0,0,0,0,0.8930044595428758,0.8486456983249814,0.0,1.4114372839875016,1.0032130662837202,1,15.0,1,1,0.9926880440025034,0.9926880440025034
2016-07-16,air_eca5e0064dc9314a,0,0,1,0,0,0,0,1.1331221712497341,1.3248228260385435,0.0,0.16863954489185237,0.9700539254350812,1,35.0,1,1,1.4401350119214995,1.4401350119214995
2016-07-17,air_eca5e0064dc9314a,0,0,0,1,0,0,0,1.0187804037702777,0.9372367918530861,0.0,0.27440956524041815,1.1137435357791836,1,21.0,1,1,0.5252393076500423,0.5252393076500423
2016-07-18,air_eca5e0064dc9314a,0,1,0,0,0,0,0,1.0073462270223323,1.0036801119991643,1.0,0.7503746568089648,0.9700539254350812,1,35.0,1,1,-0.9830421934808781,-0.9830421934808781
2016-07-19,air_eca5e0064dc9314a,0,0,0,0,0,1,0,1.041648757266169,1.0147539986901777,0.0,1.5172073043360677,1.047425254081906,1,8.0,1,1,-0.809693533724181,-0.809693533724181
2016-07-20,air_eca5e0064dc9314a,0,0,0,0,0,0,1,1.0302145805182235,1.0258278853811909,0.0,1.041242212767521,1.1247965827287303,1,32.0,1,1,-0.3340959287506785,-0.3340959287506785
2016-07-21,air_eca5e0064dc9314a,0,0,0,0,1,0,0,0.9616095200305494,0.948310678544099,0.0,1.7551898501203411,1.0253191601828129,1,19.0,1,1,-0.11592849157825413,-0.11592849157825413
2016-07-22,air_eca5e0064dc9314a,1,0,0,0,0,0,0,0.9044386362908212,0.9150890184710601,0.0,1.7551898501203411,0.9368947845864425,1,31.0,1,1,1.0556565742560045,1.0556565742560045
2016-07-23,air_eca5e0064dc9314a,0,0,1,0,0,0,0,1.0988196410058972,1.1476406389823348,0.0,1.9138448806431898,0.9147886906873495,1,23.0,1,1,1.3679064036895423,1.3679064036895423
2016-07-24,air_eca5e0064dc9314a,0,0,0,1,0,0,0,1.270332292225082,1.236231732510439,0.0,0.16863954489185237,1.2795392400223788,1,25.0,1,1,-0.39706445900417964,-0.39706445900417964
2016-07-25,air_eca5e0064dc9314a,0,1,0,0,0,0,0,1.2588981154771364,1.2251578458194259,0.0,0.4595071008504085,1.312698380871018,1,23.0,1,1,-1.0330466145645407,-1.0330466145645407
2016-07-26,air_eca5e0064dc9314a,0,0,0,0,0,1,0,1.1902930549894624,1.2473056192014524,0.0,0.43306459576326717,1.1579557235773692,1,19.0,1,1,-0.3103901291258311,-0.3103901291258311
