visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_1707a3f18bb0da07,1,0,0,0,0,0,0,1.0210087763176856,1.0252009095266716,0.0,0.4949051399932085,0.9572148248037295,1,25.0,1,1,1.271355392497026,1.271355392497026
2016-07-02,air_1707a3f18bb0da07,0,0,1,0,0,0,0,1.0848686233016203,0.811158019115081,0.0,-1.233395343405065,1.2919876721428194,1,34.0,1,1,1.4288169878090677,1.4288169878090677
2016-07-04,air_1707a3f18bb0da07,0,1,0,0,0,0,0,1.2338749329308019,1.29275452254116,0.0,0.4408957498870124,1.2396794147460866,1,4.0,1,1,-1.3011451682348731,-1.3011451682348731
2016-07-05,air_1707a3f18bb0da07,0,0,0,0,0,1,0,1.2977347799147365,1.29275452254116,0.0,1.2510366014799532,1.2710643691841264,1,4.0,1,1,-0.6407858941152335,-0.6407858941152335
2016-07-06,air_1707a3f18bb0da07,0,0,0,0,0,0,1,1.3083780877453923,1.2713502335000013,0.0,0.8729708707365809,1.4070658384156316,1,17.0,1,1,-0.1857294177110551,-0.1857294177110551
2016-07-07,air_1707a3f18bb0da07,0,0,0,0,1,0,0,1.2551615485921133,1.1857330773353647,0.0,0.7109427004179927,1.3129109751015124,1,32.0,1,1,-0.2520290367898096,-0.2520290367898096
2016-07-08,air_1707a3f18bb0da07,1,0,0,0,0,0,0,0.7655693883819459,0.6934344293887064,0.0,-1.395423513723653,0.9467531733243829,1,37.0,1,1,1.0671827019249525,1.0671827019249525
2016-07-09,air_1707a3f18bb0da07,0,0,1,0,0,0,0,0.8932890823498155,0.811158019115081,0.0,0.06283001914364025,0.8839832644483038,1,33.0,1,1,1.3681679044472526,1.3681679044472526
2016-07-11,air_1707a3f18bb0da07,0,1,0,0,0,0,0,1.0529386998096526,0.746945151991604,0.0,-1.395423513723653,1.2501410662254333,1,38.0,1,1,-1.3512465849250683,-1.3512465849250683
2016-07-12,air_1707a3f18bb0da07,0,0,0,0,0,1,0,1.1380851624548993,1.0573073430884103,0.0,-0.6662967472900064,1.2396794147460866,1,2.0,1,1,-0.625717798870062,-0.625717798870062
2016-07-13,air_1707a3f18bb0da07,0,0,0,0,0,0,1,0.9571489293337505,0.6934344293887064,0.0,-1.395423513723653,1.1664478543906607,1,7.0,1,1,-0.5530142393121097,-0.5530142393121097
2016-07-14,air_1707a3f18bb0da07,0,0,0,0,1,0,0,1.1700150859468668,1.175030932814785,0.0,0.2788675795684244,1.1978328088287005,1,44.0,1,1,-0.3360336677816405,-0.3360336677816405
2016-07-15,air_1707a3f18bb0da07,1,0,0,0,0,0,0,0.8932890823498155,0.7148387184298653,0.0,-0.6933014423431044,1.0304463851591554,1,31.0,1,1,0.8539691542057762,0.8539691542057762
2016-07-16,air_1707a3f18bb0da07,0,0,1,0,0,0,0,0.8826457745191599,0.7148387184298653,0.0,-0.39624979675902616,0.8316750070515709,1,23.0,1,1,1.3090256306099546,1.3090256306099546
2016-07-17,air_1707a3f18bb0da07,0,0,0,1,0,0,0,1.0848686233016203,1.0144987650060924,0.0,0.4408957498870124,1.093216294035235,1,28.0,1,1,0.3785707492206164,0.3785707492206164
