visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,total_area_visitors,total_genre_visitors
2016-01-03,air_a41b032371a63427,0,0,0,1,0,0,0,-0.6275884982629027,-0.5899443377474026,1.0,-0.7525377101729025,-0.6909186379628565,1,5.0,1,1,-1.7136480180798723,-1.7136480180798725
2016-01-04,air_a41b032371a63427,0,1,0,0,0,0,0,-0.702254078133674,-0.5302469585010634,0.0,0.43374015708760744,-0.8203636113035419,1,1.0,1,1,-1.518731093893929,-1.518731093893929
2016-01-05,air_a41b032371a63427,0,0,0,0,0,1,0,-0.8640295011870118,-0.9242496615269022,0.0,-1.1479636659264059,-0.502635040376405,1,7.0,1,1,-1.3903711682105027,-1.3903711682105029
2016-01-06,air_a41b032371a63427,0,0,0,0,0,0,1,-0.9511393443695783,-1.007825992471777,0.0,-1.1726777881609998,-0.8085958864543885,1,7.0,1,1,-1.327066955349086,-1.327066955349086
2016-01-07,air_a41b032371a63427,0,0,0,0,1,0,0,-0.8889180278106023,-1.1869181302107947,0.0,-0.8266800768766844,-0.6556154634153968,1,9.0,1,1,-1.2587584568859762,-1.2587584568859762
2016-01-08,air_a41b032371a63427,1,0,0,0,0,0,0,-1.112914767422916,-1.389889219648348,0.0,-1.1726777881609998,-0.6791509131137032,1,9.0,1,1,-0.9287258214543209,-0.9287258214543209
2016-01-09,air_a41b032371a63427,0,0,1,0,0,0,0,-1.05069345086394,-1.3660102679498123,0.0,-1.1479636659264059,-0.6320800137170903,1,8.0,1,1,-0.6740076843281457,-0.6740076843281457
2016-01-10,air_a41b032371a63427,0,0,0,1,0,0,0,-1.0755819774875304,-1.1510997026629912,0.0,-0.23354114324642944,-1.055718108286606,1,23.0,1,1,-0.9559991779835479,-0.9559991779835479
2016-01-11,air_a41b032371a63427,0,1,0,0,0,0,0,-1.0880262407993255,-1.1033417992659198,1.0,-1.0243930547534361,-1.055718108286606,1,15.0,1,1,-1.3130549556643454,-1.3130549556643456
2016-01-12,air_a41b032371a63427,0,0,0,0,0,1,0,-1.1502475573583018,-1.2585549853064015,0.0,-1.073821299222624,-1.2322339810239042,1,10.0,1,1,-1.3661003830422915,-1.3661003830422915
2016-01-13,air_a41b032371a63427,0,0,0,0,0,0,1,-1.2622459271644586,-1.5809208332366333,0.0,-1.1479636659264059,-1.1027890076832187,1,8.0,1,1,-1.164928101854232,-1.164928101854232
2016-01-15,air_a41b032371a63427,1,0,0,0,0,0,0,-1.461354140153182,-1.2466155094571338,0.0,1.0021649684832685,-1.3616789543645895,1,15.0,1,1,-0.8013667528912333,-0.8013667528912333
2016-01-16,air_a41b032371a63427,0,0,1,0,0,0,0,-1.2995787170998443,-0.8884312339790986,0.0,0.9280226017794866,-1.5734980016493474,1,8.0,1,1,-0.6559922561620508,-0.6559922561620508
2016-01-17,air_a41b032371a63427,0,0,0,1,0,0,0,-1.224913137229073,-1.3182523645527409,0.0,-1.1726777881609998,-1.1498599070798319,1,17.0,1,1,-1.250251171363098,-1.250251171363098
2016-01-18,air_a41b032371a63427,0,1,0,0,0,0,0,-1.1875803472936874,-1.2466155094571338,0.0,-0.9255365658150602,-1.3381435046662833,1,9.0,1,1,-1.529490307937569,-1.529490307937569
2016-01-19,air_a41b032371a63427,0,0,0,0,0,1,0,-1.747572196324472,-2.0584998672073467,0.0,-1.1479636659264059,-1.3381435046662833,1,4.0,1,1,-1.2965408131787586,-1.2965408131787586
2016-01-20,air_a41b032371a63427,0,0,0,0,0,0,1,-1.7724607229480625,-1.8316498260712581,0.0,-0.8019659546420904,-1.608801176196807,1,11.0,1,1,-1.17343538737711,-1.17343538737711
2016-01-22,air_a41b032371a63427,1,0,0,0,0,0,0,-1.2995787170998443,-1.3421313162512767,0.0,-0.9008224435804663,-1.2793048804205172,1,8.0,1,1,-0.7498226111937951,-0.7498226111937951
2016-01-23,air_a41b032371a63427,0,0,1,0,0,0,0,-1.5982410365829294,-1.6286787366337048,0.0,-1.1726777881609998,-1.4675884780069686,1,12.0,1,1,-0.6777608985294155,-0.6777608985294155
2016-01-26,air_a41b032371a63427,0,0,0,0,0,1,0,-1.3244672437234346,-1.5092839781410265,0.0,-1.1479636659264059,-1.0204149337391464,1,5.0,1,1,-1.2179735292321778,-1.217973529232178
2016-01-27,air_a41b032371a63427,0,0,0,0,0,0,1,-1.0631377141757352,-1.2227365577585982,0.0,-0.8761083213458722,-0.9262731349459207,1,14.0,1,1,-1.0688458183017258,-1.0688458183017258
2016-01-29,air_a41b032371a63427,1,0,0,0,0,0,0,-0.6151442349511076,-0.6854601445415455,0.0,-1.1726777881609998,-0.20844191914757462,1,6.0,1,1,-0.9337301070560139,-0.9337301070560139
2016-01-30,air_a41b032371a63427,0,0,1,0,0,0,0,-0.6649212881982882,-0.8048549030342238,0.0,0.11245656803788603,-0.3967255167340262,1,13.0,1,1,-0.637226185155702,-0.637226185155702
2016-01-31,air_a41b032371a63427,0,0,0,1,0,0,0,-0.9013622911223974,-0.9600680890747056,0.0,0.31016954591463763,-0.6085445640187839,1,38.0,1,1,-1.1829435300203268,-1.1829435300203268
2016-02-01,air_a41b032371a63427,0,1,0,0,0,0,0,-1.1378032940465064,-1.37794974379908,0.0,-1.1726777881609998,-0.8203636113035419,1,9.0,1,1,-1.4331578101049782,-1.4331578101049782
