visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-04,air_a1fe8c588c8d2f30,0,1,0,0,0,0,0,-0.7166211403898748,-0.5216911399043311,0.0,0.41126359322520145,-0.7356403974891725,1,6.0,1,1,-1.5293040070502368,-1.5293040070502368
2016-01-05,air_a1fe8c588c8d2f30,0,0,0,0,0,1,0,-0.8510393831971084,-1.0021281917344305,0.0,-1.2469143010097612,-0.6284184008823473,1,8.0,1,1,-1.3974289602262813,-1.3974289602262813
2016-01-06,air_a1fe8c588c8d2f30,0,0,0,0,0,0,1,-0.8999187442179207,-1.0490000992300499,0.0,-1.2469143010097612,-0.7594675078462448,1,10.0,1,1,-1.332391169102576,-1.332391169102576
2016-01-07,air_a1fe8c588c8d2f30,0,0,0,0,1,0,0,-0.948798105238733,-1.2364877292125276,0.0,-1.1479186058315545,-0.6165048457038113,1,12.0,1,1,-1.262212050617313,-1.262212050617313
2016-01-08,air_a1fe8c588c8d2f30,1,0,0,0,0,0,0,-1.144315549321982,-1.4239753591950055,0.0,-1.2469143010097612,-0.8190352837389254,1,9.0,1,1,-0.9231415111225809,-0.9231415111225809
2016-01-09,air_a1fe8c588c8d2f30,0,0,1,0,0,0,0,-1.0954361883011696,-1.388821428573291,0.0,-1.1974164534206577,-0.7713810630247809,1,16.0,1,1,-0.6614479484192926,-0.6614479484192926
2016-01-10,air_a1fe8c588c8d2f30,0,0,0,1,0,0,0,-1.0954361883011696,-1.1778978448430033,0.0,-0.3064551968167974,-0.973911501059895,1,37.0,1,1,-0.9511617452430705,-0.9511617452430705
2016-01-11,air_a1fe8c588c8d2f30,0,1,0,0,0,0,0,-1.0465568272803574,-1.037282122356145,1.0,-0.9994250630642444,-1.0096521665955034,1,21.0,1,1,-1.3179954524902142,-1.3179954524902142
2016-01-12,air_a1fe8c588c8d2f30,0,0,0,0,0,1,0,-1.144315549321982,-1.377103451699386,0.0,-1.1479186058315545,-1.0215657217740395,1,8.0,1,1,-1.3724935225227262,-1.3724935225227262
2016-01-13,air_a1fe8c588c8d2f30,0,0,0,0,0,0,1,-1.352052833660434,-1.5997450123035784,0.0,-0.9994250630642444,-1.1883554942735455,1,1.0,1,1,-1.1658121625881055,-1.1658121625881055
2016-01-14,air_a1fe8c588c8d2f30,0,0,0,0,1,0,0,-1.2420742713636066,-1.4239753591950055,0.0,-0.8261825965023826,-1.1168741632023285,1,6.0,1,1,-1.071982938239677,-1.071982938239677
2016-01-15,air_a1fe8c588c8d2f30,1,0,0,0,0,0,0,-1.352052833660434,-1.1661798679690984,0.0,0.98048884049989,-1.3313181564159788,1,3.0,1,1,-0.7922947297709367,-0.7922947297709367
2016-01-16,air_a1fe8c588c8d2f30,0,0,1,0,0,0,0,-1.144315549321982,-0.9435383073649062,0.0,0.6835017549652699,-1.3432317115945152,1,29.0,1,1,-0.6429391699176847,-0.6429391699176847
2016-01-17,air_a1fe8c588c8d2f30,0,0,0,1,0,0,0,-1.1931949103427943,-1.377103451699386,0.0,-1.2469143010097612,-1.069219942488184,1,16.0,1,1,-1.2534717941026647,-1.2534717941026647
2016-01-18,air_a1fe8c588c8d2f30,0,1,0,0,0,0,0,-1.2420742713636066,-1.2833596367081472,0.0,-0.7024379775296242,-1.4266265978442678,1,5.0,1,1,-1.540357860877586,-1.540357860877586
2016-01-19,air_a1fe8c588c8d2f30,0,0,0,0,0,1,0,-1.7797472425925414,-2.0801820641336777,0.0,-1.2221653772152097,-1.4981079289154846,1,9.0,1,1,-1.3010290721970739,-1.3010290721970739
2016-01-20,air_a1fe8c588c8d2f30,0,0,0,0,0,0,1,-1.7308678815717293,-1.7989506191599611,0.0,-0.7024379775296242,-1.5338485944510931,1,8.0,1,1,-1.1745524191027537,-1.1745524191027537
2016-01-21,air_a1fe8c588c8d2f30,0,0,0,0,1,0,0,-1.718648041316526,-1.705206804168722,0.0,-1.2221653772152097,-1.6172434807008458,1,4.0,1,1,-1.0511605624253684,-1.0511605624253684
2016-01-22,air_a1fe8c588c8d2f30,1,0,0,0,0,0,0,-1.352052833660434,-1.470847266690625,0.0,-0.9994250630642444,-1.2836639357018345,1,9.0,1,1,-0.7393390579468921,-0.7393390579468921
2016-01-23,air_a1fe8c588c8d2f30,0,0,1,0,0,0,0,-1.6331091595301046,-1.7989506191599611,0.0,-1.2469143010097612,-1.6053299255223097,1,34.0,1,1,-0.6653039439404609,-0.6653039439404609
2016-01-24,air_a1fe8c588c8d2f30,0,0,0,1,0,0,0,-2.305200373566273,-2.384849462855204,0.0,-1.2469143010097612,-2.0937856878422907,1,20.0,1,1,-1.3699228588419474,-1.3699228588419474
2016-01-25,air_a1fe8c588c8d2f30,0,1,0,0,0,0,0,-1.9141654853997752,-2.1036180178814874,0.0,-1.2221653772152097,-1.8674281394501044,1,1.0,1,1,-1.3948582965455023,-1.3948582965455023
2016-01-26,air_a1fe8c588c8d2f30,0,0,0,0,0,1,0,-1.523130597233277,-1.634898942925293,0.0,-1.1974164534206577,-1.3908859323086595,1,7.0,1,1,-1.2203102326206174,-1.2203102326206174
2016-01-27,air_a1fe8c588c8d2f30,0,0,0,0,0,0,1,-1.2542941116188098,-1.2833596367081472,0.0,-1.1974164534206577,-1.1764419390950092,1,13.0,1,1,-1.0670986772461972,-1.0670986772461972
2016-01-28,air_a1fe8c588c8d2f30,0,0,0,0,1,0,0,-1.0465568272803574,-1.0607180761039547,0.0,-1.2469143010097612,-0.8428623940959977,1,8.0,1,1,-1.0727541373439107,-1.0727541373439107
2016-01-29,air_a1fe8c588c8d2f30,1,0,0,0,0,0,0,-0.7166211403898748,-0.7560506773824284,0.0,-1.2469143010097612,-0.4258879628472333,1,14.0,1,1,-0.9282828384841386,-0.9282828384841386
2016-01-30,air_a1fe8c588c8d2f30,0,0,1,0,0,0,0,-0.7410608209002808,-0.7208967467607137,0.0,0.5350082121979599,-0.6045912905252752,1,49.0,1,1,-0.6236591923118433,-0.6236591923118433
2016-01-31,air_a1fe8c588c8d2f30,0,0,0,1,0,0,0,-0.8999187442179207,-0.9786922379866209,0.0,0.08952758389602966,-0.7237268423106364,1,9.0,1,1,-1.1843209410897133,-1.1843209410897133
2016-02-01,air_a1fe8c588c8d2f30,0,1,0,0,0,0,0,-1.168755229832388,-1.3536674979515764,0.0,-1.2221653772152097,-0.9977386114169672,1,6.0,1,1,-1.4413873091675997,-1.4413873091675997
2016-02-02,air_a1fe8c588c8d2f30,0,0,0,0,0,1,0,-1.2909536323844186,-1.295077613582052,0.0,-0.6281912061459691,-1.0573063873096478,1,5.0,1,1,-1.29177468294627,-1.29177468294627
2016-02-03,air_a1fe8c588c8d2f30,0,0,0,0,0,0,1,-1.2298544311084034,-1.224769752338623,0.0,-0.5291955109677625,-1.2002690494520816,1,6.0,1,1,-1.2161971707313712,-1.2161971707313712
2016-02-04,air_a1fe8c588c8d2f30,0,0,0,0,1,0,0,-1.2787337921292157,-1.1896158217169082,0.0,0.36176574563609804,-1.3670588219515873,1,27.0,1,1,-1.178151348255844,-1.178151348255844
2016-02-05,air_a1fe8c588c8d2f30,1,0,0,0,0,0,0,-1.2665139518740127,-1.1896158217169082,0.0,-0.3807019682004524,-1.152614828737937,1,14.0,1,1,-0.8002637871813512,-0.8002637871813512
2016-02-06,air_a1fe8c588c8d2f30,0,0,1,0,0,0,0,-1.315393312894825,-1.5763090585557686,0.0,-1.0736718344478995,-1.1645283839164733,1,33.0,1,1,-0.5748165823770449,-0.5748165823770449
2016-02-07,air_a1fe8c588c8d2f30,0,0,0,1,0,0,0,-1.498690916722871,-1.5060011973123395,0.0,-1.0489229106533478,-1.438540153022804,1,25.0,1,1,-1.191775865763972,-1.191775865763972
2016-02-08,air_a1fe8c588c8d2f30,0,1,0,0,0,0,0,-1.2665139518740127,-1.3067955904559567,0.0,-0.256957349227694,-1.4147130426657317,1,7.0,1,1,-1.3894599028158667,-1.3894599028158667
2016-02-09,air_a1fe8c588c8d2f30,0,0,0,0,0,1,0,-0.8999187442179207,-0.966974261112716,0.0,1.1289823832672001,-0.973911501059895,1,8.0,1,1,-1.169411091741196,-1.169411091741196
2016-02-10,air_a1fe8c588c8d2f30,0,0,0,0,0,0,1,-1.132095709066779,-0.8615124692475722,0.0,1.1784802308563036,-1.247923270166226,1,4.0,1,1,-0.8421656051780466,-0.8421656051780466
2016-02-11,air_a1fe8c588c8d2f30,0,0,0,0,1,0,0,-0.789940181921093,-0.5099731630304262,1.0,0.8319952977325801,-1.1287877183808648,1,53.0,1,1,-0.916200719184478,-0.916200719184478
2016-02-12,air_a1fe8c588c8d2f30,1,0,0,0,0,0,0,-0.24004737043695515,-0.2521776718045193,0.0,-1.0736718344478995,-0.40206085249016116,1,10.0,1,1,-0.8593890518392651,-0.8593890518392651
2016-02-13,air_a1fe8c588c8d2f30,0,0,1,0,0,0,0,0.028789115177512436,-0.04125408807423167,0.0,-0.9004293678860377,0.05065424429421172,1,40.0,1,1,-0.6676175412531619,-0.6676175412531619
2016-02-14,air_a1fe8c588c8d2f30,0,0,0,1,0,0,0,-0.789940181921093,-0.2756136255523289,0.0,-1.2221653772152097,-0.961997945881359,1,15.0,1,1,-1.2095134451613463,-1.2095134451613463
