visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-01-04,air_7a946aada80376a4,0,1,0,0,0,0,0,-0.5849951455890878,-0.5771297541181544,0.0,0.43268219171871275,-0.7331090329841473,1,46.0,1,1,-1.5076395413009096,-1.5076395413009096
2016-01-05,air_7a946aada80376a4,0,0,0,0,0,1,0,-0.7249485232239824,-0.9410578438950026,0.0,-0.9305538636074147,-0.6983576177064497,1,20.0,1,1,-1.376071562041911,-1.376071562041911
2016-01-06,air_7a946aada80376a4,0,0,0,0,0,0,1,-0.736611304693557,-0.7646078609728945,0.0,-0.7505038185643413,-0.6056871769659222,1,19.0,1,1,-1.3111852096978047,-1.3111852096978047
2016-01-07,air_7a946aada80376a4,0,0,0,0,1,0,0,-0.8532391193893025,-0.9410578438950026,0.0,-0.9305538636074147,-0.6636062024287518,1,27.0,1,1,-1.241169501437168,-1.241169501437168
2016-01-08,air_7a946aada80376a4,1,0,0,0,0,0,0,-0.9232158082067499,-1.0954515789518473,0.0,-0.9562752986135681,-0.8721146940949382,1,23.0,1,1,-0.9028884787420042,-0.9028884787420042
2016-01-09,air_7a946aada80376a4,0,0,1,0,0,0,0,-1.028180841432921,-1.0844234550192156,0.0,0.972832326847933,-1.0922069908536902,1,44.0,1,1,-0.6418042625906192,-0.6418042625906192
2016-01-10,air_7a946aada80376a4,0,0,0,1,0,0,0,-0.9465413711458991,-1.062367207153952,0.0,0.7156179767863995,-0.9763689399280312,1,76.0,1,1,-0.9308434684870935,-0.9308434684870935
2016-01-11,air_7a946aada80376a4,0,1,0,0,0,0,0,-0.9698669340850481,-0.9851703396255297,1.0,-0.23607511844127438,-1.0458717704834268,1,40.0,1,1,-1.2968230131315202,-1.2968230131315202
2016-01-12,air_7a946aada80376a4,0,0,0,0,0,1,0,-1.05150640437207,-1.1285359507497426,0.0,0.1754678416571793,-1.0574555755759927,1,9.0,1,1,-1.3511941858467398,-1.3511941858467398
2016-01-13,air_7a946aada80376a4,0,0,0,0,0,0,1,-1.2847620337635612,-1.2167609422107966,0.0,-0.5961752085274212,-1.1732936265016518,1,33.0,1,1,-1.1449940780022276,-1.1449940780022276
2016-01-14,air_7a946aada80376a4,0,0,0,0,1,0,0,-1.156471437598241,-1.1616203225476378,0.0,0.04686066662641256,-1.1964612366867837,1,20.0,1,1,-1.0513833325255522,-1.0513833325255522
2016-01-15,air_7a946aada80376a4,1,0,0,0,0,0,0,-1.1681342190678157,-1.1726484464802696,0.0,0.7413394117925527,-1.161709821409086,1,25.0,1,1,-0.7723463706663117,-0.7723463706663117
2016-01-16,air_7a946aada80376a4,0,0,1,0,0,0,0,-1.2031225634765392,-1.106479702884479,0.0,0.458403626724866,-1.2080450417793493,1,56.0,1,1,-0.6233385812911106,-0.6233385812911106
2016-01-17,air_7a946aada80376a4,0,0,0,1,0,0,0,-1.1681342190678157,-1.1836765704129013,0.0,-0.4418465984905011,-1.277547872334745,1,88.0,1,1,-1.2324495963790667,-1.2324495963790667
2016-01-18,air_7a946aada80376a4,0,1,0,0,0,0,0,-0.8998902452676009,-1.0182547114234248,0.0,-1.4192611287243282,-0.8721146940949382,1,35.0,1,1,-1.5186676565214494,-1.5186676565214494
2016-01-19,air_7a946aada80376a4,0,0,0,0,0,1,0,-1.5413432260942015,-1.657885899516067,0.0,-0.3646822934720411,-1.370218313075272,1,17.0,1,1,-1.2798961386069707,-1.2798961386069707
2016-01-20,air_7a946aada80376a4,0,0,0,0,0,0,1,-1.4363781928680304,-1.481435916593959,0.0,-1.0591610386381816,-1.370218313075272,1,20.0,1,1,-1.153713983060329,-1.153713983060329
2016-01-21,air_7a946aada80376a4,0,0,0,0,1,0,0,-1.3197503781722848,-1.3711546772676413,0.0,-0.4418465984905011,-1.277547872334745,1,18.0,1,1,-1.030609441063605,-1.030609441063605
