visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-02,air_638c35eb25e53eea,0,0,1,0,0,0,0,-0.6245475298825237,-0.7120862188879221,1.0,-1.0835022019831302,-0.6124095637322944,1,34.0,1,1,-1.8228331008023047,-1.8228331008023049
2016-01-03,air_638c35eb25e53eea,0,0,0,1,0,0,0,-0.6245475298825237,-0.6532244803388098,1.0,-0.8856627696673287,-0.5884429690651193,1,48.0,1,1,-1.6860533639269961,-1.6860533639269961
2016-01-04,air_638c35eb25e53eea,0,1,0,0,0,0,0,-0.6982484288118687,-0.5001839601111175,0.0,0.4250234694248557,-0.7202592397345832,1,19.0,1,1,-1.4880024066298485,-1.4880024066298485
2016-01-05,air_638c35eb25e53eea,0,0,0,0,0,1,0,-0.8333667435156678,-0.9828502162138388,0.0,-1.2318817762199812,-0.6124095637322944,1,3.0,1,1,-1.3575786054829464,-1.3575786054829464
2016-01-06,air_638c35eb25e53eea,0,0,0,0,0,0,1,-0.8825006761352311,-1.0299396070531288,0.0,-1.2318817762199812,-0.7442258344017585,1,7.0,1,1,-1.2932565359114723,-1.2932565359114723
2016-01-07,air_638c35eb25e53eea,0,0,0,0,1,0,0,-0.9316346087547945,-1.2182971704102883,0.0,-1.1329620600620804,-0.6004262663987069,1,12.0,1,1,-1.223849717757273,-1.223849717757273
2016-01-08,air_638c35eb25e53eea,1,0,0,0,0,0,0,-1.1281703392330478,-1.4066547337674478,0.0,-1.2318817762199812,-0.8041423210696966,1,31.0,1,1,-0.8885105487265442,-0.8885105487265443
2016-01-09,air_638c35eb25e53eea,0,0,1,0,0,0,0,-1.0790364066134843,-1.3713376906379806,0.0,-1.1824219181410307,-0.7562091317353462,1,29.0,1,1,-0.6296968458658302,-0.6296968458658302
2016-01-10,air_638c35eb25e53eea,0,0,0,1,0,0,0,-1.0790364066134843,-1.159435431861176,0.0,-0.2921444727199245,-0.9599251864063358,1,37.0,1,1,-0.9162224285023968,-0.9162224285023968
2016-01-11,air_638c35eb25e53eea,0,1,0,0,0,0,0,-1.029902473993921,-1.0181672593433064,1.0,-0.9845824858252294,-0.9958750784070989,1,30.0,1,1,-1.2790192398798417,-1.2790192398798417
2016-01-12,air_638c35eb25e53eea,0,0,0,0,0,1,0,-1.1281703392330478,-1.3595653429281582,0.0,-1.1329620600620804,-1.0078583757406865,1,15.0,1,1,-1.332917574856729,-1.3329175748567292
2016-01-13,air_638c35eb25e53eea,0,0,0,0,0,0,1,-1.3369895528661917,-1.5832399494147849,0.0,-0.9845824858252294,-1.1756245384109134,1,18.0,1,1,-1.128510681831175,-1.128510681831175
2016-01-14,air_638c35eb25e53eea,0,0,0,0,1,0,0,-1.2264382044721744,-1.4066547337674478,0.0,-0.8114729825489031,-1.1037247544093876,1,5.0,1,1,-1.0357140201964397,-1.0357140201964397
2016-01-15,air_638c35eb25e53eea,1,0,0,0,0,0,0,-1.3369895528661917,-1.1476630841513535,0.0,0.9938118373327848,-1.319424106413965,1,20.0,1,1,-0.7591036972961872,-0.7591036972961872
