visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_876d7a23c47811cb,1,0,0,0,0,0,0,1.0567149619858893,1.1308029072638661,0.0,-0.15713565825636036,1.0070291193416834,1,22.0,1,1,1.7719454456244839,1.7719454456244834
2016-07-04,air_876d7a23c47811cb,0,1,0,0,0,0,0,1.3102379084756182,1.4994900023628936,0.0,0.5591580566525034,1.1834677464564416,1,15.0,1,1,-1.1290067515159852,-1.1290067515159854
2016-07-05,air_876d7a23c47811cb,0,0,0,0,0,1,0,0.6072879204813697,0.5547293211716349,0.0,-1.3244291195893239,0.8085356638375806,1,23.0,1,1,-0.3843341491456172,-0.38433414914561753
2016-07-06,air_876d7a23c47811cb,0,0,0,0,0,0,1,0.7686207046111975,0.7045084535556146,0.0,-0.23672384880178987,0.8416179064215978,1,2.0,1,1,0.12882301209990724,0.12882301209990688
2016-07-07,air_876d7a23c47811cb,0,0,0,0,1,0,0,1.2641428272956672,1.8336126822963885,0.0,2.071333677015661,0.9960017051470109,1,32.0,1,1,0.054058392580691755,0.05405839258069141
2016-07-08,air_876d7a23c47811cb,1,0,0,0,0,0,0,1.0221436511009263,1.038631133489109,0.0,-0.7673117857713185,1.0180565335363558,1,20.0,1,1,1.5417044014232635,1.541704401423263
2016-07-11,air_876d7a23c47811cb,0,1,0,0,0,0,0,1.3332854490655934,1.46492558719736,0.0,1.9917454864702313,1.0401113619257005,1,13.0,1,1,-1.1855050151299378,-1.185505015129938
2016-07-12,air_876d7a23c47811cb,0,0,0,0,0,1,0,1.2295715164107046,1.2690605679260016,0.0,0.3469228818646919,1.2937418884031653,1,18.0,1,1,-0.36734219016397734,-0.3673421901639776
2016-07-13,air_876d7a23c47811cb,0,0,0,0,0,0,1,0.999096110510951,0.7851587556085273,0.0,-1.3244291195893239,1.172440332261769,1,16.0,1,1,-0.2853559880775649,-0.28535598807756524
2016-07-14,air_876d7a23c47811cb,0,0,0,0,1,0,0,1.0912862728708521,1.3957967568662921,0.0,-0.2897826424987427,0.9298372199789768,1,14.0,1,1,-0.04067177874195059,-0.04067177874195093
2016-07-15,air_876d7a23c47811cb,1,0,0,0,0,0,0,0.6649067719563081,0.37038577362212066,0.0,-1.3244291195893239,0.8967549773949597,1,23.0,1,1,1.3012681818330591,1.3012681818330587
2016-07-19,air_876d7a23c47811cb,0,0,0,0,0,1,0,1.2526190570006799,1.3266679265352244,0.0,0.3203934850162155,1.1944951606511136,1,21.0,1,1,-0.7658036282834326,-0.7658036282834328
2016-07-20,air_876d7a23c47811cb,0,0,0,0,0,0,1,1.137381354050803,1.0501526052109535,0.0,-0.10407686455940768,1.1503855038724244,1,10.0,1,1,-0.22036174497279234,-0.22036174497279268
2016-07-21,air_876d7a23c47811cb,0,0,0,0,1,0,0,0.6188116907763576,0.40495018878765465,0.0,-1.3244291195893239,0.8857275632002871,1,17.0,1,1,0.02984485103185492,0.02984485103185458
2016-07-22,air_876d7a23c47811cb,1,0,0,0,0,0,0,0.5727166095964066,0.22060664123814044,0.0,-1.3244291195893239,0.8305904922269253,1,25.0,1,1,1.3734840075050287,1.3734840075050283
2016-07-25,air_876d7a23c47811cb,0,1,0,0,0,0,0,0.9530010293310001,0.819723170774061,0.0,-1.1121939448015123,0.9077823915896321,1,12.0,1,1,-1.0219574099316537,-1.0219574099316542
2016-07-26,air_876d7a23c47811cb,0,0,0,0,0,1,0,0.8492870966761111,0.7621158121648378,0.0,-1.2978997227408475,0.940864634173649,1,17.0,1,1,-0.19317461060216853,-0.19317461060216887
2016-07-27,air_876d7a23c47811cb,0,0,0,0,0,0,1,0.9299534887410248,0.7505943404429934,0.0,-1.2448409290438947,1.0511387761203728,1,28.0,1,1,0.03749123257359287,0.03749123257359253
2016-07-28,air_876d7a23c47811cb,0,0,0,0,1,0,0,1.1604288946407784,1.1884102658730893,0.0,0.055099516531451107,1.1503855038724244,1,24.0,1,1,0.2927954162727321,0.29279541627273176
2016-07-29,air_876d7a23c47811cb,1,0,0,0,0,0,0,1.241095286705692,1.3381893982570692,0.0,1.726451517985467,1.1062758470937346,1,30.0,1,1,1.6530017327530047,1.6530017327530042
2016-08-01,air_876d7a23c47811cb,0,1,0,0,0,0,0,1.2641428272956672,1.2344961527604676,0.0,-0.8203705794682715,1.2937418884031653,1,20.0,1,1,-1.0839780602146394,-1.0839780602146396
2016-08-02,air_876d7a23c47811cb,0,0,0,0,0,1,0,1.0912862728708521,0.9925452466017303,0.0,-0.8734293731652243,1.0621661903150452,1,29.0,1,1,-0.6804190344006922,-0.6804190344006925
2016-08-03,air_876d7a23c47811cb,0,0,0,0,0,0,1,1.1950002055257414,1.2921035113696908,0.0,-0.23672384880178987,1.1614129180670965,1,22.0,1,1,-0.1685362700787907,-0.16853627007879105
2016-08-04,air_876d7a23c47811cb,0,0,0,0,1,0,0,1.3448092193605814,1.407318228588137,0.0,0.9305696125311737,1.2716870600138201,1,28.0,1,1,-0.023679819760310708,-0.023679819760311048
2016-08-05,air_876d7a23c47811cb,1,0,0,0,0,0,0,1.4139518411305072,1.4534041154755153,0.0,1.540745740046132,1.2937418884031653,1,12.0,1,1,1.17807647921617,1.1780764792161695
2016-08-08,air_876d7a23c47811cb,0,1,0,0,0,0,0,1.390904300540532,1.4303611720318266,0.0,-0.10407686455940768,1.3709337877658718,1,27.0,1,1,-1.0627381114875896,-1.0627381114875898
2016-08-09,air_876d7a23c47811cb,0,0,0,0,0,1,0,1.7827124905701128,1.9488273995148349,0.0,0.8244520251372678,1.4150434445445612,1,24.0,1,1,-0.11118840851575611,-0.11118840851575644
2016-08-10,air_876d7a23c47811cb,0,0,0,0,0,0,1,1.4600469223104582,1.5225329458065833,0.0,-0.024488674013978168,1.4481256871285784,1,12.0,1,1,1.037043219668559,1.0370432196685586
2016-08-16,air_876d7a23c47811cb,0,0,0,0,0,1,0,1.206523975820729,1.4188397003099817,0.0,-0.7673117857713185,1.1944951606511136,1,20.0,1,1,-1.2755623977326291,-1.2755623977326294
2016-08-17,air_876d7a23c47811cb,0,0,0,0,0,0,1,1.4139518411305072,1.5570973609721168,0.0,1.3285105652583202,1.117303261288407,1,18.0,1,1,-0.7008093851786601,-0.7008093851786603
2016-08-18,air_876d7a23c47811cb,0,0,0,0,1,0,0,1.206523975820729,1.2460176244823125,0.0,-1.032605754256083,1.3599063735711994,1,25.0,1,1,-0.3856085460692402,-0.3856085460692405
2016-08-19,air_876d7a23c47811cb,1,0,0,0,0,0,0,1.287190367885643,1.3266679265352244,0.0,0.5060992629555506,1.3378515451818547,1,15.0,1,1,1.1360213807366113,1.1360213807366109
