visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Nishishinjuku,total_area_visitors,total_genre_visitors
2016-01-04,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.749357453802897,-0.5561670066841669,0.0,0.8970116479411411,-0.8420203092924342,1,4.0,1,1,-1.5145231280510791,-1.5145231280510791
2016-01-05,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-0.5362883032201496,-0.5312930105780964,0.0,0.7730557465514537,-0.7580173238986363,1,12.0,1,1,-1.383136453122441,-1.383136453122441
2016-01-06,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.7869578921410286,-1.0412099307525384,0.0,-1.3094033967952936,-0.5180087942020707,1,15.0,1,1,-1.3183395159743994,-1.3183395159743994
2016-01-07,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.8120248510331167,-0.8422179619039758,0.0,-0.1194267434542952,-0.830019882807606,1,13.0,1,1,-1.248420291304773,-1.248420291304773
2016-01-08,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.0501609605079518,-1.0909579229646793,0.0,0.8474292873852659,-0.998025853595202,1,18.0,1,1,-0.9106054292562864,-0.9106054292562864
2016-01-09,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.987493563277732,-1.0038989365934332,0.0,0.8970116479411411,-1.0340271330496866,1,4.0,1,1,-0.6498809944076438,-0.6498809944076439
2016-01-10,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-0.9122926866014682,-0.8422179619039758,0.0,0.9465940084970158,-1.0820288389889998,1,20.0,1,1,-0.938521896248921,-0.938521896248921
2016-01-11,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.01256052216982,-1.14070591517682,1.0,-0.4912944476233572,-0.914022868201404,1,6.0,1,1,-1.3039971109139632,-1.3039971109139632
2016-01-12,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.4762992616734458,-1.6879338295103679,0.0,-1.3094033967952936,-1.262035236261424,1,13.0,1,1,-1.358293358642757,-1.358293358642757
2016-01-13,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.3634979466590504,-1.2402018996011015,0.0,0.8474292873852659,-1.4780429129883332,1,4.0,1,1,-1.1523774002750669,-1.1523774002750669
2016-01-14,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.1504287960763033,-1.0287729326995034,0.0,0.9465940084970158,-1.3460382216552222,1,10.0,1,1,-1.0588956530061528,-1.0588956530061528
2016-01-15,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.200562713860479,-1.0909579229646793,0.0,0.6986822057176412,-1.130030544928313,1,21.0,1,1,-0.7802432118319651,-0.7802432118319652
2016-01-16,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-1.0877613988460835,-0.9790249404873627,0.0,0.9465940084970158,-1.1540313978979695,1,31.0,1,1,-0.6314407593299403,-0.6314407593299404
2016-01-17,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-1.1754957549683913,-1.3770088781844885,0.0,-0.5408768081792321,-1.0940292654738282,1,7.0,1,1,-1.2397124025180797,-1.2397124025180797
2016-01-18,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.5515001383497098,-1.6754968314573326,0.0,-0.9623268729041691,-1.3460382216552222,1,4.0,1,1,-1.5255360462224854,-1.5255360462224854
2016-01-19,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.263230111090699,-1.3770088781844885,0.0,0.9465940084970158,-1.262035236261424,1,12.0,1,1,-1.2870935620927348,-1.2870935620927348
2016-01-20,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.3885649055511384,-1.3148238879193126,0.0,0.9713851887749532,-1.4540420600186765,1,16.0,1,1,-1.1610852890617602,-1.1610852890617602
2016-01-21,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.2256296727525668,-1.2650758957071717,0.0,0.5251439437720791,-1.2500348097765959,1,7.0,1,1,-1.0381503885437362,-1.0381503885437362
2016-01-22,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.1754957549683913,-1.1655799112828902,0.0,0.6986822057176412,-1.0100262800800301,1,20.0,1,1,-0.7274836503596465,-0.7274836503596466
2016-01-23,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-1.4136318644432262,-1.6506228353512622,0.0,-1.2598210362394187,-1.0580279860193433,1,4.0,1,1,-0.6537227100488321,-0.6537227100488322
2016-01-24,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-1.48883274111949,-1.3023868898662774,0.0,0.9218028282190784,-1.514044192442818,1,11.0,1,1,-1.3557322148819648,-1.3557322148819648
2016-01-25,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.5389666589036657,-1.4018828742905587,0.0,1.070549909886703,-1.682050163230414,1,10.0,1,1,-1.3805753093616489,-1.3805753093616489
2016-01-26,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.4261653438892703,-1.2526388976541367,0.0,0.8226381071073285,-1.5260446189276464,1,13.0,1,1,-1.206673648003861,-1.206673648003861
2016-01-27,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.1128283577381715,-0.7800329716387999,0.0,1.0209675493308283,-1.5020437659579897,1,7.0,1,1,-1.0540294798606478,-1.0540294798606478
2016-01-28,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.9248261660475122,-0.7054109833205888,0.0,1.0209675493308283,-1.1180301184434849,1,3.0,1,1,-1.0596639961343906,-1.0596639961343906
2016-01-29,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.2256296727525668,-1.4765048626087696,0.0,-1.3094033967952936,-1.0580279860193433,1,22.0,1,1,-0.9157277167778707,-0.9157277167778708
2016-01-30,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-1.48883274111949,-1.8247408080937546,0.0,-1.3094033967952936,-1.1900326773524545,1,19.0,1,1,-0.612232181123999,-0.6122321811239991
2016-01-31,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-1.1378953166302594,-1.0536469288055739,0.0,-0.045053202620482846,-1.214033530322111,1,11.0,1,1,-1.1708176353527704,-1.1708176353527704
2016-02-01,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.3133640288748745,-1.6133118411921568,0.0,-1.3094033967952936,-1.0580279860193433,1,6.0,1,1,-1.426932011431987,-1.426932011431987
2016-02-02,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.1504287960763033,-1.1158319190707497,0.0,0.7978469268293911,-1.0580279860193433,1,13.0,1,1,-1.277873444553883,-1.277873444553883
2016-02-03,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.2757635905367428,-1.3023868898662774,0.0,0.4507704029382665,-1.1900326773524545,1,16.0,1,1,-1.2025758179865933,-1.2025758179865933
2016-02-04,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.263230111090699,-1.2650758957071717,0.0,0.15327623960301706,-1.2380343832917675,1,4.0,1,1,-1.1646708903268692,-1.1646708903268692
2016-02-05,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-0.962426604385644,-0.792469969691835,0.0,0.9218028282190784,-1.298036515715909,1,14.0,1,1,-0.7881827574904208,-0.7881827574904209
2016-02-06,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-1.0626944399539955,-1.215327903495031,0.0,-1.0614915940159189,-0.8420203092924342,1,23.0,1,1,-0.5635704496689479,-0.563570449668948
2016-02-07,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-1.2757635905367428,-1.277512893760207,0.0,0.8970116479411411,-1.1900326773524545,1,16.0,1,1,-1.1782449522590677,-1.1782449522590677
2016-02-08,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.3509644672130063,-1.289949891813242,0.0,0.05411151849126711,-1.214033530322111,1,6.0,1,1,-1.3751969074639854,-1.3751969074639854
2016-02-09,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.0752279194000396,-0.6183519969493427,0.0,0.8226381071073285,-1.298036515715909,1,5.0,1,1,-1.1559630015401758,-1.1559630015401758
2016-02-10,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.1504287960763033,-1.1033949210177143,0.0,1.1449234507205157,-1.1780322508676262,1,3.0,1,1,-0.8299294007913331,-0.8299294007913331
2016-02-11,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.1504287960763033,-1.0163359346464682,1.0,1.1449234507205157,-1.166031824382798,1,9.0,1,1,-0.9036903411021475,-0.9036903411021475
2016-02-12,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.0000270427237758,-0.9665879424343276,0.0,-0.7144150701247944,-1.1900326773524545,1,13.0,1,1,-0.8470890639886407,-0.8470890639886407
