visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-07-01,air_9d474ec2448c700d,1,0,0,0,0,0,0,1.042496648870625,1.1182473603314214,0.0,-0.16402830939125299,0.9871496737277047,1,15.0,1,1,1.3419722777058298,1.3419722777058298
2016-07-02,air_9d474ec2448c700d,0,0,1,0,0,0,0,1.2030971914766675,1.2559644191823258,0.0,0.4970743824518207,1.1402649196970709,1,15.0,1,1,1.497755061671157,1.497755061671157
2016-07-03,air_9d474ec2448c700d,0,0,0,1,0,0,0,1.4554694727147341,1.6691155957350394,0.0,0.6821831361678811,1.2715065590993855,1,8.0,1,1,-0.44729362137918516,-0.4472936213791852
2016-07-04,air_9d474ec2448c700d,0,1,0,0,0,0,0,1.2948689301086918,1.4854928506004998,0.0,0.5499625977992664,1.1621385262641237,1,17.0,1,1,-1.2031010038712515,-1.2031010038712515
2016-07-05,air_9d474ec2448c700d,0,0,0,0,0,1,0,0.5951094230395065,0.5444262817859856,0.0,-1.3275690470350627,0.7902872146242333,1,4.0,1,1,-0.5497822950405846,-0.5497822950405847
2016-07-06,air_9d474ec2448c700d,0,0,0,0,0,0,1,0.7557099656455493,0.6936197622077986,0.0,-0.24336063241242203,0.823097624474812,1,13.0,1,1,-0.09957750310250967,-0.0995775031025097
2016-07-07,air_9d474ec2448c700d,0,0,0,0,1,0,0,1.2489830607926795,1.8183090761568532,0.0,2.0572767352014747,0.9762128704441784,1,15.0,1,1,-0.16517025424580536,-0.1651702542458054
2016-07-08,air_9d474ec2448c700d,1,0,0,0,0,0,0,1.008082246883616,1.0264359877641516,0.0,-0.7722427858868809,0.998086477011231,1,23.0,1,1,1.1399764190713624,1.1399764190713624
2016-07-09,air_9d474ec2448c700d,0,0,1,0,0,0,0,0.6754096943425277,0.46409133078962433,0.0,-1.3275690470350627,0.8012240179077598,1,6.0,1,1,1.4377526018184832,1.4377526018184832
2016-07-10,air_9d474ec2448c700d,0,0,0,1,0,0,0,1.042496648870625,1.1985823113277823,0.0,1.766391550790522,0.7902872146242333,1,3.0,1,1,-0.29002009306969206,-0.2900200930696921
2016-07-11,air_9d474ec2448c700d,0,1,0,0,0,0,0,1.3178118647666979,1.451063585887774,0.0,1.9779444121803056,1.0199600835782832,1,11.0,1,1,-1.2526682533147646,-1.2526682533147648
2016-07-12,air_9d474ec2448c700d,0,0,0,0,0,1,0,1.2145686588056706,1.2559644191823258,0.0,0.33840973640948285,1.2715065590993855,1,6.0,1,1,-0.5348748515989266,-0.5348748515989266
2016-07-13,air_9d474ec2448c700d,0,0,0,0,0,0,1,0.98513931222561,0.77395471320416,0.0,-1.3275690470350627,1.1512017229805973,1,10.0,1,1,-0.46294643699292615,-0.4629464369929262
2016-07-14,air_9d474ec2448c700d,0,0,0,0,1,0,0,1.0769110508576338,1.3822050564623216,0.0,-0.2962488477598678,0.9105920507430215,1,20.0,1,1,-0.24827925143304935,-0.24827925143304938
2016-07-15,air_9d474ec2448c700d,1,0,0,0,0,0,0,0.6524667596845217,0.3608035366514461,0.0,-1.3275690470350627,0.8777816408924429,1,25.0,1,1,0.9290360943719,0.9290360943719
2016-07-16,air_9d474ec2448c700d,0,0,1,0,0,0,0,0.8704246389355796,0.7854311347750684,0.0,-0.9044633242554956,0.7793504113407075,1,10.0,1,1,1.379240886309975,1.3792408863099752
2016-07-17,air_9d474ec2448c700d,0,0,0,1,0,0,0,1.0769110508576338,0.9116717720550644,0.0,-1.30112493936134,1.1621385262641237,1,18.0,1,1,0.45870625378758667,0.4587062537875866
2016-07-18,air_9d474ec2448c700d,0,1,0,0,0,0,0,1.3981121360697188,1.451063585887774,1.0,0.6557390284941582,1.31525377223349,1,2.0,1,1,-1.0588714885732091,-1.0588714885732093
2016-07-19,air_9d474ec2448c700d,0,0,0,0,0,1,0,1.2375115934636767,1.3133465270368692,0.0,0.31196562873576,1.1730753295476495,1,19.0,1,1,-0.8844544003058094,-0.8844544003058094
2016-07-20,air_9d474ec2448c700d,0,0,0,0,0,0,1,1.1227969201736463,1.03791240933506,0.0,-0.11114009404380729,1.129328116413545,1,7.0,1,1,-0.4059254658285839,-0.4059254658285839
2016-07-21,air_9d474ec2448c700d,0,0,0,0,1,0,0,0.6065808903685097,0.3952328013641723,0.0,-1.3275690470350627,0.8668448376089165,1,11.0,1,1,-0.18641336115016818,-0.1864133611501682
2016-07-22,air_9d474ec2448c700d,1,0,0,0,0,0,0,0.5606950210524974,0.2116100562296327,0.0,-1.3275690470350627,0.8121608211912856,1,32.0,1,1,0.992392728998947,0.992392728998947
2016-07-23,air_9d474ec2448c700d,0,0,1,0,0,0,0,0.6754096943425277,0.7165726053496164,0.0,-0.9573515396029415,0.7465400014901289,1,9.0,1,1,1.3065670995318919,1.3065670995318919
2016-07-24,air_9d474ec2448c700d,0,0,0,1,0,0,0,0.8474817042775732,0.9346246151968818,0.0,0.6028508131467123,0.6590455752219193,1,20.0,1,1,-0.46928210045563085,-0.4692821004556309
2016-07-25,air_9d474ec2448c700d,0,1,0,0,0,0,0,0.9392534429095976,0.8083839779168858,0.0,-1.1160161856452793,0.8887184441759692,1,17.0,1,1,-1.1091841101888054,-1.1091841101888054
2016-07-26,air_9d474ec2448c700d,0,0,0,0,0,1,0,0.8360102369485705,0.7510018700623422,0.0,-1.30112493936134,0.9215288540265474,1,27.0,1,1,-0.3820735563219309,-0.38207355632193096
2016-07-27,air_9d474ec2448c700d,0,0,0,0,0,0,1,0.9163105082515915,0.7395254484914338,0.0,-1.2482367240138939,1.0308968868618091,1,7.0,1,1,-0.17970501160142202,-0.17970501160142205
2016-07-28,air_9d474ec2448c700d,0,0,0,0,1,0,0,1.1457398548316522,1.175629468185965,0.0,0.047524551998530534,1.129328116413545,1,20.0,1,1,0.04427932610949112,0.04427932610949109
2016-07-29,air_9d474ec2448c700d,1,0,0,0,0,0,0,1.2260401261346734,1.324822948607778,0.0,1.7135033354430762,1.0855809032794401,1,22.0,1,1,1.237620173614223,1.237620173614223
2016-07-30,air_9d474ec2448c700d,0,0,1,0,0,0,0,1.2260401261346734,1.3822050564623216,0.0,1.5283945817270157,0.998086477011231,1,15.0,1,1,1.355388976803322,1.355388976803322
2016-07-31,air_9d474ec2448c700d,0,0,0,1,0,0,0,1.2604545281216826,1.1412002034732387,0.0,0.4970743824518207,1.2496329525323326,1,3.0,1,1,-0.42455977013065654,-0.42455977013065654
2016-08-01,air_9d474ec2448c700d,0,1,0,0,0,0,0,1.2489830607926795,1.2215351544695996,0.0,-0.8251310012343268,1.2715065590993855,1,15.0,1,1,-1.1635962787508574,-1.1635962787508576
2016-08-02,air_9d474ec2448c700d,0,0,0,0,0,1,0,1.0769110508576338,0.9805303014805166,0.0,-0.8780192165817726,1.0418336901453356,1,3.0,1,1,-0.8095444970114772,-0.8095444970114773
2016-08-03,air_9d474ec2448c700d,0,0,0,0,0,0,1,1.1801542568186614,1.2789172623241432,0.0,-0.24336063241242203,1.1402649196970709,1,15.0,1,1,-0.3604577633315266,-0.3604577633315267
2016-08-04,air_9d474ec2448c700d,0,0,0,0,1,0,0,1.329283332095701,1.3936814780332305,0.0,0.9201801052313877,1.2496329525323326,1,11.0,1,1,-0.23337180799139123,-0.23337180799139126
2016-08-05,air_9d474ec2448c700d,1,0,0,0,0,0,0,1.3981121360697188,1.4395871643168652,0.0,1.5283945817270157,1.2715065590993855,1,26.0,1,1,0.8209571294198788,0.8209571294198788
2016-08-06,air_9d474ec2448c700d,0,0,1,0,0,0,0,1.4439980053857313,1.5313985368841354,0.0,0.9995124282525567,1.4027481985016994,1,16.0,1,1,0.5779658013208515,0.5779658013208515
2016-08-08,air_9d474ec2448c700d,0,1,0,0,0,0,0,1.375169201411713,1.416634321175048,0.0,-0.11114009404380729,1.3480641820840686,1,7.0,1,1,-1.144961974448785,-1.144961974448785
2016-08-09,air_9d474ec2448c700d,0,0,0,0,0,1,0,1.7651990905978159,1.9330732918659403,0.0,0.8144036745364959,1.3918113952181732,1,9.0,1,1,-0.3101451417159305,-0.31014514171593055
2016-08-10,air_9d474ec2448c700d,0,0,0,0,0,0,1,1.4439980053857313,1.5084456937423176,0.0,-0.03180777102263826,1.4246218050687518,1,12.0,1,1,0.6972253488541165,0.6972253488541165
2016-08-11,air_9d474ec2448c700d,0,0,0,0,1,0,0,1.2375115934636767,1.290393683895052,1.0,-0.03180777102263826,1.3371273788005422,1,11.0,1,1,0.38565978092346187,0.38565978092346187
2016-08-12,air_9d474ec2448c700d,1,0,0,0,0,0,0,1.1686827894896583,1.2674408407532345,0.0,0.12685687501969933,1.2277593459652805,1,17.0,1,1,-0.048519509314830636,-0.048519509314830664
2016-08-13,air_9d474ec2448c700d,0,0,1,0,0,0,0,1.1457398548316522,1.2559644191823258,1.0,0.5764067054729894,1.129328116413545,1,2.0,1,1,0.11807117114569878,0.11807117114569875
2016-08-15,air_9d474ec2448c700d,0,1,0,0,0,0,0,1.1572113221606555,1.1412002034732387,1.0,-1.142460293319002,1.2496329525323326,1,13.0,1,1,-1.4498191928306932,-1.4498191928306934
2016-08-16,air_9d474ec2448c700d,0,0,0,0,0,1,0,1.1916257241476642,1.4051578996041394,0.0,-0.7722427858868809,1.1730753295476495,1,17.0,1,1,-1.3316777035555527,-1.3316777035555527
2016-08-17,air_9d474ec2448c700d,0,0,0,0,0,0,1,1.3981121360697188,1.5428749584550434,0.0,1.316841720337232,1.0965177065629663,1,10.0,1,1,-0.827433429141467,-0.8274334291414671
2016-08-18,air_9d474ec2448c700d,0,0,0,0,1,0,0,1.1916257241476642,1.2330115760405085,0.0,-1.0366838626241104,1.3371273788005422,1,19.0,1,1,-0.550900353298709,-0.5509003532987091
2016-08-19,air_9d474ec2448c700d,1,0,0,0,0,0,0,1.2719259954506859,1.3133465270368692,0.0,0.4970743824518207,1.31525377223349,1,16.0,1,1,0.7840612069017749,0.7840612069017749
2016-08-20,air_9d474ec2448c700d,0,0,1,0,0,0,0,1.053968116199628,1.049388830905969,0.0,-0.9044633242554956,1.2168225426817545,1,3.0,1,1,0.6662924037126758,0.6662924037126758
