visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Toshima-ku Nishiikebukuro,total_area_visitors,total_genre_visitors
2016-01-05,air_61de73b097513f58,0,0,0,0,0,1,0,-0.5232135312343825,-0.5185608419563874,0.0,0.7861164717219714,-0.7459194636848147,1,7.0,1,1,-1.3841082266330451,-1.384108226633045
2016-01-06,air_61de73b097513f58,0,0,0,0,0,0,1,-0.7752676322137206,-1.0319225392586084,0.0,-1.304242860566335,-0.5049756369231326,1,17.0,1,1,-1.319580103158999,-1.319580103158999
2016-01-07,air_61de73b097513f58,0,0,0,0,1,0,0,-0.8004730423116546,-0.8315862671406685,0.0,-0.1097518135444457,-0.8182026117133193,1,6.0,1,1,-1.249950942256175,-1.2499509422561748
2016-01-08,air_61de73b097513f58,1,0,0,0,0,0,0,-1.0399244382420259,-1.0820066072880934,0.0,0.8607721621608393,-0.9868632904464968,1,15.0,1,1,-0.9135375238282439,-0.9135375238282438
2016-01-09,air_61de73b097513f58,0,0,1,0,0,0,0,-0.9769109129971911,-0.9943594882364948,0.0,0.9105426224534182,-1.023004864460749,1,10.0,1,1,-0.6538947187034269,-0.6538947187034267
2016-01-10,air_61de73b097513f58,0,0,0,1,0,0,0,-0.9012946827033896,-0.8315862671406685,0.0,0.9603130827459968,-1.0711936298130855,1,5.0,1,1,-0.9413381778150859,-0.9413381778150858
2016-01-11,air_61de73b097513f58,0,1,0,0,0,0,0,-1.0021163230951249,-1.1320906753175783,1.0,-0.4830302657387861,-0.902532951079908,1,6.0,1,1,-1.3052971983584198,-1.3052971983584198
2016-01-12,air_61de73b097513f58,0,0,0,0,0,1,0,-1.4684164099069001,-1.6830154236419133,0.0,-1.304242860566335,-1.251901499884347,1,12.0,1,1,-1.3593681951034702,-1.3593681951034702
2016-01-13,air_61de73b097513f58,0,0,0,0,0,0,1,-1.3549920644661984,-1.2322588113765485,0.0,0.8607721621608393,-1.468750943969861,1,16.0,1,1,-1.1543064904665812,-1.1543064904665812
2016-01-14,air_61de73b097513f58,0,0,0,0,1,0,0,-1.1407460786337609,-1.0194015222512371,0.0,0.9603130827459968,-1.3362318392509358,1,7.0,1,1,-1.0612125573913767,-1.0612125573913767
2016-01-15,air_61de73b097513f58,1,0,0,0,0,0,0,-1.1911568988296284,-1.0820066072880934,0.0,0.7114607812831032,-1.1193823951654218,1,14.0,1,1,-0.7837161212658355,-0.7837161212658353
2016-01-16,air_61de73b097513f58,0,0,1,0,0,0,0,-1.0777325533889264,-0.9693174542217522,0.0,0.9603130827459968,-1.14347677784159,1,17.0,1,1,-0.6355309839598249,-0.6355309839598248
2016-01-17,air_61de73b097513f58,0,0,0,1,0,0,0,-1.1659514887316949,-1.369989998457632,0.0,-0.5328007260313647,-1.0832408211511695,1,3.0,1,1,-1.241279178627252,-1.2412791786272517
2016-01-18,air_61de73b097513f58,0,1,0,0,0,0,0,-1.5440326402007019,-1.670494406634542,0.0,-0.955849638518284,-1.3362318392509358,1,6.0,1,1,-1.5259170671530826,-1.5259170671530826
2016-01-19,air_61de73b097513f58,0,0,0,0,0,1,0,-1.254170424074463,-1.369989998457632,0.0,0.9603130827459968,-1.251901499884347,1,4.0,1,1,-1.2884637748434513,-1.2884637748434513
2016-01-20,air_61de73b097513f58,0,0,0,0,0,0,1,-1.380197474564132,-1.307384913420776,0.0,0.9851983128922861,-1.4446565612936926,1,11.0,1,1,-1.1629782540955045,-1.1629782540955043
2016-01-21,air_61de73b097513f58,0,0,0,0,1,0,0,-1.2163623089275621,-1.2573008453912908,0.0,0.5372641702590778,-1.239854308546263,1,15.0,1,1,-1.0405533558048243,-1.0405533558048243
2016-01-22,air_61de73b097513f58,1,0,0,0,0,0,0,-1.1659514887316949,-1.157132709332321,0.0,0.7114607812831032,-0.9989104817845809,1,9.0,1,1,-0.7311754357494186,-0.7311754357494185
2016-01-23,air_61de73b097513f58,0,0,1,0,0,0,0,-1.4054028846620656,-1.6454523726197994,0.0,-1.2544724002737562,-1.0470992471369174,1,9.0,1,1,-0.6577204967750107,-0.6577204967750105
2016-01-24,air_61de73b097513f58,0,0,0,1,0,0,0,-1.4810191149558674,-1.2948638964134047,0.0,0.9354278525997075,-1.5048925179841133,1,3.0,1,1,-1.356817676389081,-1.356817676389081
2016-01-25,air_61de73b097513f58,0,1,0,0,0,0,0,-1.5314299351517349,-1.3950320324723746,0.0,1.0847392334774437,-1.6735531967172907,1,14.0,1,1,-1.3815577079186558,-1.3815577079186558
2016-01-26,air_61de73b097513f58,0,0,0,0,0,1,0,-1.4180055897110329,-1.2447798283839198,0.0,0.83588693201455,-1.5169397093221975,1,3.0,1,1,-1.2083774872116315,-1.2083774872116315
2016-01-27,air_61de73b097513f58,0,0,0,0,0,0,1,-1.1029379634868604,-0.7689811821038123,0.0,1.0349687731848651,-1.492845326646029,1,17.0,1,1,-1.0563665718340374,-1.0563665718340371
2016-01-28,air_61de73b097513f58,0,0,0,0,1,0,0,-0.9138973877523566,-0.6938550800595849,0.0,1.0349687731848651,-1.1073352038273379,1,15.0,1,1,-1.0619777130056933,-1.0619777130056933
2016-01-29,air_61de73b097513f58,1,0,0,0,0,0,0,-1.2163623089275621,-1.470158134516602,0.0,-1.304242860566335,-1.0470992471369174,1,10.0,1,1,-0.9186385612570223,-0.9186385612570221
2016-01-30,air_61de73b097513f58,0,0,1,0,0,0,0,-1.4810191149558674,-1.8207466107229968,0.0,-1.304242860566335,-1.1796183518558425,1,16.0,1,1,-0.6164020936019061,-0.616402093601906
2016-01-31,air_61de73b097513f58,0,0,0,1,0,0,0,-1.1281433735847939,-1.0444435562659797,0.0,-0.03509612310557766,-1.2037127345320107,1,3.0,1,1,-1.1726702252101833,-1.172670225210183
2016-02-01,air_61de73b097513f58,0,1,0,0,0,0,0,-1.3045812442703304,-1.607889321597686,0.0,-1.304242860566335,-1.0470992471369174,1,5.0,1,1,-1.4277220966490998,-1.4277220966490998
2016-02-02,air_61de73b097513f58,0,0,0,0,0,1,0,-1.1407460786337609,-1.107048641302836,0.0,0.8110017018682607,-1.0470992471369174,1,8.0,1,1,-1.2792819074716504,-1.2792819074716502
2016-02-03,air_61de73b097513f58,0,0,0,0,0,0,1,-1.2667731291234299,-1.2948638964134047,0.0,0.4626084798202096,-1.1796183518558425,1,13.0,1,1,-1.204296657268609,-1.2042966572686087
2016-02-04,air_61de73b097513f58,0,0,0,0,1,0,0,-1.254170424074463,-1.2573008453912908,0.0,0.1639857180647374,-1.2278071172081788,1,10.0,1,1,-1.1665489802956492,-1.166548980295649
2016-02-05,air_61de73b097513f58,1,0,0,0,0,0,0,-0.9517055028992573,-0.7815021991111835,0.0,0.9354278525997075,-1.2880430738985995,1,3.0,1,1,-0.7916227292804419,-0.7916227292804418
2016-02-08,air_61de73b097513f58,0,1,0,0,0,0,0,-1.3423893594172311,-1.2823428794060332,0.0,0.06444479747957987,-1.2037127345320107,1,3.0,1,1,-1.3762016186184387,-1.3762016186184385
2016-02-09,air_61de73b097513f58,0,0,0,0,0,1,0,-1.0651298483399594,-0.6062079610079862,0.0,0.83588693201455,-1.2880430738985995,1,4.0,1,1,-1.1578772166667262,-1.157877216666726
2016-02-10,air_61de73b097513f58,0,0,0,0,0,0,1,-1.1407460786337609,-1.0945276242954647,0.0,1.159394923916312,-1.1675711605177583,1,10.0,1,1,-0.8331961843249852,-0.8331961843249851
2016-02-11,air_61de73b097513f58,0,0,0,0,1,0,0,-1.1407460786337609,-1.006880505243866,1.0,1.159394923916312,-1.1555239691796744,1,12.0,1,1,-0.9066511232993932,-0.9066511232993931
2016-02-12,air_61de73b097513f58,1,0,0,0,0,0,0,-0.989513618046158,-0.9567964372143809,0.0,-0.7069973370553904,-1.1796183518558425,1,7.0,1,1,-0.8502846597113927,-0.8502846597113926
2016-02-13,air_61de73b097513f58,0,0,1,0,0,0,0,-0.13252967471640864,0.2827842465153724,0.0,-0.15952227383702447,-0.3604093408661232,1,18.0,1,1,-0.6600159636179609,-0.6600159636179608
2016-02-14,air_61de73b097513f58,0,0,0,1,0,0,0,0.434592052487102,0.4330364506038272,0.0,-0.209292734129603,0.4587996701235958,1,3.0,1,1,-1.197665308611197,-1.197665308611197
2016-02-15,air_61de73b097513f58,0,1,0,0,0,0,0,-0.8760892726054559,-0.5060398249490162,0.0,-1.2047019399811776,-0.9748160991084127,1,12.0,1,1,-1.3797723448185835,-1.3797723448185835
2016-02-16,air_61de73b097513f58,0,0,0,0,0,1,0,-1.1911568988296284,-1.1946957603544346,0.0,1.0349687731848651,-1.2157599258700948,1,14.0,1,1,-1.2188346139406272,-1.218834613940627
2016-02-17,air_61de73b097513f58,0,0,0,0,0,0,1,-1.115540668535827,-0.7689811821038123,0.0,0.8110017018682607,-1.2037127345320107,1,9.0,1,1,-1.0494801713051864,-1.0494801713051864
2016-02-18,air_61de73b097513f58,0,0,0,0,1,0,0,-1.115540668535827,-1.107048641302836,0.0,0.38795278938134153,-1.2278071172081788,1,13.0,1,1,-1.0591721424198652,-1.0591721424198652
2016-02-19,air_61de73b097513f58,1,0,0,0,0,0,0,-0.6744459918219855,-0.38082965487530374,0.0,1.0100835430385757,-1.0711936298130855,1,12.0,1,1,-0.7393370956354639,-0.7393370956354638
2016-02-20,air_61de73b097513f58,0,0,1,0,0,0,0,-0.8886919776544228,-1.0444435562659797,0.0,-1.154931479688599,-0.5772587849516372,1,23.0,1,1,-0.7735140464082788,-0.7735140464082786
2016-02-21,air_61de73b097513f58,0,0,0,1,0,0,0,-0.6996514019199193,-0.48099779093427375,0.0,-0.3586041150073393,-0.6134003589658895,1,10.0,1,1,-1.1430842081232688,-1.1430842081232688
2016-02-22,air_61de73b097513f58,0,1,0,0,0,0,0,-1.0525271432909924,-1.219737794369177,0.0,-1.1798167098348882,-0.7700138463609828,1,6.0,1,1,-1.3667646993751987,-1.3667646993751987
2016-02-23,air_61de73b097513f58,0,0,0,0,0,1,0,-1.0525271432909924,-1.1946957603544346,0.0,-1.2793576304200458,-0.7700138463609828,1,9.0,1,1,-1.1499706086521198,-1.1499706086521195
2016-02-24,air_61de73b097513f58,0,0,0,0,0,0,1,-1.1659514887316949,-1.4826791515239734,0.0,-1.2793576304200458,-1.0591464384750013,1,12.0,1,1,-1.105846634893187,-1.105846634893187
2016-02-25,air_61de73b097513f58,0,0,0,0,1,0,0,-1.4180055897110329,-1.3950320324723746,0.0,-0.8065382576405478,-1.3121374565747677,1,4.0,1,1,-1.0012753676032313,-1.001275367603231
2016-02-26,air_61de73b097513f58,1,0,0,0,0,0,0,-1.1659514887316949,-1.0194015222512371,0.0,1.308706304794048,-1.34827903058902,1,8.0,1,1,-0.5901317508436977,-0.5901317508436976
2016-02-27,air_61de73b097513f58,0,0,1,0,0,0,0,-0.9138973877523566,-0.8816703351701535,0.0,1.308706304794048,-1.0350520557988332,1,20.0,1,1,-0.4215424638225739,-0.4215424638225737
2016-02-28,air_61de73b097513f58,0,0,0,1,0,0,0,-0.8004730423116546,-0.5686449099858724,0.0,1.1345096937700225,-0.9145801424179921,1,4.0,1,1,-1.0066314569034485,-1.0066314569034485
2016-02-29,air_61de73b097513f58,0,1,0,0,0,0,0,-0.850883862507522,-0.5936869440006148,0.0,-0.7816530274942584,-0.782061037699067,1,15.0,1,1,-1.3188149475446824,-1.3188149475446824
2016-03-01,air_61de73b097513f58,0,0,0,0,0,1,0,-1.241567719025496,-1.157132709332321,0.0,1.4082472253792055,-1.1073352038273379,1,10.0,1,1,-1.2093976946973872,-1.209397694697387
2016-03-02,air_61de73b097513f58,0,0,0,0,0,0,1,-1.1029379634868604,-0.8941913521775248,0.0,0.8607721621608393,-1.2278071172081788,1,3.0,1,1,-1.079066188392101,-1.0790661883921007
2016-03-03,air_61de73b097513f58,0,0,0,0,1,0,0,-0.73745951706682,-0.39335067188267514,0.0,1.3833619952329161,-1.0832408211511695,1,4.0,1,1,-1.0958996119070694,-1.0958996119070692
2016-03-04,air_61de73b097513f58,1,0,0,0,0,0,0,-0.5862270564792171,-0.45595575691953116,0.0,1.109624463623733,-0.6856835069943942,1,13.0,1,1,-0.7217385165061787,-0.7217385165061786
2016-03-05,air_61de73b097513f58,0,0,1,0,0,0,0,-0.5484189413323165,-0.4058716888900461,0.0,-0.6572268767628116,-0.4326924888946279,1,19.0,1,1,-0.49780297338280993,-0.49780297338280977
2016-03-06,air_61de73b097513f58,0,0,0,1,0,0,0,-0.23335131510814397,-0.28066151881633367,0.0,-0.5328007260313647,-0.27607900149953457,1,9.0,1,1,-1.1344124444943458,-1.1344124444943455
2016-03-07,air_61de73b097513f58,0,1,0,0,0,0,0,-0.11992696966744179,-0.5060398249490162,0.0,-1.304242860566335,0.18171426934766152,1,8.0,1,1,-1.4236412667060772,-1.4236412667060772
2016-03-08,air_61de73b097513f58,0,0,0,0,0,1,0,0.09431901616499568,0.1575740764416599,0.0,0.7114607812831032,0.16966707800957723,1,7.0,1,1,-1.0867177445352683,-1.0867177445352683
2016-03-09,air_61de73b097513f58,0,0,0,0,0,0,1,-0.8004730423116546,-0.5811659269932437,0.0,-1.304242860566335,-0.902532951079908,1,4.0,1,1,-1.13339223700859,-1.13339223700859
2016-03-10,air_61de73b097513f58,0,0,0,0,1,0,0,-1.1281433735847939,-1.3825110154650033,0.0,-1.304242860566335,-0.9266273337560763,1,3.0,1,1,-1.0122425980751046,-1.0122425980751046
2016-03-11,air_61de73b097513f58,1,0,0,0,0,0,0,-1.3171839493192976,-1.6830154236419133,0.0,-1.304242860566335,-0.9989104817845809,1,11.0,1,1,-0.6717483497041511,-0.6717483497041509
2016-03-12,air_61de73b097513f58,0,0,1,0,0,0,0,-1.1659514887316949,-1.3950320324723746,0.0,-0.955849638518284,-1.0109576731226648,1,18.0,1,1,-0.48071449799640253,-0.48071449799640237
2016-03-13,air_61de73b097513f58,0,0,0,1,0,0,0,-1.0525271432909924,-1.2948638964134047,0.0,-1.2793576304200458,-0.8904857597418239,1,10.0,1,1,-1.0839121739494402,-1.0839121739494402
2016-03-14,air_61de73b097513f58,0,1,0,0,0,0,0,-1.1785541937806614,-1.5828472875829431,0.0,-1.304242860566335,-0.8904857597418239,1,4.0,1,1,-1.314224013858782,-1.3142240138587817
